Y,O,Z,J,X
n,12,3.448219349949866,9,58.4799911874425
s,39,19.18916027530919,61,3.0596023730596222
g,10,6.063741390258171,19,56.252581571802715
p,53,85.36558385968247,94,80.25939786210222
h,67,14.39322020233651,5,73.20917536268793
u,24,47.63535685798054,95,72.46523459250379
f,57,59.903650094128416,21,70.02583010594121
a,51,12.475644447728007,70,58.1992506952558
c,0,20.31739391397842,89,82.67561049342046
r,11,87.86341704559398,64,33.742453401428044
s,74,87.36844849907737,52,81.60381356814291
y,55,78.56769693645353,39,81.8477029897336
e,98,46.15486685936756,8,57.45298541717286
n,44,78.49692645622031,0,77.8743937660888
q,52,37.42933663795293,100,4.2024688244449155
k,40,53.289388855538924,47,1.0899156348713301
d,52,7.770235200319031,27,98.13654460712033
e,94,84.64957436694185,82,23.989211384836796
f,57,11.078769130340692,11,58.17443428601447
h,12,62.51741767538198,33,86.33672987917767
y,47,93.9213361559023,3,30.433595121447755
z,77,90.58169030483323,89,77.05908370581444
t,42,70.29459696490365,56,8.873664450745988
t,3,10.529262711676335,88,11.472123764843722
q,97,85.80408098766577,46,6.632948962914864
w,23,13.33494444563642,65,97.26622958662674
y,24,34.98792380537089,99,88.49378141910653
y,20,52.25759247198548,16,41.91489308875032
p,22,72.23870781894624,97,92.348873787008
w,20,91.39222838278556,68,48.63250287448817
y,55,43.847719752671345,100,79.21229948142313
p,88,54.187248735425065,18,71.93609718857684
d,74,64.07961250917887,21,35.367329675902646
m,70,7.309386037153609,16,54.990429399704354
t,70,72.8608503575647,17,0.3781388925889084
o,32,40.69032385844442,38,81.80299712263563
y,61,52.119799725057305,0,82.14941694088073
m,93,38.01399436999877,16,68.3526303472647
f,18,50.125636556596774,24,29.24405533751514
t,28,23.469302863878582,45,12.207099549370891
v,96,2.415169917133453,1,14.86947955307416
s,38,86.74258353224353,42,95.54848040222717
x,36,40.05420083798206,1,5.427035196426644
o,80,90.2669962338188,87,28.16746579154994
f,14,57.552826004176815,98,7.5297913227803885
j,49,15.708496803733485,55,84.99609369585845
u,36,48.092708598947844,33,97.06123515688732
v,86,19.412891813933918,65,64.56314571843372
j,85,52.572057042208186,21,75.23829646632456
a,67,91.8094841177563,72,77.36118423276686
o,57,97.23242815054702,41,86.12085913174742
j,73,6.927263022926189,90,4.727082522183479
g,92,21.6747081078128,38,44.296877981219296
s,81,46.82147079716127,10,26.490901633511086
f,26,16.15028616230193,28,45.63786077531824
k,28,27.856471427555295,72,53.69386459763581
v,95,17.446652370399317,28,49.40194648843759
s,6,12.16055206364267,96,73.11623542165398
w,65,8.41131591497134,10,39.887807819893126
u,40,79.94457696664804,96,21.625829105588412
d,82,43.826096920541445,57,32.820586565828116
z,1,39.016509718930756,85,70.09634824756617
w,31,86.37783699139919,71,12.236170819338987
t,70,8.755260951878775,2,29.189223510903073
j,95,58.412598633352786,51,88.67591811733723
u,32,29.118802967947932,68,4.720129570560316
i,85,88.80135367108277,45,97.20424522170713
a,38,66.54158804832552,55,92.94245397600464
x,66,0.13217844789530364,89,37.1617308971553
z,13,14.917756385446202,21,64.44545337308809
s,10,41.53560485771002,67,82.86115835668772
v,30,69.70526013953872,84,45.45891779414101
v,13,90.08406167273878,18,31.491244971072973
o,72,83.71094130720505,90,85.03002468976672
e,39,69.30722889712055,69,83.4221055281263
l,2,73.59958921304278,55,11.411318170860419
d,44,84.89900534697598,3,25.40934763224415
a,84,74.92364886484681,22,24.227584600923823
p,91,29.34612061477704,38,62.52204643317527
d,14,81.48192816199908,97,99.83681740095096
r,31,57.76310470031264,68,12.764825492362187
r,62,9.216066209597695,5,5.321685791049601
e,79,21.194757289734024,31,20.762167858910573
d,81,80.35584768444254,77,60.73342961493403
e,3,27.635473356605612,29,13.419612636161137
y,100,12.856225923139197,16,62.31554972051083
l,61,49.0791796256824,19,34.56905545284508
k,9,53.23434561090469,48,50.83398212542034
d,43,99.19519793246404,61,71.27673922176254
u,59,64.96242307134604,37,7.186742943202507
n,47,88.20359591553995,47,68.59802850185878
r,78,19.556701254952934,87,42.161289055585684
t,48,66.65160394226224,99,39.0132105965394
p,48,67.41966762658038,65,64.56659811052215
y,1,55.501136296504285,84,25.431652605736698
s,28,95.86947444688255,18,60.98739840143366
l,26,29.655890665374386,86,37.79721136135764
c,20,32.865432337883185,49,12.687695407480536
v,0,59.083119498417794,18,18.490562631802632
q,9,90.60808550960083,89,26.058890359860687
q,46,23.01763632362358,36,36.266322869568
u,62,29.82785780951288,81,11.941114448413737
e,21,66.33226979395957,31,59.91071477170672
r,27,18.317083173274273,48,80.25604434969333
o,73,98.98399093004146,52,13.263255716820233
c,80,1.187924690279074,1,5.445596171449296
l,40,39.67817219204357,83,32.49321916314987
p,30,96.51877307410388,76,3.22577538397788
z,19,15.143715749767217,53,58.10097582528627
n,100,23.4744312977076,32,71.43053160832123
m,72,38.118444438161404,20,76.6133106498142
a,34,60.491808312422314,13,86.33030016908504
n,0,8.347486621503098,32,25.27089659480416
z,40,42.885279951792256,99,65.62582952650887
u,1,25.012462439944162,22,42.38266503206929
w,47,58.16318505671504,65,84.41535100872211
s,67,67.49373095850186,2,67.51236347324442
p,14,8.517698191946366,96,63.580936959693915
z,5,72.46990798449183,68,93.53056144367756
m,62,3.070215479371141,5,28.26370476168094
y,70,53.04860161289066,53,8.0536884505353
m,31,34.433896194865746,13,16.69246284311534
c,88,36.59614911230244,90,2.843004215480416
y,78,77.27114143707051,100,55.21069587648408
y,39,32.829457992959085,1,2.624404622595755
z,91,41.844714024953554,99,12.382868805788805
h,83,65.93465782616738,36,48.92731689080665
t,64,35.55834994269224,76,75.4001984940909
d,100,56.162577673039195,20,69.31368947110059
d,6,7.453531032990246,85,75.05252517570263
y,48,66.9823333037238,35,89.94856083748101
v,77,62.09947635162602,8,23.551416667534262
a,58,97.01374805301784,18,46.88493300162986
c,8,9.943310729939725,50,40.556791609519784
w,57,7.670399692779628,69,54.0790847409821
e,99,57.150352773515756,0,69.68328332991605
s,28,81.09918659581035,78,94.03701635913592
p,0,95.97379552342231,52,82.27449236032614
t,26,16.65591163797697,7,93.6501392965639
o,66,24.826334777979987,56,89.39639832342799
q,72,16.878915805445427,59,58.95486090429022
u,71,7.616339731059751,20,70.73029223435147
o,89,52.01480882983709,36,41.21725039889817
l,79,82.17365646866895,78,37.62466780230586
w,33,55.21503867939765,35,29.799429070370774
t,22,85.33735110597645,3,28.45441895443446
k,36,4.818340003484611,53,71.86249011614869
o,73,74.16948336271356,64,74.39615015310768
v,36,43.36933191242587,35,18.64619368067014
h,52,74.33052547973038,4,60.122211430067054
j,48,12.744918283954654,79,19.622643542794492
n,68,2.3410391406276876,89,57.74756533716313
y,69,18.73258877667211,70,62.90469156633742
r,97,84.11119794871412,92,11.425038725072778
a,97,29.76887846758004,48,77.56012728812894
d,99,51.14155096693415,99,30.84655407709418
f,33,27.510312100343725,2,5.139338915276337
o,0,34.556252614981034,16,64.89235546626998
q,3,3.1425383302791765,38,82.67299919522662
s,29,47.113164608655985,5,6.383950472154265
l,63,58.07084645292663,55,50.961693080533145
u,43,37.865481004531475,13,46.115341767659956
u,48,11.562109848554492,48,58.5602279105434
q,86,53.07058931033538,28,30.982074489305944
y,65,93.52755811240776,55,19.17134691494343
y,84,58.38492642880022,33,80.50539058339038
g,78,6.36365918181323,82,86.38985047135516
b,59,76.29931236636939,64,22.16498418333559
u,39,69.00196579044592,77,56.732196805505616
l,98,57.65267532057812,54,40.59511409774985
p,100,88.23611057693282,37,4.215777081262074
o,40,43.28294583751523,14,61.97361024507585
o,17,17.522867989547443,36,64.92833677610732
w,96,68.83692616839356,54,49.78392279609203
x,67,6.325925076790295,66,56.555973007290675
h,6,3.7858225043864713,54,4.417462093119717
q,10,25.062376310808286,79,20.778478802208255
h,78,75.968702072266,76,55.79969166339781
g,25,67.33186387608795,95,51.65592898588509
l,94,65.80890295507209,28,18.887248811471082
d,32,4.486375168683598,11,65.60970604125538
k,80,22.803655095788354,48,98.13305432575002
d,36,30.799907220144995,38,23.269361793030363
l,33,76.42267105502452,3,94.0926839081495
t,21,3.6388384989348155,37,37.51799567832759
m,28,49.09180906283391,74,91.03486682267611
r,35,8.044479919484527,56,13.710709937917652
s,7,89.29888348717039,76,85.3951656588681
v,42,70.21281632235521,58,90.13995867985415
n,36,1.5993863899401606,1,71.28577330636865
u,32,46.83447655381745,42,5.915957081249024
j,75,58.65998464285571,0,85.2556324931338
j,52,21.806111164749375,72,88.01737851863771
g,83,57.963379949960135,56,32.77066529149538
d,75,19.930412288932743,50,75.3346034775156
l,85,52.337960365873094,61,23.398468526655524
y,73,4.306439704508557,91,66.949814987124
y,46,48.69636848255681,74,63.41617385950858
g,49,52.3730324877755,97,50.42335954404832
m,76,61.82732582255511,40,73.50268529524594
n,76,92.66622372950265,51,91.73142504664902
f,66,84.22188196303779,12,79.86526345917846
s,49,45.577934527815,2,23.55441526461578
j,1,61.42246733116675,51,39.36238601373934
d,85,41.836618522247235,24,27.207429208396995
o,15,98.12800260881914,99,17.659529030249942
r,34,89.68257499979157,36,43.36911531146587
l,51,56.4443440152501,34,36.61154492861457
s,100,11.724218215962079,63,96.85282265826748
r,37,30.31540468355558,28,10.641342170034374
s,68,26.782417822153537,88,72.6585111320675
d,67,6.038735452986799,93,19.279311939020694
a,48,35.585043632422206,94,3.1353069905099784
z,67,94.49391254403305,91,95.08956826767039
g,59,22.919729632412057,13,99.74141426331296
a,62,94.61813013064337,16,74.36710807801504
h,34,92.88525892705155,6,20.451864332582726
y,2,5.476190804971193,22,7.82991175451323
g,89,60.705964858187144,73,3.9387528695481455
g,100,12.610713115439331,84,32.43668608089304
b,42,71.47897340277905,35,53.45188256518389
g,86,8.752526382484472,82,78.68900586114651
z,74,0.872149599940153,94,60.42775815492818
j,72,14.43126912082321,29,66.68111573911283
l,69,84.63259965025125,63,42.13461343818372
u,26,48.71247052320993,0,90.00370663264005
u,78,70.55889722470624,12,71.35138678279259
w,49,50.30320280066598,16,84.96070521467301
p,75,38.32885853663384,37,78.25396562650158
t,12,48.96449690822963,77,93.00530076515234
k,83,13.983938863974831,90,35.78125207701682
d,24,2.946827002676633,99,75.67214802875884
b,7,10.432990034407187,54,66.95793678057512
z,85,2.1088454313257343,63,76.74660027778673
v,37,30.09348246712139,95,81.48880498575906
y,49,69.69330203593782,5,85.93377736196956
k,70,42.115415424085775,47,42.93416937050609
o,68,16.569510282786524,9,97.22101902789666
v,63,77.00068070810748,55,29.878457337542187
p,64,96.3709816170812,56,38.01484939493199
q,71,87.56481730233283,67,12.169662804637571
i,82,15.073756745794952,0,95.00302003835506
j,57,48.218919025606134,61,70.04161450420706
n,21,14.42145504096205,100,56.275919400324966
m,10,41.426315447939125,32,6.60535625575055
s,5,47.98003638248331,86,90.04359830455255
l,73,65.19748603337841,45,84.09396595975907
t,16,3.0933039152088004,75,35.75844060877784
i,68,94.15380283824713,16,33.63716386028882
s,47,7.064539057556008,18,23.23069444482828
q,98,67.69893578582784,7,28.391691592980493
b,73,23.39260671474458,58,28.179857054252054
w,88,15.786541435246114,76,65.9629597989997
p,32,53.183484475722,55,49.51797790922704
c,56,7.863298655272411,58,35.53455899895791
r,99,25.327350967267115,22,89.88253137579353
u,32,1.6194173439141646,86,79.2213361387298
c,29,33.44491709055893,23,63.975349734286354
t,83,85.75000424518836,16,32.56751530967081
r,92,60.876720206182064,85,40.35118842907555
h,16,90.32191141080746,71,47.39102985475782
v,35,79.9920139099991,83,66.28699759600241
h,15,88.17491591378028,0,83.54942609325629
y,43,28.72280803693653,85,43.440027194752794
z,49,3.673176698913827,94,91.44878253618903
u,57,37.03256581411101,49,79.71602804365187
p,48,76.97835753262497,8,69.06153988450986
j,68,57.879306302957104,40,10.757943517549107
m,6,70.508554225644,12,47.907635729662154
w,69,18.539940570298295,58,40.71287142442719
y,2,1.7047096171490472,60,30.77873279515435
n,30,40.401850482656855,9,41.96236009847928
x,57,60.77439301017126,36,0.34583417404254746
d,51,19.957946189703335,4,78.48552164185354
r,38,12.598071843040337,89,10.440634698174488
q,62,8.506809189545672,68,20.30053768442365
t,73,66.9785570375817,42,50.654963305579805
z,48,26.040390804117862,24,87.7715984877413
a,32,83.54169534020743,53,15.322709313454174
u,81,41.88152512088059,8,98.58155490649195
a,75,54.86185846429022,71,5.873251562810888
v,56,59.59959602524627,51,95.92524552083226
e,5,2.498893775095823,70,82.6863809433589
i,33,62.42381118487587,53,14.554476549960139
u,55,38.69874912653637,18,51.607239505520994
o,53,25.58810296675468,92,42.24985562093959
i,25,14.837010055002898,19,56.47763743946682
q,7,10.768761904070178,82,54.671943129397185
s,44,37.69092402497747,62,39.490446271897206
f,95,57.18846159807826,37,67.85390226559852
i,25,36.92677222455979,14,64.32714450954008
b,27,79.79774073609643,25,98.42896116893428
j,24,2.071978288251086,63,82.650861345498
x,30,70.38712749974495,66,95.73990173241498
e,26,70.31254056244258,2,79.05593649425892
j,23,21.67260649597116,69,7.186640164121483
a,69,83.81349322514322,64,79.383916476685
d,11,8.365399805345074,99,77.19839517570284
n,25,74.24663038812854,47,3.121740491109115
j,30,89.81195965520875,64,28.81905433470221
k,14,90.60592157685258,75,98.24670256148828
i,91,35.90978275745579,2,34.16424453343203
w,0,44.249020511553574,76,98.74026708753834
s,19,41.3983724265943,61,10.627324182582655
i,93,6.7410876022368065,40,66.02117451695443
r,0,23.253458077762435,10,59.109188909599006
d,93,40.20125008205879,75,4.5012858656900745
s,55,27.505550649215905,93,30.34002510303435
y,9,32.803970359897036,63,53.836428583099796
z,61,82.53800246480327,33,0.6378591508835463
i,41,62.18711795122754,17,70.19642786110852
p,90,95.197353631305,3,96.35783967745103
u,56,8.053073889897423,9,17.810783834553522
f,65,76.17213333833207,50,7.447168409033377
q,68,21.636598296667398,48,91.23546589737417
g,87,12.3993488700883,77,18.999832089806546
y,1,88.80232163911282,14,88.29991167411363
q,71,36.48493040764056,56,69.38677403162636
d,52,60.801899592947585,28,2.326176187377227
x,74,46.07875613446768,38,95.4198215594311
p,31,3.9352892023011066,74,88.57609868473742
m,83,13.126268558500776,5,47.00747200799887
q,66,12.910418395253998,92,21.71100746889898
m,64,8.666997942702515,43,92.0579234600951
t,85,59.80475660765414,87,17.528442644862697
i,61,43.29512189184985,81,43.79405059399648
b,3,2.6458041319495917,96,24.133095111053603
m,43,56.657843904163876,0,81.4194249998139
l,55,67.86244007268846,69,91.82592713244534
z,22,82.6242275035802,79,61.895416986460496
g,5,35.729578146352495,72,65.14192044903716
w,26,91.90377668293591,7,39.730665361310024
x,6,53.82593293643569,70,71.92270260076484
f,20,0.4450133091361774,56,44.23685984413653
i,99,90.93813802491478,73,44.76295566058733
y,5,0.12083785773971956,55,87.80989434411337
a,81,38.26034980788515,63,48.57995525046982
c,100,61.152012178900584,49,82.40812803398697
i,32,83.73536211052952,53,76.96341006591541
k,100,98.3252555834565,71,56.4842196053909
i,2,41.06803497353637,4,10.848476375365014
n,68,58.75290655086173,2,29.26380535334293
t,62,60.4226960722474,69,50.489447893413775
j,1,74.21155008961698,75,23.849497410421517
j,94,68.77618341752704,3,34.552428906354415
l,75,2.8566921574328163,93,50.858143012260136
v,70,66.1316719665944,41,89.86218044446586
o,71,99.00666659769382,59,56.93300810766372
o,94,99.6515239614968,64,71.1834928272962
t,98,46.991233105230926,14,76.29144144632139
q,46,60.545067791489515,35,10.837534419153394
r,27,85.0405566258234,72,37.41538456363175
q,7,89.83143200512545,38,43.52250169958328
y,54,62.99180654173414,72,98.11905950244518
f,39,51.72722841250046,11,57.888832726875016
u,3,19.824972042888067,0,1.9285266099312803
j,59,71.89940167579093,38,87.692868135921
v,60,13.531869051685119,91,47.52823555597908
a,70,52.79401736232464,26,7.090113968724243
a,48,82.5948839741962,7,69.97718041333174
l,70,89.34031547481851,61,43.410750441416
w,83,38.927364221859705,34,35.3197877513487
w,69,89.81023952762573,85,58.71037278366289
u,89,64.90059128583843,99,80.9351897738374
g,32,36.40182547800289,6,37.5358631050027
w,66,0.9030853743031919,65,92.73339180884957
h,2,31.17069114748554,59,60.24010158948576
u,98,30.76185489842642,66,21.30878240003601
q,57,58.28031655872228,64,14.219259788664719
i,64,23.76395774495984,39,49.33468515609574
q,83,68.75560360024873,83,87.25931112728495
n,52,61.34504699705131,63,9.552740268674832
w,58,95.83201859524372,35,59.68113266679463
m,28,6.475955173288317,93,82.64183927391579
c,71,25.059279236491207,45,83.99766086394023
i,73,2.7956449884872114,21,87.57925184423746
u,67,91.7535249739877,60,46.358856202087594
o,33,51.188452003676474,78,95.36337908829692
a,7,30.545014263870463,22,74.20719367619593
c,37,86.61814769848621,39,73.21154896653036
t,55,92.77405676477959,6,28.422539346079855
w,16,70.79364278926288,11,96.29067859181484
m,3,44.721512983993996,15,36.39851609395699
i,12,34.090480609449,4,43.55175900688817
c,46,32.17077608722722,46,76.20078423765763
t,20,39.358164476809954,17,29.082023920052215
y,71,65.87754113975747,92,57.15734264406427
r,19,15.111878355327512,41,95.09533659288877
x,0,50.54464859032494,15,35.69907911378956
c,15,51.80792622500952,100,29.775963944212826
h,40,39.55722162029044,19,20.096521862757154
p,50,87.23816280318272,29,0.6275611511269319
u,63,87.83176777614582,42,68.67369071793459
d,2,57.34749589386268,80,16.74808562764394
t,19,48.52509729187726,51,64.77211796830635
p,99,44.3540139317008,62,48.911417041353275
y,71,90.692256607061,3,48.75301343821155
j,21,40.2796525472264,51,68.08779187186543
h,70,26.929934317546444,97,49.581276590337886
d,98,83.88844025850584,63,32.24904053792115
a,84,16.78610932227317,62,6.869835684285331
s,92,76.2125159951889,88,48.25034708702191
s,89,12.790830887650117,96,47.03935438105847
f,23,96.38545632438674,32,43.744049860808786
u,64,5.623338091953367,77,14.56104035549336
q,83,72.97752560370292,57,94.28627940533565
a,18,13.979563910064075,76,24.822243105806052
l,39,59.76145369176802,43,58.822395225119074
c,49,12.980638302387604,91,89.46192777845917
h,80,90.03131813920113,15,4.700344295722791
g,8,53.73765902581922,67,72.64100128039804
s,14,37.90055654997598,19,25.333238738240304
f,34,57.89968382366488,81,7.917695082026088
w,6,45.01003730253188,41,67.66778744247652
a,68,63.52996113946489,35,16.022825002760555
t,76,23.79158551911723,18,97.73074542982518
v,82,50.12592115247314,4,81.55087279042502
h,21,64.68217210319683,55,52.617757683716924
h,92,97.48653566864556,41,53.58756213478121
i,73,14.01240802412882,95,63.586805594283724
b,59,55.518005625274135,86,45.634071482260275
c,33,25.93499413405852,60,28.69497493439853
o,70,11.991100791733523,57,11.345044236335811
m,40,16.951216360964704,68,77.98902325596192
s,55,69.84451733796833,93,65.26378555732238
b,42,62.55217034695628,34,6.201608978583928
i,62,17.89312134122596,17,54.280092338460875
k,29,79.26914736431647,50,80.80893524387574
w,1,41.86145294899293,74,23.043515226357925
p,93,74.50470977067127,79,50.91139951432972
v,50,18.453326461930086,35,93.94278074769296
v,36,34.90020407402393,26,56.79737585428175
q,1,95.23777587889668,63,15.135640752625346
w,13,32.10276915978862,75,91.17911870793154
q,12,40.126569195642325,23,9.307620006256068
u,34,70.02073751014525,61,13.920111235163779
y,52,22.724859626210936,16,89.26061268242806
j,65,66.26799791489715,43,82.00691631440644
n,58,68.68255315543605,42,81.08705175549622
m,72,17.817552177653084,63,55.76554306907743
m,5,92.82721837627174,7,13.298196818010277
j,66,70.92994539332288,48,22.04641805494506
x,72,44.484506625388974,98,3.397426212742971
v,43,3.1972670901812883,32,13.429371920979506
m,95,84.09587006626606,54,16.972668300156478
u,46,49.044159897431506,49,79.99218041374388
u,70,29.20447451189745,66,32.223660187496904
l,31,75.82707570015064,56,41.57593447342344
s,18,61.33581987307905,89,86.18082793857144
c,59,40.78875597826449,23,71.28114862793214
s,75,2.1109203425218492,97,24.682490286898094
v,34,15.61920880958395,2,91.64415823079099
i,32,84.25264670022679,13,13.565785764896155
h,39,73.04702265493177,45,36.152877215391456
q,53,93.78086278604539,13,29.1310874462687
p,31,54.308000514625284,1,70.04654083617373
v,81,61.698070436246425,73,2.7236274595719867
k,67,86.12549557763938,68,80.54136422746126
f,34,86.59120504637984,77,10.512778152444756
t,25,68.11256862181915,12,43.562522861251075
g,19,38.64345837847463,30,32.81448773615197
s,16,70.9715939739937,79,23.530114397278222
l,83,21.50066290182607,26,0.5670970571572176
c,92,20.315572584035746,60,71.7114002102143
k,9,4.396832894030956,59,55.30318916113299
t,60,92.80443193716971,0,40.93100950458988
w,1,30.638787576790016,67,78.58923753734346
p,35,95.90525933398783,25,14.136804905811262
r,17,24.36844103120318,68,57.06212831927863
r,61,31.668496088952946,5,89.53886786389856
r,78,57.49192385208257,79,5.335675171674536
v,25,18.31389901901431,52,52.873319496654084
v,43,89.34367254083666,58,21.870858172867447
k,32,38.590369878660034,0,48.790540955008
l,10,86.74870575100763,52,4.891176377239425
e,73,73.2264171127826,54,98.27075682810698
q,13,97.79518291414708,56,90.05586064517179
b,77,61.43605073741416,99,27.349312392188462
j,85,70.90096946061036,73,28.319612888453793
n,55,92.78134970289909,88,70.66856376363829
t,17,92.36322698039278,52,65.70807928788194
r,30,47.37392274981017,50,90.48537045848623
j,74,39.52994049276166,39,52.2471503245851
i,7,49.577661655223025,53,76.05425040745837
a,46,2.7346580556272593,70,22.31722844579609
g,89,32.361460515674324,48,76.21189277776209
e,67,25.93173482069081,45,26.708873022979297
w,33,22.666081709675645,72,33.38513761657625
f,99,74.83277203834811,1,60.65730786827264
f,24,75.97612865789874,32,44.773918286443326
l,71,7.938333827043498,84,59.03341410009444
n,5,98.39594876239597,72,51.52205288273972
c,47,51.40609995794384,3,60.22751712441572
w,6,85.72171105119864,10,8.683743244242958
o,23,33.72972311646893,40,31.233221683689948
y,7,13.96219550470107,59,63.95037207328684
k,58,54.58006844065402,50,27.591402197077496
e,86,23.63953793471011,37,82.21152256031614
y,96,55.17814560184827,29,29.937569494691708
g,50,96.703816600916,54,59.90815270452106
e,90,44.16413742218399,69,51.490253292395096
x,31,45.488347068618005,97,75.14886864852225
r,98,31.57633746479628,28,23.587527015533894
m,7,97.23111548007462,12,77.90602500552379
i,61,4.406019325152832,47,36.02152103252948
f,95,73.5170506921256,44,60.97171671732033
i,53,24.619685548798586,18,31.21840683255106
u,2,19.29652259046445,35,30.56273989959495
l,77,1.154803745928601,42,75.82508489991858
l,52,83.14104091046805,84,60.63075578314818
j,11,99.713430072908,48,0.5403983886750785
l,55,69.4904768013872,58,13.527054038447838
a,41,23.929992685366553,100,78.73435627655509
j,23,34.03437501550872,68,98.99793074960915
a,46,21.312739569203785,99,15.196359492549405
j,51,70.37541976344737,80,59.75353226033226
x,45,93.82485434553617,84,39.333974264858675
p,37,68.08894664054378,81,84.57064215387024
l,88,1.8048831658911357,20,7.838696145055923
z,51,36.683901044717274,74,36.891110802827
z,6,60.92683368191998,83,45.83590887729344
n,100,3.7069645790710593,78,87.34154530285664
r,4,77.50446924945639,75,50.887320463804095
o,21,2.9151305955705364,6,35.249318587643316
a,72,2.635291486049429,94,13.832986910311075
g,98,16.5567595186769,45,73.93707202095102
q,57,92.6129517325654,71,23.505785675454007
m,85,30.658510672396865,87,70.05359274849509
b,61,52.50317079821662,55,19.038908412832622
l,37,75.03682453919718,13,41.304212734908816
m,25,1.7897458547442513,49,60.24506583319278
d,47,75.90006275087963,75,99.48054351257456
c,30,78.79429849151121,64,49.47015470746082
q,80,79.68472870189044,36,24.0612480673525
v,77,26.223709794063176,64,28.648705254267025
b,67,41.93964422577064,45,12.681511681712221
a,53,99.75874018414173,50,28.063116657471532
n,93,52.69941636255071,99,32.44444965510791
m,38,73.5170686939917,69,25.755957618430802
e,23,68.23520330396863,40,44.91357062436128
e,13,93.97548492139923,32,71.51716244749068
e,15,74.31196220148803,83,46.410669262586914
s,68,13.442284175158626,51,44.111974178774545
h,20,74.01051158991258,97,91.62989628629217
u,54,32.62820580168197,4,96.10811676980421
n,8,37.801627599004796,54,47.075869319194396
l,56,50.383674154874015,70,54.837489147039754
a,72,47.72183308603506,94,95.81323747689709
w,95,35.28860468149462,88,11.115105357559841
u,86,84.95886114517674,72,47.99683945855867
k,93,5.118910010598954,80,90.01294965433493
n,19,25.99290451842834,67,50.95789822186578
m,72,80.03493930776938,95,22.729653463117007
j,73,25.06070025701218,3,31.008792754207338
e,64,82.11677191670661,54,31.1047937948565
j,32,36.02880803844521,90,12.003717400279278
j,81,76.53768150624235,22,12.53017983587712
u,82,73.88512710814317,91,47.864174780648725
r,2,28.42607686098407,70,63.60231441083989
x,30,2.042024227899919,31,68.31756096269983
h,74,77.84389147021355,68,14.626443817675028
g,81,93.43422743830854,89,65.09638128764553
a,54,52.723841147671834,17,54.20724571018766
i,58,48.89064776890927,81,69.95164861753742
w,96,4.825044348799723,30,93.11955401345948
j,69,63.948852416009395,33,46.446959285393284
t,36,39.06696269563468,90,64.54616687665063
e,36,75.5463000700661,50,85.94543326326689
o,43,20.376064914663083,36,89.61171631106201
f,84,45.195504510624154,12,7.069388774300711
t,62,42.11879721508882,65,72.3122662110169
c,81,85.34406855130706,38,63.480205294354185
e,11,74.26436817021165,17,77.11178202157343
g,20,31.608102021624052,89,10.80719163539392
y,91,41.27416779343304,49,82.43598499907144
p,69,9.865847839883768,18,23.831584371885604
c,10,83.67698106163513,81,59.167785082882986
w,83,88.90264235803926,30,79.99529607503918
v,1,22.97799864589637,37,89.10404344262125
u,94,56.8006808969551,63,35.74276463637369
f,2,67.1253915820009,9,47.37052232024704
k,47,51.693905661362614,86,31.074528504332065
m,79,31.769597235615255,3,2.597513530940776
d,15,59.40551498143286,78,99.72541353753329
p,32,26.558632462326003,41,68.56467478477101
j,6,53.50139254437032,60,18.086519949379497
q,82,73.57639288999496,5,50.159704433016785
g,66,72.33887046316956,26,58.13302835391979
e,92,31.03666895038828,62,23.654702620845235
t,80,49.886514990547305,94,65.69543866205775
j,27,61.960590295701714,72,48.032048655825434
q,68,22.966170244386774,18,67.57078752320557
d,87,26.761516687409248,82,12.01266099086028
z,26,72.48303430106292,90,39.36801023255233
f,95,14.089561990985622,85,42.097427243525566
t,5,67.0899035478427,8,66.36706726788965
r,60,61.89327964282961,86,59.34958602429228
g,72,81.48706681960616,1,3.028448855413457
w,46,73.1809040027308,68,5.603580437829336
s,2,49.744246222011114,7,14.669571612534494
y,4,11.529550726390504,21,54.12676806523442
m,51,82.25693104313018,19,11.407274795830846
w,31,28.277103711175478,69,95.37573530460321
z,95,68.91803602851564,41,10.752540129858602
q,24,68.7579668568603,0,60.29388038900228
x,20,84.30419731002453,13,47.7809896458371
i,76,91.80543823311376,34,40.17580554063209
t,47,54.545651814201825,26,38.09588119693412
g,59,6.842655425854138,67,86.70967403637347
t,27,54.73807405812945,88,51.098559386047114
k,78,5.463557631999604,27,59.16867315210986
n,86,51.15231203841433,75,19.719525416921037
w,12,49.08677118862252,1,30.431364565228016
m,49,27.01358427199485,79,23.531318869265995
l,89,59.974668008740586,42,34.005881678121916
h,78,26.46065237451135,43,65.53277554928762
c,52,16.67758047502421,57,56.154892769513644
n,16,68.55181560874031,81,88.16788907143248
m,80,58.26714856180646,9,4.731124091766148
c,79,42.6878165259429,87,20.84998036952098
e,1,32.66371206482523,66,0.5839823438526626
p,97,8.59471037979157,44,32.93203220885478
i,21,36.898975362832985,91,90.28371431231766
k,51,81.865004384684,31,43.363768166696474
k,46,26.341629735418692,50,56.210864489952264
i,49,15.964685664060074,22,64.13866052397753
y,29,59.534276924315776,47,75.20076356466666
d,5,64.66277706876966,78,10.424434322257914
z,71,36.68167392649746,4,80.98805451054513
m,30,72.13242758950786,59,12.910589304150754
j,42,88.75452232926293,80,24.683103537420315
g,78,75.62536255533878,71,25.90469721569543
v,7,14.394548167325084,5,93.57524228203994
n,86,59.406976593922856,67,22.63118560109678
