V,Q,O,T,S
m,49,53.035192102521655,40,63.121398006101245
g,91,90.36259293058434,25,5.215801564187316
n,61,37.625609294157826,82,72.86402387277211
m,35,48.11609321590182,69,34.87192863101607
u,32,85.84388352450593,65,11.425749426750354
h,87,56.09373318996984,36,17.81193135479541
j,45,92.09814998758355,76,87.92880361891197
s,62,33.81792190065227,1,88.67302434045965
e,77,94.49589190544272,37,60.02276561524841
m,57,86.87671289183012,32,44.01058591211201
p,15,30.975875325880274,23,93.94322546145675
d,24,36.57127816615198,44,93.26825197222436
a,11,42.35530908422378,40,85.09831416095514
c,21,38.62402007914483,13,60.23034747907805
s,98,98.82987694023993,33,5.3026073811772605
a,7,84.55410197066149,37,75.62187863263951
k,18,59.205897924287044,91,10.773566925387302
f,39,63.37507294717069,31,74.44249963785799
e,36,84.40485365807075,4,40.41141055662458
i,80,25.08806567606905,37,15.603449398180036
t,97,68.51844551860678,48,58.05103842353708
h,57,42.019909160054034,34,93.10819350953295
i,23,16.147435996997284,21,76.8181456366619
d,92,70.43661244199909,78,18.949586066765956
g,6,24.719661834473918,10,51.91692056815226
o,22,65.55732908593998,11,25.38850428509355
n,2,48.295519370474885,43,21.751204589176965
i,10,54.34562232445319,68,16.442644755546098
u,84,28.4774531802792,40,98.45050063226269
p,19,10.63888391819986,26,89.9703480697693
v,11,66.24641768663022,68,93.37467026620122
b,7,5.567484202317252,91,9.251280814463792
m,57,24.60227277318605,31,98.14312763227879
y,67,90.47655863462701,38,94.32792190291404
s,68,47.20385863770167,46,51.8538847905358
u,74,66.39184460926492,58,84.53406588715947
v,17,28.51339706296967,34,56.419631798500404
u,69,48.539391985527224,100,58.668122340710525
y,27,51.91656974063948,100,4.6829389934394445
e,36,93.2728019079053,38,99.37898770194256
u,6,21.06776698219851,44,64.60042215598165
c,3,33.164247009113836,27,83.58183448939364
y,63,25.57978401219175,98,86.31132833823159
u,36,43.55651235290752,95,88.81853137974365
k,11,32.49642509484871,87,64.81812004265292
k,42,7.645670601954535,47,87.55272637435748
f,63,85.27683000526449,76,9.403178345565955
v,91,91.34585644801187,65,83.64648821179881
v,12,97.58714662497181,47,35.344099160482145
t,78,85.23749308698766,28,94.56006160509334
h,78,93.75452038273298,77,69.23547809757301
w,16,6.137677129171115,45,84.98323572160523
l,47,60.04295420313011,99,88.97902578947512
s,46,8.920359868905658,88,78.96959805770526
x,97,25.472829684927955,16,30.056752123686913
m,35,78.67373964234426,39,14.296352434186888
p,20,75.2504608185697,89,40.95460263743993
q,28,91.83531689062148,22,52.44812390694096
x,93,33.11066973428074,33,61.631867200360546
d,11,92.76226594968048,97,62.30070975019698
p,33,96.39085130902994,6,4.3661461449077565
z,31,48.9493225274365,95,54.967629455694976
x,44,26.456655145158702,67,49.770063456026826
l,7,39.18549063433596,56,93.91106047170791
d,58,5.2584929744730164,96,56.077012202180676
z,72,35.489533253209196,18,0.9569804181293384
x,61,62.15061321217542,14,8.565882164883798
u,75,19.30266893552286,75,84.42135306943649
m,17,23.90568470164012,74,41.23332803852949
o,58,32.89242164349895,87,0.4584564773183586
q,79,80.19162579144967,81,16.001260569303966
q,49,67.24519361887369,18,64.6460232642798
g,71,4.430463305139821,35,52.239491470658464
u,86,79.43511476081532,15,25.511527993854223
q,92,68.74957446329809,58,82.03144213257367
s,10,44.550297915557714,3,35.62562583994469
c,69,47.937004354228684,26,9.304041310592082
h,2,65.53517013118639,61,8.533998735934667
x,83,58.95791222492143,32,15.723586742654005
z,17,95.75595174640377,25,62.35719281161588
w,53,64.03535058277062,15,50.65054404053956
l,0,83.82509713608965,15,93.28451994061972
v,80,53.49792504316685,74,1.4586229319198951
t,8,18.15628057338603,64,5.808008472849712
g,5,15.448877472058287,74,64.4119857178146
g,98,50.20139872132091,97,75.03013548750873
h,76,37.17775205647149,85,13.069851908330987
w,91,49.93488807257614,23,54.05101029449013
q,24,41.468560280626335,75,62.85637438636632
d,49,64.13087697845836,76,11.741593379720584
m,7,78.24329391301463,67,19.374269309168422
s,35,86.58170016932642,22,11.59830975235815
f,45,75.51385290111452,38,0.17122373473095198
i,85,67.03365297704374,72,56.29041569969924
g,12,88.57555898578387,17,63.65844696178316
w,45,18.40041793383684,80,25.507842730186393
m,5,59.30170877234264,100,41.920451928944516
w,29,91.64698360500883,98,37.55135310666694
i,73,67.62921352301636,26,31.70189340444415
z,17,83.27848943072946,98,99.61382443174291
b,3,93.410140303886,85,43.26858384073358
h,94,96.49268650885105,52,14.631717660046517
d,50,57.973664997491156,2,25.05001044484071
g,57,29.432615217296465,91,49.5834099945581
d,59,93.13840245709213,1,63.07108855052414
e,8,76.54122632019296,51,83.86538425928121
h,48,26.37083821284085,21,8.081663522675376
b,70,0.6928724236291206,63,67.86173597049861
v,46,38.76569549557799,74,78.14841354970766
y,2,8.966361290481817,35,15.583972830516712
u,97,65.62679336803465,49,80.11800877636966
m,1,79.64161784305358,33,34.80647967822402
t,35,34.08416901984458,13,83.18554227793588
p,41,69.3302584980446,83,95.73338279545214
f,37,43.463562573851334,27,15.070734502462956
x,83,14.147803786652947,30,42.41500232029487
j,67,65.47563062426663,36,69.49707129758137
d,62,21.303999649730375,81,38.59541208278138
w,2,14.350680826168327,8,42.71997576570282
u,68,55.04848678987842,98,58.784432366836306
p,20,95.00258690546659,60,24.847924552084656
i,80,70.09372436483616,68,13.427730334338495
m,85,28.591713464753244,61,32.32944621429235
e,88,11.914411534842639,4,31.93008165939689
o,81,54.15563533877605,80,6.785578736731623
n,29,91.37836029730553,22,15.870846791570415
f,60,33.3343212630967,20,34.71370705102157
o,19,14.149971809155948,64,83.05815533847107
t,71,61.12464514059243,0,32.85193338327071
j,24,15.17949110629414,11,6.8909376417864765
j,68,47.69426032744575,78,59.81431789977836
u,26,9.032338737842494,80,32.692837939486154
c,20,10.633230826248363,100,22.07610552758189
c,94,73.71117849885665,11,5.270837934113704
d,28,4.015001453990963,36,48.23019388614171
k,47,80.9635766284922,26,9.384012312212874
m,4,24.031607760820428,96,37.329030106990565
i,40,7.690006903287738,54,9.838133495819568
t,100,96.05730894953072,38,82.98398280027004
h,3,45.03262040011178,33,67.92710671177436
e,59,10.423815106397283,72,89.51896110989136
h,70,93.42100918934426,80,8.186028033308368
q,77,3.7192426079534657,82,26.12861544045596
s,12,59.919699143868,48,43.215788086621146
u,65,8.929386117790305,24,78.68842048951586
z,19,82.68613485519028,20,66.07275572722537
f,100,20.56319179461251,68,79.46702324050203
y,69,22.6417029777226,86,50.62848393609005
w,41,84.30480650026479,24,92.64772182185993
p,44,69.49357862741124,57,10.109814251978943
q,0,7.188828661734803,72,80.63382004293948
v,99,75.89331750792891,73,22.84696104430698
p,21,26.240469828793245,22,37.115360001153654
s,54,1.9556504420975784,73,30.779446509274667
m,80,48.76177040867174,25,99.27516569083342
l,12,0.07875447173204542,20,26.50264506241419
i,54,56.13920093021923,35,3.45261299745403
k,76,15.150015995486775,99,56.81292375212408
o,41,61.6465206499179,67,98.700653596156
t,62,38.696075071566696,94,38.52527679693271
m,95,1.3277095504073189,55,14.363335859085613
l,77,88.41235721298,99,57.25112621185857
c,8,82.83051586941319,71,64.13606187497129
q,43,20.416195091206646,69,78.38032426138595
q,28,71.97254504439718,83,92.17686540524315
v,64,58.44470371749752,32,48.807133947757606
l,23,77.57059873632393,68,85.68581154926885
w,30,31.988583946919103,42,97.44559324105668
z,18,19.740869874663314,10,53.34136898092826
p,85,58.095675356182284,70,35.02467340588347
o,98,78.21623433028655,33,92.22100539171643
k,30,71.4630462671819,62,66.61147488293454
c,10,49.384471125427375,80,12.655884561039132
h,9,54.180731913369954,34,34.92807582702548
u,4,18.015832688708922,66,47.75872920938147
u,55,82.96712240744378,76,10.189873315276621
w,11,12.02660084194671,19,41.937554875008466
k,87,36.969975498306894,19,58.692906961950555
s,15,75.0804522314302,70,70.6248713923747
q,29,70.650337208357,59,45.46829614286537
c,49,12.558216577403481,24,40.68802487715493
t,57,94.32919582740507,79,11.806208507971904
t,21,5.289551509310709,22,63.70566802304356
c,96,67.56378623480799,70,30.849102234069413
g,40,5.156499863666964,4,84.99093714702168
n,90,23.894834533512533,70,81.03726759999105
p,69,88.02652252343249,100,49.99179765501044
j,4,26.749647058313965,63,80.71995256437809
d,67,48.27953480242989,66,50.15320685141938
q,83,56.618947278194,9,14.444547285501608
p,62,71.99182553914478,20,7.497238111631921
z,49,48.3246200065131,39,87.0704538320062
a,6,10.530885220856456,1,95.26376993763402
c,39,52.15161596819472,2,81.27651276581757
m,96,49.986876872975984,89,55.19824818920873
m,34,34.617077170808116,34,50.88000655533029
s,88,19.201024561256485,61,11.004753704416814
b,26,97.82605696936719,98,69.08745628896213
k,12,86.6720874710402,41,46.024479539966634
n,75,69.70849261456297,74,30.10386124570855
w,1,31.00554261052605,14,49.66794344670079
u,11,10.761514917243542,84,27.581232288295297
j,57,49.22829204634691,43,60.777246441125264
l,73,68.35232564982388,38,40.467942578800795
n,24,37.79852954234349,34,73.61029653003551
m,40,28.000608051426678,63,28.222995534435235
f,8,69.45876006746956,85,40.71982369890955
y,64,6.720472955478963,36,68.47905508912227
m,88,87.35511697329633,45,47.930934747289086
v,23,70.25232130488584,50,57.71957557131506
d,48,19.97399534060357,13,73.15224844341441
e,85,93.55611703055317,43,33.25591258488553
o,94,93.2657649754376,35,60.29548519388661
b,80,11.95875163361919,28,57.860581165982516
h,21,66.09833405032248,60,34.768524683230076
k,38,90.64253609853029,40,49.65234846582356
b,74,77.88956139524072,0,17.20496411174892
q,35,68.45998843771739,18,30.65343762994399
v,96,90.65668836706067,1,23.422290705480865
c,45,63.56012605251359,7,52.593846145585665
d,47,0.8323317877152347,26,72.62918298520475
d,80,87.12035548628775,33,32.95077652612096
t,46,68.77174248424541,49,56.103467519599945
x,7,0.596393483547697,31,91.40706809933039
l,97,91.88169053840333,22,42.73624746761182
k,69,62.00094762455029,73,25.01377593006422
a,82,2.3837343035467806,91,63.73723207972928
v,95,7.72062002721019,94,93.65341849947455
i,91,89.58842930174424,97,21.827517911030835
d,43,88.87309479854024,96,33.233759708925746
q,40,19.35756367493019,4,16.602325862068568
q,48,81.60865575794782,92,63.369127791273094
q,7,35.72145481678596,76,93.43717212637821
t,90,69.51766495310629,27,15.691272882399455
h,76,83.73257411374912,92,23.247968877375236
y,2,36.72373843669264,4,71.81238613337253
z,46,74.1007691599643,3,24.840716232671113
e,29,33.494047881603905,43,13.159648044925842
i,24,50.50986874847403,53,6.035287040481796
c,26,85.44036534260346,57,59.60199190358093
h,2,50.00474732463235,0,2.9643021265417846
r,66,67.61073331403179,84,32.64558796045062
e,100,75.31971502255551,39,54.54253465859274
k,45,82.98818106486586,71,84.66685885968893
f,100,73.55795456492426,14,67.86346086773034
a,71,19.22108461295381,52,13.697896063246029
l,7,20.054501595256337,84,59.262948055961616
d,71,65.49735091759098,82,68.36795405846962
z,87,28.898362869907345,61,76.1386997576604
w,82,68.8605099389155,79,69.6156712556147
v,88,89.10239869595613,38,18.479744121852338
l,67,89.94202828730779,96,37.50838707731701
k,94,73.7264471310678,46,20.338135520545862
p,6,10.206183699441318,57,95.27356794982063
f,50,91.93466734310269,21,66.92493236492774
e,58,13.169181413630525,84,18.293075347442024
z,78,34.10262605644916,69,71.21738266493641
w,33,35.689519799314304,17,30.39335573298154
h,38,52.57240165696081,25,57.09354249387811
e,77,66.13217780037954,35,86.71784647063085
z,74,86.6190638661992,83,57.67399457744173
z,81,23.4030317006641,46,95.52938905303263
q,97,98.24000856893048,70,62.59884689469332
n,69,96.39054995550654,36,89.67567197030908
p,14,19.764088126173853,35,46.72210067319131
d,83,28.189910909867997,45,54.30197407414684
h,52,96.54590335376241,62,52.749855224484776
s,71,78.89419678795701,19,93.82533622553977
u,17,40.25455168259371,22,53.2865629294224
u,43,20.909920435982833,57,76.56755332157192
t,12,1.3261615385222192,88,73.1255776928662
a,16,89.21365308013135,14,98.11181046179878
f,40,55.05040721144518,81,39.492701442397994
x,45,38.25158827794546,86,43.310212887144694
o,40,24.800855978907965,46,77.51779958845485
a,2,46.08124603183872,85,18.091737335250446
x,52,14.23091198438784,43,84.41643649286867
c,57,39.68069896015375,35,40.54605258476842
u,66,97.3894330798336,16,5.699205657711303
f,80,52.198035851796455,35,56.339527688370715
p,58,96.92316467885207,96,31.319820739865744
z,35,48.524526827659855,38,79.38627029428835
d,94,54.169483542773925,0,15.588673548597342
p,58,25.6920766729805,6,37.72342482164609
x,75,78.13077254000022,26,9.073211079586196
y,57,98.19511917727034,21,58.0966752559637
v,44,18.71804079503362,22,92.87179983581751
y,14,15.71769368533431,9,32.85296280267187
q,65,3.535729622095918,73,10.322586303951875
l,96,52.61728123051795,59,8.675478486012889
u,17,92.98106658774199,60,67.34539439030037
o,13,52.5998366123539,42,29.15297399340688
v,72,31.567200069883107,95,14.142385220101694
m,90,1.5154214079448391,39,31.98738833425433
v,14,92.36899316506243,32,55.050719757581135
j,82,94.50471823379907,83,1.198569216923584
y,4,67.52791133206274,46,81.92790053613432
i,96,0.50581481487878,89,94.57199041180021
e,92,73.41717221609589,70,55.78985989175638
s,34,19.234567280116256,98,85.35919431109606
x,75,76.28097292100765,77,24.28012424880671
z,52,81.71592804021725,58,9.017957875669769
w,48,32.38374090928867,97,89.56255334246761
l,14,9.152975210692416,0,21.225775470231255
m,2,43.402075025445875,79,40.05541882092321
q,81,8.374258558838743,68,99.19279681548959
l,17,56.89156843078257,82,86.60887929556552
l,8,44.91181177050696,90,38.756127098331625
f,60,18.447260669641963,75,43.28194523460732
e,46,72.02652398504907,95,32.879297886823046
s,44,2.485032652248964,28,40.64050941213755
h,10,6.709824325269986,54,60.31212266059636
b,42,0.21660990561795934,47,11.86820544910525
m,9,5.37573166012425,33,20.27610531993784
x,92,99.13133278984837,51,67.64214467773908
h,88,76.49561934824932,11,65.64390170046647
m,0,47.32915386872795,89,72.74150491620681
s,98,21.20520209207415,47,36.920567288807604
d,48,15.903859810564969,65,22.576679642820462
g,27,73.40211111779493,12,5.887451152566758
r,31,59.83650518874185,90,87.96490157934024
v,57,12.526969250219288,45,76.09586055498974
s,58,99.21052899040632,1,41.71017006500676
n,81,61.10525779459881,50,92.42469733981486
l,69,19.161785941677934,35,50.79642877742406
j,47,61.27971466210603,63,84.8346899801993
x,93,30.207856077790364,4,25.910993615556976
p,42,4.5935591658927795,35,10.345995373514427
z,14,54.83218449365136,31,4.651552303814988
i,64,13.882851674499397,51,54.97908963032477
o,29,39.27110261767941,48,9.312819133921801
k,21,75.11709477693574,30,39.642896458525954
a,65,71.78691971528936,55,22.003429935699437
j,30,37.17551946337147,53,33.024852737552834
c,49,51.06821814920558,58,10.564511802357401
f,95,55.827588296150175,14,92.04137647683119
c,40,80.7943835631841,38,75.62957620266295
j,53,14.889388531325176,92,23.387659752329725
w,60,61.982460482543146,85,68.1458638447994
a,72,49.78107277517113,28,25.576441574660336
q,17,40.164368795604275,12,69.40775798212795
q,2,39.75631658172909,93,73.61025609807767
z,87,36.05081164188499,78,27.45379686664683
t,76,17.495114534933975,38,57.717655293226656
o,71,94.28429974241,51,54.82345977551514
t,6,87.722708127886,59,83.82938571969692
z,30,47.37956365069317,40,40.21865820213337
v,83,56.866398980418595,87,10.368666293932783
u,35,19.31175619287068,29,80.79599658229506
d,72,29.82561678510023,48,17.964633170912236
a,42,6.2495419355985575,43,36.62562002190057
g,68,87.49049996930027,67,61.683592376857874
t,58,99.45552798725207,12,17.386433737397567
d,60,33.13529573435149,6,91.82304246627014
o,21,70.58878688144532,20,14.002742495140751
p,19,63.95512961209748,65,17.034798812046482
q,46,93.84727130296999,6,11.992134777864239
a,96,4.3835453638321535,40,72.72496924584104
j,85,1.6872817626716552,28,67.95547060293892
b,25,65.58402371432474,5,8.432685162299357
g,75,62.93677217195154,6,41.0849520886697
p,67,25.06695386078667,50,58.11126854695284
z,60,18.575657983865145,55,56.167297731903176
r,22,47.07859924149258,26,93.13839613455367
u,40,4.801833852321991,57,31.41464151042619
j,63,66.35818871751668,56,19.29897301695854
l,70,39.03321850217266,55,15.241517963793205
o,83,36.30856660038394,11,63.720924206924
x,56,93.72699804925297,83,28.68879125312841
s,11,36.546983380244654,89,16.7381439272828
p,75,77.31375615298944,23,0.9800598591285126
r,73,4.078860607916079,26,57.50845658696466
c,51,69.48184151002869,10,4.232479691082158
v,97,77.35077135552476,36,43.221931371718014
f,43,67.8716939458753,55,21.262396398104034
a,12,17.009745996315793,2,13.21139377195375
t,6,65.43377671035857,77,86.55827825073945
n,23,85.04623803256897,86,30.480532892891876
w,10,53.09967339162392,43,70.92858183495198
n,100,83.45654914089866,32,42.35471079466663
k,50,66.32766588873979,11,92.69054630608896
w,30,30.835832395582162,72,29.61529568662208
w,75,5.552085183809597,42,75.71194894863747
a,66,7.842271191955119,56,59.21391763843903
y,90,62.888050432593836,26,26.514403495932438
b,7,35.76026362462086,17,23.848593133910967
f,36,11.952119373594904,74,76.78100154839011
m,60,54.05366126647346,96,72.41523902091133
i,92,56.59977593713813,2,20.135484787495994
r,42,15.444253987828905,11,13.306313835865758
v,25,99.96471914844422,8,96.82761999591465
i,86,31.377660422112662,34,69.79692273215345
j,38,25.333410371138132,93,98.35333736349561
u,54,13.71090840768262,43,48.303908587770984
w,46,91.73275897939554,28,47.67230143778678
d,33,88.99478480180454,36,62.75102286407584
f,72,83.38782589365405,46,31.824434265697853
z,59,75.624286913856,8,87.6579939936247
b,36,20.16605446059919,63,81.87844529902509
m,14,98.04703931640385,41,58.47819090480294
r,55,37.894833262853126,56,26.54468944717988
b,7,4.438072371049251,11,26.485112355380647
g,83,66.59890491819921,2,8.138106590451887
j,81,27.438990248327922,70,28.05268719491192
q,37,72.90096635261331,48,92.86119274109258
n,33,98.4038224739393,50,92.7113048711865
u,66,42.39643616359302,15,15.633297908298537
b,19,41.82657925121433,21,22.65861239838799
g,26,8.235919718459916,63,89.85251711579075
n,69,0.5741244748872276,39,87.22247233024065
z,25,11.422015785834894,42,97.96886600544296
t,15,42.62520973756047,78,70.53439703076357
y,67,9.40370857298486,5,73.68125847274878
w,4,14.325120691402892,72,14.38591985096469
p,83,86.68496201718527,3,95.03534959224696
l,11,26.17691527504401,77,98.96216863152753
h,25,96.09508219887466,38,12.89754256762884
l,11,73.91461907210814,34,20.551220869451114
u,0,4.636654087199899,61,58.51032253747632
r,46,41.40181092505466,52,51.4135275041838
r,53,37.77217001594353,63,26.39351396695715
m,14,76.35306188309185,80,12.32065947502683
k,56,46.840088661855184,35,85.74841581733969
v,44,16.427496596654457,39,0.5351600290982583
i,46,4.2784315216670805,19,66.93835387264461
s,45,83.68469977830759,98,15.845646773648491
y,45,78.87277691575522,15,0.6840274250359935
f,7,33.196215643052916,29,10.080427625713806
u,86,25.64796406169936,50,56.32146022944554
i,3,65.40162170459382,22,59.094362070878645
f,12,70.12907097822446,66,29.674656507276843
g,48,34.56036192531439,44,8.971827548453115
m,17,68.09928613193196,11,88.70908881336926
a,75,34.25866855362436,25,91.76198024658264
o,29,96.13073448418208,37,81.99287892497641
e,21,49.58178287073193,74,18.738529097533085
v,97,39.70361611618189,100,96.6016162571327
i,15,6.475875375689711,44,5.007749158729613
x,65,96.32676620053313,87,33.4808303772011
v,93,45.552796047422184,86,9.561775142499263
p,85,47.098049343183725,8,50.219330074710264
z,67,80.18803806479788,0,72.99218228219507
c,76,21.949327780828376,93,46.27231100007933
w,80,91.84468477520082,100,30.285923905149602
u,75,21.70258218811926,7,87.98493220514636
q,45,51.8538622855641,51,10.879053199253052
e,80,99.79647492746953,16,51.93946813889928
u,76,24.389490897075117,9,1.2187188913948432
y,85,95.07219509099717,91,13.932013661391041
k,33,63.018653375887176,94,40.36888912136934
j,28,30.90814324258361,22,43.2649770787665
m,94,34.992670764119715,79,35.7054156860626
i,37,30.195779396660825,15,73.25130122167734
r,93,30.503223249329224,66,4.141515195335488
t,73,73.43777264580153,2,98.47213530478211
t,48,22.800463286859895,49,81.03761942284427
w,54,45.351223711251365,20,96.60802761942526
t,99,35.49788229074059,67,98.64435086201007
e,16,85.86320807981447,35,68.78186260939631
f,88,88.77450158591726,28,14.133407106003403
x,69,33.073343571487456,43,2.372340485330915
m,32,26.72713916028594,27,14.25157826489426
f,0,54.13444708669043,90,72.69405558703293
a,11,97.42679173795992,30,45.84569927617357
m,86,7.3473792624711765,53,20.402456481409015
y,66,70.15210573827973,0,2.439227866902527
c,96,41.64140579907508,55,13.161135986699579
b,96,75.74093072700717,58,32.976772604040995
u,4,71.01841604920534,48,50.95788785010118
x,31,6.153852105493085,13,2.99616326463934
m,20,53.789529197926974,60,0.5540025006767757
m,85,42.03049396649106,34,24.61948305317896
d,47,82.95633035863524,27,69.80843340560487
d,75,9.061349059079848,63,3.7483109456304398
z,79,43.652605066641904,2,64.60106692520928
l,0,5.038213783611855,85,11.517605959154253
y,30,99.46937005303765,46,1.9308452320522806
r,98,35.028711550258365,31,18.50097098938639
i,85,97.91044929496132,21,27.82890196650436
t,61,8.019243518837238,3,14.491853373283837
f,53,31.43492690486819,99,97.91147281056199
u,66,91.5808920405762,83,40.80211845959171
i,63,26.38522111444631,51,38.79967016051851
p,19,40.27723159719202,89,20.833008277517518
q,70,43.1253115895374,90,60.34464769644801
g,59,46.45831335108641,54,48.38609350245161
q,43,2.695027235506653,29,49.54672102671367
h,5,85.85846558800043,55,99.07974974686405
c,63,26.873968374860624,0,90.39087670987539
g,68,58.63518267697808,59,18.42433607413596
e,72,22.71262430725742,75,57.3566480094984
r,71,0.2370454535328803,72,7.481381121405728
m,50,41.09316108892227,59,75.4952707869896
o,40,6.986257594866441,5,67.60055199150416
z,35,47.138112521959854,19,39.12123663048015
e,0,17.89133484110622,84,62.851889608303765
i,23,90.34632256116572,47,12.25208599001446
r,90,96.63115129198438,82,37.74317411077814
b,38,49.266504117431566,64,31.419250638899697
m,3,66.94499936646399,70,69.44204173063414
p,43,3.1014863757319433,32,82.60973649715945
l,59,0.5433452291414009,22,58.78763471953635
r,59,98.74571479807332,24,52.47774390855066
l,41,67.65018541639802,70,66.66740290355713
j,59,5.456663378533333,58,39.242644889313326
d,3,90.80171768813369,5,97.21286146648993
m,6,86.36701212595281,15,59.67885746374808
q,18,33.80953737061708,21,14.48725050269266
g,22,48.850278388490494,23,34.32277179468838
b,70,65.41867757219696,66,8.532129858026282
w,42,51.66262230737485,30,89.48074354930205
o,18,13.448310562232635,69,40.692668232197406
s,73,17.837893777424384,68,16.09737813799056
b,83,4.25850686049759,89,66.32205186439462
y,42,49.4165286829669,78,48.66052863670953
z,54,85.10811332885214,98,15.064195209607846
g,86,94.8613903398269,4,82.65667540743405
h,52,33.51847854298856,82,27.773518838139523
p,36,30.29552799681333,51,20.826662944534625
w,95,62.720311954593576,79,24.143435319896987
o,7,32.35667731544481,89,90.72148530026823
z,54,72.65334547672833,64,62.01501054316429
g,39,1.4140786659379567,74,19.75922743802566
m,62,65.95982683914437,21,3.3590015529584294
z,83,10.338469989425425,7,34.36246966387946
h,35,68.14915555115381,67,19.223586577528774
r,86,84.81381047152473,51,0.2708280217847969
g,57,20.519042780991505,22,59.326739111633664
s,39,70.55842109028205,69,48.07942786620802
v,58,23.425151837425805,87,87.93917242936277
x,53,57.930084268791504,1,59.99947927927839
c,67,92.61191860211673,76,25.205416115690625
m,64,39.14462420751907,53,84.43027103252389
x,68,45.539965932580714,46,65.95310682088032
v,74,37.60403794146365,11,73.75350092017312
p,57,21.36384460146319,84,65.83249080183447
o,22,71.211084709191,28,33.98907988160522
h,54,51.82395395400662,97,35.56364000316044
g,51,17.936456560639925,71,28.29082977431098
b,18,94.92296186131126,31,62.36099597531949
h,19,1.3970348809419941,68,47.97490597788774
d,88,79.72232686295563,74,17.761340755201584
p,59,87.65335037736843,86,47.95868367571925
r,47,17.382105068292063,19,25.511977192175827
q,94,10.423679024771626,31,80.76280038865404
s,77,96.73826405927825,41,84.32390830069019
x,82,74.71210013257054,72,46.05625186870155
w,55,19.471380958487337,19,55.22924360448014
f,65,26.87488965257675,50,1.6408496482040902
b,90,84.5029242465135,49,6.585857925902161
i,90,60.00510179181593,1,12.71809110459553
b,37,58.73876471943278,39,88.13933886449648
t,4,29.35207989554639,0,89.7606018184236
e,72,80.24877403882732,21,44.129481862006806
u,42,85.4945547658604,43,66.81783782937248
s,91,95.54041240419696,31,74.68667028458022
g,64,69.68864396037169,10,49.197297502072956
z,93,28.54578187314808,98,42.18867434991876
s,0,66.74801707060813,51,40.16900255528246
s,11,41.86328647476299,96,80.46614577024799
w,48,19.54728375530088,97,94.10262235124888
v,80,6.298919507802259,39,40.66614696549359
b,64,23.173826143886167,45,56.68647346733293
i,62,53.09472166176082,72,52.09622587590263
p,4,86.91376518133583,86,17.55726394587581
t,96,42.100562785171824,35,0.6703078168349585
r,63,17.194182539703817,4,18.695377304305126
z,98,34.387989387283326,66,20.939656144204555
t,87,21.405176741789223,8,67.01914592946922
y,71,47.139472464607834,32,23.61375392072095
t,55,92.95156968480781,77,59.73506627204919
c,34,48.49845301848711,44,98.45921982274378
u,46,35.90735038826265,99,36.55515749304523
x,38,3.5802253106090087,37,88.67836833979483
i,26,0.4702814459024429,98,28.27230995485174
l,80,28.52737630497758,36,18.536358813824872
w,55,14.438401181789938,75,30.013004305777535
j,66,87.31061550377348,45,83.96438641861346
v,72,92.64319424770899,67,11.661257726567499
h,56,80.42827131943682,52,17.088657541652573
w,95,80.65567735673696,22,32.88531478263372
c,92,22.834697496723056,82,84.55397276773203
i,82,79.9515980088682,59,23.518836125372054
c,77,38.616920428333614,42,30.78355457107542
q,53,82.27548177223814,82,27.80977648026084
b,45,34.99147640015018,70,91.10646452024834
l,29,72.39998013102598,20,43.60878314865428
h,80,7.704329519992337,30,4.693954823877466
e,9,35.42927833784352,80,45.55636210693663
b,6,11.544345759892515,71,19.93696626993048
b,45,76.51875755602406,80,53.54356944613484
m,93,63.95134702500418,49,62.37687959195105
p,26,61.5228376062526,16,8.146741868110963
a,72,94.24910805078794,74,22.226925225079917
q,15,72.04124355634414,87,77.80490537070409
z,39,69.97837246153509,40,14.587581489476232
m,29,53.868719998782296,41,39.12683740402388
t,74,18.77510729100208,10,21.86181120975561
d,92,68.24813863022032,98,19.904351324205127
k,41,71.55845707656725,17,72.94544694670884
w,91,69.79531280792303,23,77.5022780339288
l,39,72.19832593084774,33,51.401316690497026
s,45,12.763791689321513,78,93.22706396857592
t,84,24.80620802504602,31,46.42261040146947
u,60,51.364454487455546,56,69.05015346887957
y,63,40.41993782066539,70,19.494752481188947
h,14,80.33818002538231,94,44.6709141700959
z,27,84.84448282755892,84,43.37299743731074
i,29,57.185143511869676,49,6.871981822891071
y,84,50.58424757674537,27,13.416204607622362
i,100,95.46312054166056,83,61.07599495786889
p,62,74.36504540385884,21,98.24521806281456
j,96,88.10209257499832,62,72.35144903119995
t,39,82.60659900564617,51,9.308096863452398
q,87,42.850973692242846,98,16.24877655977013
d,26,14.383191964331344,42,93.38547150438676
h,75,48.50123036578054,30,79.80547912555397
y,51,86.49053563414486,29,83.95708792205654
h,74,44.86574135206934,75,72.07928144244332
v,35,57.2483922662129,25,95.5809578736879
p,55,88.45138877335917,93,50.30193099693052
u,93,98.48969339772212,67,67.17409228358376
m,100,93.64156200656912,3,89.06673740945381
v,91,87.02093918927926,44,17.819785671931797
s,49,67.99672062828603,6,92.30492642441529
a,80,56.605422657411296,5,16.53372242434903
g,85,16.122319535951167,88,73.25485089581531
y,1,69.25092274680061,13,1.1106404356898247
x,90,42.61000853223676,62,46.175610699908134
d,54,50.30314459315671,13,86.52356965479407
w,55,29.024062865468892,83,66.89504564831832
l,68,71.42469535500061,53,46.94853214345659
h,1,31.678372142419388,52,89.10842137212829
x,74,82.29293631415283,30,65.68064126481798
