Z,X,C,O,G
s,39,21.669659460813406,56,81.23422344226313
q,99,25.81596159234317,18,38.87404857595281
f,81,90.76975561990935,45,70.25126795950717
p,53,70.92184319254984,62,85.5482957190073
k,62,68.67654480758377,7,2.244704412832188
p,30,60.16970685134054,15,56.63103483737339
s,29,45.61722336313705,49,90.22468400281932
o,59,41.136496331440064,11,5.680954026824359
j,98,18.287049653585218,98,96.64751620036478
m,35,93.22915010730271,26,25.27068142158736
s,68,28.77756322012607,72,74.94551380853719
m,78,22.283076285153037,30,12.739635113854753
m,47,70.88178694795974,70,41.10823014268969
l,68,22.518044462956755,5,34.118743764405934
g,38,8.401995302229725,31,65.85342260282012
l,92,0.9358740051534253,82,2.815446256577081
x,96,1.1593155434746594,49,64.31191421659209
q,63,20.87339492627869,25,48.93423966418388
d,20,49.413882522079,83,7.260082880829499
j,93,44.17724840799265,81,94.08143828040868
d,66,60.72265208546375,87,35.2294021774364
t,95,49.641889367714676,70,5.016272960691981
q,1,58.68255845088041,43,74.07600024800969
e,98,16.56480141446035,18,64.17683982636758
s,59,27.05727459615431,31,63.65868603548357
p,94,71.55911257159036,55,47.72048330680649
n,25,84.40379591211419,18,87.61388252362812
y,58,77.11644076718952,73,36.25858717098966
o,30,85.16802388967787,75,48.6223940594067
d,42,61.413354675453505,18,94.44431495984101
r,6,27.799630736350334,62,30.20510661034057
g,73,37.50926754546138,72,95.37531140878795
o,53,61.53892875227395,29,13.087850406809132
q,14,66.51920358300043,14,49.137400930569875
v,74,93.14670212018807,38,82.01650443373212
e,41,62.19612403869478,18,71.65964651259881
x,84,15.525871900874755,4,4.683353322178119
o,28,15.67146559695206,73,87.2722753340961
b,15,86.6812548106724,90,5.62897224593727
e,23,27.47836297126438,45,50.85201110182136
e,54,8.023442619058041,63,60.407841706316475
a,83,46.093160631125215,86,72.82252099674515
w,89,53.64119671774327,27,54.45703553011671
u,68,77.76164287609521,43,48.601895799667375
e,72,58.76401546209785,60,8.11626655580403
s,22,36.56379994184695,7,77.44965235095435
b,92,31.5588659004608,67,35.43212615109367
g,7,75.95950377703437,68,43.77506255745819
c,4,83.22943610040075,88,41.5100946706786
v,92,45.07201256448471,51,63.13838403463843
a,74,13.92464066359782,60,91.8742396044035
y,18,7.772619358565558,85,94.95660983277867
s,49,20.819752915760915,91,1.699170038065867
d,100,86.71765319051791,90,28.29979259088622
m,96,23.05704785090734,44,86.19151338999887
q,75,81.2062868630331,16,15.688290335121868
q,11,95.70636239481794,23,61.06472462176499
e,47,73.97277166509191,49,37.466060789766885
o,15,24.257927272937675,71,1.4752125105016112
r,78,46.865751235385744,90,94.10303519522866
e,56,30.46451765689655,76,44.2231633972225
n,43,63.92305064135441,67,17.00940375751222
s,89,21.609307231023543,45,27.19132748840476
k,59,84.39628731153891,68,86.71510028512802
g,74,31.73691022492944,79,90.63312219068708
k,52,81.31968076041548,5,30.020486005913703
e,34,51.85309878381159,15,56.500637448838475
o,2,84.05156593336409,45,98.8911626221609
o,39,57.87348099798266,96,64.16600362827363
f,22,48.187266071472415,26,75.07506501738038
e,88,72.41610758545129,11,37.97011779174619
m,24,97.67734644979551,90,94.77013270181321
h,87,19.496977627234845,52,25.797103528792732
m,55,28.881970206559448,88,46.089105175225676
o,32,93.62491763211045,1,70.04206207565453
y,73,13.822924311534868,26,28.111433913502314
o,67,90.96152689713242,98,82.11470012203304
o,47,82.15643433088114,61,87.07797404887101
h,65,40.41909662511449,33,39.13412055184331
u,5,9.48929138801089,16,15.610071946674232
p,14,54.980690100372456,94,41.108885327032375
y,60,4.253868481797618,39,83.25752620252797
p,94,46.74651278619096,96,74.72927198021586
x,60,98.32444668070544,0,75.11448494148277
e,48,69.23007781657702,5,54.28263416291151
d,54,92.50955641041062,24,74.1426197835754
t,91,16.761052047521396,47,83.78943921979459
a,5,75.3238763606358,21,7.418662604833193
r,78,69.29637576924122,20,1.9877241265205514
r,23,31.71618669852283,73,56.95669691787235
e,92,68.50083887250575,74,46.50154702074939
j,76,10.629164789229995,85,12.551828176157443
j,4,5.218469914821,10,53.50794731185873
b,0,97.53941073532319,14,58.07899412319356
c,35,81.80352021740806,100,23.90631751037766
i,14,68.27220946667587,29,41.05530234554634
u,61,97.36339476949,0,45.53812985783986
c,36,78.31973498108971,61,41.94896806039578
o,46,28.75991534075769,64,79.35095902252968
f,72,43.69716731168734,51,46.27180815720067
x,16,91.32200245558334,88,56.71980421863577
w,4,55.960753629931936,15,98.45559613077326
n,81,1.1052301445447554,76,84.99353745982664
r,98,75.22199417097985,71,80.61791859535387
t,57,39.68260520560624,62,90.86648620560649
l,89,46.22113112167875,54,83.87996963617451
v,63,57.25961127810631,14,58.19093529216273
e,71,35.2390801464047,53,5.471921933341262
b,84,79.35963904376567,80,62.97779359217388
a,95,84.45828436788535,24,61.184369281402184
q,55,37.50424658295943,95,84.7550778577083
l,54,40.14833209340441,95,98.12299354943929
b,34,73.0985699316684,69,73.78181853934419
w,12,63.558725212503795,20,76.70386520487531
s,94,64.22357553717536,54,94.30007826613387
f,81,79.5927143255956,91,57.63154566950548
r,23,9.582820811374681,97,1.5722949721829527
u,83,86.00057315207218,88,87.8435995880807
w,11,71.96934005503127,20,55.88184250214204
z,33,88.34864059045097,52,79.92971812267768
g,5,73.82626322809541,21,81.70510871966539
c,20,14.917173762070068,37,4.890089472414649
h,72,92.16376493960267,32,41.43101480267741
y,50,73.95244210476154,31,36.33082884587824
u,51,86.30798485585474,57,17.75554501419925
d,18,91.75958043129647,100,69.46357657809
j,94,13.386201482006822,70,29.505266509146765
i,22,97.27083673058335,18,68.1514343384379
r,61,41.38460172700572,49,89.74171531474138
p,60,86.28530994224857,7,71.26020710628164
a,65,95.29181062107394,64,97.35522931052964
s,89,28.904802663698504,72,57.008773987522495
x,43,69.60842915174092,39,58.029202396959235
w,76,26.23285619631308,36,68.90228367712223
h,63,69.5035113767496,15,93.16727420790453
x,3,75.63595690316637,34,29.954950885693066
e,71,57.013962175862055,79,33.15487492647644
v,12,54.01620510171511,41,24.953370278874097
r,44,78.49315970583682,83,22.14064997774279
b,62,80.06620442073363,95,27.668087434022258
n,94,63.129536664341465,68,35.751550622605386
h,51,94.26700099754277,89,55.60951928233586
r,9,50.19132038076343,98,45.62022587488496
b,45,58.69314454302364,27,52.49682127275105
a,62,40.926622902698675,48,13.558433245703249
h,33,43.09381307463171,21,75.29432922820887
z,5,68.00959701404928,39,11.516901135047664
i,15,5.6083796293885495,15,60.70399283921349
p,60,48.722785042052294,36,3.770476768474751
j,29,13.15976645478707,3,33.96334312391127
t,66,62.20400489326704,13,6.0592849946586425
l,96,69.09087926697521,37,8.085556317101371
y,75,53.633106938053054,87,21.64022683945388
o,46,92.35952288153709,36,60.41636236458291
h,80,57.957132656199036,87,48.48095837209739
m,55,4.275669052399289,33,79.20570845700891
k,36,97.68684679650677,40,27.724715293499003
g,29,54.3164586139509,100,8.234853535894093
q,24,27.616186392287577,38,79.90714577651545
y,71,22.148796103226843,62,53.757488791066834
j,74,21.22586470126011,55,8.052793037097638
j,83,60.70125777776395,31,48.00545752878573
c,90,60.221743662625634,24,38.676990910336585
t,96,56.63062579322249,14,10.039519929766428
k,31,68.37867935012595,41,0.33753940861165344
z,70,63.65272540031641,67,4.811132330528823
x,34,43.54443559732063,49,91.68700233182207
e,37,27.134612148167204,80,67.24545896865173
j,76,10.969296452178368,19,89.73511838793982
q,91,73.94199813355489,13,40.28439243485149
u,69,94.82125409509938,6,33.03721007486927
i,23,29.231506509244543,68,84.31382276868536
b,96,91.25938017499406,14,37.582888262708835
g,57,53.7184766375098,34,76.78605804517008
v,97,38.55943417115395,80,36.90880754813618
p,87,57.78342487972578,64,58.67446769430907
b,27,21.433854817234344,0,65.76887700691545
j,56,21.415550464579848,24,64.28960071963829
k,70,81.76421832138166,31,93.79237257588748
h,83,59.894520337017376,55,6.739084031742126
f,8,77.89799349859537,21,38.91314950803151
c,5,21.16470992455509,52,3.8806735886508625
n,29,88.06706733839388,71,84.97743349074686
x,74,72.60429223035891,87,43.485227279730985
e,61,35.67647065402154,18,38.44935975226147
w,22,14.451011700128912,8,91.24298401215889
l,4,81.82204373606952,82,10.91088276848372
g,69,45.67073477801566,4,78.63012965211664
c,96,62.6222279151214,13,95.14131356015841
r,79,77.03075717230669,46,74.15649606961418
q,44,18.355176732455845,36,20.66946455801396
h,28,14.57425741608499,68,34.89751643387143
z,99,6.165282987475685,43,99.27312124633269
l,5,23.113134997791818,60,97.89971077642524
h,42,6.148192356992177,70,9.38401879111266
j,74,82.3939628801758,29,28.958977832275345
q,1,28.189598069294863,7,17.284904185505066
w,39,81.70880083762407,13,41.75948438775069
v,58,56.321610448135516,38,31.732904341065005
y,14,99.23400223584937,84,33.38279768553078
o,91,25.55922130891085,65,79.29407008794594
f,1,39.07881234692564,67,21.38828301994077
i,11,50.890365671617786,85,32.579611325959675
m,38,25.262003376374174,6,84.06349758728992
u,93,10.245920876466553,84,69.98678564218694
r,39,45.56255894979861,16,36.95774075745282
n,15,51.85283525285998,97,47.702401340505126
o,47,75.94746566385807,1,13.3314712825076
l,11,63.077324367895606,9,48.85883649457898
l,61,57.48205175023124,83,37.822017861251624
i,0,79.92760862632798,92,40.26966188183929
l,80,58.97227966448786,96,62.20442965186008
z,95,25.036177325875265,89,85.17456816483396
i,92,60.01869680468502,54,94.64995485392672
o,18,70.60230204200225,20,9.704817792353037
c,100,7.961609523415247,57,45.723159381534686
j,76,52.77721366975722,71,98.2571812427046
v,95,24.039920007636006,67,18.48435165588509
s,34,15.299761574414038,87,35.49802227464723
o,4,82.0510698015875,92,93.60740780087008
s,24,47.281379094086226,49,6.094980583606269
p,28,74.30390914880141,76,29.08264291095325
k,55,19.18648610398037,27,69.13253288536802
q,39,27.62357481228641,89,49.748162128559336
d,4,31.998156063417515,34,31.278592760407122
a,37,48.70450497963492,34,84.87118188116892
i,45,22.270193765988978,61,35.94877025875371
h,78,56.1032783961865,38,42.592821807567084
i,36,87.85103484387623,51,6.286243964889604
c,83,75.56892667086515,45,88.06652158949156
w,0,13.728145968498085,79,44.161035884838206
g,62,78.50139834978077,29,99.85510312271785
k,26,92.364126344974,49,31.778621543836394
l,63,91.13795523296378,11,87.89625354172301
a,36,5.594808519885008,75,8.206951482660042
p,38,14.18478621448902,92,78.89328897008298
l,50,93.22395777319743,6,80.36777225558784
b,33,92.19670903173257,89,39.82126847177945
m,5,5.387078737710638,97,37.68784372484291
k,27,39.40792638786776,53,99.78953693781631
j,9,85.66563473256478,53,12.895644749896185
h,30,70.07164057748757,9,81.59597621355992
f,22,39.87652214370214,53,51.85046445347531
f,33,98.31260563615989,11,44.60613385703228
x,75,86.70337159091808,91,72.01841248684438
d,95,0.8750843169803568,64,93.33163129768775
o,62,39.2933428305608,75,64.4757455905584
u,32,92.47073870493934,47,77.22129826914251
p,13,35.97795681912973,41,64.02940267998272
m,72,10.959911605404704,80,64.10462132107223
e,38,68.79589227294977,61,46.201882742034904
c,31,12.094936349543861,25,35.36569428690404
e,23,40.929698798988625,6,58.70937550845051
i,1,34.022180197684435,28,56.31446103374359
g,51,46.987883085325265,73,68.18665713757093
a,11,98.96241879689163,49,24.17187544378604
p,57,28.20595282438756,37,37.02521827142703
d,0,98.4108203151441,0,15.218531022809556
m,34,64.6887768019258,15,12.720758495384366
s,78,72.20963857405202,96,46.99357927589182
i,94,20.521982599766385,8,80.33014903873955
i,24,61.72432866779764,49,93.6322525152954
n,20,93.55084686691893,64,14.756836383719552
b,22,78.83001631143384,68,37.66463803594075
f,99,4.069130245742015,29,42.77885321878879
e,67,56.99354407528244,87,60.88871646695644
k,16,48.575783941878605,49,69.472440270212
m,5,63.900132121608735,79,15.540281806405465
p,73,73.31470030889466,29,88.8024958077526
j,66,46.15558771754089,87,30.37342795822765
m,79,28.396041648432877,98,36.007468129506634
i,50,81.3877059664928,56,74.44343829460401
l,4,12.383532224854576,64,89.2290545687307
q,31,56.47658484400942,94,17.243724651351155
z,36,52.63944263457718,90,43.72346514385917
m,36,39.52323119296318,28,11.253291820013711
d,90,30.2676144285434,23,95.70363325034089
f,4,26.56761568896777,60,34.13205226058715
r,23,60.987321285946685,69,0.6786261155340645
d,76,91.59353564755351,67,7.410559355889934
d,83,12.749725445022953,29,31.898821046756233
n,18,79.48509269084691,90,42.31601608919382
t,39,11.007526805251766,75,38.74530619386244
p,74,77.59595146056691,19,62.213837062945174
v,57,49.37156498113278,93,99.27770223588611
x,34,59.72575382738632,14,80.07157995377185
c,3,73.59989392405022,29,67.18790470537243
x,48,79.75680912588089,27,88.34711931001831
y,97,14.843941944970462,69,2.2938655038174827
y,22,29.203553314089724,51,57.49639821760218
j,28,31.985586585945057,35,64.61948683462728
h,81,18.825682863845394,12,13.516013080506594
i,68,28.102300181006047,80,69.5375969280968
p,17,7.3031387364088545,76,63.21041115530788
l,14,83.59228191030526,23,41.08493194291448
v,40,56.33578335197911,71,0.44159826271772396
y,38,48.718432020287125,38,97.30985637672289
r,52,8.492405027099414,81,64.42949659204912
e,92,97.67352431325295,95,1.317220654006046
k,29,13.916609801349711,57,97.7025353561472
d,99,92.40515222884834,48,23.811021406994303
q,5,45.243532991998094,72,66.74773442632466
s,46,51.006585343915035,51,18.032726322187486
r,97,21.98468911276801,22,82.09496699254679
i,97,62.091984171134705,86,70.53164043160162
d,72,38.754850775656756,28,70.81924171958671
l,16,73.65958734039015,4,40.64985571368004
l,78,15.398569916437111,65,65.29088667975948
u,0,4.145173784424417,33,13.185502773924352
z,18,31.82452960548122,50,60.26707569828715
o,41,91.66141988221726,92,37.95000845029632
k,44,38.19702593625617,28,6.716434048743459
h,37,34.980957275890866,82,57.05617978295141
z,2,25.899468258130078,23,24.83013796678445
e,31,69.6586695019634,99,53.09627443174389
x,0,12.518531337613448,34,65.0958700285395
z,94,11.067644783400322,5,29.3702296478102
n,60,99.87015948992244,55,20.440346960697152
o,5,45.02926566093569,82,46.670465247246625
a,45,38.73723330347264,48,83.79159326320486
j,35,99.83463865055536,37,45.08830351178004
k,67,16.187738847145262,57,98.22013095713608
q,2,81.06986637085306,81,94.97668748131684
x,67,28.47196085641809,86,7.958676255158315
t,89,18.659745164180585,76,24.99900692275958
c,65,66.04720305845201,85,79.94910053625281
i,69,37.495667621575734,35,13.840017322830144
x,52,55.219796684492906,78,10.089736076111288
i,78,89.74002068463545,29,8.21129944561868
l,3,46.90698397291199,58,90.03600395537752
j,26,24.795409302752436,6,17.650142344330778
j,23,70.15968499152729,83,87.82695163566319
f,77,43.32498233422274,24,20.231371429252963
y,40,65.16993558061954,75,10.60252187112436
n,90,94.49677188878535,62,49.21983315307345
j,94,59.355385763202165,6,22.898264691331494
v,33,7.303973028456856,90,10.974592283840167
d,83,48.87663622986067,66,35.439547981498166
i,89,95.04078533114937,30,89.00369983967362
r,91,53.68530761307775,74,83.2893261212435
l,30,99.87730486044981,96,0.47793904758369754
d,30,0.45663549058488906,64,17.429170543486492
o,83,45.09792311905346,1,37.849579299357686
j,40,6.046272585761847,69,26.224024136446246
u,50,17.19008213586961,75,3.754843627927662
x,100,45.27400662607233,48,33.88319931988235
y,90,68.38206969090344,90,59.44193559073221
p,22,85.62916478141156,98,85.93665764834822
b,67,44.25386607504485,7,69.20224261937742
i,16,7.2798093264506925,86,30.833063666114935
p,19,27.381071367295228,14,94.35935610645745
m,23,46.24957474824662,58,60.11106899542889
k,18,84.63957961413342,70,59.62172107307032
j,16,44.0532009120213,93,29.135761273067683
g,77,18.80247921332625,44,92.25576556828024
r,49,2.202423306279244,67,77.4508408968734
n,68,47.205796264112365,94,75.78061214746837
k,34,86.91250053701194,71,75.70909052889192
b,79,17.110081153933855,75,5.904478005925196
x,16,29.224833446231525,71,22.26819077165828
l,15,67.88744132747556,17,8.014880290202775
i,57,15.555501978093044,60,29.62387337299951
d,39,89.39581505637548,23,99.08049629710571
u,78,38.88790821314154,69,62.82968668253657
n,14,72.25058345044788,41,15.322694820766925
n,47,20.536727855791682,79,14.838875536679996
i,34,13.610037998633373,87,47.93157302890903
m,11,54.8271102953324,88,24.338845422659784
m,98,74.58060598092266,27,33.732849383113525
b,37,43.15260031829929,34,91.0145260698418
k,20,33.58939213519035,35,15.962756099268704
s,5,20.565679965529306,95,50.277440372490204
j,58,9.068999784220644,29,89.6046465271478
m,2,39.76214879285506,50,3.1298492193262195
j,41,77.83656153024437,48,69.14185721812366
b,38,5.6782843506632545,20,43.11218351749406
d,48,70.76524089210137,59,88.40365656661251
t,48,86.43197302369735,45,65.14650689860227
b,26,55.066740673431624,34,16.775936845037045
t,51,0.7676322033104088,49,17.28829515587681
i,98,90.89483690338275,28,69.84171299000782
d,4,22.62693091528847,66,50.23242715334194
b,54,72.73798523298487,71,52.503392988287644
r,28,10.112262816282414,89,13.940828931821525
j,1,88.86219739773645,12,22.03671774563718
v,39,76.88214203966854,95,40.99574729348344
m,66,14.219778064251775,66,55.990765820121325
g,12,17.401743632524603,67,5.770757392907122
o,41,84.18057729589319,77,94.19909681064998
c,16,86.55701074308656,16,55.49063271883307
f,40,67.4922309849477,15,40.850949780006864
v,26,21.168264460961673,15,52.91505136408483
a,40,86.23639963259487,27,99.85235153625739
b,58,24.947143753272073,58,10.508641950138953
r,27,23.781573110770893,84,45.4999262454468
h,7,65.38211338765652,18,49.07111379295696
h,30,64.57903910996838,40,86.60167761226803
q,83,35.269360357157176,66,21.852839486527387
p,44,18.040799388973895,44,3.1330772938464757
x,78,39.21168699823677,11,78.10076659269605
m,33,60.316617286755246,62,21.066231094699038
l,53,98.64271363592871,11,58.62442242381775
a,91,44.311318535912704,76,45.59735727709917
u,72,72.06732775106478,69,93.53095682427521
n,18,11.950825520011566,54,80.64576530742914
b,34,49.73608050573293,72,82.4612883942898
k,99,82.14100950889026,62,59.86190180804435
l,30,93.95301965481758,90,55.65954260992041
d,49,14.714830018378155,2,53.33583070353978
v,27,51.99466904441821,16,55.55617714010015
n,85,1.9818697516632233,20,16.857144779788324
q,91,57.66851633699922,86,79.13187680597272
z,58,76.907719113175,73,8.490857222765902
m,31,73.0106097523413,56,8.75947171910586
d,8,86.42101809950634,32,54.81937626890831
a,41,47.91958267124728,58,96.0341351404548
j,30,55.60617855929819,86,68.33094212863206
f,36,75.79646364921221,71,15.033141497507385
s,2,6.6262220876274425,61,79.61211633076165
d,82,98.55750214186416,1,79.52987183543819
i,58,21.169480942264574,35,99.97794774950984
d,36,95.97921247384956,58,45.481553580496694
s,67,30.02586454483621,48,95.51855058319912
d,28,74.1541926381738,83,46.64610460486773
w,75,51.33521527284276,57,29.157989105534266
e,20,31.42915684992832,73,63.50459608037894
s,24,47.126773707512235,77,17.859567781037768
k,100,74.27640945802966,48,66.00192699153212
d,58,99.02619917092686,48,71.3722431849778
q,66,40.42895796222228,92,73.47479379658476
t,59,55.574967726500965,0,54.07312888400928
g,84,26.01364077401889,62,85.64449768282397
a,5,65.63870638073374,16,60.90016502492506
e,47,34.885429544397425,50,4.232899130332712
j,2,6.111156158437858,36,28.902056510759657
n,44,80.62701981481165,6,78.61117098036783
b,68,47.450102179458206,54,97.82661608533311
n,27,83.55402059921526,9,17.569815691562972
v,27,37.73214281050849,41,82.08396899263782
g,56,34.3361444157547,35,23.144467053269146
v,82,92.32250665610732,72,95.56785258134379
k,20,84.38254715129908,36,74.67309686114552
p,33,60.33741047594028,65,53.00984433124084
h,24,84.78117428537732,98,30.45846921521892
w,2,66.60764872119559,37,91.93696057446621
d,17,91.8169312867559,66,21.90042839698776
x,53,41.90238234729179,89,51.989665191069754
g,96,75.0967560591031,94,61.05883193765139
t,99,24.45702398983619,56,32.64209339475765
s,22,93.74916956651089,34,42.67333870164628
f,60,89.82047872058111,44,5.659604401084007
d,3,47.25844684934305,62,98.09245914744396
o,0,72.85053887238703,76,85.40988484277793
b,47,51.772919742677715,86,97.67985709073307
g,78,49.94598267091549,69,47.8935250471216
p,35,20.51474878035745,86,70.14200476394254
d,42,62.156743785828574,80,99.31910527020169
l,84,23.16859454831002,81,38.309501818479475
q,12,75.29202708221337,2,12.449995642039902
z,80,99.37648906382566,78,72.24762291485041
p,19,53.38497417697947,45,18.5566084758113
d,31,51.58946673756275,92,19.00938109586824
y,74,56.880720705571775,11,56.307569705726394
w,1,77.37587513691497,100,11.76286864202314
w,81,27.954430636040584,100,78.03997469156951
h,75,13.01225659996862,71,88.98983173483637
f,99,3.570823895801123,53,74.14265608789347
x,68,70.27766324426862,56,75.99627547191773
e,87,39.79723870543338,21,5.328472012930085
s,10,94.46521441043296,75,51.47222215565242
g,98,88.42376697033367,49,63.12792254020357
e,44,76.34237996698226,14,66.09476479585786
z,73,97.18002111560476,46,28.919603001176775
x,68,23.686742722656774,45,95.5241920368041
a,57,36.57330797113328,21,37.68036762230705
c,2,88.46310788004249,99,16.335898933383863
d,74,36.34913693330037,39,22.693333611370125
j,47,53.833534394304436,2,69.46522295092518
y,59,11.649268134470447,46,77.60338770308744
h,58,33.025650968151574,10,70.56099405310677
l,58,85.7795859919652,90,74.07709144102685
t,6,61.46719179726412,18,83.2054816704143
r,17,8.402272346051943,32,39.2193688461019
c,49,26.16264524095674,14,69.07985827088169
z,7,94.40492711449751,30,88.83806691070824
b,64,9.60668259127142,18,26.650262447041364
d,67,1.973162244510951,20,78.6708123724181
o,72,88.67792300959245,5,71.28874237433125
m,17,99.45041226913878,20,86.30379203209303
u,68,44.17550069913084,23,93.38276007357679
r,81,62.148080551712894,13,30.41074372001479
u,55,36.98380820073919,90,5.601949807125117
o,40,65.47309975900427,51,83.31298911610997
o,71,26.25748439571395,56,98.23032745199161
m,14,65.54039363231287,39,44.93261107813825
d,68,32.27791920520102,51,46.36742072894358
d,11,48.93973461998925,55,52.051239940623695
p,78,55.47327124354751,49,85.68731075032323
l,38,25.35753072384358,1,40.25707667623627
l,19,4.784130755102256,74,98.93003398153974
x,36,42.17305183076814,20,23.069261949807228
h,58,32.23407474596451,70,95.4333067289499
k,82,17.248476660319778,64,71.69063833724385
k,52,71.44422090459541,25,49.64569646983007
q,4,65.24117411218965,55,82.2944397201235
m,44,64.36475874193262,11,11.188704566565367
z,38,28.125357000473507,70,54.54255815496669
u,4,25.094078790582742,66,61.782773531640146
v,23,73.50358980881042,98,77.71710254277431
b,63,46.56525189801383,99,2.3712726682357355
f,82,91.89006786150138,5,97.91091012792558
c,13,30.179974708834067,64,12.935560528305611
w,70,7.375312367347508,67,92.85804218782079
f,41,78.88799457243707,36,97.98167492337693
o,89,78.59382964603002,32,74.66004223492517
f,18,60.04219224128112,26,35.25912210851085
r,9,27.840030532801542,37,20.094050799582764
i,42,29.833931083218822,99,87.96782715710609
p,100,0.5219073005800601,60,42.49988128364861
r,74,2.2215695368903887,90,54.363506985803966
g,89,26.05601611754256,72,91.92384323624061
m,4,50.65798013423599,98,71.63302400088835
o,76,17.78149596840827,36,9.180636124476194
t,100,55.30297723510304,49,81.09372241553032
b,2,15.629558701004765,76,52.44975550064832
x,4,70.30422262559264,78,14.178712075643428
p,3,46.44690656821652,76,27.16623072005926
a,26,58.42344090513711,100,53.327309754009875
u,67,41.41089949305573,100,81.75121965940487
r,18,21.797774524048553,60,90.81183016971458
q,66,27.127328988138444,55,62.342143791791436
d,94,26.440762737268454,7,85.60335760180232
a,79,4.314477712944109,22,38.80044734276418
o,36,45.44098971724204,85,70.45486488339125
r,29,53.537667932436136,40,26.73824602341419
h,86,58.000829791665375,68,91.45526543948381
a,89,43.14905317991248,22,19.44917317262833
i,36,52.03698496319089,86,72.85279489749188
l,46,28.061731022608782,51,11.068109751738097
b,10,35.30876319832528,50,87.40864534051663
g,50,8.830602293063649,57,42.06715953950909
c,28,26.64008160757304,94,2.9618178290869213
q,39,16.207760117160298,65,87.6091532505419
v,9,32.85887541714666,6,11.630625669051675
t,3,97.76573512005903,17,37.54202103618659
f,31,74.89680551869593,31,66.92822093661353
a,31,3.602430597441053,47,2.0228420925876955
c,3,70.32274801973702,18,31.66963163914027
n,82,5.870336432687773,40,45.46755466133323
o,55,58.699656115852115,96,36.28052358966851
x,85,22.38766118641905,22,63.708469581837015
n,88,15.015030461948008,48,90.00478908487761
v,43,38.890887432046675,79,5.7155098929085435
a,17,44.309827151318345,63,58.42762323574448
j,44,11.75471260870805,2,91.15271903307432
f,49,75.06097596146047,51,54.67821285511643
y,35,1.8233251332408829,3,48.40862060348295
o,10,79.0095593089984,62,69.84688902415616
m,31,53.368871064256,94,93.09899237981878
i,60,18.884342877284155,86,74.04008177136205
w,16,85.72712787150607,10,79.13732149191863
s,60,57.08164357644717,55,9.560089217152612
s,94,62.672863473378136,25,43.9935327985536
d,98,97.66835902233038,5,87.13902255327937
g,23,0.505930644532615,99,48.73983954693452
a,16,22.667738651738535,42,31.364463363169747
b,16,29.949324617594442,68,70.79593605258401
k,44,61.91200548149723,54,2.023958386720137
w,27,62.681571959754855,99,39.69490637991069
v,34,59.92941836124322,88,37.948901021361955
e,88,70.23496542560333,10,7.738523819890009
s,67,80.99826144569984,61,55.06531257001449
v,40,98.47884808657984,93,4.824513991265733
n,12,41.27384154331541,31,93.2863110907529
g,78,83.06682218956834,85,98.81012003371733
y,86,97.45760830953323,17,21.705270966944035
m,28,7.805952637416425,41,20.500825478699568
f,97,43.61079253150477,29,78.71506676678746
a,76,94.87236300408433,76,40.69472845754344
h,25,71.559779166376,6,93.80868533148397
c,89,7.886645216632626,92,80.06826349715055
b,85,80.8370825828302,7,60.541628065181804
s,7,96.34052282257801,13,13.637429203731
e,29,71.66919725987223,56,29.888556087727192
n,2,58.87442485566384,29,33.294472921146536
l,98,37.36873396122464,87,26.641627458037075
c,35,37.763653162346145,77,57.33032431595662
h,42,83.317133924875,54,70.5324163209068
u,10,12.171442042739034,72,92.9668963005838
p,21,83.7495599417818,59,16.697029924860818
s,87,18.766672133223807,46,11.749331087041137
d,89,52.61185991229597,21,1.8532551526789565
i,58,13.980730298413945,78,49.629225072907204
b,81,21.43708236698252,60,50.81604811069453
w,64,61.00956195907716,57,56.5263552715638
b,17,22.630188158686913,72,46.09456397426229
j,24,49.244001888484846,20,87.35534704621043
f,55,36.22185720451434,19,92.55664469977319
b,64,26.88189373494172,85,90.93090890637032
r,76,63.13483583726073,74,44.16353235046072
o,58,14.762298190565549,82,48.408548633412686
r,91,39.85104195023473,29,90.06021770375968
x,29,23.566144669241453,10,62.39097849256711
f,43,98.60422607219746,41,13.22747109145428
f,79,33.44109080165102,46,18.79864061608564
q,50,97.61774843618683,95,15.072413337549218
d,94,22.69821606268996,90,84.35595869917736
y,45,44.496774355644,14,90.17754592458218
u,0,99.32463497090887,49,17.211895080579296
i,41,64.72057076238661,53,10.397603579814774
l,95,67.21121413178436,64,58.26479549474405
n,85,30.458469615224093,33,12.231325345787603
l,23,40.008670708002406,0,13.91149409083453
n,57,5.7606254400734525,49,39.50440774848959
k,28,84.87114392201109,52,17.892388802811997
z,94,7.7941590992903205,19,45.454423684282084
f,57,44.718197307321276,46,0.6275414488131847
c,26,79.37431018449568,27,57.298394068431676
n,53,45.46634020307074,45,50.81069750108659
z,77,55.57216024338278,74,99.63994070640923
c,92,31.350926886169518,96,77.21819118698687
c,54,15.265527071439223,66,42.49094636369976
p,78,67.54018802344174,47,50.22100002115623
k,86,61.103559854858524,12,84.62306694102725
i,8,24.32662407575573,89,26.27452500065617
y,76,74.6337496038607,66,81.70240816999953
n,54,74.66789721773766,57,46.65386996555709
x,94,13.42709329339382,88,78.90111748450065
u,64,58.639359170645854,35,36.97860924949011
h,48,50.39228166049005,22,4.0768952179972455
n,43,75.56151110570698,62,84.67460089514816
j,28,3.4101960498746253,15,12.128962887637284
y,86,47.08282761994281,25,59.654064264418615
w,19,78.80124186241308,52,96.40879001321548
