C,L,J,Z,T
g,39,38.590686879362714,79,17.615781702939202
f,32,12.629415163062607,67,86.98700541932894
u,11,17.761056451962077,4,52.57236961197043
h,55,78.42535550001271,32,41.767412231326816
d,98,25.063340014757262,16,36.299574079703504
w,10,59.89774077873168,91,58.0368957416973
v,63,1.2306237279247623,100,0.14321051514191163
r,63,45.43443636169226,60,5.731569749817833
q,25,63.69703551355003,69,95.16158780825474
o,11,31.63348556256408,56,82.10500112068996
q,13,98.1738142457425,25,5.913836859709088
w,87,50.4926099397315,6,47.12360637375521
a,61,20.45273219632139,75,76.45635614573953
q,83,72.5870678152179,93,79.07135638752453
n,5,11.565905451382763,77,44.70254667744068
v,58,72.84633031611546,74,53.002142043997104
w,89,46.49011923287761,16,0.8313786976777426
c,54,21.259969942141964,7,84.24921340290321
v,81,43.00874372589995,99,31.739807398485176
d,56,27.42063382111978,43,11.613208911059925
u,45,17.969048212415938,6,16.40595460129952
a,77,14.635268973262406,26,72.08175863862519
q,24,5.2240776237619695,14,1.014764909838517
m,40,78.64291870085806,84,47.70363593097669
n,76,77.48742213288939,99,66.53383644530447
n,18,28.261459400688327,78,13.184064606593914
x,26,28.95554167663438,45,90.28981843607508
j,56,40.80751934136312,82,66.21038835546643
i,66,92.0271402410663,31,92.3019213438463
n,59,42.39221246682495,30,47.36086678553612
u,59,13.85358585554487,97,47.92290778390475
v,76,11.004245892352904,10,95.41333591345075
r,28,6.28864019388401,19,41.505156826451554
q,30,16.806626871948026,68,62.00612485758724
r,37,66.3218635124396,94,90.29954565572861
r,37,47.92849532807245,3,55.88791307983496
n,78,12.147967360803847,87,7.333349071803486
i,83,62.613416522904544,48,68.93473421819051
t,48,74.91560248647825,6,31.020061672559997
y,31,28.918341940419936,83,3.9222848284611422
h,84,90.56455814265918,27,28.009293206003605
i,47,3.575431871863821,20,0.535040157459088
p,65,85.08151491423517,70,16.073253871783976
r,3,1.4667694903907957,40,89.73498160151077
s,45,27.236980982049463,31,99.62101210491086
o,68,95.27207813823499,89,18.38128285527938
m,27,15.918399884141966,33,3.0625701890937274
c,96,98.14936617265857,10,31.701207249947927
u,1,24.554105968537897,38,22.154603875962543
c,96,53.799620376643574,24,69.61043437683368
z,81,18.847193177990597,17,9.069938945142708
u,89,87.63601123482493,61,29.07836137662515
y,56,59.90171347538501,77,1.6603598350189763
c,14,60.34996452054955,89,16.14668257298777
j,23,91.10703819538818,78,52.25611277612013
y,38,8.980004558441346,49,76.71498977387358
j,5,60.232846643939055,71,0.08688657633946217
b,33,95.66921089495138,72,85.8707610902481
l,92,21.13163526287107,20,72.80501076428096
t,51,22.299071877389455,64,5.530812386710404
o,91,97.44482755540156,8,80.04169716299067
r,19,80.64653946820154,51,86.21405545597382
p,56,53.414494184567204,26,26.41346355725217
g,76,18.410328562318767,54,54.07839618944341
t,26,89.07316665744774,26,13.187217309358578
k,97,8.78378046149082,23,81.52133971236023
m,83,52.40881332107459,68,95.45886234415003
r,97,56.4414287847272,100,59.5520450631819
k,43,56.53690802570357,27,44.41547990254843
v,58,45.464652306431574,91,95.62908344261261
l,37,99.4113705865612,37,43.0511422681126
u,8,75.34739065505562,34,83.9523237404646
e,59,21.778758088961848,37,56.7092779317237
k,2,97.51255399996539,58,67.81205494824451
j,71,60.25002898914151,48,44.09636775834831
w,93,69.24593065610509,83,3.496225023957078
k,4,98.12038643857001,57,99.37537888111231
i,74,11.211113969554976,42,76.21862904972316
h,73,9.316765822608286,17,8.248872501822301
k,32,54.34958249045736,97,47.143694791890475
c,78,70.31622967252461,88,83.25179100491799
u,99,78.13402223932985,32,86.72628683533517
d,100,9.36342122134014,19,84.85124426000006
m,72,0.8012257283590118,88,4.50190002725972
x,35,25.316701003169882,13,20.630001434517386
m,18,8.45962094217808,20,25.13390972559485
n,15,16.225584421693895,37,34.014150225902604
h,49,54.02024484501755,94,48.609876272586185
i,9,0.45643807227194744,77,60.748912820449654
h,35,84.59617601288785,65,4.159235480740353
i,37,58.999287211702665,35,32.940729921938704
h,35,9.64291954833576,3,49.039820541114224
e,95,1.2007227458613046,78,82.79892951371771
w,96,94.18150595819338,41,16.88179662318843
r,92,9.483742500207015,71,9.575084734334638
q,57,87.63012440040393,94,96.78390795103157
b,15,64.73548374004197,50,45.06866870393693
f,86,77.65468060426562,63,96.7572972895662
l,24,68.20933080818207,33,62.74044622144315
t,34,31.95820643253088,23,15.876028186098223
g,43,99.39385084213693,11,23.136703048435546
h,88,38.994403738970675,50,18.38293113995666
u,94,65.38203993228558,26,22.28542891206513
z,18,92.85065971027387,4,55.09257079818747
o,11,14.136422187461095,98,1.4621975286752131
c,60,95.53805090411166,0,92.72974969111712
w,12,15.306830718996178,57,29.62564097637236
m,76,66.92815833739438,8,16.96554864979959
q,62,64.72968338750326,12,85.92612880444429
e,29,68.86165500335989,14,65.01349732088741
h,19,64.43332627576261,83,4.832419417773915
d,12,15.169498062695519,53,10.326009689339822
v,38,66.94987212883791,21,98.43086777935252
p,48,74.81999004680692,20,63.66401650518545
d,89,60.442656247396,26,13.17203559036697
q,46,47.89278315949181,48,98.40325591196259
h,51,59.65869292570418,37,19.82240797853073
d,12,61.41308257708322,7,1.2580140909820625
z,93,43.83988105670531,86,7.850142598853537
k,19,85.19455104123703,27,44.69760210671492
a,45,21.397038600367402,21,58.04100760737471
i,37,48.948547812990995,41,99.399425236597
i,100,98.81361722225698,52,39.030073322328704
j,93,70.6869321572767,6,41.16188292764507
x,46,2.096150446796907,32,40.65765211642356
n,81,42.19997695750318,33,7.068375232715929
z,12,27.118715692729054,9,6.45104045118633
i,27,85.14874260935395,55,27.332874374616367
a,36,28.92052796980903,60,46.81629129828442
a,57,47.882204245866276,53,94.12790263914867
m,1,23.638509298947007,43,31.695486439627572
m,94,71.941715659161,90,22.167588228095923
m,56,0.86424310240657,48,96.49462879581493
b,41,29.68765991052713,9,75.7153857729264
n,39,84.97745435871062,63,24.421598868613447
m,88,8.46111094112615,25,47.16463713527337
e,70,90.51920856107859,64,32.06810191696887
d,75,28.25496394896867,93,54.90181110688231
n,33,4.11014075046765,37,20.502053581625677
a,84,21.755696414869462,15,84.70865733156799
s,17,65.40121458904876,33,86.93018764931412
f,20,82.12980474414718,8,75.82831552250734
h,8,24.66812994900899,23,55.083151920367236
x,78,3.3867379142877407,49,76.9720281141129
u,40,10.499703183461994,82,26.34436641821063
g,27,8.504018816678705,97,50.745261462581894
r,50,30.904309445176438,78,96.2792525123475
m,59,49.346388657992144,89,80.30291929410673
n,54,42.67321775207639,83,74.25964121265626
p,69,98.17898203862131,1,56.31028342745646
v,72,52.88487603818013,83,93.46794550795946
r,78,28.678678305129644,38,77.34625384293317
n,29,21.737391093952617,15,27.66344022124735
d,63,34.595964896216024,61,81.57703707901568
g,36,25.62903698113359,91,76.0146216262815
r,2,77.73577761877937,10,6.604284579724973
x,84,92.12601753831629,90,23.157022229653567
g,2,71.6692840583372,38,29.6054252305458
p,93,23.500785721801833,25,9.122969900350775
b,91,51.2060285872299,71,53.313983768674774
w,57,17.040902255124678,14,77.20620318306352
o,29,2.8037314558692517,29,6.675172347256897
s,56,51.91047609308488,90,52.62475965764417
c,18,70.34159986782743,45,19.24445933124872
q,75,45.87718330810817,24,38.95368477727824
l,78,71.52833999106214,89,92.84919678153311
r,60,60.32127588595567,11,63.63993386964205
i,40,92.98562123528853,69,79.33844309056593
m,17,44.654387262101736,35,57.66889108074344
m,55,16.092916431502513,1,78.75601243404276
d,11,51.51857226224678,62,28.598103181084188
v,29,3.0241559961521447,1,55.78803920866518
h,50,76.82117052573301,86,49.979962049678704
d,14,40.976101622273376,38,65.64785144499066
b,57,86.2673519959961,10,32.665629706285046
x,74,52.45487740660314,81,17.25375439269643
o,67,46.31969764381718,48,2.193059801937236
x,65,14.799634168336596,71,77.88883441179028
z,27,90.65432749437863,97,96.89499542493579
f,66,68.56967942110197,9,51.34744773334246
w,82,1.5623831372909347,80,12.20587372884876
g,74,94.01356698596214,25,76.40496687440836
b,35,82.4545528644986,85,92.2393714849739
p,56,45.14543819122538,18,54.61467091954781
t,52,62.822647011011725,52,82.42706064193044
j,22,22.48980254386048,97,22.76791479452227
k,58,33.041662345517665,12,87.50761322427945
j,58,37.28331968307737,72,94.89808523515639
b,57,36.825876080732144,31,59.50099098010466
b,44,4.908649489400352,20,38.63984426168929
q,39,70.97797931814178,64,93.19143532535882
k,93,47.717308303069196,75,65.0991176885303
j,70,18.70911504951984,15,61.3380010492276
g,43,59.62869165820586,8,76.85578608329504
a,18,87.58261937851356,67,59.18296201759399
k,47,11.227617149416435,47,76.3923266695749
t,84,79.6074606190372,73,18.005104009884654
g,86,55.82425594111001,43,76.00719557359146
h,32,31.238965860970858,9,13.175865918213514
t,7,42.96415013881315,64,72.26358666173131
a,24,58.793841702459915,78,84.08417716982612
c,38,5.773295342299257,43,12.431932783372224
x,19,37.18311254384309,63,18.319820730365233
c,30,61.0545916725035,99,93.5101125285325
a,36,38.08601627931927,18,12.584588953479848
t,3,19.4382320009861,74,39.43036824761879
m,35,77.38356913202378,19,27.771347497354682
o,55,50.34285286629142,74,87.12636360089593
p,16,86.07998671192733,59,90.10563692720642
q,99,85.09553196191204,29,58.860166621758246
t,36,39.77862938050325,57,11.015985532333694
z,34,80.14938172626259,26,86.44402821188656
o,77,84.05219124046513,56,11.45764755125228
l,52,67.32195880040396,48,36.5582735396282
h,49,21.97305849671106,50,27.96641438326981
m,85,37.13975745564062,53,41.4791677259852
h,31,97.18579507141106,3,18.062053592458927
d,33,9.667009318135001,51,98.86509846776949
j,91,66.24928158504902,99,25.524993173180775
i,42,42.76304460152572,4,84.01876901769934
y,40,35.854919631208695,94,83.61741543119359
h,98,6.914807409668855,16,1.5662342455705414
l,14,47.155536390120325,4,30.465550953461108
k,9,58.156111480790415,4,4.776374536054984
h,50,51.091478971233265,81,59.35555456230226
y,9,99.69346265134031,94,67.09001751366998
b,74,93.41381449487174,13,30.040154642209504
m,14,65.67147793026402,25,57.589327018331936
a,50,41.096072945562334,69,47.802512849252054
b,3,1.6819921457839282,1,78.6623273817329
y,73,0.5489584674410741,35,85.9369918623548
c,20,82.92717228012361,99,87.21788135460841
e,88,63.804542100079885,25,95.37151107151824
q,77,54.71397162610475,20,12.138570303634955
s,3,92.10311983067598,33,17.130434409706353
d,55,93.39734908312572,33,38.730511025113344
b,32,86.57091950358837,22,15.67527300417143
s,17,76.39889098876021,86,15.579974171407452
s,15,86.07514752497465,77,31.198444651612213
c,14,2.063274090670175,7,14.767231392894942
e,38,71.5378101672053,20,52.26150309916557
f,39,41.27114670907418,84,86.17277415999438
i,79,38.05196904536824,1,29.190699386413687
q,9,3.8605692824940863,87,77.83268524847085
u,24,73.5845466015174,11,22.547558644864107
e,88,14.73819944486553,56,66.11058299588359
u,87,74.08220132892515,30,24.26215903191555
p,24,55.50536096293506,49,71.02723385865681
u,92,98.35084336958984,28,51.06625499716614
j,21,76.89711074540372,69,7.446496148828108
a,17,55.94640753413146,59,66.59247947881546
s,96,70.59860292977626,90,54.877441970330764
e,71,9.001970650422663,29,31.24087213347193
r,9,62.505368435875056,44,54.50568779476227
k,45,30.93910322638357,40,58.43506519631859
v,73,73.7942382796589,22,73.70003852840424
y,29,46.27636295987304,32,33.21428049063165
f,65,44.74096826505717,3,97.97170126872888
m,85,6.223447920461211,10,62.10815294613968
p,94,74.05073437276339,64,30.70748904961098
s,47,75.94499218116623,59,66.96212446826243
n,59,90.24780425549342,75,68.53583288365381
f,67,13.617753083684415,7,42.98710327753241
z,69,86.82605690547837,20,3.1075285483791015
x,34,23.382912985705527,48,72.20011702647503
r,29,2.0387570325786863,4,42.08613210419105
v,33,8.290740594122425,37,29.69856582463275
g,22,2.3516049203989975,55,98.78656528837426
u,57,3.601900976293071,92,6.058844235809236
o,30,73.49087083674468,53,70.14547747273821
g,98,60.22932557933781,20,36.88816443377212
c,65,8.304923839400447,1,77.01927327459252
r,2,59.36884972655939,68,40.08970834888142
i,72,40.90531181329604,44,35.75017466839524
f,70,3.04174507368139,54,60.84778502936011
d,49,29.417831631292856,47,14.54188676356688
k,91,32.26021239860229,19,23.596225922042525
p,52,8.250882257957127,33,13.628170087278113
y,21,85.87218432220125,92,78.2763267550378
n,98,76.62783313313511,41,22.595005985372076
f,7,28.72189477712236,97,19.98280513473648
e,3,5.841501440601704,35,29.860643975013133
p,40,77.73446184216107,36,32.223222021868736
m,21,27.400243573537352,15,48.352020252212135
e,68,44.6334021600545,12,90.36299566509129
c,82,5.524992680108099,15,44.13637848909525
d,31,51.31097844515051,85,42.33885576299555
q,3,25.470315770085563,23,28.99228505415331
h,92,80.35105415059218,7,4.4214508745592855
q,33,27.466408863724425,31,80.55568479317826
f,4,70.68931667194674,98,76.52012250029239
g,69,32.896232873785415,94,58.961483026376186
h,20,11.171047978308968,17,89.8247271608123
g,59,79.44707120625351,87,5.342852412728927
n,37,53.473370567228315,49,61.50395090169894
l,67,67.91972777866191,43,71.95721527646867
p,57,32.11105255787678,36,42.5814116402217
g,8,65.63930700429104,69,51.96554300961114
d,78,43.59116141496593,67,87.1275259378134
y,65,27.997642560631043,31,83.85707182431513
u,90,17.146725747309834,78,88.84910522530929
a,30,35.89700007031216,76,23.357183275196235
y,2,97.51820980811121,47,60.83732170019375
y,45,89.66574949696869,21,61.91978229160947
a,50,61.89300831217239,34,52.13957118292862
r,14,5.872579282260082,30,84.03154154484581
c,25,56.470471330241935,52,9.702889892486288
g,61,88.69732159848714,1,51.93516099522897
z,87,99.04536125278838,17,71.45504996892916
d,44,96.01534716068946,96,45.407163798252306
u,4,7.51764425831939,59,77.84082937799764
s,70,48.9085613848459,83,59.1303758423912
t,66,69.00554081895396,74,41.273778414118375
c,63,97.36885980237177,59,35.91182880450731
t,33,39.86018488974381,100,13.597841604695994
x,34,23.05227302202082,2,14.239089510477253
v,36,17.565383148233582,32,5.68111042648225
r,22,94.69856798427097,57,39.551255404944584
z,5,8.851737569477935,67,47.27569499756186
e,79,3.498553133168536,42,79.68837291038835
u,70,53.455359842231395,30,69.85109967113674
m,87,56.279319153761776,84,57.7704426909065
i,96,12.784056782005193,66,80.52956124173544
u,28,30.52156527671823,5,83.32756434561736
a,88,89.75016773931937,11,68.56218659953721
o,75,93.94945848910503,71,41.817397202550545
p,80,13.335447576910697,21,69.12013924830924
j,57,32.37074800959861,44,70.21697729990692
j,37,25.541738312473626,74,13.521729689979667
u,12,1.9934803190327477,13,98.50375864925873
t,52,98.17061698243926,75,52.97952655792629
p,57,44.43576850030644,58,31.236533634812858
i,73,84.81054121207467,48,6.360184340843833
i,19,28.58933041054923,11,86.36582420212167
w,61,70.34076859177561,37,73.36535706798198
d,44,8.144727749882975,59,34.04338095831988
k,60,35.683407606892224,89,31.541413189553925
k,1,91.7735678944037,73,60.58450436973571
m,35,43.473745920764316,65,21.16554018295553
c,80,79.89759750622025,82,99.21545668870955
v,48,12.727410334884725,26,81.63129784235842
o,74,8.463664161163464,9,67.72650677674964
m,41,55.79805449587399,36,26.540516090498144
f,76,61.662460053755396,14,67.66001171240156
r,32,19.7735017640701,48,17.774348641027014
c,3,41.99329473484059,10,30.115421359781212
a,52,15.496695902524904,80,94.83096626975876
q,35,2.0363424693230603,69,72.43921436153836
y,92,19.6484080042169,79,51.01624490115976
n,34,31.192909803180914,66,8.237124628727399
s,4,59.53910406899392,64,7.419526343391625
y,15,15.55128700345586,70,67.39662836203942
u,32,26.36392594843929,21,75.72446544420227
b,31,2.5380649719772275,70,37.52871751712913
n,52,90.24979652823387,47,3.512592452808694
n,32,76.22364268059127,93,43.62459701025562
i,0,8.318592490380405,6,34.7741756265299
m,72,90.43657066616503,45,92.13044111550877
h,29,21.756767476300375,59,35.07940553043607
u,31,30.540943048475466,19,86.79841171030776
d,40,85.80671558722037,48,26.478387989399078
w,95,13.587692179235056,18,34.20286710337446
j,15,34.47304747875065,48,99.36316505311395
v,1,30.590965797938317,28,85.41933426032448
o,74,11.5250409568318,91,52.430632333155145
k,8,61.45297110003972,76,24.41725159861914
f,64,60.3645312947698,77,77.43210757302049
e,43,54.99827536858513,93,48.27962833796459
w,62,48.03254502283786,92,72.03028687497583
b,65,31.478537056562594,7,84.86743849810169
g,54,93.1951923404564,0,89.0598737339046
y,42,14.945970785547036,38,13.548266857226432
d,74,54.14577116744594,96,14.50981662676265
e,9,96.32396043150584,8,61.52827091386993
a,29,47.94364898173777,96,89.19665811336137
i,6,36.63632472261259,63,26.55510903157805
s,32,82.70514516471432,32,89.4215566920702
t,68,7.460736297796345,100,36.86210986198621
l,17,26.71809211322116,1,57.758657276532844
m,31,0.23890885236422799,46,69.89927187591081
x,93,82.68480937948684,13,0.23491051142964237
d,11,40.67989356479019,42,15.559806782739305
q,58,0.48838214904791677,61,70.10833751528389
j,33,83.14823922222196,65,99.51639031574125
z,0,71.74873711097815,11,59.25834298559606
m,81,40.10782869788216,6,61.24705902331227
n,24,77.58140024831319,78,33.18543429331279
p,8,16.007858407124896,47,87.34298881061726
c,57,71.10403422101203,12,48.33327473209433
n,23,18.906087219435207,62,15.73411715749533
p,8,34.70270511743955,25,24.32595660463319
f,18,69.29164592362791,42,5.30832732693286
u,21,25.64684014835682,61,44.872567754302885
h,56,17.27140453852932,39,60.926425724378255
s,62,24.835964351444428,14,36.93496393552104
o,17,14.846966376619031,9,76.98733893235938
w,36,72.09846482986718,43,74.24739159074771
e,13,49.054576087876875,66,7.863773791871676
u,43,55.23772732532062,76,92.02028065626386
c,46,86.04994556420628,87,93.83345123091689
y,35,55.97713683491436,100,98.86592607230486
z,43,4.828616474185532,25,34.519522616775774
g,88,92.2980619408897,30,84.30630862387747
g,9,43.82483806515254,9,5.1068278847605
p,98,94.96326182364074,39,18.1740257555827
p,27,45.327669810413816,33,76.78020327667102
i,43,25.420641253600795,96,84.68637239592107
s,2,67.4580045306301,11,59.86196788306858
z,31,11.117834251105386,97,68.28744101196334
k,44,7.136507360608113,12,5.321602395537106
k,12,87.30209281369393,46,71.74557971251289
e,86,9.47392377531322,78,83.29004901953377
w,85,68.60674081244106,44,5.217617237985605
g,14,79.9643413670372,90,48.99159315994825
c,81,57.53151959613285,19,30.836865303337802
b,41,55.12285245110412,94,12.517723404667336
v,39,36.01750193157228,40,99.77998818681847
s,2,27.28670743129442,72,60.99267680021057
k,84,77.07594141185751,72,3.285862912833437
d,99,84.3199074987869,49,54.05295506710516
r,75,82.40831906413261,49,39.5928887602663
r,27,58.6720979126479,5,39.565940961198166
c,87,52.329922512547874,52,68.76072911097042
t,81,38.10733596083947,29,63.369399597491984
d,4,6.197391725688039,54,49.1311370066221
v,89,20.05910896486698,85,83.61537981057174
u,36,29.979366327005007,90,21.9788572722865
l,81,99.9559877362291,35,11.967169292969293
i,18,90.53225025559246,66,24.45132020900592
s,63,44.4063298258641,72,31.390492482803722
i,17,32.978531006330854,12,11.771356693804336
e,9,26.978897197156293,32,21.591245565785755
q,1,0.9440898132684783,10,58.03738601312887
m,28,88.7603967107831,13,35.57721864212091
q,55,5.508101203590221,87,29.36692569255176
e,90,94.38875357830389,29,12.671007490134112
q,39,60.04574699747253,25,84.57771518329963
l,88,91.323307926181,81,84.98868097623287
n,31,73.86550589350423,90,47.72085373754018
k,83,49.32512306940963,8,92.31536441934477
w,22,80.01380952561283,41,61.95867170234819
c,12,83.53016650929254,56,39.59468891284183
r,13,29.44453622802786,9,45.62909057022875
e,47,60.50530996388027,51,79.51715020901425
h,2,48.925474899063325,6,78.75032259306269
u,20,21.545401979881674,71,64.70645221403423
f,32,61.44875421025407,77,92.49008826450164
u,7,82.46768348043119,30,27.258942623750492
n,1,15.141288536518339,43,9.809181246306064
a,95,42.64961145476401,93,35.685059371634345
t,79,92.68816536505993,1,2.8664901204800697
l,54,66.56850941252944,83,82.91323504346954
u,92,9.415452890474862,70,38.190699007052274
v,58,33.894796461073994,42,40.00151059041389
x,2,31.666365839899235,91,8.38355018636655
o,32,6.789233136616413,78,45.09844998674934
x,78,14.129085042374466,29,70.84945355019288
d,35,18.571479690480807,96,54.73054337724059
y,62,8.396584483304126,78,92.29545053084988
u,79,17.76629827895523,24,1.5619662300386472
l,33,65.42389029268621,22,6.212558518906408
t,56,41.11246940036831,45,73.21836726370806
v,81,31.559072720383952,24,13.380696044094243
l,51,66.75066955790031,15,11.75209979974905
u,17,14.725059341792557,5,58.90690329117832
o,84,30.53571377795963,12,61.15116984682002
j,60,17.752600472231983,26,93.75130687703333
t,53,90.99870927599521,59,50.44344335274664
v,60,88.99171817409936,46,53.590877737583085
n,67,0.11461834629261647,19,99.85927094035196
f,29,38.39919373066657,24,81.6319458583212
b,99,37.384732415476606,12,9.52953559177917
v,85,84.20468646565207,13,68.4227726103341
b,46,51.105507141277286,52,49.95834634121314
z,48,75.37336002940793,57,98.02787597192402
q,94,63.681035268680915,31,22.865394354038692
w,27,61.06248432600404,85,66.03981534771376
u,16,43.62075899540824,27,50.313345374081194
a,70,4.877143225471192,91,57.234249728249544
x,52,8.106984573667663,19,11.812156810667362
p,77,69.11673742988306,47,45.14072087372259
u,100,81.95845500731791,91,93.60948230489909
p,45,1.5797028436678962,48,14.420918682869765
w,4,6.628170508290676,86,11.766588502994912
t,82,24.463664461858293,12,84.08501964217645
l,75,40.51689548762126,65,27.991100349262588
t,30,70.29060278905,42,64.04807411448606
i,98,69.53243274447834,11,12.20949886158711
z,42,50.02753650536107,23,92.39755608954503
r,71,79.79570185429556,13,85.60866275826136
h,44,31.830727264524405,57,37.68500338565304
b,19,75.53073258173899,65,6.527368341843887
v,17,9.577974290342183,14,46.386154685101374
v,97,31.988945477580412,24,19.82399427704381
r,46,33.023264642336635,86,23.182062048368245
v,97,2.475041297570746,23,5.019369883352964
t,56,27.71005002428206,29,22.19722971590783
g,25,76.82835818886565,91,85.91121636682008
o,32,62.07846767364169,67,78.2032050912904
i,52,18.626732306235404,60,18.418447186626295
m,14,41.932921292446004,27,60.46898320561355
p,100,37.47996721140407,100,31.025954108822496
f,99,60.03128093407584,31,45.726178152462225
q,94,57.83927982966246,48,75.57186549189571
k,50,13.90736713668652,0,55.5088975213594
r,75,3.4574076102289797,58,9.24894790510793
p,2,44.73281325070019,36,82.60843075316426
z,45,85.01283062853145,68,36.64579764865893
b,34,86.18793736691931,12,72.67210610961736
u,45,16.083266277598085,56,94.05012810627127
d,59,97.37408175267629,44,46.897951385869575
t,63,1.4815107836888441,91,19.80882458567703
f,70,11.374120870650772,96,60.80841478542306
o,4,91.77310669675204,96,41.222136250100014
j,15,59.91704390956662,79,96.16315045261344
q,23,47.408891525596694,0,84.21082234630977
r,78,34.87386751149071,82,50.20890602794499
o,98,64.36829567182424,26,9.497798826646008
b,91,76.14239062740266,13,8.408343287175768
w,22,34.4861515972513,38,47.641517283838894
a,64,71.77206902452883,48,56.28871779322052
g,94,71.32859686361273,77,5.939734214232228
i,38,49.02014496616849,9,61.87084919089535
l,56,69.89914887799733,14,59.224362458142366
k,41,15.330134190862221,80,13.84447198512132
h,31,59.624001735132026,94,93.22679571308274
d,37,74.14177873734272,90,40.81095010597373
h,58,70.6654443536657,33,54.182164230988306
k,10,65.51692174532124,86,1.4830390333068433
c,15,70.99048250504086,44,19.14461334983344
z,35,56.94949414563407,78,37.12857013468886
h,44,57.04366462752456,77,50.432196382246296
x,3,46.41854941681368,74,42.275518516099176
a,20,23.829379013919116,21,6.415471630201797
b,40,17.894441990824294,11,44.50918147300199
v,55,46.497821583145715,35,81.69907335158165
x,28,90.0046950611034,94,39.03018170984328
j,56,55.96724223530344,18,80.99084179822552
s,22,40.02363171865591,63,76.58683313019388
g,31,69.79924922911937,66,88.79024421693873
k,91,32.574342934863544,94,8.248096789058035
f,27,90.84156998195122,17,35.340912407254045
q,33,97.77720594219194,82,58.73987261951626
j,68,60.99929185534341,98,29.796079381944207
k,23,93.347229695647,9,39.097005210219834
l,57,65.75293412142891,9,76.00563532645636
d,31,88.6925490928536,4,71.06055593708264
g,5,2.562448840338871,26,22.679990158659958
m,27,59.79409743045839,22,81.3069061592516
l,36,57.06745958260579,48,73.31415225591444
t,25,65.40428829874175,99,99.00794936410617
s,80,3.339183958182901,20,8.760245837666346
i,32,91.11168015362237,93,76.83649586375844
o,0,50.13793728648215,77,28.94984791606242
z,34,80.40906590695035,25,71.29072964247331
b,89,28.83911338330979,24,61.355612541851734
h,6,73.88658467880606,82,98.93918360681756
z,10,69.31358979073457,78,46.44372098844587
h,5,86.3047422334227,27,17.838008654479097
d,46,63.67857385130746,83,99.88525885636228
x,64,54.859366556556,66,42.13479956755432
s,5,23.161781113189562,33,58.90537289887846
l,30,95.45167902153348,96,75.43481529569813
c,48,22.957624361952668,53,35.90162234104094
j,80,7.336138910118295,37,81.39240002963969
t,89,79.551412624252,71,53.49050523572257
o,50,34.56046434780031,88,87.09572672362488
x,34,28.834581739973007,63,50.5077839487209
b,18,19.73431588343112,63,56.366270102720485
k,94,36.517619804680145,63,46.87604932073898
n,85,2.3391322535547543,72,43.72814275686368
o,94,8.550949700264422,28,74.0536934084711
r,86,64.76636748508143,24,30.87106106228831
i,37,60.166137248924656,42,52.1335793601075
l,91,8.713699699838806,26,57.074345169137395
p,86,45.02386070041571,77,84.40926399462634
h,28,90.18269778527963,36,73.84218275151531
u,36,43.51700786313564,47,21.344738124967822
j,75,74.61423658912217,15,93.58375889177046
u,55,50.27189465165338,13,24.863701321033894
a,91,84.6197244047959,50,74.92094552290386
g,65,56.37480526488603,22,1.3243386288535164
u,58,18.158666505848096,93,55.19778446503526
q,94,14.96707723936488,100,40.35945454725827
u,89,19.46640516705863,50,32.520827180821875
m,47,21.58673142409313,99,65.59228027268806
p,84,65.08278407180684,5,36.23321392535785
q,56,0.02438361338055195,63,71.43178033992095
o,51,43.35740908286072,59,48.36509163097419
y,19,37.05236000169966,38,97.77410604048441
p,77,47.421555932514934,29,36.54458893753393
y,4,97.78989541132837,85,6.53322362569857
r,55,38.497981761348086,0,85.32543923910947
u,95,40.65467081135045,85,23.886266453571338
n,53,60.4018377678463,24,99.54307066135163
m,67,30.72610781532741,26,1.4439486301685345
e,61,16.91866816698928,46,51.39945860413035
s,97,4.850443448150199,41,46.89397689162035
h,36,29.293825143794972,55,79.65407291968837
m,15,42.8586576016947,6,29.80336105370196
b,70,80.98605662760859,77,16.88240444666711
t,42,93.0654863732214,64,72.33458887745535
j,61,83.88177010771417,14,41.73611724473398
e,19,68.8336961897023,28,39.817813355153596
y,82,74.16720045419676,12,52.76184646223058
f,5,29.074269383314366,88,11.22005207028588
g,92,5.824562513648035,85,82.34248264157937
c,4,77.40652402238746,7,79.19784439295381
a,47,20.806850102240027,75,3.8196078840359693
t,68,32.88521930381232,63,94.5412566790139
c,59,78.6914835104407,7,6.353953713888972
g,56,22.778509523112167,84,76.06023004575022
w,40,52.45564897375892,80,97.51654264537103
k,61,1.3194641914073268,9,22.09040668545279
a,74,40.346205233119306,37,26.215279425381187
t,61,86.65396544189525,99,75.58633109490185
f,15,49.826772940195184,5,7.191048788082632
r,27,87.10045059336467,31,18.131276777796025
q,54,66.65274156335073,23,24.39235075103039
r,73,81.5739032655482,67,35.80013238296102
s,47,25.43463429427083,29,48.69106425653037
t,66,61.068471589153106,93,97.06438977893431
x,0,66.31810403803942,70,71.39506900201977
e,92,60.26364636457381,72,91.86542261013444
i,91,98.2459472724183,1,25.761575663734448
k,67,3.4556445184954154,95,95.41939153869771
y,33,23.517040866118677,40,12.70399831178144
a,17,76.2612532465393,88,33.73613259253152
g,16,14.01144356394106,67,84.35609340207475
g,38,74.34576878546515,93,25.916610740039147
r,96,65.94717441918222,44,10.626873400930902
k,41,12.747890898891345,63,69.89383012673241
l,29,18.60560248148412,2,65.42522756342576
y,68,45.15752314066441,29,75.95942691631765
