U,O,S,G,P
d,62,36.08029571003165,78,21.579657610010916
i,45,91.06405247069608,69,4.242274729263096
f,20,57.38581548884627,57,49.544589540095906
s,40,63.10363912633752,81,82.60673658667483
v,39,55.60570903231802,46,72.28235549240347
e,37,75.02529309437844,7,87.2151103936917
x,19,14.605700836701951,28,80.22928006238841
j,51,51.41716521030859,16,47.53879189732242
h,28,6.9594926150134295,92,12.77328276844174
a,36,34.527139808118875,52,9.368460630748066
g,84,35.55965099387729,2,44.66241974849745
q,56,58.44590741100518,64,10.286127058005444
h,10,48.9776989438558,85,30.68277636757498
i,82,51.73040484743587,71,10.814941715953596
m,36,75.42101162426263,64,27.550847688663893
g,22,68.70856814512939,56,8.073676863376756
s,50,89.7794324407027,86,72.2884590453178
h,13,37.63614780365165,26,30.082317429606597
i,7,36.25289591696832,50,92.53445749199545
j,78,88.6104898581326,17,73.80491692836887
m,97,61.68763898298697,100,56.674596311428395
r,24,38.08516645045176,78,1.9734888576372511
h,73,39.69135994021503,11,97.93482079101115
x,13,50.979742257153404,26,39.03283310898844
e,23,96.82337735478121,16,54.02219216502099
p,18,93.20881478697531,35,76.26112590004603
b,83,38.25706410859373,27,17.56875219776466
o,92,67.82310088911211,81,84.31841599197143
l,6,1.0379787905058668,5,71.67943668765744
i,39,6.7974396925153275,92,65.7092551165607
w,8,3.2751040228909067,79,82.0918033227951
t,12,38.91754705348113,45,47.56935366423648
f,55,8.637448274634718,2,80.86348845408874
n,64,11.783912766189907,69,75.93115602559305
x,76,50.18420618177477,77,73.58454555355597
w,40,22.342427896776595,91,8.211238095409767
h,39,53.015467103979155,63,17.84070424133145
o,80,12.809908535275493,77,26.925207663511983
c,91,38.3849770560473,66,48.56124938478491
m,37,48.456155142137725,44,91.35010075648015
z,20,10.388925499545575,78,0.32437454356732953
z,31,67.34477781330833,15,31.909462190125794
m,100,97.61623195968356,95,19.622960727735027
x,27,19.425486745676313,86,67.33631982626885
u,51,11.843365110685443,73,10.631190821586344
i,37,28.051597764976755,66,40.41470518330097
o,62,26.12188475262177,55,93.36622416500539
n,27,6.1818134755593945,4,35.10096100293926
i,23,45.66567171224406,89,93.90947187618241
q,100,60.594357450976,1,15.721415653189453
t,92,37.921767442049415,41,32.99290278388636
u,19,12.35646808091465,89,24.18916809896364
v,78,32.30011630231447,18,53.55873800014267
z,0,83.02659571975613,46,38.41614701742749
j,57,51.067593093360095,23,76.34674139401336
e,71,67.58106578947206,28,70.98545785594446
s,72,58.69046603396304,0,51.605454725359635
g,98,78.0367367497023,65,53.68709107803012
h,84,99.17321765187901,92,9.418923333674345
q,19,44.84959396909078,7,97.01596010721421
k,36,85.71632910996199,44,7.522716356060188
j,80,18.00466872182832,41,44.4939854541343
l,16,90.06239625406613,61,74.51754295239155
f,12,44.26135033903478,16,85.1226018815421
f,76,88.13179750579026,46,74.38817815517065
z,26,9.62593948373397,40,95.04243625477257
j,92,26.33608251350209,81,4.494662765805469
r,52,36.283304138187646,60,80.34798943522662
s,83,10.222955750682772,52,93.97996426067914
o,82,76.34726187714604,21,29.286993853807843
o,2,51.36210059135021,95,46.274295552072154
t,94,38.37317546863501,53,77.7410931099452
k,10,48.22212127372162,17,99.62599037232384
g,38,60.674771895606625,96,58.573877002761876
w,78,36.46737025329938,32,94.6669703779633
c,16,79.43726412672633,38,69.59193838752967
n,2,38.474803313773954,20,11.153241925066526
f,18,85.36039748796424,47,36.60969495499119
d,16,50.85144526087133,82,2.9867638106146455
q,94,49.29199182841557,97,21.658781427593933
c,17,14.13047573171784,70,6.206297939791083
n,29,13.443386901599474,5,6.419461410512406
l,56,83.27187267349994,84,72.12805184776518
c,84,40.097733060342236,46,71.89805478386896
m,79,57.09140646123932,25,77.26458639362082
o,83,78.29018063000777,31,70.81342738443564
g,60,37.670004747541185,38,69.79407188551741
a,52,11.401144686143883,23,10.403164186149327
d,6,39.77769921780724,40,54.26492530136968
u,36,77.25089427070712,78,71.89895311312111
y,33,99.1356834194258,58,34.768509896568474
w,98,40.558298120523006,51,76.05531688183133
n,13,50.949462253924615,48,13.347671459370536
f,0,90.8467297663289,8,94.76506630817471
y,52,91.36391331010543,76,20.67981087614561
s,34,4.060667177104193,29,36.21152636025634
d,69,62.54429321525097,40,96.76015990710094
l,29,19.22049641072139,36,4.4657300890517115
y,66,29.160759162828153,62,43.561859198719645
t,30,93.21430971980699,86,13.597002223189946
l,32,96.88331203416175,75,14.932290813878312
p,82,48.948675342452006,24,37.01003756094829
d,41,82.86723313194116,93,13.360107093797158
c,21,19.097570314326152,10,90.78213127061115
c,89,33.27264031793664,22,99.01312179919597
y,33,40.28698458722818,3,58.364671160448424
h,27,75.65634327768906,88,3.8394938719986893
j,33,15.373638468239491,78,15.605773585476513
r,50,96.51435440271983,76,94.78849302691793
e,89,53.51261645099671,60,68.5008998554918
e,16,52.12925984104635,3,42.02105130004916
v,1,14.710363831624418,69,65.9527319000264
y,9,24.11064927322595,61,88.4589619975932
h,58,31.310071125143057,8,83.22611766699511
o,54,80.02542939043774,10,52.592430716809424
e,37,20.5166791935971,76,58.09927212368815
f,78,39.04461483224216,55,33.096439215610594
r,6,4.650968731688588,86,86.15247957526421
k,72,0.48353510388512433,10,61.74228535412979
x,99,5.666254870595788,73,56.628919025763565
c,80,57.546090951092424,22,71.20043114524776
y,58,13.757094392856494,12,41.00076472001977
u,72,33.68041097071786,65,73.05819963601488
b,45,36.13684768821484,47,95.65364422760646
b,59,93.2441014941682,50,70.85194399586018
x,82,51.859164187955656,12,9.71580558932883
h,100,50.72651669031436,32,84.3032284108523
a,50,72.22574697879195,86,33.68307609859866
d,73,98.70776678304154,85,25.529799921893815
l,34,59.50908158473891,89,94.12308103651334
i,85,49.08369480122068,68,61.24365922583203
l,86,68.85391048566302,29,5.363336359883841
g,41,25.025418647502672,68,65.74812539154574
o,45,77.65737674167517,23,65.35177418498968
n,60,3.5267888004087977,27,7.6574638364506065
m,46,68.41576672654001,3,99.37458380256895
y,73,10.060264518874762,66,35.398335921929856
r,22,79.13645059774541,36,71.09682094990303
e,51,95.89737761027027,57,12.315817610702473
p,78,20.70111560368786,95,26.83991064768172
g,30,7.233790134618189,100,25.341179297981853
d,25,47.90340690179239,17,93.86344080200976
z,47,36.14352828484301,60,9.618644371332497
l,88,75.60221247546498,7,51.499091178030135
r,27,77.37634504228738,51,89.36731916759531
g,63,23.0969869745539,34,18.701690377474357
n,92,31.92039468724801,100,2.7873262224153206
f,4,17.103454920625293,74,14.0109253740621
n,55,13.814328421815791,43,94.82034076945813
b,95,35.530454735106666,50,13.05819509550089
w,70,45.722306982341586,19,58.179719930398775
z,63,0.9947026042012252,2,43.796053068264676
o,1,74.77554338073577,44,58.09577224338154
j,61,32.50483172402595,55,62.30200144578107
h,21,32.52505851322282,40,32.964995079642904
p,10,7.268427778201081,47,95.23814442169848
z,74,45.19014746528908,20,44.60877305885107
p,63,11.574605395799109,48,10.671292933241272
e,97,46.059183274545234,74,23.264159217285773
v,18,29.59717996487907,26,34.49251303562859
w,20,10.391507832584,13,11.070303353406219
g,6,27.231943926967762,3,80.01610590552036
i,22,27.741838152737596,41,7.918350102569516
l,3,88.52973115050692,62,33.05328850359386
f,46,41.31872732586209,74,16.87995469101238
m,62,22.81714229829126,80,46.494524776633426
c,24,35.22643032740621,57,42.40478985957902
k,41,61.940763238800876,70,5.796458102196356
c,25,10.13706510257032,70,49.57566299942937
i,100,59.402472373947205,49,8.94652722251278
j,28,59.37310833753915,68,18.28638516917428
l,11,92.61296882655604,27,29.537588903860446
c,92,72.7853372563593,10,67.87890339893187
r,67,30.575649931681802,56,87.34715859016283
r,47,70.12664693874953,73,20.236062620068108
h,15,37.65183549370597,18,60.34881148456384
f,97,80.10153648115869,39,70.91445557201152
g,21,60.21529802416576,51,11.392329051072824
r,88,29.42105692165614,12,49.317796803509026
u,65,15.064803577685682,96,2.28141132544305
j,20,39.887689741812125,3,0.0905582419837514
e,50,22.92650437260111,97,65.63210663193163
x,80,79.44464072987115,26,96.49740726150424
i,17,21.321867803239215,31,77.19176840266805
f,18,49.80983336879719,15,5.203732281083839
m,4,50.95750416223799,31,8.273018419658673
k,51,51.417195420402564,24,42.81992212931455
d,89,61.37137097556858,90,72.10090020902621
j,50,53.05614435372301,91,42.33601461851989
v,39,63.88486320143992,43,42.59698605089442
u,96,14.588864674088386,4,58.800464194657586
q,88,43.29590340600752,41,76.69832698978655
u,77,63.354070981189494,50,59.46440665725379
f,68,91.23546878813356,7,1.9323555725796138
c,60,37.442621181019675,100,95.1559287157161
v,55,5.126059976919894,11,72.04914665533391
g,83,79.14883998955654,89,14.195469563769992
f,58,62.78934373459438,65,77.21829459679529
p,87,96.21014711502055,20,49.83074843837766
x,74,17.741402827918428,85,23.626063189042135
k,84,61.01919961733425,69,12.805562258131287
f,22,84.9097531899389,81,84.70629669213619
f,98,56.29410834736667,85,1.6825478201018318
z,32,36.722469862828824,17,83.62807268758584
s,48,96.96782142354024,53,69.15009560936319
v,22,46.44768686578987,27,63.050580622902274
i,53,38.67671563898545,58,51.54948126700041
u,71,36.366627030231015,81,72.77911176019222
d,29,21.417551155676684,73,53.62470117199326
u,71,6.498771009296034,5,40.33744608628685
l,26,56.312017441531545,94,85.3970214799397
o,3,16.56357914765977,19,33.368191108584654
w,90,55.99803969481806,8,80.50538506339319
f,1,58.14744833556409,13,87.66349899101557
y,5,93.57156278964368,69,8.407136624577882
c,77,72.7482641006,60,7.023497462277617
c,96,16.166546678582893,92,46.91537834590095
s,9,54.7866522198497,90,44.86394187930609
e,5,41.25394440943088,91,67.5901262127969
e,40,35.0175989071994,91,43.663201881419
k,98,99.16600613058725,87,63.43922492556825
s,97,89.47212435277469,58,62.30331212676559
y,92,82.70349243238638,16,52.9723084422246
j,43,53.13262519772385,93,1.984271738233634
c,62,23.9331505855506,67,12.967882359894812
u,85,74.20689689648948,33,33.218998535792075
e,100,2.2068135152954804,34,98.88144252891323
c,91,12.515476933019599,10,9.154277656655141
u,11,91.78576052806676,9,53.54218578012029
j,11,39.93822298966504,59,11.569608461518044
c,60,47.33132356316998,88,44.155458408056134
d,70,71.51169213907967,70,82.60237174586291
h,55,27.948459922939673,61,96.45857119322997
g,56,6.28428535491553,19,20.551666748430364
z,80,63.756329092651534,48,7.2355137579383495
i,20,98.44811172908385,88,62.366112125819015
n,23,71.51921205170167,94,1.8905247857339824
y,39,22.89047277051679,31,41.625093404585265
a,4,70.72307737834217,91,12.201527703050585
j,0,38.13766860808251,33,16.634286459566628
b,5,1.7502150026604713,2,25.607229787202968
m,25,30.21110904216905,6,44.9668661526055
x,4,34.4029482026677,63,0.38672242577748595
r,39,3.6900940598826537,64,13.673444955837988
z,7,97.85135662703604,37,1.344103694109433
z,91,7.326855980253811,22,53.650657182568175
d,22,30.33812123141765,13,40.849081922800615
m,0,33.9029072976183,77,86.1391612153319
w,19,35.809114357326244,21,72.64582210309285
w,28,40.24414629586581,81,30.569667723961736
b,57,83.55425213567831,26,37.37604782787254
t,18,25.731825526509354,26,97.04565850414387
q,68,74.39239626981315,40,66.17939510306483
j,70,87.5618645553432,95,34.83997447901888
l,54,23.161620026855413,82,30.367455703681056
y,41,47.506622259134865,23,19.396808944670607
l,67,83.56065090201893,66,90.03518490044206
i,53,12.543252208228385,82,67.92907108121669
m,44,37.678740328158455,50,23.476024602311064
z,53,95.54876607708012,70,11.556422646941355
z,95,39.08034446298301,85,5.347049408874815
u,84,95.47899299416402,52,2.4794105774922914
t,39,11.062851988126987,27,17.87444963465762
t,10,75.02673019093203,67,17.01463278092995
u,20,58.24860834795413,24,78.90953619295028
i,24,35.07540075726921,51,76.8728069474468
y,59,91.99417321343041,49,70.51769652010218
f,4,89.98368126614005,28,35.46096270024896
b,24,73.18677517388362,1,12.761402438915258
y,56,51.305603658988154,84,95.39621292716943
r,12,98.4778760956262,46,42.53183207768001
q,40,3.326469444038771,26,87.84935977322574
k,76,79.43818445320112,92,54.159365248378634
p,56,94.65799595111196,44,52.18793698302178
d,87,97.01421365090839,52,61.7412598628807
g,25,26.68096377262077,57,62.1458780666066
m,77,0.8962218485752071,45,98.86750755511162
a,15,47.24490515066102,40,88.23421643576634
t,62,13.216430951068459,52,44.945898796276204
t,59,42.92759245109848,20,27.381523973753417
g,10,81.25073700712177,56,27.06805586060257
g,39,52.375111491533524,64,51.8430155777688
a,64,53.22689201216545,11,94.46931685290998
c,59,3.645050274840822,73,7.13247439865513
i,40,28.248732833854174,91,38.03425764201237
b,97,90.28115424574413,16,44.45790109571692
a,93,25.82205345105485,10,10.163672245564825
p,4,13.498215522659574,65,12.78747176041598
p,43,46.34688895394705,79,13.687841382607424
x,29,81.04760376883932,22,77.4224298844609
d,40,46.14369062587112,74,38.04980999424884
o,74,1.1011499017052784,85,30.201626471524346
q,26,39.741414262506346,29,6.141524118153352
z,63,18.976113662002504,25,31.552497712463477
b,54,77.4966127746883,46,35.63848073436523
g,52,36.352086857455426,47,83.43710689523216
o,11,76.26584049440824,81,93.21094923718937
o,88,20.512226229037868,86,43.196973129375436
i,52,74.07690757018948,3,65.96324095586489
q,57,82.95994527549703,77,42.766905440210735
r,44,42.39772769216717,77,94.58274142586805
f,39,63.527915823893736,86,6.735480748266798
i,20,56.32559383620058,65,51.321513471434166
l,96,84.12465559509192,87,77.80704396928957
g,81,66.66266493243408,28,79.68016760360841
m,75,14.463660400449363,52,41.44744995694328
s,21,0.12012300815259502,96,52.11105205039549
m,39,19.15480734778654,27,68.76095778943035
j,53,16.97737648467723,8,20.172063768264124
d,98,16.19480466913783,99,6.712028692242555
h,79,26.70091718921206,49,56.41682438018217
h,57,15.075167013549473,49,83.49764243672784
i,59,99.62535086567766,66,29.45032610706241
s,66,91.24466677810992,71,52.93333556108364
a,9,99.71362814543058,78,92.9597795234767
b,37,8.51321995156108,18,32.4584825771589
d,24,31.014724567058018,62,91.05235588585903
q,89,30.7528423948122,94,29.991654375515974
u,95,3.4300394705147785,52,8.904035111707442
f,60,46.76680894212606,47,68.90873527748533
t,73,75.31704927022017,81,74.91580319565664
v,53,43.41282721628813,94,23.029617023656034
a,39,99.49388850956188,68,70.12087024047239
q,19,87.79195836672213,78,9.214095725198101
e,84,17.608638697041023,54,14.425071510911636
a,3,98.29872385663562,79,84.25694768864818
e,24,97.14501743807091,89,98.7690360737316
x,98,91.24503819670743,0,95.1303581379207
r,77,52.69328008865827,53,24.45228852474234
x,66,38.24149432682875,44,84.78247736097461
q,71,43.72951877794355,39,99.18937060014326
g,34,33.22134694107848,62,9.661100220408137
k,26,27.50129527984906,83,25.429576104018935
w,35,85.24340022843782,38,62.96142931082579
o,35,39.44509347821024,23,6.443775177681188
w,64,39.45435469899853,2,89.37077630859764
c,46,55.35835010091142,88,40.33803351184366
m,28,61.010241212977256,29,65.0250951507059
t,99,3.4256358685965216,25,19.541743011886858
q,76,53.328637997225414,78,72.30898635554709
e,31,78.90272011934657,75,20.022847143037236
g,54,83.83463256210779,91,84.23760306714317
m,12,15.39618333147268,31,14.468142301323583
z,63,14.989043206870589,97,9.22739727291556
v,61,72.01777767235961,44,28.742356335695018
k,1,53.72938719217992,70,54.3581406176728
f,38,12.934765572588326,77,87.64236150251861
l,20,39.7632814506484,6,99.32985680121924
m,62,81.23052279641357,85,38.27512861549347
n,59,67.54597825091054,14,87.71786259220293
a,31,60.390308605197504,77,74.55104337852168
r,7,6.975554688211005,64,38.64233386581301
e,57,90.4087276562042,90,34.96201560120913
s,68,55.68000984614216,49,31.311287653741495
c,19,9.374167939889022,12,61.33281649435567
i,79,74.21136277892425,6,93.34944117690516
w,55,54.158220612172606,47,68.72362897052767
i,85,77.00363733526711,5,95.43056843567462
z,56,1.0885566507549904,63,62.80674270382271
w,82,92.36863464157365,93,68.63339456614015
b,88,71.416740221373,0,90.12696750823493
h,18,74.36209594995286,3,82.2551681795477
s,4,15.906768676191362,35,81.44093696951632
y,10,7.782816093871759,93,93.92972094817335
j,89,57.73886159613053,63,20.202045292883007
o,68,72.80985089221147,24,11.625753434962693
l,48,37.16713905638742,0,20.4157971441728
p,77,11.769884219049963,82,60.4823818738253
a,55,7.191150751226216,61,14.82865776760086
s,11,30.698544266117956,67,42.04406095614666
v,18,90.34244371780098,63,38.958101641012334
a,39,10.15538380640334,11,78.67127138548743
w,49,77.55311310637452,69,41.94789575421593
a,68,49.04874060419214,87,21.423656664104808
h,4,7.096421492196258,100,43.574375252895045
e,97,12.62581310629647,43,16.157684609201006
s,3,43.76261575733251,45,46.3575484093408
k,1,41.44255944182505,54,15.173848950467516
s,67,23.04905686298052,54,74.7372261769046
l,13,68.32002584543166,26,48.02494559208389
w,76,66.63086370504293,59,12.16266673569546
n,72,12.597779721794334,6,9.069081625437047
c,60,97.12646757394494,27,39.416459822169536
l,77,48.142108858704866,53,3.048138418553714
b,87,31.145081841377486,87,5.844778285960873
y,71,23.616336097034562,89,98.84718818127165
y,2,17.494836896578448,35,82.67193001351008
y,69,78.95644029707874,59,85.14981464585996
l,46,85.9059908650946,61,99.22615968525062
n,11,94.07965701320092,34,15.781732455144049
a,18,0.26098220404273675,88,59.65393170701194
g,18,28.914240127272695,81,29.051149931344632
a,52,41.4913731864711,93,34.16870119712573
h,8,76.9604366219719,97,7.198298934674208
w,37,86.67337735108511,81,4.763043302138136
s,34,94.95003022003452,65,41.65725554749326
h,10,6.603729751192122,91,35.75390503197832
p,19,89.71267661990414,7,2.416609721563512
c,21,7.160261555259928,21,83.38066809310048
p,24,77.89356987356562,0,12.001949191494788
h,12,57.53070108662522,30,13.001654951621555
b,55,10.959265028981878,76,20.663673062629538
x,33,20.549442613599076,29,72.78299104990055
r,1,20.127212511403858,40,6.511398413206882
y,7,64.74456738321146,5,43.000554494657905
f,73,69.06867762201588,83,85.1961369030717
a,9,0.8391193273208253,47,40.79372407038596
n,68,99.18621018745473,46,27.27270839329168
o,97,75.49115908330762,99,96.53582206302886
w,19,65.49765813512823,47,24.345547258749654
n,16,22.282542048095,21,27.89013178702856
m,19,7.5545308631775665,45,55.78337025881199
s,51,71.27027755952257,34,34.78187700427888
h,100,7.764718944709903,31,61.44073318898273
g,20,57.42626466686305,17,9.122524659640286
y,60,75.22637339810748,38,82.76370926865597
a,19,91.7778518573958,18,21.897993667321302
j,62,97.34525271499301,20,10.764449225512385
p,25,47.47570013315331,37,54.02600587180124
u,91,2.5924219885274935,5,97.54038255114543
d,86,44.57602249826014,48,67.06540412388613
c,55,40.91506116249876,28,64.68378098271714
j,11,89.55366729394171,73,74.22693141914557
w,96,57.53600508592373,25,85.27585754564015
j,14,81.45136578903531,84,85.59406953229754
z,86,82.65386455546783,51,40.869078269215976
c,36,20.771586615980407,17,52.22246809934953
b,44,77.72229147306786,52,3.537608705950246
u,25,32.85382120116373,8,26.63281245583029
s,67,68.20888226446715,66,35.01641497793621
h,84,96.39518899231405,21,72.2266035321189
u,48,18.59446703830654,69,26.380062255574344
m,95,45.143815071017166,98,10.68441598013351
b,1,27.01801272635912,21,6.280330200387329
f,63,21.9417502468355,36,25.93622239636073
m,84,61.509329564011054,84,87.24779351039163
z,87,21.192920331132026,80,40.73263974355314
c,23,62.2244375406802,36,60.05239335241546
n,22,88.46547947984466,89,83.2860346395772
i,72,64.50705280892205,37,35.130559568174604
f,78,92.64692744966096,8,39.23327316806146
a,10,12.095250684669923,47,2.4413636835043717
e,98,32.39900992116937,37,69.43408955304332
m,51,50.29057629242135,5,38.771591040569135
k,65,90.45607434578172,13,85.48760549431127
j,26,63.224775802177355,75,22.107197454446016
v,34,34.75869908713069,49,64.90964269456525
x,11,53.22057904111337,53,59.395470038114226
a,43,14.114535359963899,38,96.73399946987874
t,37,57.97477111421997,25,64.1463879684882
v,53,49.612166454973675,91,67.08363109619319
v,12,83.57868241073263,70,45.81845251027914
f,52,37.493993498499655,64,36.68426746150668
g,8,70.39032821316525,28,95.12518455851962
d,82,0.6074058160852158,94,30.184650415825974
k,55,55.258297503725764,55,65.20901639377762
f,53,6.977892199131441,31,41.3054814934291
o,44,64.92847028772285,6,59.83669209956908
u,85,23.33790996244457,65,75.39664470304285
u,41,52.72344065446427,44,71.05072885750295
f,56,52.45731198164422,0,26.850068927556435
l,67,62.48188633685084,100,69.72424279940454
i,88,77.47272898263618,15,69.6789867602099
f,84,21.44120455842823,69,17.9408829926172
d,0,29.500356836704377,14,85.94339420531324
m,43,83.68825547223041,56,66.50370211381166
w,7,13.990135434746144,36,42.02025276980722
n,66,99.24213725829516,78,4.85559532659936
a,59,9.091195827264997,30,30.64276584600506
l,74,35.083958337512534,71,29.83200433670983
q,79,37.444546659886576,61,47.935234036448485
p,67,89.88170202157144,80,45.9798535836772
s,92,42.9883361574785,65,26.768684853619007
o,13,28.710632198174746,43,28.166770208639115
n,85,63.54785820539757,49,65.77388340302662
o,88,35.750320972209146,45,48.64498980037483
z,61,15.813769045291803,97,9.961109501196752
e,53,41.555135868081905,81,40.682211347004284
n,29,84.72600366459456,60,30.829749741296585
c,15,40.1871730180032,87,31.41852552390677
b,95,22.095119779845984,59,52.265276584710286
o,91,83.59320038933188,100,58.98610697288448
f,45,7.4956537828828935,34,21.051979241545304
l,84,7.919689885495185,53,99.15547361930365
n,51,11.330417763290157,17,88.60726691923722
t,2,24.469768656576505,46,34.37069882291789
w,85,94.67986524880133,46,0.1545780902207472
f,75,94.01979829672574,11,25.572189522194343
s,32,94.02660184209088,41,61.42684819582415
s,0,81.15675315503753,48,71.94631574088832
p,85,2.886404030065237,29,77.01410313180361
s,24,63.38576495457713,23,23.962244337488194
g,94,56.433927038983335,54,89.51215876446604
m,98,86.48666949031896,90,25.080379272925978
k,82,38.23062088670856,18,67.05236585446512
k,86,37.72788296507079,45,50.305723903707204
i,47,55.38591589268218,51,36.134119816462416
f,40,17.137705607420116,49,79.06383172068944
d,9,5.146561377769732,83,30.768381789523747
k,88,61.14649988876037,45,56.78755838397033
e,83,97.25516079420873,5,60.12064178705333
o,81,92.27585802524368,56,91.44876518591573
q,29,76.64464355594801,57,54.25640921658713
l,83,39.778420096461446,57,8.699300138903688
s,71,11.504416659190086,34,44.87716567857946
c,42,17.95388047589217,57,67.69177977668697
x,30,20.707536225367782,33,33.8462095022597
o,49,58.96583735512776,69,4.061808648291764
z,9,66.68420193673282,4,67.29608930545155
b,11,66.83704402367138,2,94.16131247995668
y,98,80.84509347623722,69,44.3855159560646
r,71,52.986091457006346,92,39.84743834321127
d,91,76.62214623873123,26,25.30629448760213
x,55,63.761579825670786,47,59.2813691257454
m,71,99.22543964075902,31,84.90536077445992
p,58,76.78175638303361,89,13.07406505173021
y,5,23.30152608032727,53,53.15553382713215
p,62,93.47844625014638,77,88.30918591907987
e,47,82.55534856181774,70,5.064002166297321
f,0,15.045089722835925,94,40.558070178041575
q,59,63.96686723776072,20,31.630033352205857
e,73,18.64088184092928,54,70.08114820059869
s,49,82.20267538538832,98,97.80044351153663
a,82,50.035253975076444,59,27.67504604586255
r,4,50.62450947149788,69,33.46451349629812
l,56,53.821139674983534,31,96.80539521291355
v,94,2.791527411266248,20,38.868521929613145
u,29,82.37039314993106,30,13.049069272516556
k,58,73.05391294679679,50,73.36209315399445
o,42,5.27519980672897,5,25.244080080330978
x,75,52.62912494422692,46,92.50482973123687
k,11,93.11188704193619,30,7.052218980394398
c,28,38.01662123692332,50,78.25592596004107
v,16,1.646393439335514,13,67.73850699690732
o,12,30.74613160661519,73,81.60037004922988
g,11,86.00014412925225,17,41.83426437002959
g,80,6.789078834106233,96,63.417209304882704
a,19,32.66861391356471,94,5.526799570779062
x,46,23.429830581402545,99,38.508572562254784
z,81,23.96227600438006,80,0.9580538942178252
i,7,52.415475514199706,7,45.817006941111124
k,62,61.228750603133896,38,75.08654343093562
i,15,80.5352688843819,85,80.56765444553282
g,47,34.606085552829526,52,79.89907871510182
p,27,53.19261191790316,72,76.89961849484422
r,24,16.662925195363087,62,64.19100866294032
p,13,84.03899773690591,52,88.13643768918769
a,84,83.00854378811336,71,63.65307415869571
w,66,59.02185837893581,26,91.64213093680584
s,21,93.68109805400023,84,78.37742055035683
g,12,19.851043723001105,78,98.10866395813396
k,34,44.39045714564544,87,84.23659923023017
p,47,77.71362176885653,92,85.52057396358344
n,46,37.682226254492825,61,18.859695145456147
b,29,2.4745047198212133,19,43.51488341755522
h,54,54.018825057117404,62,94.52482768788578
e,39,60.43507511806634,44,36.19186425848865
d,32,53.745626385616305,61,26.050728952669488
g,19,4.9600096468319865,5,30.46899234260094
x,9,38.83585636782541,61,66.58896444399852
u,89,24.368800798733258,70,8.826013220290962
q,84,74.56235669468504,14,46.34397430510592
m,45,78.32933815138169,17,16.506424033317103
b,1,44.31408579307098,88,7.719295696983974
h,92,33.399544448773035,96,66.57221977350225
r,33,69.83870291359095,82,34.88216996350768
h,79,37.90943266377547,83,31.670747216076666
d,28,96.58912363296828,78,61.221025423040906
i,13,26.046123020118316,0,82.69314401770181
g,45,14.113029810282995,60,52.16304930019583
o,99,55.724658198767294,81,16.73028942300122
k,97,22.488057317624055,54,88.30883297863508
g,16,47.759394896402426,6,39.90055091837918
s,6,61.40494807084348,78,30.81818044317195
o,29,34.545734232856084,19,32.71333150966341
h,59,68.84883610631795,50,68.98393570547967
h,52,31.877336539370315,60,1.6196172845122203
g,78,54.80429779094701,36,42.230931509644144
h,83,91.29100001948771,61,88.57568939950632
u,57,35.48845964889823,28,91.59360878602149
p,50,88.9907753144802,38,26.139485687173202
e,54,51.41870776153963,90,56.92404184054863
j,93,18.96063869307868,19,6.507343553605949
u,10,8.633408456651736,21,23.118485365791454
s,0,82.13517608090504,19,88.26365145184081
c,80,64.75243516204652,0,62.09659433957285
v,38,65.97758853892668,4,99.65917111598405
r,36,46.610596508336435,47,85.66754196244226
w,52,37.915590634303406,98,40.35263191100705
v,91,27.487159191041567,36,42.633954729425064
c,35,77.57354858683478,1,75.18996051276974
w,82,60.11352675412371,80,27.68842969273555
g,65,44.50270703556427,42,41.90098727361627
v,25,90.07698543600735,23,32.138338763314614
y,95,50.916913293364665,45,22.79571331292778
z,68,16.72650010642829,91,21.70195333739119
a,92,40.36844860482913,73,37.270729540989244
l,3,77.31669143853837,93,22.880092687379328
h,65,90.67144404271926,17,89.33020575315474
e,74,68.46462561153677,32,63.171158506115454
h,40,25.899106142465445,1,97.11458838794259
m,28,26.268494873837245,10,91.28827912446468
r,43,85.61579541777691,9,3.9523381124986767
b,83,94.99166216057804,12,34.06620330273393
a,73,63.37776329877297,64,92.78202932714208
o,30,93.44813630632204,75,52.54392115350964
u,5,25.04800725906138,5,67.8127728753115
v,45,64.67095911058829,60,99.22080772724564
j,42,16.87796608894968,77,50.25091899955717
o,28,48.599247971988206,34,95.06860745056014
s,38,85.1012704188887,39,15.70415567956166
v,49,7.807475488856408,100,1.1979846747693368
o,6,79.12283305847927,89,30.150575309464458
v,9,84.13317669519991,13,40.18085773828853
e,83,89.07081079628387,61,9.054433102900816
w,71,77.50787997847263,15,91.39634696850345
l,5,11.723782296130114,90,67.40551621655132
w,89,54.24010839497492,24,21.22865971688952
r,33,72.36975899821122,55,2.1021353529248277
q,55,38.88914981723324,82,73.11096151803841
i,6,27.649748472521864,48,96.22524266434365
o,66,38.82878392031215,86,41.8261085241054
c,49,37.90625898592693,89,89.81116935667978
q,73,42.10146941740943,83,76.67106779721352
w,58,15.77786693443668,59,63.62666642010682
d,29,76.45787756667444,53,4.969702672686848
n,90,38.89910143775401,60,11.383487855642382
j,44,69.44086197022095,25,94.69590099021904
z,74,4.341570339969691,94,75.7990405815556
c,7,9.474028197897866,55,8.853215386202063
m,31,94.24188144096503,73,3.2034621307017175
v,63,79.88745397544095,61,50.03332322796004
y,99,17.967557066741435,29,81.5943071938199
d,95,83.35533951675286,90,5.967171180938857
