J,V,H,I,A
q,35,24.246333669419663,93,0.1400380104508714
h,36,55.11831776882076,8,57.39261707927014
m,58,27.514247684843262,69,95.85206654581849
b,45,26.69271929637742,97,60.22073107295124
d,75,9.971332416449119,27,6.547985109353871
t,27,19.190140141647007,78,9.807954845250965
a,40,74.79211373104508,81,44.20774171031009
u,48,99.53747378525956,1,65.02088607889769
q,92,9.412076961952899,26,94.08785312035396
s,23,22.800565871901103,23,3.814557782677419
z,91,80.32407826636877,44,36.94387089704648
j,82,88.81043739764294,11,85.85778119214645
v,25,77.13248294230029,51,83.34636004209321
k,33,19.106353332130265,49,73.99140418210057
o,3,61.91238273634651,93,91.96414288494489
q,89,60.596978501436496,20,5.016842151888157
v,70,84.76609419490062,74,36.721696556436
h,61,93.27374483376279,86,28.016158592030582
r,96,58.51625454715263,36,78.74117008711396
v,15,17.22913152590899,50,13.266273495710767
y,35,34.18997212498471,33,91.59614001976838
z,69,89.38733244173093,69,4.900092492175245
i,36,2.5635976710548403,13,81.91978794903908
g,20,27.347006093421587,77,4.32369222660075
p,68,72.98714746888825,41,7.148876778542701
k,95,87.24362046314594,19,47.088347505588544
w,17,34.149356376428045,18,44.624285057086134
n,60,86.92836602104003,90,37.99568528169721
r,66,47.2481026016738,8,78.03265167537867
n,68,40.09825918156881,27,50.58341346527985
m,65,9.773811929063713,12,92.86808612771426
v,75,21.198284483984654,91,80.111900126872
o,66,49.740961875703185,86,97.74185375828239
x,72,43.712426878983365,3,36.59900289488316
h,30,57.20189152063109,38,5.756937517945959
c,92,50.27497020877052,17,60.36622226055196
w,47,59.34181105295953,78,31.734484658208974
g,83,0.1171800865703232,69,61.7010626070215
c,15,57.063891173126024,33,81.84414648945074
n,44,36.18093123376528,17,44.943249099297375
a,84,80.41187937788916,90,38.303427855210096
p,42,86.42818953461611,0,46.66306220252912
h,95,91.42730859033557,30,50.49935335321436
x,63,67.56810821927742,32,28.026543942100147
e,41,16.97051941224881,8,44.35949146144845
r,10,23.817149451983667,92,31.718359336701585
t,55,79.02995314424344,79,47.51693071576446
b,57,2.8062343389151367,86,17.494462623852826
j,96,41.32245088873341,97,35.662846364141274
v,44,18.506675104756365,67,92.78013421264671
u,65,31.612210844129596,62,89.30173535891993
q,87,79.60811091759852,61,48.460335106432005
n,73,72.38296827277188,11,21.84639427270554
b,91,15.435669323663692,44,29.440640492825064
f,2,10.004767268928438,84,24.618930743923485
z,14,4.695246666854058,86,26.388229550511877
s,40,2.1883442186213187,74,5.454470305491233
h,53,11.511062697810104,18,0.18232025739239877
l,43,93.79965198492731,46,37.47409524172658
y,2,41.79439611795065,80,8.156945729803555
o,2,13.069245168174938,78,82.42196675755015
p,14,96.30424781903527,68,79.20938196082578
s,26,60.33394744972945,37,60.58984590519285
o,10,33.735651662427166,53,41.98781235726919
a,24,36.412201240236385,64,52.965793069042064
o,62,52.27139130821031,46,5.3109870546127365
z,80,82.65352927377747,20,80.70034253415847
f,41,4.4828234882751,30,65.25711553630414
e,82,9.024964934484526,42,12.509824573772754
a,56,0.20225861303558856,47,45.52275268735433
p,84,19.560658120225526,69,36.5130647187066
l,5,53.026352363035656,1,5.964035085892028
h,41,0.1946449434591213,72,82.91353352113224
t,91,47.544213080556275,91,59.2502127957372
e,22,21.520438429208376,51,52.975157866622425
c,49,87.10526558915966,73,52.89687910016616
q,44,3.4589244701454414,94,83.55508384826345
g,74,76.19271609124972,39,95.87865509317344
x,98,19.042962878585502,37,88.43102693229987
r,9,80.493970915191,99,82.92417461155847
p,40,80.71617307534841,34,7.77608798547218
s,68,39.388418927415,66,62.07739694790975
r,86,50.390652267802025,49,83.70936204341217
c,66,49.49658956078675,78,71.18725817799287
f,56,29.385143680144242,95,79.19956346306695
w,88,7.709385486821696,51,24.302153235577517
w,5,48.57030210436179,57,46.38750885523265
b,4,12.285683404842807,48,63.177718670770844
y,34,55.982078698794766,25,92.69700573086766
v,46,42.86404300031721,99,14.788373381760767
h,57,41.239373164091894,70,39.457711668880414
l,9,58.59737823784593,85,16.119406972075858
a,10,43.357329223497985,21,88.44792341212599
c,27,60.01647688710206,22,37.08989122056213
i,50,81.34672815064481,98,10.700336437161106
r,72,78.18561084538564,47,63.796082447293266
w,9,62.79866852241408,1,11.530897968963727
s,79,49.45577713669837,20,38.28077567994556
c,26,47.02724372390284,8,8.948470396788844
i,98,65.43977591462115,24,23.847005345574722
r,13,12.403426539493879,91,51.86043189669238
s,92,27.323252281231024,11,84.30133496153105
v,43,47.63074008150458,73,29.174681645397072
x,33,83.69796135974389,11,13.22921564510111
c,43,86.97788815878536,13,92.28843722334614
i,47,92.71709645573219,68,89.8994646567129
s,76,45.072191534855335,97,99.6473193716842
z,86,35.85246333264991,91,92.6267816943022
r,16,60.5107929460558,95,67.42074416908503
d,75,89.74490790653414,15,48.94668267069105
f,22,18.212671516384702,3,77.32115166799127
g,3,66.46953930957707,38,71.0801921342361
w,77,43.21264864338035,7,97.09833018702568
b,7,23.795294414540603,77,37.425994785196416
l,42,57.26812489870259,50,15.512689123193669
v,79,77.16815570844075,60,77.10270838853351
c,60,81.53770802509717,66,16.569201355924633
e,55,31.88604621484592,71,65.29085554338948
s,37,82.41295498003227,91,20.90623541274017
j,54,57.87790967809114,53,3.549323492793266
o,28,33.1921039970442,24,69.55148952431698
p,95,97.07650482914246,0,19.753955009418256
v,8,43.568229680126635,89,41.09555773697002
q,73,69.87316576522737,35,26.894592642743774
o,17,90.37800460391556,5,54.33075333191254
m,80,33.0796474315865,15,13.519953484157377
n,88,9.980775416326527,11,36.09787960320672
x,53,30.772221096416263,30,91.47698443829773
a,78,44.01080844222602,75,92.9703625284566
z,97,89.8753854123251,89,56.067629685975426
d,2,85.62961782805095,33,57.02930581878611
z,13,84.68391827310168,36,57.879856951136844
x,21,30.600022767118894,7,16.175914843817708
q,75,60.289541923165444,31,97.33323948316591
h,93,44.663375100374104,61,37.696086522458984
u,43,58.939435203015464,11,19.60231677624148
f,82,60.598098118191615,54,66.60864480952708
p,16,8.473387877772353,75,31.33146712805165
i,55,91.24892842358251,34,34.29325810504456
m,39,7.833019757164427,50,15.633506595017266
z,48,16.82870566758399,86,86.27373692221553
i,25,16.75432392925602,16,26.869889750661347
a,83,96.59046199100766,8,4.1011626535206736
q,10,53.090562155767074,32,82.731769143974
z,89,20.468708914434963,17,33.86417302722351
q,24,45.387888719909654,27,34.80564177130137
t,56,13.859719860252673,58,5.178063303358815
c,60,37.84354605206973,54,13.207086846576278
p,69,49.65597081538525,23,8.281789076768376
v,58,23.58543429551728,27,43.85937664464613
s,9,94.3137689898282,2,20.320199203170798
m,25,11.322702144938045,13,54.704401634711054
q,9,15.457731525608253,7,84.18162168519616
r,15,25.61114128072838,19,29.234168114695503
y,89,56.871455460070706,36,63.03758955720805
w,13,5.6945105559696785,9,76.14837698614855
a,46,3.386920034977392,75,82.11808841371119
b,75,93.1944398383964,9,48.6699113499099
d,77,7.889325806766201,13,6.565961026415524
d,14,36.092480439595896,44,84.62685576391522
s,90,2.7747373412043808,12,38.42579154641568
v,20,83.48181539879104,12,27.940438923317302
s,57,57.76841258796435,53,25.86557865531208
w,49,69.24107885961023,11,47.05813604699238
l,8,44.424002750989544,40,76.07815050111697
p,28,95.09017564683978,67,81.16709287818463
h,28,87.51846534951213,83,13.789104699624977
g,29,25.68489793680819,64,36.06472407376447
g,92,62.46025580660623,21,81.85441435908176
j,22,58.80790679508616,48,47.46530672696875
a,19,28.116525487676903,68,66.98285108234413
r,25,76.94371974020575,45,96.39390488950441
v,1,46.35839209032191,36,1.609935508802962
v,65,68.96191464474451,100,51.919243172929754
w,31,39.750189418947876,80,80.3599551124576
h,37,39.249878916081926,11,62.15229410453512
e,85,12.170416259528249,97,44.43247844524818
k,62,92.37175078905875,63,0.6073816864184289
f,88,43.91688335244866,1,27.72340847793462
q,8,34.525202601708635,16,5.665726994067988
v,26,14.447056126687464,66,76.1823321426665
a,6,66.76793250658868,66,25.709034638055584
p,63,6.790637328682891,79,56.330585724461855
u,55,19.51582620083081,32,46.613407040262445
t,42,63.26688863879385,63,15.504152037839159
y,19,88.79287055945154,66,57.53212542898864
r,15,62.127256729475576,93,12.925912172474996
s,88,38.91957035224765,91,41.56479263110976
i,80,29.069302745773207,69,36.06447490215488
g,3,82.42175482026637,55,67.19704200677087
b,21,87.16041891219191,74,35.00286340473503
g,51,28.469565004070716,13,30.861734101514237
b,40,48.90587625031543,75,95.14220351068369
v,52,58.80332311117423,85,28.678492811378188
c,39,20.560454553202547,75,46.781161328069196
j,72,4.893122366547409,49,36.24733120630849
o,72,6.864776255584804,54,89.95395015196759
l,71,1.6138783943372648,55,12.686164548323642
v,87,24.870894897927986,21,21.131226620063725
c,48,5.625399315683966,44,59.54225469010692
n,76,32.88635640235111,66,22.500119416598075
i,13,90.81776606320875,19,7.947730633423156
y,61,34.359920095037836,28,40.57152078065349
a,95,48.46446146806586,29,4.300809778059689
s,94,2.780779465684946,22,43.75512649360608
d,73,3.3039704973168327,92,32.91699114884595
a,20,36.11903604652744,64,74.30547591699414
u,90,86.82692391777174,76,63.70543788556282
k,10,13.021265096080592,86,70.1774390391934
v,43,47.96617862966417,52,6.486966433805019
i,50,40.38060321214157,64,23.135460856381627
l,8,88.3145780637196,72,62.39622491466663
c,50,91.22934167715734,83,42.89270506691009
b,53,27.32368603111004,67,72.33635156112342
b,12,55.98965565850492,77,10.039657983961526
o,33,46.85799486835798,79,92.3389917311982
z,61,6.353085450880613,76,65.19930524956294
g,25,86.0112860356605,19,51.85968591165256
p,62,15.258025032967282,96,26.183239944499036
k,64,55.52806692055818,32,14.428089213545348
m,89,32.341755843669105,88,22.381248270879063
u,34,46.36912139047086,1,23.898830337217415
c,6,61.396073117389975,31,72.1300095924017
y,43,20.82600047087967,62,12.20858408834392
t,32,52.6644311311526,95,39.3687746314864
g,5,44.243900954723756,11,55.08463203658837
e,51,70.05703541932007,78,48.64510222256767
o,36,37.91893632869733,47,50.83986883704353
z,36,44.27766209241724,44,4.184988514122745
i,70,60.955387017486984,19,2.823395118470573
c,73,44.33795696893564,94,89.69826831381582
a,66,64.25005932380206,87,43.27692354888002
n,5,11.698411102024032,21,21.115788385169388
c,15,74.15597971195704,67,67.6052903703598
l,0,77.7144487067651,65,82.66464186492286
g,35,76.7830585966527,74,23.4493196468344
y,5,8.422494339680275,31,45.445613456247536
e,46,83.08611665675929,47,93.88238485735434
l,27,46.24145362012505,46,82.80173292792927
e,95,51.50958940892536,5,87.44867800947712
r,73,80.75025054565984,93,91.96578228543622
u,38,11.91917346491339,99,93.24565134285989
z,26,4.875545877186072,39,80.79374411629433
c,70,15.007281875228085,33,5.726330880104147
y,62,82.87131745307676,1,59.03872417917194
e,64,60.00980639325785,67,26.54808358980518
m,93,54.597291141536765,83,70.90081907760194
w,57,78.88387371269985,70,89.80758577108173
v,14,45.66330977408168,71,15.655003133705069
j,66,89.19017836135345,42,21.97262483341135
n,47,57.32343384140257,93,37.36884308756321
r,42,63.9456610760902,41,24.395284778333924
c,39,84.7421456485454,63,68.3251239591496
s,8,49.5713857011116,13,66.36271963907681
k,50,37.83152360191075,94,56.57143306497531
c,53,14.266003929327587,19,14.902627577477901
b,57,36.41751306897473,25,39.99232759885688
y,14,90.91820714072715,59,7.0205918063997235
a,57,44.26470788379374,43,40.39946102057706
c,33,29.78284969621512,19,85.47547675300096
i,99,66.1791861600669,53,65.01463529964673
j,15,53.48251992239792,66,40.90932195920388
j,70,14.913562635589205,75,79.64152453072874
k,62,60.73913483768402,87,6.700470598795638
k,33,78.70330524305913,0,24.455610149737517
l,42,35.24586452796355,84,97.61327027061363
y,51,67.9646013061083,76,30.27484939905606
e,19,53.80181800645259,76,62.854345208106075
m,41,24.68343966130041,10,50.0102861492475
f,60,17.809056936553514,97,15.161210751943244
o,84,42.93206679933491,28,21.144902476751593
g,86,86.814547623977,16,45.955521862032924
a,72,57.37096107754491,14,73.70723581429236
n,59,72.07318262814265,44,38.842979798118094
d,42,89.35308000495594,82,47.62102246615676
m,17,84.5309290822289,67,19.950578827295818
a,36,68.75554960070966,3,86.4738064589457
k,23,16.890232147651542,61,77.11484707305203
q,100,32.93114869781989,69,87.40232439373237
f,50,84.74099735823813,83,63.79594268271246
g,93,63.12766337372261,46,8.775570160670787
i,64,98.23699895774645,25,93.8276593262652
g,73,37.34030654650159,72,47.99619002841958
g,97,14.334865375346817,7,3.2641379345441868
x,49,59.29642624538401,94,49.96391996547356
k,57,85.68010171480319,16,51.71540709776852
o,71,1.259446375157136,80,63.62465091643663
s,91,30.20530256074956,24,89.93619608209077
t,54,75.58870262257797,71,77.67252679694235
j,38,35.7361443980709,13,53.34645855910992
r,86,48.84641248591118,14,99.97352057356944
w,94,29.812324551604185,46,53.14442412076383
t,4,90.06380620381614,14,43.55037740931246
n,42,56.03435344688166,46,89.80556491220884
b,6,10.43612922875531,56,12.358091610259091
m,68,87.13605048278642,5,50.28766616896978
s,66,55.3727854776078,67,20.590157558171562
e,26,80.71443933121202,13,4.404952940698037
p,90,75.26532011688252,11,67.51046940125369
c,52,12.338839982064364,95,33.78915959915052
s,99,90.9843023209073,65,25.42361360920793
o,47,54.98709860937582,2,63.99327636590779
o,12,79.74740624454886,40,93.2005742910992
i,59,91.21308694185942,78,90.47295930522563
v,1,77.10336322971331,32,39.01075518678682
j,33,41.007021092030946,14,74.50936581687192
z,36,99.87648978260263,5,14.865448493820221
n,58,35.73080097019905,23,81.11880936054328
p,0,97.55860404023345,41,47.99523630711556
b,19,76.38953240298828,92,86.78491253254828
c,24,17.77843808669475,7,79.14031442288936
l,8,72.1199215754348,25,87.181905750231
k,68,72.91438460172502,17,3.695462972179042
i,7,36.262425505610274,13,94.1563331299189
k,48,75.90727889534257,60,57.62959817130536
u,39,98.4641879711456,44,23.035167576632475
t,92,85.56619741261598,65,51.98565677380523
b,62,37.25485588180055,15,96.56743013110174
d,84,26.47682925870879,14,0.7197966096872954
x,8,3.9642188664626543,57,30.986183995685757
k,7,17.968626165187672,66,31.468843448943463
i,39,40.03759144006636,7,95.62085383100721
q,8,83.02654841425075,70,40.95064725339146
f,72,0.24710268379510847,54,70.00643423763191
x,97,50.42379978695053,21,86.08337377607886
d,59,51.24210958708792,20,54.37860573822262
w,90,10.05358940171165,6,27.945884053587775
o,25,70.67484227540159,86,29.882878198495042
h,99,5.240562503729073,34,6.0272271004145335
r,34,85.8674217103361,45,25.822384675603804
e,96,13.952049152886314,16,81.90440257545237
w,21,70.34063839813821,59,69.78263890008903
r,48,22.165962587682518,13,28.797905658326062
i,82,3.956386785313426,81,53.72579217874864
s,11,98.13494745434494,67,27.943178062265307
d,43,43.94000267921735,100,24.50671126057046
s,35,76.08123521844963,55,85.4183128441059
j,46,92.13295635659215,61,53.15916719093325
c,79,92.76413722891816,58,63.301451929138565
g,27,53.87111849001,5,25.14468817094391
d,91,89.01157737408136,2,4.692546130678499
s,37,77.6076610684015,34,46.12725106132128
r,73,9.920770970878612,79,49.57577033395767
a,68,80.89623225329657,11,52.89663314622225
m,4,50.539392890467084,2,8.836794631594646
q,94,59.90273586463326,76,10.130781685247293
z,79,69.68610185529084,47,80.65888387857534
z,97,41.1443663392927,92,44.81199362794809
e,52,83.58929460645874,85,18.85075349277292
n,60,54.84585031344985,4,4.432605456076355
y,13,47.177435183861384,81,64.14069737833492
w,8,16.89229032088192,74,54.90195745362173
z,30,82.4587556825405,96,87.9031543375286
i,52,55.643142282146066,66,80.99104217388206
a,60,44.596223848630686,19,24.175800271112912
t,69,54.95430903041672,31,21.836063286043583
q,36,18.459265466359444,39,21.128290392087045
m,83,57.62096695840781,91,6.34465501328102
d,56,56.16410501590897,73,43.69136202365658
i,55,93.39313884544787,37,41.063944939539944
j,84,39.18504048433719,95,61.656292919793685
q,35,37.30854366121643,11,4.334996834568683
w,29,30.669013283443057,7,17.098642764684378
k,32,0.9680023386921199,95,48.59393709906288
w,12,97.75586760077861,12,23.58508796785167
a,39,42.153539398589835,0,9.911330573708677
d,3,75.71631291844896,11,76.72943312540343
j,83,5.896638446892433,16,90.69850442128295
g,75,56.11619141980332,56,37.43072329317796
d,17,81.64359054394049,35,2.321386207676812
i,10,95.99795207025672,65,33.90479148946003
r,87,65.85983673977044,24,75.41642255878989
a,11,10.837558567655414,53,87.75621053069395
j,100,62.5363304504931,69,18.71133458646931
w,8,80.04230806730615,88,52.23413888791942
i,56,14.22440238096665,59,74.05326675804524
t,63,32.868361211621156,72,84.56114006684044
l,2,19.730457757161712,61,56.32262725698145
l,53,56.30662975887364,47,25.837439640072024
w,73,12.67644903894456,88,29.82634633981891
q,87,97.68920504828144,19,63.90227875754455
h,77,39.73029386219834,13,99.78581317739709
k,57,97.690091059889,52,55.88424397022666
n,23,13.081278370736094,5,29.675088362272017
m,34,45.153330852497945,43,6.527769159091513
i,44,97.37197131107548,29,73.28250124978601
g,79,35.975740216068296,58,21.47644934363503
e,2,87.44462118427542,49,77.74495107786998
t,41,47.37294580939258,8,60.52528713490823
k,80,76.46077215028343,9,85.94577042323533
w,54,25.79992170303631,10,49.161566441513436
x,69,57.616328767077576,58,59.84048487113608
p,71,59.97175431057884,29,52.654518965014695
q,69,79.35971951763932,38,37.74094120513283
b,39,43.230946363243696,22,75.33271122072733
v,37,77.37110931401605,57,28.1999434620559
m,79,43.85772832906265,20,85.7617113485114
c,47,28.680966315827405,60,59.86451702800335
k,58,22.91048172856608,45,32.130486768350394
h,53,66.23612397978859,100,67.44250844006436
e,0,45.41668481182026,7,45.535645258869096
m,92,89.58368690911452,40,73.19468854209808
i,0,28.69102331810831,99,71.88183553980717
j,45,99.34281463042481,98,58.497092835164956
r,86,21.001986482001257,19,87.1548446340927
t,49,25.37662651906669,8,41.094062873801796
i,64,54.65636342039676,72,7.053561001295794
w,38,70.08082498067698,73,15.788754360972623
d,93,25.319133103308154,59,55.19491595331559
c,16,40.99009223746629,77,78.41565631477002
e,54,33.22762337651996,90,2.648712280750898
o,43,60.68831215212205,6,34.212151340086685
z,82,1.1447167099426503,48,33.64737336391399
w,59,0.018060429678934398,84,9.880679740476273
d,61,35.80889074880946,61,96.58051187595012
f,8,9.35853924432033,23,67.89351684031116
i,15,83.3442755572076,76,78.09368201432537
q,85,11.721134578584891,56,38.93881790832023
j,42,26.690897201977492,84,30.362609780629768
f,32,12.726922452972833,59,4.762293564231134
n,12,86.59511173066072,64,84.92240884880347
u,10,57.052660249635046,36,76.3278911731241
o,62,15.171307538703903,20,35.62688964088856
t,100,43.4761889665942,86,46.51168895450096
i,19,34.62511115777933,88,63.52637163344169
i,18,98.78823021405749,94,9.890786335519152
n,7,98.62020504720233,65,61.297322634787434
t,2,43.89441520809573,4,5.150512435367871
h,71,62.32452382674579,69,60.25159478223444
i,12,44.419127997096396,91,84.19129929521544
s,98,13.31649224290814,3,24.945841478156183
g,6,39.45269404356261,20,42.95723739734243
v,77,33.845129894541884,56,74.70799229367529
z,52,74.11768839494239,87,4.4883084748647555
y,12,78.51000184126111,23,98.95569599664698
l,41,56.60674967314796,54,1.7409809857795278
o,46,42.80617978384053,77,7.652985467705031
x,40,73.91508657801563,94,30.683143790665945
d,81,8.293292389344787,96,15.372369763988535
f,10,46.26807828851054,54,97.3376894662748
m,97,4.490422829923535,78,40.38492671267018
o,19,29.94697727056945,56,13.47260133593241
m,78,4.0498402105009434,71,79.4906327379187
w,68,75.61343541999422,15,75.48991464643768
t,55,27.566291456603274,49,5.6761695081624435
y,91,41.672409043891015,76,26.519277252053797
u,97,37.41662825104268,40,79.59622472831246
a,9,3.0642348720139267,92,13.018522720295845
x,43,37.404320036544256,89,13.821053550820716
a,11,42.600328857032075,10,64.92354786803581
g,59,66.0568537851599,60,72.46547959557937
x,88,98.95958232167762,86,56.855081039711884
l,77,52.01710784382679,68,4.475739434288151
i,25,30.422395200081287,37,91.14081688221022
j,73,20.19201826587407,72,88.6066067298778
y,96,3.9941143305127547,36,70.68863087709968
h,46,86.8654969491509,82,43.705092897815035
t,49,67.5791190543721,30,92.29185871691064
z,40,18.77124575545971,10,68.22129023938692
e,36,66.30792765520759,45,83.26424990912189
j,55,45.24117313862036,13,18.47705291113283
t,18,22.51785894136351,40,57.17724454442129
p,54,82.0874437932699,33,36.24879569543447
u,33,3.4522107815226244,70,19.67026872022363
c,14,23.42678923693191,72,94.46907091207689
l,32,34.989126989298214,99,69.15971005103633
j,12,25.88235119071741,51,77.52701437444686
h,37,90.40870916257091,58,24.58771459088459
o,81,22.545524778571703,64,97.83449969498793
i,57,15.379831982859693,12,36.70951778042182
q,21,1.1388891305699644,29,76.84069020556272
a,38,53.670245937118565,45,88.73991708700963
h,76,50.6227937216925,87,13.674044572116461
a,59,8.862381644560745,40,93.73155806860865
e,80,8.931907915161707,44,99.26358766824299
r,78,95.62468580045895,29,21.043002018599378
k,77,39.722838320551936,77,21.260150027787184
h,60,48.99343468317154,54,77.25545498974664
z,84,70.32907889203346,46,75.5014488087739
f,16,78.61443432643578,56,31.489080450434436
g,76,30.971287679286498,23,63.934273246512305
l,84,27.923319376050493,4,36.48868388211663
b,61,2.869016631206789,6,13.415993445324116
t,89,66.88051661081617,61,29.993267469853645
i,94,96.70696990960418,80,89.54509333931836
b,41,89.86115638339449,25,64.90825833268175
a,68,35.07380221725065,3,84.29353879866812
z,18,38.65085992203628,95,58.39451576746549
p,52,97.33279166815015,87,0.8689829095341883
p,86,94.95123983517946,37,58.31327813688906
o,22,50.48018957900442,25,86.6590238871198
v,84,2.356753081733043,89,53.70369477415343
h,30,81.4362432229811,50,83.73454084507223
r,7,60.342443116108626,58,41.37207516797381
b,71,43.780907411438086,70,17.83530906422548
s,49,18.183918529579746,90,70.78938056722974
k,76,45.691155496607664,66,8.228590915564416
c,71,37.515225001578756,76,92.5701835118728
b,26,3.2406025731078647,13,34.05972174590839
x,98,77.6829763722278,50,98.32684153528554
t,74,57.99066409422136,89,82.40687440581922
q,91,84.62091905099818,55,34.01183265736278
d,22,99.46324593931399,51,76.97648087982373
i,0,41.701712395466586,69,54.347136032045974
f,24,74.90598635863253,2,54.489496352605556
x,37,11.539682551693108,81,30.978194288050265
b,54,20.257230771099955,77,38.63400915960037
u,89,79.82844801649809,78,78.765393649022
a,91,68.15428651018782,42,56.75258397888976
d,72,2.267486301645727,80,8.359465614148242
h,81,53.31378172690139,17,70.42858650069485
d,27,26.137281479124464,6,12.613256009196938
x,31,25.091498840364746,5,30.32004915029287
q,83,11.032155215982709,91,71.06355477269463
q,91,84.8098125541753,50,87.93362608903121
o,2,27.7787582317086,73,71.38599396466438
e,38,59.742513286285096,9,75.52906540937559
x,64,58.23362256862531,80,99.56151170035622
r,49,84.11696742349636,68,38.975160887423534
w,48,68.83711635218076,33,0.9122424189826006
z,64,13.524352317370102,36,68.74208752128884
z,40,33.94516209268315,52,63.61320818249192
i,2,10.998146393774988,30,99.03794590780869
v,32,45.311663016529636,93,80.57688779427929
f,47,31.133261581992954,23,58.54306547785655
f,80,28.909432577407657,81,54.659825106634216
s,10,1.2614584116791172,32,7.117521524490744
z,35,12.647505894921318,25,79.42805969278393
s,77,51.00008560855066,7,35.89805336405726
s,61,13.287828203820718,88,81.37515734298108
p,48,29.294641893548224,36,74.96156470246538
v,85,89.54050378772357,11,35.50908748968489
y,59,14.59719075745175,69,95.16352189373627
l,1,87.97198285413988,65,91.21205860612139
u,0,13.657954050541022,53,89.17259637183433
p,43,16.902222025411206,54,53.512770998677674
j,74,88.63664587308595,80,58.04606584648273
l,87,30.668853334395596,99,7.0855442712956185
w,78,32.02452588009227,84,20.372509850957332
l,48,8.484926205314514,40,19.011809084938758
d,29,15.049041205633973,24,87.34507521319647
g,65,4.141123628503407,27,1.928243987865308
u,7,84.5865331873006,93,21.392045057679454
c,90,20.760992452598536,62,31.87565592644297
n,80,53.08129314739107,48,38.848591745043215
m,79,54.51381383676194,77,50.35703615147098
h,94,37.1038467601945,88,18.431071228925955
c,81,0.17736168116119222,92,31.613643250799406
j,85,85.09728940914728,20,43.01235325427509
g,78,67.78152906546038,82,14.062408125651283
j,14,32.957085255186335,28,70.29948830730945
j,33,4.219182629621498,75,92.52073953718238
x,53,31.8995098418715,78,3.96426018167807
j,40,53.99945650589812,3,87.94727600048475
f,21,2.143539408387851,64,94.54802635247053
u,63,99.40510669746456,52,12.431271021829648
i,68,3.9045827454203375,56,55.72678561061283
e,40,8.065212419381385,50,50.796125555319726
v,75,65.35135933479019,61,12.076938990135089
e,69,8.689832242957307,59,54.36039896353183
j,60,84.234950194979,51,7.133428538660091
k,6,42.01975813045613,23,70.46381794534545
g,95,46.782953601226104,24,21.06398694693373
u,19,38.583996254239906,77,86.44311292327508
t,39,52.79851649099876,5,47.54817913604435
a,0,49.52109662677988,99,33.69527801540423
h,98,29.460247936336327,31,79.79938765390771
f,91,40.85172602530188,88,63.525536958759744
v,71,81.60990917589737,36,54.65044275978171
n,44,14.215798832488524,53,36.9136429015479
j,25,52.53227987185737,18,23.606538486755746
a,24,75.45566964936137,80,36.34307157067067
b,39,93.90568145123977,95,21.369993010454014
o,84,69.06042146271811,55,35.22965139932377
v,69,90.26919361682721,37,1.3533909422989265
c,10,6.697143228244973,27,53.022909230984204
f,69,43.88017358949586,64,98.41226676060927
u,80,82.80454849340686,38,19.46675347331982
v,62,21.806709856953965,47,52.12345883523518
j,14,66.52221855164775,53,7.127749720107712
d,73,11.148964817978458,99,42.643352569201575
s,100,68.61590812019904,32,75.28303369018097
s,1,90.64107184174017,11,5.294200249261105
j,43,39.68290967118535,31,88.23808356667747
h,93,42.033425997576266,4,27.239845505632587
o,57,0.5745643156857105,52,5.344961397554071
v,49,15.339047622028568,78,73.92753517566454
l,61,1.8626246162437465,66,3.58568837531561
n,21,22.581250823264664,80,89.59021842602958
i,39,35.23584472130096,17,34.02790083722748
e,100,95.57410288739025,73,12.48235205739926
m,13,63.577290358478045,99,76.18160311874813
q,40,15.374218322031785,35,91.70663061596876
u,73,22.489325129253857,28,63.54010505806209
m,78,7.878971594551498,18,89.28049926797368
x,69,87.31994337661109,68,50.55316680527565
o,18,59.813710890996276,54,88.51426818393261
k,6,78.87001014597203,20,26.94805168632186
m,14,6.15498601492408,27,5.170875356143901
a,100,8.893258443801278,61,69.12360281246077
d,22,64.75237823989173,21,66.07938122687953
h,69,82.39538743803053,68,33.96295626212241
f,38,99.06062196605326,54,18.722970919353067
k,25,81.66537948080386,74,22.467269425783776
r,79,38.99498308487518,37,97.51072981049305
w,57,93.72264619157386,53,22.54816356151056
z,18,17.22461857586164,25,34.57784430987814
q,42,13.928957020959743,38,85.04643605339602
x,24,24.63258414588584,84,13.012679859916897
h,47,89.79155093490458,6,21.64536637060268
l,47,34.767979348503644,51,82.94033786818486
m,44,87.2725313492538,96,3.311098896730258
h,97,66.17483597676235,36,13.942495211278604
z,40,22.847086820103257,16,37.08733624961374
j,8,38.97941143835113,43,70.9468018589965
a,37,62.42488734737548,33,11.75212158771879
p,45,67.78184093921814,58,70.11543040698263
b,38,38.15910096627615,24,76.31545413511307
r,41,86.3829569423204,2,6.207244707782033
h,69,12.92570803175609,9,29.989216210444447
z,17,83.93228723027478,49,82.66525507956874
x,40,70.41800914903294,84,27.004198899732014
j,75,21.18649397779604,19,24.70074504172448
p,10,54.76680351345965,63,6.462008433929444
g,16,12.26186609656551,49,99.30923899788085
d,21,38.97210702200543,75,58.46807468004853
r,56,80.0113736019198,58,99.60534542833909
x,46,69.66466471362625,93,0.005952016650290215
j,27,16.42930968775459,88,69.223026269918
s,65,53.67061876322848,12,41.342423394571234
z,78,30.55520129718017,52,75.1921481453618
d,36,58.6350529036561,36,77.67230172616863
c,98,6.045647290785494,73,98.10297694409104
v,90,26.084538274732505,23,33.35946270672218
