F,B,Z,S,O
s,41,3.863568949834495,39,66.38647919161917
k,20,96.55861450621698,51,33.17637884436836
c,44,27.293124452408534,78,51.89664376315369
h,95,33.70038610247155,10,14.812348429441002
q,71,48.773234111859644,71,0.9412816425282577
s,9,95.15435233445811,70,20.948207838201327
w,78,1.6633079562833997,19,72.30595734096813
u,97,93.74476422412037,6,76.16241432103747
l,20,47.40553738544835,54,48.57320606462295
t,49,84.90745460820726,20,19.186243490452693
j,33,73.62479334052297,15,83.88472404891257
u,42,21.125899572009143,83,80.73097861203502
j,89,67.23213273661248,81,65.28763675915008
o,67,38.94160115578793,15,67.78388001040247
x,23,1.2942032351707433,7,44.62424418752827
t,44,21.985168583219416,99,53.30237489813972
r,50,36.34675603914076,79,38.617431237488965
y,49,37.16702883361216,43,90.79943562926036
a,16,98.91087562249714,83,90.56669201632516
k,82,1.9186450333262384,41,10.34553898772791
s,8,86.40696902731916,85,71.55013102237521
l,32,80.6032900104713,55,87.64544002101616
h,40,48.69716353650422,51,31.181260478898654
j,72,20.41369671637099,4,86.57152080142335
c,21,79.49295152938453,5,29.338840566099655
r,72,44.556292448640214,50,49.999596454861205
e,4,60.78654872592901,46,17.01189226238006
o,31,33.788323638295466,47,75.6241817271859
p,85,47.93780505675285,75,41.98177800268201
s,64,11.210637486717234,43,94.34176981129488
l,68,4.126932815118012,4,74.6884479987826
y,52,23.585612414569844,52,55.58128989546221
p,33,23.747028477844935,64,79.6312022887043
m,73,5.244905844604664,0,77.14766773239377
y,52,2.3399349763224553,85,34.44311853230532
a,66,32.984290583433705,67,50.17481322779953
r,49,42.917965491201294,47,84.84295336423726
q,80,74.09212624393466,86,48.56287342965365
a,13,44.06912416983325,84,26.975603686787075
p,88,33.72850606941563,28,21.56671724214092
d,5,86.8638059836548,29,33.67691412833257
v,48,33.44203657021798,6,75.95329544934461
m,37,37.762239662749785,81,31.413443104913654
r,68,0.5137337010740262,91,27.3334130692917
q,80,14.874734276435808,40,4.792844582010202
u,66,77.0720868879592,24,90.24229332847815
s,9,2.2363476152556294,24,99.37497355885424
g,1,55.908247594250845,6,3.5861203516067253
j,89,20.177986863297658,67,61.49600825839473
n,50,12.458439941834543,80,57.23692152417399
v,65,38.368741232019765,16,20.030560455318746
n,77,46.422139244498396,68,57.67612717744657
g,25,58.675737664380875,74,11.832402452416568
o,20,73.87052997997475,53,58.562535618302455
b,30,28.20346920439497,43,80.28115302284374
r,37,60.73002762310716,78,89.39350824703993
r,54,60.86434329111952,66,76.3489657099151
k,88,9.867653661894703,67,43.33955993619999
e,57,85.29710245251805,17,29.9048299271517
y,79,48.109578804948505,65,85.10859059908722
b,18,33.99125787283328,31,47.19182075507706
d,50,0.8060147501378956,74,93.50953477827242
x,83,45.461669464767475,43,84.9272379202204
k,27,40.82924153885139,50,90.495431191269
h,39,25.756189899392158,89,0.5580360229157533
t,41,72.6414633436282,34,93.2144329024182
e,25,44.0635018491913,45,10.29802059552325
d,47,43.73510776136125,92,24.60720599935511
t,100,66.30978080643266,6,39.116942957956354
d,43,91.90043780413812,93,35.47819131486871
g,59,56.65745969526695,5,71.98724307133433
x,85,1.1061046063991054,49,92.77641056857348
j,64,18.70619634567371,35,22.951407292830638
b,53,21.368938128360114,94,50.75605777633337
w,97,37.884769156003664,10,11.338201811536553
q,55,24.391233807687595,54,3.4679169154310574
q,41,63.293914485983436,73,35.31839000347705
c,52,85.90895855618021,40,63.10476742656911
b,35,27.33141521518574,41,86.92116708158976
s,24,34.93470575159904,84,77.3408802567103
k,3,92.55638255439554,39,36.99484258422623
f,25,39.731225565889595,9,99.73848646711406
h,10,80.97443054184495,96,73.67301976605846
u,32,92.58397251395546,84,99.41794054431347
x,19,49.630133966097304,31,86.82736050727546
z,66,85.28758427506787,40,51.90968207669599
m,37,94.5491138769483,32,83.10762084384537
y,14,74.41866937224016,63,75.21569620876754
m,78,65.73221707207337,90,3.0174065579517517
m,91,89.68276271414085,14,44.971409417915176
t,68,2.085865075921367,70,83.2126192574282
e,45,3.2585356227782913,28,7.6840811424892745
c,60,44.24304324874031,15,92.08944843323344
j,92,1.2993460432299764,68,1.787259793504048
h,50,40.99006673010975,63,49.487832157050036
q,9,22.27428210828518,30,48.31340883835681
h,21,63.967714557313606,92,32.960488525583166
k,93,79.91983686541909,87,33.36591732753909
x,49,43.78811025277768,70,75.24056924196498
y,3,10.03078479691072,17,4.943761807493862
n,12,27.417203128442523,79,13.657385337165195
x,91,89.807731735068,47,8.434698379981853
i,17,39.602583383043296,26,77.09460556110074
b,78,99.33104899423859,76,89.02965062705978
q,34,55.39439521062784,17,46.074378845650685
r,68,38.867780680221955,87,20.30201175040022
h,50,3.627562088149061,60,38.31585060176616
f,68,85.67942451970669,28,97.32412122803834
r,45,70.80633063737733,17,60.381208749648906
w,37,25.541074232742833,21,72.2670474041165
r,23,74.02256126010832,88,58.149887328402606
e,67,84.15853573346396,90,45.24412328459672
n,76,76.64573760186165,7,67.91085005158352
o,67,37.57672515687888,72,33.11316918077893
b,100,14.806207336646082,80,16.809079265131288
b,35,9.933609079119755,87,48.156351368456676
s,44,91.15370257646002,65,32.779925595002034
r,38,86.0321297434263,40,65.92746413949294
f,6,5.031695515397616,46,82.74237967334649
e,69,23.298195956663147,83,61.04181063626096
v,55,55.47704298699344,71,62.251647040882574
k,90,99.9282457256481,83,87.48005221038396
k,85,65.92047641232438,52,37.75709092927262
o,37,2.687500729366288,91,3.4411250425949724
p,51,68.33779378283079,88,24.10713293657052
i,6,66.81164777698211,39,99.78048631487285
d,97,27.273507282048904,43,24.409122394713567
l,26,1.2285398194590291,91,12.524589642907525
r,21,15.968772015297294,49,72.45042550077588
q,39,4.020310054736842,41,9.066666871988094
a,26,78.03410631305913,84,65.31345240659762
b,100,77.69468239836299,78,15.708251468864997
r,55,33.38517450933058,73,50.434093015508076
x,94,24.474643354155347,63,82.13050153454856
s,76,96.07664978147031,20,55.91946820897212
v,3,6.056917253280469,23,17.61761227545464
u,46,98.34340420850604,2,96.55395476870466
s,2,15.55709216726655,91,57.74303536782642
e,31,26.285576092617802,0,94.18267621830584
v,20,79.19297691637387,27,20.995339132677714
b,98,63.90551058110451,18,43.03933674433312
r,34,91.8458842940621,61,21.945075023143822
c,13,30.84428002681976,93,35.69651293663295
n,51,43.60249970053859,83,67.16074289503369
a,25,40.38802491488278,82,3.8931078042178657
x,92,48.881337088615076,22,84.23253922569357
n,54,83.09362932155298,48,8.65504996846811
i,48,66.48909595290554,97,3.97241466199596
s,41,64.51058981900904,60,71.68341245557954
z,36,79.07292727123078,45,10.984634805612304
h,41,33.94650061593053,57,25.726778501486315
x,6,99.43742144029588,64,11.004956235013818
z,86,88.8537052915758,53,92.56113003099217
l,94,67.18378534485646,81,56.127854853361406
d,45,44.64011762333296,45,26.976961445175164
w,88,4.195443180086356,55,28.482853713528687
k,73,8.621219696473625,74,37.49356699936467
e,49,29.12978183475814,34,67.86228458172941
i,74,41.97930322710858,99,72.4956696276716
h,83,76.15259388637597,13,13.197097003629121
h,67,48.932920728814175,48,85.56612615392787
v,92,5.688378531839411,59,51.87209985450264
e,88,49.24546599823506,33,98.09096277295623
i,37,16.932904030403805,81,72.13437102409009
n,44,63.22263023225094,12,15.725445475318256
z,57,98.5241832540293,10,61.2260086462732
y,78,11.862730385743959,84,38.71302537609411
d,100,50.439689188550155,10,22.081071523206354
z,16,22.44474626120493,64,66.08914920332764
b,23,49.13574957891932,3,42.86791306517497
r,5,81.12433769897265,68,6.060171252966995
q,11,56.79061774223544,64,59.51992398716158
q,55,83.8579708105223,5,37.40970340256575
b,5,42.19430948610523,45,12.084844991661658
r,98,37.09803743934942,93,82.00185666625615
j,79,12.226857817139503,73,43.34530361713901
b,62,44.84802562247244,49,19.20647560992126
o,21,1.3986280125863115,74,44.489692508641
i,46,46.02300213157792,55,35.012348724451336
v,44,24.247481475352995,30,11.84726364323636
z,48,68.1962187935821,80,38.83811788946288
c,7,61.73432915653765,70,88.16362416522733
r,14,38.51997652120227,96,57.26409096523554
o,10,39.27508191369687,84,91.57767597791774
m,7,90.50767905947141,26,72.94357827999993
w,54,27.908197857553418,9,41.31538017988339
v,63,31.098478431992614,53,83.96326138863627
a,34,53.971866639164915,28,14.04622420382301
o,83,5.756292324995016,99,6.963477042312894
t,10,20.356559496325556,55,33.44817670267781
h,50,69.83501340437498,29,44.602272224206686
k,11,93.80722310857873,98,22.588442683248044
l,73,97.89750915212936,67,1.6067041347379685
l,100,78.20690374956253,30,18.952996225324902
t,96,44.30154644100156,54,0.7009642306193609
k,59,99.00645361897709,50,62.73390103298745
b,23,57.80172358682019,94,72.50787206664863
a,2,32.89519624324122,40,35.30563875801786
x,85,84.97044125311027,29,16.69953565421651
d,0,32.93588861641214,33,94.16754575667407
f,99,96.15610213153411,29,68.11061277602361
f,26,98.41417676518641,30,15.576912578935199
y,29,53.89964412650428,38,53.906928387222564
w,8,77.60599488001405,29,4.836130022829033
e,86,86.40399081956241,28,40.845435894505734
r,18,28.807740577735665,81,22.736722684886768
w,78,28.97427850798284,50,50.8391724133965
c,25,11.05283815965955,47,56.672884655736475
n,74,27.666299854863897,85,63.846730665564145
h,49,83.667529056957,1,1.9765589064727584
d,18,50.21742804863929,30,25.354597359023977
c,98,19.494699640741832,57,55.912289211256564
n,12,82.29713047222312,90,5.140720833793111
l,14,75.67424011007299,13,98.47702920253724
y,2,59.90876414252034,12,18.940140782112657
h,35,55.93868116131054,36,38.40039406279193
j,52,61.233217576529896,95,31.3513808904507
a,9,99.83763255434765,75,31.513209785618667
j,71,63.9542392751706,21,82.13320457062527
u,82,50.99720337941038,60,44.56106997187074
r,63,54.09944330354241,95,18.847158542848863
s,53,88.61413029977645,59,52.57867793305353
l,81,52.6056731551604,78,64.56974583795973
c,47,18.256483565275815,62,13.969590184422598
h,60,53.19932940985797,32,31.857605407037447
r,73,54.83439972790845,24,52.307747858890394
d,74,4.219581278397911,91,98.4894319173742
r,100,76.23102499207901,11,0.5991313191458403
t,43,93.45038074290608,11,84.90676292047058
d,52,32.124158266528525,64,56.10445356201912
d,83,79.51606487227149,95,81.24772646221479
q,98,38.50438973650996,16,16.838715760247315
k,68,56.003810529388545,47,95.18902857229864
e,15,57.16904968838129,23,88.59866925892294
j,2,84.34844356852894,79,1.1089087457342828
i,49,30.901839603341706,37,70.37486427827334
m,3,1.9822577820779452,74,9.813926503007341
w,15,66.24546217213366,21,92.24854497188672
a,69,25.235593939323365,31,51.8903824172124
h,12,23.393184152822922,94,45.562064084719786
h,24,29.162716670396883,11,13.701492742098276
i,54,78.51404035187527,68,43.68206678799791
l,5,22.505173499899335,81,83.57656431817331
j,79,4.6904272452119695,71,18.946673062838173
q,22,64.06996203900263,85,75.1044029585344
i,5,74.20325662317285,58,13.288258958446109
d,74,78.85041162432297,73,94.2092634915329
z,3,22.601659974671783,22,11.966700135628694
w,38,67.78966934160199,69,97.52766047874714
o,71,56.54369764662146,49,64.45196021174112
f,69,55.501526970908834,86,2.9249369651576984
q,58,90.00287712693975,78,17.64639618522743
h,0,86.43310470911226,52,18.27387734113276
p,3,59.24244675015318,1,41.37246026150015
g,13,67.3682902044426,50,54.226182590013885
w,93,78.46536060205231,86,57.14692872760051
l,2,50.87654724737754,80,46.67511455694079
y,73,83.33158262216097,42,44.811152238889775
v,78,20.067450107012974,86,61.43542429229137
p,53,60.77923777987806,22,81.69019577109891
k,14,3.0299544517853993,3,76.62597625369912
s,92,46.30069436612415,28,63.1275952694809
c,11,70.27617679775318,49,98.019828697105
j,27,7.656808893965783,31,24.483171756804158
f,6,11.770973149621211,0,62.8661060128463
w,8,89.47376870207412,37,2.192253945507694
w,88,26.64275490018425,76,32.84747935868072
w,95,43.36835227201493,46,19.496726568523894
w,8,36.76175585142091,32,10.884021878811456
h,83,91.52031604371285,42,78.71409131665196
e,46,25.677202363983398,69,44.74655839964954
d,87,27.93132755156853,76,70.5978405887784
s,59,26.681132833982524,75,30.925156409960763
j,28,35.69845572895587,13,48.44162553438252
l,81,40.2794278318273,5,42.37645247132823
k,76,27.242704246408124,23,62.491750741751986
a,44,1.4827760112027577,99,8.448259279746306
k,73,51.74976536515271,23,69.61827953116185
h,94,70.70183986891972,73,23.316776259305595
p,75,85.85019901708654,15,51.015130372867254
i,51,50.370284761204886,59,16.30872756632985
t,78,93.35078091000459,40,86.01359654275846
h,61,37.59169232299443,19,29.449438061969225
n,64,3.348256802037597,64,68.46184194765034
m,69,28.996495009843958,20,51.189095585247735
l,73,76.18766146525869,36,98.07574155665192
t,61,50.41470466240663,42,98.7741688224291
d,59,61.545803253471234,83,69.0311470045566
v,16,49.84525257726806,56,3.5890087823619687
l,74,65.19343877022791,8,12.703784718624489
t,15,39.47798504034331,55,10.450416279265184
y,46,24.527767149746527,77,62.64212108486833
w,50,39.68442313219609,31,25.19030606701217
d,87,21.028891905957526,52,3.730317608568434
h,6,81.82924608082567,84,62.36578736208006
f,92,78.5746739686652,77,86.93586035984086
h,61,86.42466787287842,1,99.9013540153082
i,48,70.32532154433488,67,13.735978505166935
d,81,25.018951977340855,80,72.65379338266325
w,48,3.3738050965090305,52,28.47780181606624
d,17,46.20093970868106,51,21.683018121187402
q,84,48.363486891021324,5,8.437556744177376
q,24,5.962163328268999,70,63.92115819448486
l,1,58.1033295512981,12,22.462758281133333
x,45,68.73969390516459,26,27.002144436861553
n,4,95.92128813764369,53,75.53271382581606
p,14,16.19592321194141,0,32.48200814242569
y,96,15.299438494547623,87,3.3380589630511714
z,55,45.84190306019206,94,64.38331378623138
z,20,29.639592413745863,22,18.787381446804673
h,38,0.3761940754846371,11,78.48806403531434
m,25,22.924389840253212,84,40.25664456855883
h,43,31.50021496923311,18,84.15749793888278
m,29,32.86655520555824,95,66.51445892698537
s,96,61.396522472034434,100,32.34389539503045
o,1,10.595702776007098,24,42.118262423333796
n,26,76.64928405309523,89,90.65807053154684
u,46,2.1974024543739867,51,78.8747998514596
i,30,37.559768679188885,46,1.8409356695270995
v,59,69.04187729627564,72,55.984744731888945
g,33,23.185790720286004,65,40.688502361995624
l,84,21.045186257074,0,55.624863194609695
y,65,71.90461470534098,76,54.96419955326884
z,45,89.37286869195944,57,46.70909181857334
b,38,6.605917444390941,20,7.781760549116557
b,44,89.65105876808911,68,7.824460729823635
x,97,80.68985639148532,13,34.11161166506024
c,60,68.95707570659316,45,20.82649162762673
x,34,17.875671420372687,33,80.20504589743186
g,38,55.97374975993996,55,3.1660991156126306
f,0,13.564598185321163,58,77.22215476323032
r,10,70.09529899983195,71,35.80225800171899
u,77,57.066836467522755,89,31.605097252551694
z,8,4.777449823316882,81,37.49206946548278
d,42,4.660788793379778,95,66.7403903107151
n,47,48.2095741784859,85,14.693432850788113
s,38,96.37413826660612,82,54.74178364212864
v,78,21.688853223178317,33,89.98460905976067
n,56,36.224189625312896,73,83.3171596519288
z,65,85.40442541434598,83,5.448656975329991
a,54,48.99802506426252,82,76.66630371356773
j,34,49.419579801264604,93,41.64252016955189
a,83,39.2194680487041,76,56.252959249983924
z,47,24.50023716980435,38,2.281241867283701
z,59,22.402787837362727,90,39.39517548150525
l,25,86.8372091833605,21,0.5498743574660847
q,78,87.33670258837975,54,77.79120540378852
r,93,51.444193479281296,69,52.4273505016037
g,91,30.845375420722533,41,71.16088053707516
z,61,6.866493299480347,20,12.973122995538755
s,97,22.016160762226644,18,78.19897096501231
p,37,24.820804651050345,98,24.6154823261158
d,84,41.365690448944235,64,30.794915443681226
f,66,37.99780852398714,36,37.771881840945795
i,32,38.81018618668228,31,73.0068249383023
s,10,36.82410075578505,20,5.770207438350172
g,32,61.767748912523565,86,35.346834283376616
d,42,36.693603675525054,87,15.49191816045945
s,35,12.756558686693465,84,28.45835572117148
b,83,32.94282547110112,92,28.781942520248826
z,83,13.596261125512598,6,13.30484816731039
m,90,34.94122888551207,7,73.9738806012489
h,40,88.99451917902881,100,17.084829021749115
p,24,64.61038514542324,59,26.99579889907269
o,39,51.452044383118626,89,33.94873255216847
j,70,37.33619572354014,60,10.102925524162288
b,54,73.3518452754486,27,18.805056442929814
x,20,99.45521190091267,75,25.779412583695894
t,21,54.31269002418564,53,70.53616350518702
a,1,10.356582747614718,49,21.7125125897055
q,39,81.37127765979403,96,4.980037684636374
x,40,87.79722679497979,18,25.97059912082503
m,74,53.89722195940079,55,52.57821405771119
s,11,42.16017436389784,77,50.976678545917295
p,76,87.57172312474526,11,52.71007995829312
n,74,18.51887378230799,42,94.91886263325694
s,1,11.47064788006935,91,99.51460740092435
v,87,30.702685650697948,66,37.69433284977519
l,52,26.98721463651865,100,50.152020619599405
x,13,32.577145438594336,47,69.73337990387255
n,39,7.79135454264236,36,96.38704015928454
a,27,4.22023154560528,76,10.539665024030032
u,6,47.100835554850995,51,63.59635918319167
f,98,56.174702979992574,34,81.68518410410248
f,52,62.67394202911682,63,80.28254945593632
p,5,84.43767950387733,59,17.654847301878075
w,96,5.6073182150995216,73,3.086211371019776
o,88,13.468539991383999,85,48.06188797349199
a,49,48.481420199389405,64,6.2702271068065585
n,4,15.637717524609618,90,80.43231162787774
y,4,46.160131652028205,2,74.32622226098468
e,14,73.17953815261068,17,66.02295312752123
v,55,0.4595410729338334,21,55.27431015601191
s,9,10.289062143307904,90,6.266721717958212
g,31,56.496843965890044,54,48.68177908661813
z,53,24.551730797743808,12,9.296876224360028
g,3,11.762073974983933,1,55.28899318588309
d,75,33.74855607862439,69,74.58920817325236
v,66,19.15327716236811,76,76.7144382046693
b,90,47.374811291682576,51,63.29228686808764
a,56,11.976120733245011,75,1.331192130762071
e,8,99.12744851511667,1,77.71167705463225
c,10,23.347731866464315,86,22.793100762932074
f,70,29.211560951685822,83,31.743458004956405
e,68,98.15609898939712,76,20.71548736889408
p,82,34.655501463548774,16,53.764742336409945
k,69,8.737915975462407,99,58.91151550908991
o,36,1.6877799341614264,30,10.968577545414748
p,39,4.841872885819132,71,90.8929395867741
l,83,88.96028861321587,60,78.12226828011667
z,50,75.48427507504427,29,19.97998573051525
l,70,97.5249778685728,27,98.8660177385015
w,48,32.758874240129764,55,34.33056907372426
k,14,16.134969078125707,21,29.74353831844512
e,77,69.81828025397063,93,44.308505370558805
i,48,38.34572995224925,83,86.1404311815141
t,5,12.025516879602073,9,49.92254118221698
l,98,63.75185988572169,37,43.27332367996196
z,51,20.809386674041953,23,40.11402242614865
a,0,26.297321796954375,48,64.71599519000746
z,28,24.90802348881881,66,69.55699724696912
t,36,72.34481846833383,45,12.432898444274121
s,76,33.3870125517853,55,32.474784745826156
g,47,79.91065617457171,20,65.32696233074662
x,7,68.73981361254677,72,20.188994365571055
w,46,17.387580415276716,7,68.18474037422996
u,4,84.15812283143735,63,63.12952411718785
n,4,74.27421114823635,87,86.24833658326237
d,0,69.7876470072903,83,84.43966315148712
a,63,91.82155269748799,51,55.26863455617498
i,53,51.451537131281924,66,8.927762616109547
t,78,70.2513640315111,55,7.871511944144749
n,44,47.15725366379496,17,58.84669909753069
i,34,2.718726641034208,14,16.785913412663866
x,11,1.5853372666853938,37,48.348154766185324
y,13,44.88317663312111,32,16.41503823960616
s,20,28.593206380965974,36,96.49151406595422
b,94,39.14843443343769,86,0.5237441011944011
o,63,76.25391954958509,45,42.7968556310785
d,86,98.96362120452658,94,68.02162437837244
h,87,71.82958528423232,63,61.81731134122156
r,33,29.118572256004292,14,24.84453721997577
d,63,3.6829435589832538,66,75.12219604039807
m,86,32.61518968717928,84,47.10283262796643
x,46,9.984652870925048,68,83.91241115165073
d,61,72.02266291915642,53,85.13511697234686
m,59,33.637364384168265,54,60.14524045315686
w,86,77.43765861873216,41,5.083225228339938
r,7,72.03592918276863,47,1.22155713228288
y,64,49.162431011913434,13,2.121559389066341
v,78,10.990281699028582,5,58.66771962217591
j,98,11.11846665423447,40,97.58744114734236
u,77,27.23064596873428,91,4.876208615168465
k,11,90.4603311539696,38,6.234676061368849
j,97,9.467919329516194,13,75.132145106039
s,26,52.36222254425395,77,39.90329615418899
h,9,16.726390356643094,35,30.878719055173086
r,19,87.88195443791115,50,23.313607939849813
y,82,39.84627254368463,54,69.32115435468
s,8,97.43869150815317,3,59.47584888922933
d,72,98.8040291617816,99,9.172790383129115
z,10,87.98380355131368,23,40.149110912937914
i,90,73.71376928249937,52,27.103967161663633
r,68,65.88691598647824,92,56.69329164051029
o,79,11.357515283239039,78,35.10111018445631
f,87,48.509160086916545,98,74.08629391470285
j,70,39.92238590509351,77,63.48099123017165
s,70,69.99129232417303,90,41.23390992977236
l,7,4.963704051455597,81,60.70472830338974
z,5,97.66943430569331,91,83.81819720430856
n,76,39.52019079311459,73,9.833143211096774
o,25,13.069377599412569,47,89.79204013574375
a,87,27.742280477276935,89,29.769527854954625
d,37,48.29652848629949,17,78.45059266369068
b,92,15.103777982292543,49,15.062297655392298
r,16,94.91378943241754,1,82.5865042936606
x,38,94.14913074691923,27,11.658673537808717
t,37,42.217099434433706,45,14.92598106057651
v,83,53.86343602787691,70,65.74524355182504
i,57,84.93357490691793,12,96.29938316889735
c,50,45.94414906213294,12,14.659694251052413
n,90,46.653324573987085,81,6.51279432835965
l,67,70.64262685090291,15,4.685766443298133
f,85,91.91941952576241,96,77.98457849770442
j,57,93.25067539571516,77,91.11488649796608
n,60,23.62160470072968,60,26.985396059618083
s,3,81.04012707783981,69,45.26784831115324
b,59,87.03825295427656,55,97.673866401325
s,100,64.8685797995469,39,17.06099886424711
a,50,26.151052974237277,97,66.27357920776129
j,50,6.555783163587581,54,2.048703576724975
i,93,17.47673480611498,24,34.94740552940332
k,22,6.2660494254415555,45,6.107159582519528
r,81,39.20103742862611,32,9.935643638730006
h,56,5.003481131934839,47,20.20597090931605
i,8,93.5529012031645,88,33.11568770639882
a,12,67.2473937852049,35,86.31634287654468
x,14,49.685807585898736,20,19.142247345656706
p,35,73.65770221784459,81,45.025778738216026
r,91,88.32998156256085,59,52.91481350819648
h,5,64.4845233419858,26,86.41319679752904
i,93,1.0094892318973536,52,5.26948228523747
x,85,53.05100055984423,50,34.15232971421954
r,85,49.11940083500511,40,2.462712934641309
n,46,86.87050953238383,92,87.76616903070523
r,55,9.616060676109694,74,44.974555556360485
i,10,69.50740731483505,90,5.771480303071385
i,58,97.34507713524837,83,84.20546256292444
t,33,56.49987328929726,79,77.74486549759268
b,78,46.84650769991055,93,88.5610285325304
z,80,0.926236571864214,4,82.18996270315934
c,44,71.74944650514523,29,99.27383286195925
p,34,48.3242069778489,65,68.45195717689269
p,34,3.372204664696299,57,90.57154487817799
a,55,22.098691119684688,38,42.925664113557204
o,75,18.806591496221937,97,79.99544493730475
i,79,40.52979798124061,78,15.30969597510613
h,31,0.4286999720528262,87,86.85321597343655
f,44,75.32400229384241,17,22.887594222218667
o,7,1.8304369583803881,77,59.51261942797233
f,5,20.276256803076663,31,61.35654816954109
o,31,37.78620424476993,87,51.324678766633745
g,68,11.408821245827628,61,68.35622636777485
k,73,18.264922744134594,56,12.758368293443956
e,77,11.477395703490767,21,71.07162024056203
o,54,29.894229766425774,53,90.59458936844989
c,89,95.06025215458884,25,38.94903122864497
c,29,31.1887892823277,31,3.536067642984919
e,75,84.70842460685066,66,38.06721737951557
o,14,61.09345099282352,10,28.912000354464386
t,38,88.39214806357124,16,42.06076173227429
w,42,62.28330806229949,77,32.95237565465573
x,100,69.19434130802487,30,80.52872387836582
w,21,96.55913012557059,48,60.18315485217679
d,42,37.78451890693889,56,30.585642405645462
o,44,35.643495382732546,42,44.558794925577715
i,45,74.02653318677048,22,90.0152496298703
x,10,64.76982257445314,59,62.12347852918071
r,53,13.388094990070233,1,52.023944941486064
q,80,44.4846767583821,77,42.99336869757292
j,59,66.74173227236567,71,78.35873500728805
f,12,84.05529631737123,7,43.2881411542443
g,90,45.951892594329934,44,38.75584235762071
q,95,77.53951511009384,53,89.31910282964321
g,91,94.99019837623369,13,6.955715835988308
k,91,17.692820678263153,61,56.861721738516835
u,26,79.13951828012739,57,9.32119300218539
b,7,16.857892810688014,27,95.15714864082383
f,58,31.78616956163516,22,51.712090917994935
c,9,11.887396459487432,65,33.6583321276915
o,61,31.52186087409784,87,32.4229209058385
l,27,31.834929951188286,78,39.98949035864875
r,95,4.138387122561271,95,37.353601633436675
v,84,98.51314470634254,58,64.90722773367109
a,75,78.73685872536127,87,91.7431133851107
j,6,72.7740408496364,93,78.1458995584136
q,79,62.21550584820522,54,70.35340642822132
s,3,21.83500852296033,73,52.65021380476021
f,88,90.2527465263753,23,67.71061022693364
q,13,37.17508542603283,10,14.618733335528766
t,6,49.354788933348324,96,66.9227022953132
p,87,68.27018001770361,97,32.09480448932093
f,48,72.26468120725333,9,13.472918861647344
u,30,77.35970738793065,82,83.72291218675477
x,65,82.76800630947815,35,61.808306939093974
c,11,8.481797324444273,37,77.99082055751899
q,47,38.61949772942409,25,51.513685260968934
a,72,29.01724175741962,46,16.567217440017835
i,80,8.81734647227418,35,4.674552649962383
o,72,69.56236520339283,2,57.545400751079654
p,83,35.22195241021044,4,59.698685732246645
c,90,98.12150454386108,29,27.708228581536055
m,48,2.411657494211472,83,51.423494340864764
p,92,35.67290966074823,94,36.863409643407486
z,61,49.71984948521017,69,23.079647051754414
r,18,76.13860884105704,71,56.03271067344211
p,70,89.01909738117432,29,13.021779410134492
d,95,37.31941142182045,11,20.248473623350982
c,80,6.935295190645608,55,26.964472104614366
g,88,19.294524904421284,92,52.560129220049966
r,19,32.28282384622685,30,33.461377805649406
s,31,14.348822723263988,40,10.343967162559931
h,78,58.15508865028757,35,86.06659756473746
s,59,60.57228218973808,87,69.11035882722784
k,88,87.76619988584403,5,32.899131489974174
b,66,29.50165044486599,27,20.327210511858606
h,76,66.73092846972015,58,72.64355492488419
l,91,88.50531174806207,72,30.199842465981142
q,2,34.007707902412356,95,16.768995234863116
d,79,68.32399366814705,10,15.363518391060548
x,68,92.38130242855077,95,88.73584414951074
k,49,54.85578593586453,53,10.753579768117783
w,23,72.64576003097845,9,58.26898998150505
i,48,38.31553554751661,52,40.64960199059986
h,6,64.2752170524522,39,74.98642491832365
k,45,63.94495268080318,44,31.312720194627897
q,19,83.43067631477551,78,68.1058206637761
g,72,74.42754400924935,29,87.36529984279778
m,24,11.597388018206878,36,65.74094825083479
j,39,16.35970230926923,93,70.22746861115583
t,56,21.12973759302821,28,42.78344073230775
x,10,91.51236343430892,20,80.68070959146183
w,7,61.25078210601821,42,15.512780633737256
q,75,23.393485879721965,7,84.09968064405533
m,99,54.32705456703367,1,76.08931885460093
m,13,92.76179993039736,42,43.24877997644228
j,15,51.152256161269094,14,18.27333059341978
q,29,8.645495567122552,64,28.9709885401218
i,16,41.77530489524423,30,50.74326445291169
y,43,37.17363212331366,22,78.81889070936731
y,88,89.50324736158484,99,58.25577856054799
h,96,84.58996480749998,56,36.833009994880086
s,35,56.47987354496372,23,46.96196094167322
v,72,32.11833790131209,96,32.479695440534094
r,85,28.629192633457823,79,67.02530381731225
y,48,92.48567318448684,5,57.05423056993696
s,90,88.23699798727475,68,37.70594659560157
m,16,2.5391219516729735,48,65.4743260723982
k,14,7.408224732718683,87,8.271409002962526
n,97,61.279420013216765,83,77.18046994408387
f,61,25.87801630518961,23,56.67847202398049
h,15,27.133322454116914,52,31.491238589916428
o,89,34.27599817212248,41,55.87519185215979
w,12,73.64182913473576,2,24.717790303598065
m,24,67.53877191748758,59,94.5907251590798
x,49,56.180792249458925,65,12.800514648785432
k,31,35.57286752313542,31,92.15508994641712
g,28,25.31753550536029,94,60.56099324937093
m,42,25.05976205368806,49,51.55225583305616
p,8,15.329439761542629,84,48.79203185366836
r,76,9.88402086281348,16,77.43237414040472
g,12,5.8421150445433945,47,89.21176456356359
a,61,17.02350805754056,21,40.87121136675081
