P,L,Q,X,O
h,16,49.83983032878467,74,58.731313638864165
v,27,56.15770757601973,65,80.76485932334158
k,37,74.64429589214001,39,67.59760354265985
j,18,33.69068285899738,99,41.85827335281569
z,86,56.94396248794277,94,8.986028135883483
m,96,10.216714535872494,34,66.39216979522622
d,88,22.897145228957484,99,5.707106042804055
b,68,3.7327744041153244,81,44.74339428772659
z,37,81.19980141716582,27,12.155729623214128
z,5,36.048346071838175,90,32.435693486750125
c,45,97.83365614181355,8,85.4091196019939
p,50,22.645349037183358,13,92.10081354159554
i,24,36.314591849180204,70,14.992544606340985
f,64,36.80783635475946,62,5.086246039177366
x,58,37.318093344202,75,95.72080589771448
k,30,38.577884850738954,47,19.90726204895864
h,75,26.940314929773578,92,46.65002424844092
f,29,49.40961136003883,40,18.479292121097103
q,57,62.702408021192824,52,16.90962514169182
d,16,42.47244687584571,25,64.13507337504049
p,3,20.06565719471286,96,3.7604321530248064
k,97,63.4732519835536,38,0.7034954064750742
b,35,64.5546548247652,46,56.087148239245074
a,46,9.01132987562665,37,23.91650055657697
y,22,25.64726850992869,34,64.38870270333148
b,62,63.50831115143431,76,19.5241814971035
q,29,1.7792037041286624,39,76.1833759928182
n,42,13.632522243226862,10,86.49363467256596
t,16,77.32087026720657,51,67.04887360698044
y,6,72.37317460523035,52,13.185433517625334
j,1,61.69200403061167,44,34.465501288397995
c,77,33.65739185162981,95,42.205006665551856
c,80,95.29565719879585,59,62.622864098839536
e,95,12.765952949979697,28,78.14692327865293
e,17,1.7688662025157176,11,15.681828823327903
q,16,68.34650695174145,56,56.62301207644174
d,22,71.18372654638944,41,99.06269305240728
e,78,72.89607096480943,37,74.43901490936334
p,11,40.032841080914686,77,23.391669641828916
c,0,35.262273362973175,90,50.00874333336309
j,79,37.13407938178679,24,35.43316727486642
a,51,12.155594647313428,69,2.4300906815333256
d,81,68.76999022810195,4,72.12692131553644
k,15,33.1979101409994,71,16.68568168040766
y,51,64.26381174717537,47,75.48971273428226
k,29,85.13779373689138,100,78.42929004342535
m,9,57.08441017844492,21,12.1235013685843
k,9,71.07527831709731,15,70.09988683673316
t,52,29.57690051123413,86,44.29682770570883
k,18,55.83337732423463,52,22.69810434567715
w,68,34.36390071969306,37,26.563628249912984
h,44,97.08583618542967,32,5.996003965206653
z,2,68.67788320999405,34,21.734829488744744
r,57,99.37772772616933,84,92.81327926546429
k,59,23.41529734215492,89,19.81813360660041
c,13,80.69290651130652,22,83.73763668273442
n,93,18.63553911874615,68,28.50692170035345
t,32,96.72100889104055,87,82.77413018929981
z,42,43.19729947165201,81,74.01890578275932
c,92,10.075106627687791,83,27.90653070355319
l,10,83.39198242005,54,66.06349051520432
z,3,79.90803039390065,42,46.96380777944279
i,48,63.661726241471186,2,43.26154407489325
c,66,34.96293394555992,5,15.688667016202517
y,49,93.96599593053432,93,43.80318426065014
d,91,34.14882424485959,92,62.97171738045664
i,1,9.51667726313471,26,49.31830468494304
j,69,40.58598408924248,40,10.838444900412103
n,96,40.89320737012104,27,0.603051381952957
e,31,78.46208155045063,25,79.14074675811322
u,65,23.720764648982893,99,35.922193420176654
n,98,86.00382833947752,57,17.303449034283435
j,84,60.027887580999504,20,0.0003337185702334544
v,81,54.44254259393362,65,87.43503972729712
m,54,16.170490352954857,4,94.82801670164919
a,88,34.49618408546819,43,95.17553527028677
q,6,88.8321374182613,21,98.34544728120184
v,19,85.63618051523761,72,45.713022785347675
d,59,8.194426641069697,36,37.31865700351818
b,74,6.3110523652399,57,99.46558771940667
q,13,19.914582121053424,43,12.810123572011422
m,4,55.753235820010346,10,71.2704400785272
t,90,66.20689936360667,40,63.489216724350804
b,93,44.93713106495348,86,13.832804803522937
n,87,98.32201383155788,60,38.18056729275643
b,97,81.65211590435048,73,81.1629909693455
n,28,11.442836425507041,24,35.94864620327917
m,36,4.303324785932228,47,65.66097723422382
q,38,53.24028724155614,26,70.86885210598346
d,22,53.062537879181804,71,2.0350466340702145
h,10,33.03590126677107,88,60.26313405368056
g,55,46.3334451250825,9,45.8882758985396
u,65,90.20300003042453,0,1.5001992314401358
t,17,68.42949852972694,27,68.70929636302344
k,83,54.3047491481793,37,91.39312698758312
n,13,2.655306953437775,70,64.66041201695498
n,98,89.96574378011132,92,80.45430029548541
w,40,85.8231122516623,79,28.873120884040848
z,35,20.49978376545366,51,58.18286817362054
q,26,87.96345639199602,67,88.71223718329784
v,46,91.49197191663086,39,22.374600318210693
g,38,21.92163746458067,80,94.77677923188753
x,71,98.44903292640164,6,37.727157922625054
e,47,86.79455106119788,51,57.167293611377126
h,15,11.366493292804714,31,75.38987072356709
f,6,4.625174465275473,55,4.869092145009002
g,79,17.0109829927651,72,59.605005619179316
d,57,73.18636160132908,1,26.87491645931481
w,59,47.734496148359284,29,89.13510337767421
j,55,48.442653158643054,66,93.1822372064902
e,97,9.764591803222212,89,72.45004717001676
u,42,18.070688646062806,42,53.502502068291136
v,64,60.31745828739686,35,27.276869210628206
h,44,84.5278234938254,63,32.19698433632075
k,72,49.85817529403009,47,0.04833952948108955
v,49,59.39158292760459,27,93.32136536466736
s,92,1.5582825886027774,49,8.919976168440936
v,71,61.920589743400036,54,48.465238105177214
y,77,85.58085070196178,97,90.22495139366139
p,33,29.625321109968805,72,61.87284117532528
s,76,61.27232458998343,26,47.73397852592274
j,66,30.971293287030775,19,82.88082122286735
d,70,17.10428445588289,17,62.423223678561676
u,5,29.219522634900063,92,35.64905732300792
v,73,10.911140259027519,50,48.388788528980506
f,87,62.7820507649657,62,9.428649402315825
z,80,45.84718109288522,48,84.59572035634372
y,93,46.60812725115559,38,13.242428682205897
o,87,3.522952415873448,70,51.385785454820706
j,43,26.964769545350542,94,26.260830323130115
d,25,32.9722371157715,51,43.209951481164154
q,3,6.189733888719584,7,58.562542532187514
k,95,76.6405339410452,46,45.376267159399795
p,20,90.32289673548959,0,51.90246920834729
v,62,31.71653960062677,74,43.002459021015326
p,43,48.0865244458454,66,10.078928300959888
x,34,39.10069045656046,6,10.388784754861602
h,0,50.450735117348565,77,85.30383913770387
i,81,52.20222694695311,11,97.27442966982721
m,67,81.49119536358792,67,53.857372625733746
p,32,16.884869503533018,12,35.821359700572586
i,7,70.10666007884325,53,11.931922104895076
r,46,8.787619191055596,10,79.03262304507814
q,22,55.61650150924813,17,8.924097495131722
p,8,86.92648952411822,25,32.61327580294638
i,40,71.46164130467764,51,14.27396603350254
q,62,6.1554548103247235,70,23.07937671143837
d,87,39.704988445978294,64,7.514657977831685
z,41,7.163829753826157,24,76.14072754204385
p,34,87.92445680807958,2,27.129839457870432
i,29,39.87633246926154,8,27.854172955462463
t,65,39.53014863226265,99,98.31426846927651
j,67,51.78066882578488,72,43.541589492589026
t,41,4.232578605611758,98,20.185295133866298
m,85,33.57128723378787,48,94.1072414182115
m,88,91.7357894010793,6,2.5906232549331776
h,19,94.84714169394974,58,58.58139244898888
t,61,77.74180363243177,2,71.565107858283
n,8,67.56987855271474,30,28.35899880499879
i,24,59.571868157249405,73,17.352806884410356
a,58,9.517369444844348,46,15.891777140738117
y,98,83.78904772181681,47,67.74375811668259
z,99,66.82516957666873,17,7.846148661149166
i,82,8.331642893188572,31,32.92087606020899
t,9,77.10642358454903,22,13.064897021897881
m,21,22.49602371076891,18,19.694225394492925
z,60,84.6223684108285,81,23.500416809190973
m,51,97.71619415300462,79,55.41645144118685
v,98,6.063048789250802,92,69.19466009197546
a,2,21.989795754060992,48,87.70052560546088
l,81,35.56967273963677,71,18.341610938953824
e,15,22.9896906458833,49,12.369141417728823
g,73,52.38208023107571,94,93.87043393934877
d,74,9.021218302223167,58,21.991081638855103
p,23,97.00964900965359,10,88.70809832669151
q,77,83.74844008896633,9,7.357941111608435
e,77,38.58036885649895,43,59.54181198839764
h,23,29.659767938691683,23,72.81379971102525
u,61,42.861225064528796,27,59.23393234303277
p,79,38.9842185223209,91,63.93101359772665
q,9,60.546941775710806,2,79.38623314329742
l,70,57.09240431790201,20,74.41361692145404
p,65,37.02015633449428,44,65.24189924226255
y,14,16.888468825872337,39,21.943352359980906
e,5,55.92493672209115,57,25.84041243287315
q,14,55.16351216797466,71,32.04438680989641
g,17,12.518301274479537,11,99.624595484752
r,29,45.17921812413815,20,57.64714183967856
y,9,9.032389325040091,14,42.41773605821414
c,99,98.20192416787752,76,75.9824486861544
y,2,80.66335974599802,72,45.78289418759508
s,55,90.98088233712595,56,50.48777043262296
e,54,21.835870337644458,59,7.547613775079897
p,62,41.06977649224767,28,6.739523780451917
d,93,70.80963345417271,41,61.170821822856766
s,59,54.71213672753211,32,13.681980873480216
r,63,99.90168288951637,6,86.68477703768701
m,93,13.984252771885785,47,30.577995837548567
t,42,32.774946659142344,72,78.75519082864562
q,78,65.33107247752656,36,93.17601124136954
g,65,33.347483583248675,86,65.78134648021903
t,5,26.30789837887133,67,49.11437401101466
p,36,13.644612196081408,65,89.43686461250584
q,73,62.496444718967936,28,62.66975666667628
k,99,91.57566016803868,20,30.431860785278918
d,28,88.51974973608613,46,45.59249506960824
y,62,97.94851494990718,10,20.26544912370174
h,34,63.54948920015019,68,12.835022990861834
x,49,74.16331569114124,16,90.36637468387202
j,58,3.965282284703897,82,53.90729647188538
j,1,58.395018654144,91,36.33032162664952
a,35,67.12817101730859,58,10.35753259569513
m,42,26.13889192353388,83,64.6750209433387
n,16,76.3331149374641,39,74.94420460503187
c,83,48.20077986908981,46,38.66531887812869
g,87,77.90376144575579,99,97.8979320766983
c,79,39.292011597435305,87,18.810621433479525
e,52,54.14366606098244,18,24.816709503726575
u,18,68.9377272711337,0,37.235039328000674
f,92,55.891216711069404,100,83.11742364604272
a,51,7.374864282685123,57,64.67105338191182
f,91,43.77209150102453,73,84.2740194992718
g,72,9.732071057784353,97,99.05690039784166
j,92,68.19138286080033,67,58.645888303491745
f,81,93.79184313006732,38,46.80877717308676
s,43,29.639493496420354,12,40.0239322672259
o,5,36.64820055313083,77,84.63956922257233
g,41,5.022582091096217,67,66.17566607753406
h,85,53.35077252800825,2,85.31197914344672
n,88,52.606657373097306,72,9.745367687973449
f,76,99.88673155623098,14,36.976911921832034
l,8,11.875649399572296,39,66.48376707412447
l,0,6.856156558680593,14,59.8428266174944
o,4,55.99485271463802,27,77.14944672526175
m,77,11.308086500572823,54,69.32468762359588
v,58,9.140223362573796,64,97.79050959481964
r,56,84.80933376557704,1,64.17943424704559
w,33,56.22114930708235,28,89.35114009994648
a,33,75.99218671065695,51,6.540355177001011
b,40,71.3120121766761,36,49.193676875374
n,74,0.8287187268268825,76,67.85580095268267
a,23,11.899964947370034,5,85.9275512775216
g,88,32.989985381240075,97,91.22956284969405
z,77,51.29960891534559,6,9.367388934211561
v,27,27.657751083707694,45,45.634425951212656
o,32,13.946134427638334,20,1.7847261536531822
f,28,26.56094232754217,43,88.58078986969903
t,30,13.622509713335319,16,71.17589941137037
u,22,50.11206625378139,77,88.1694896506667
f,65,32.64430448749961,23,73.16777737031043
g,22,46.45598665183229,67,51.81823944988283
n,64,60.05481763286682,29,28.564968013887903
m,79,26.47627279421556,89,8.406124221338196
n,45,10.22338239930567,84,88.48505248473751
j,43,22.809715227764293,7,45.43619482442177
u,36,31.398399884129812,3,53.019706620155596
w,74,75.65146844632315,11,9.47143017847365
s,67,26.92473077072889,17,65.79836359463354
r,68,43.6174919021745,22,16.815757455111157
f,45,24.855297372767417,65,68.55222326126386
x,35,18.10331336605051,62,38.07446996377267
q,77,13.143027163622545,69,48.719855621095434
s,1,73.92373276188002,81,70.77532314346965
e,46,0.2287984886277239,83,79.26913019216747
p,97,62.70522293964751,84,95.5890403904442
b,22,48.590188144042365,26,20.027021789975198
d,84,87.35352307650874,79,61.20715288087432
x,31,60.751722766351094,12,36.08612307809349
u,80,95.62971683861734,49,2.1693198402660596
p,81,79.94858471795467,83,31.762358708714334
c,93,37.08203794843671,87,23.805478329810605
n,100,45.285639817136236,84,35.55191303132009
z,69,72.74837242512967,40,16.70476722229245
a,51,26.005487245692827,41,58.05220813975398
e,19,40.028039788123635,4,76.04707551270042
d,4,21.11304478758579,68,21.511483526551157
u,30,74.69171063780745,29,7.948372362723588
r,31,54.30302172453807,52,30.76296192200296
j,18,68.60505864682645,71,46.67821088749978
f,8,35.9438999589817,27,9.611589189810488
w,86,73.03481920026364,4,48.7683028487506
l,34,75.03155017982351,94,20.115089762934847
j,63,51.97149220863412,98,89.19135171907776
t,53,74.43975036372717,58,5.984567984958633
z,48,20.03710122205813,91,12.572915123177776
p,83,22.985440789756296,2,97.58947155478059
c,4,24.36269939677006,14,81.76416348924685
q,39,13.941577930088789,99,82.8373287093765
k,35,76.60876044200296,29,90.4424372230079
s,0,13.781903689695184,73,75.74779985601035
t,86,28.66191228198681,63,76.19057184145164
g,3,29.903624141660956,64,9.042953282338217
o,36,39.46048261809414,75,6.819105837886486
w,56,99.91985382517962,0,17.70856273069008
a,81,38.831584212932604,91,40.19942616141833
n,47,66.49256301926795,48,67.94187478547772
z,95,68.97740756303872,3,6.6866158617479465
g,43,46.54804878091711,72,34.312543313618626
v,58,19.52528736830258,13,42.84130877694427
o,54,90.58339079869671,37,71.84395509736491
l,44,50.64525117531784,47,38.42037402197954
c,86,5.894637114290646,85,5.573766964657545
r,92,62.13962062142861,92,8.950815174177384
d,22,34.189331033293634,49,17.426254305726285
e,57,18.484887719741106,58,79.72242574034499
q,60,88.65894783563154,21,34.88020841029063
c,9,65.59039044665566,93,20.9120365417225
e,69,55.61950117673735,80,67.02410865773803
n,70,3.8241490950431167,82,10.819324387796215
e,69,54.42061253148174,26,41.24229258180897
f,7,9.795033407142173,38,37.36048177729533
y,19,1.8577456944195436,68,48.58238714686733
m,52,13.349040660656385,53,38.10001575583871
c,30,95.1220973993606,69,98.70676574867497
f,17,30.574715717749257,57,84.86603225835458
p,42,35.51967758407757,74,13.924597093531544
q,14,44.28704822509128,5,98.12052721141583
o,82,2.7653177923451233,31,34.508141570257656
v,26,82.47786292246487,51,37.9446387321683
p,26,24.04467062378287,75,83.7533244640195
v,94,12.786839870931265,55,19.63797797589103
l,34,4.921707440402267,40,76.71984470645202
s,53,45.69517600579049,31,45.02495040783071
e,18,25.6899293849713,8,62.72045045003969
g,60,18.613868346208072,77,32.4362927503881
w,16,50.060235658747374,21,29.405338361879718
e,22,43.56900076602196,87,60.831792918814266
e,90,27.842600841519094,42,38.901740283551604
c,18,44.918315832701964,63,2.570160748978012
j,62,26.724526510938883,48,32.83551037450271
k,36,43.24878235426133,27,43.56895824673338
f,48,79.26333415636736,24,62.9041477754781
a,81,54.29322893575221,40,37.05041869785673
m,40,73.9501507862945,45,27.19387577188136
f,71,27.30041885873925,78,18.960356020593782
p,86,43.73651012812255,4,62.64819175319063
q,24,88.49430074251025,0,3.5184830162059644
s,34,13.361869708228348,81,92.8792528230597
a,29,37.129395995119154,39,38.47357644268461
y,85,89.2736064253141,27,41.97196226091713
r,77,77.93526257811175,92,31.081976517043376
f,13,96.69392278834714,30,98.07926223200164
l,57,42.19731189508974,8,85.3843044430489
i,29,67.81898162996421,3,70.22406869197434
v,56,94.45537928721696,42,46.89747480415232
s,67,55.83851917046183,49,28.613815232316874
n,58,73.62424805302335,27,86.26424230271145
s,94,62.73917113681724,87,43.11749556720132
t,95,33.84220692208279,46,26.065282792940557
n,85,59.59761296933962,70,55.61063746167196
o,40,84.9860202625095,17,37.40728246902434
j,68,52.997667779586436,28,80.49383025138776
m,92,22.979922501956608,84,94.24573627206426
o,9,82.96529780264026,3,62.723966775164655
n,83,82.62289254114611,68,98.5108778024264
z,51,62.52217168693832,42,2.00737474260555
p,76,79.65409091062948,9,98.68777020419769
y,83,43.33429508948529,20,44.08235172974664
p,63,65.83229734628554,93,61.102973210838044
f,73,96.42716778024413,41,68.79345072103187
v,95,17.773913952719344,0,25.840574574299467
u,92,29.500330619919936,81,18.610803465837744
s,62,84.1653288885351,82,78.78392758334071
j,81,6.224985984831299,89,69.4519825559955
m,77,72.12732366115787,27,15.341909590921555
s,20,34.252164425633765,1,54.173527540069166
a,69,25.240845953013114,11,96.72577868474245
n,79,7.204799022030739,26,1.1162993957991807
f,26,0.02526360736571087,20,24.880505218072702
h,42,82.45144021687784,35,88.7627523723603
r,3,36.04135756162978,85,25.085023419225074
a,79,90.98598441093773,82,97.76230306729687
e,90,76.18823542414658,32,68.9721718418235
s,5,15.951505826774948,50,54.59180795876962
d,37,69.26747070096691,8,54.34422268720981
t,91,16.54420454069142,2,10.131176482702154
d,26,30.990665728183984,81,7.907147604647213
v,63,32.051851595505475,20,36.52407888507868
x,13,85.1738710864208,72,93.51918298743625
i,9,44.98837083889612,42,59.40025563183231
k,3,0.41014231007296953,85,60.411886519311594
y,26,20.8986210974894,65,48.19989470858658
s,76,54.95462264008728,76,94.04132781219255
w,51,84.22721864599667,4,60.018678616504374
l,89,51.3490140643025,0,95.05973381365035
q,97,23.371214286649924,93,33.19300627871886
x,51,75.304042882242,82,97.94764585113393
c,67,25.585903614879268,93,83.65038832689481
u,84,70.59473849691447,24,88.11399553695084
v,98,38.470933497888616,75,99.31740461833415
u,72,51.66112893361131,30,91.97036340576842
x,8,4.716472063885824,39,51.10016395619121
l,61,19.7193673979316,60,90.16748068460849
u,74,21.71592583707894,98,3.671146168181383
c,79,48.65177990356597,63,33.52957791301724
f,24,0.9778366506153269,9,77.58738296225718
n,69,11.872637431369359,44,55.13074442290999
s,38,20.394319186039223,80,10.77670252084385
f,56,68.07290563024043,6,51.2915476316973
g,39,98.34016703386268,22,24.79658353318237
s,49,55.03709327761667,25,0.6031179004620801
o,91,63.00670019726936,93,60.060057538507586
x,18,82.59992846869967,17,2.2334864972279433
r,38,98.15952824491919,19,85.15154066745868
l,68,54.41621095342948,25,97.67804523334648
b,37,98.20027041525485,70,97.81627033690738
d,44,91.789189697553,38,60.980150192115424
u,96,68.87433901841924,79,16.78608846026958
y,66,60.23628727468018,60,32.943627973452784
p,99,44.85644748348343,50,92.05657086940478
q,28,72.49488024873298,37,90.9704594189412
t,53,20.002485098286947,61,17.122094811171795
o,87,15.60220264238822,81,57.2126120091217
q,22,12.189707091785085,64,18.889130451636017
y,7,12.847233681532444,74,79.41268652870957
m,2,69.5368059916151,14,93.19560852611451
l,63,92.7566970950376,42,20.581602316674697
l,21,56.328469946174806,44,73.29126650191323
u,27,90.1705886788409,86,37.69056707927581
o,46,5.132160692655042,53,61.647570310256974
u,67,4.428226217136633,19,65.4828049036472
s,42,43.19058554115893,11,97.22123281209771
m,43,26.16966054320037,75,14.00597776546525
d,100,32.23361616994399,82,39.653817055068174
u,71,27.287765869895754,82,23.29641524757482
o,88,52.74939821732072,65,83.25826000036926
g,31,58.71116388179654,77,10.3520764979947
e,80,23.479347122390493,37,87.87041387132169
r,13,80.4660807954389,73,43.16130324200158
b,12,54.48596108107257,39,69.91008728894221
i,49,66.79766972959149,90,8.625213469166903
o,10,85.2025659338086,16,74.79700655279755
v,27,35.85562373506404,50,52.49714262142445
y,55,7.796431045239949,56,55.32931424474378
s,67,39.01093060440485,23,85.93848236262386
q,74,95.92171187309306,58,97.93429684726419
u,46,41.275736606586946,81,52.277619549713116
w,15,31.33420703697508,91,72.02506121403428
e,79,12.951530644967002,52,87.68714325965064
a,87,47.187557914241495,70,82.4601072383089
d,67,12.352492561362771,13,83.58371830271231
z,20,52.06694623095288,76,60.90207673698402
k,74,69.5075157176992,40,87.69753271775586
m,68,83.69225685781112,26,89.11675065055672
r,31,12.088114846537412,83,58.534927811850125
r,3,7.746717094492739,16,8.942363045682411
d,86,21.63246272443986,46,20.29518133442384
f,13,47.48379584431831,36,86.66056864520051
q,10,4.682002054299172,23,24.365123718448434
t,25,36.85543748024037,56,65.62745689273461
e,14,0.5731995259920186,14,89.8194825095046
h,55,63.15178024324128,40,28.214809600951284
i,47,53.50926376192221,56,9.757575978640975
q,9,98.70299465499592,53,43.66515680546973
k,52,92.07950613962052,74,7.627930120972737
m,6,29.806004455653767,16,83.89641316389465
c,71,37.121895519315316,64,21.076996835450434
m,34,43.48554273721825,3,6.5432897204373734
w,26,37.60028512866498,27,29.782356444697754
m,9,78.43647529574116,78,22.501335211887998
m,43,76.15036577727534,3,59.081653895683104
x,91,50.1677342883308,25,96.35321826704163
k,44,83.3893612416213,64,65.40718558613757
o,0,99.70670133585934,75,85.90369399357269
r,0,16.706944043046022,17,61.756597858380026
a,52,30.668253233510278,73,55.07536387645866
c,47,96.23172890366489,76,92.21120663146037
k,9,7.262960660414652,51,92.3650600493702
a,65,87.33067341620031,54,74.14041367804333
t,24,18.19304974452879,56,44.9220068404537
j,7,47.81431678059669,4,15.996137385089316
w,79,16.041795048645557,97,61.29738001843506
a,72,97.33132733865547,32,49.2488549179795
e,19,77.65143868150524,24,84.47354922027094
m,79,40.813091018411185,100,33.779667246519466
r,48,60.112286674599545,93,33.22341061881183
m,46,79.88692108615984,86,67.68603771266451
l,29,8.085228493465157,73,46.10966474636393
t,68,24.259229696856654,29,21.029114288211158
c,80,9.836667010545085,66,15.317455630752486
q,52,21.677666780952652,0,2.788454817284014
t,38,65.80977941496847,25,35.204519746878304
v,37,16.990059078864817,42,38.824383806251916
a,77,91.08383172191164,71,19.780703743684803
w,68,20.019941337937585,98,99.12949893008488
k,18,33.75679171096465,35,40.836065346829955
w,28,7.494126880507257,39,12.643771744821574
v,75,65.34933384635126,27,33.16102123409907
p,17,16.091314660310896,88,71.53725334620938
p,35,71.60495767451499,22,69.51941895989773
a,51,71.16090886291302,24,41.346948935670014
x,89,27.540531102143152,13,44.37573672610935
p,79,20.286231840337045,29,59.94355144367087
o,44,29.806842278304902,21,91.50869673568263
k,27,52.741075243989584,6,55.26244177512783
v,17,46.59215786170346,24,80.27606194319388
p,97,24.971358834528466,91,65.87549589867685
n,58,40.7677318566202,15,3.1688191588549075
u,65,1.6946360909083635,71,55.14784767335566
j,45,16.636845369636255,87,31.046769213427826
v,70,44.203993931851485,48,89.16223845826853
j,70,93.35702451209875,46,14.90084946644713
t,76,90.20166248356978,46,19.48164626729556
x,46,70.25264277944655,54,21.649451990347746
j,72,38.49367270752801,37,98.62907333857046
m,79,9.61079477960405,64,52.54690096398097
v,34,6.571762448142781,13,61.880643596248234
q,58,91.9619671742862,46,42.418622871354884
h,46,60.799571714670144,38,33.500300801364055
p,61,61.51679054929042,99,36.85925490127687
j,93,39.00368026252436,30,26.09854778630256
x,72,14.723809399319098,92,46.215459896326315
y,73,33.42935192437039,16,81.34553150886764
f,38,63.965800138589145,9,82.642617169836
j,2,17.40205476339156,28,83.13487438762161
n,88,12.040122450144908,20,66.69066773442017
m,78,18.842345492851152,43,91.40305954962585
i,40,83.0144148441363,61,78.85942812434146
l,96,65.00603862520529,95,48.15610333657637
u,68,9.163898700816798,38,53.948999226955095
t,76,96.96243594932814,74,99.72236148720535
e,65,20.599108307427194,80,21.604396028735785
d,58,7.8323198876958156,11,60.73902423215177
u,42,91.37201686163547,97,26.905267935677813
w,77,25.205646332800047,16,60.99840364253131
w,31,31.670257902285414,34,99.20279433015102
v,94,94.74627549677055,42,45.00219033834004
d,16,55.40485590070319,71,12.278277544458472
s,90,40.353779106685906,98,70.0287138959141
c,49,75.96096702703375,100,77.65256694335375
u,92,80.205408439711,40,3.6861098909551027
y,1,8.84973213921696,58,56.56652723066912
i,84,84.3224506328438,17,2.3768890262162334
t,37,99.95548602425576,29,81.41413299481658
i,29,77.847685705443,55,21.486430538978716
i,37,23.590227684348374,88,24.010426955840714
v,71,1.924244966974653,100,19.899586120498704
u,82,19.203527722611803,43,75.29063021911566
d,23,54.18516703313742,22,23.454328966680915
b,23,81.5449594298521,25,84.83731076626128
g,52,32.41125188606937,32,16.863023564714275
j,22,30.732260179128456,64,60.14300341809027
m,13,46.7093527982919,75,70.649300217454
t,29,19.287573822553263,47,68.89943552616354
j,51,31.236219935499488,44,99.99462235926433
z,19,98.15325312642958,3,8.536326935866978
c,34,27.78526596477301,41,19.60880484738883
o,49,21.302069659351986,12,77.40639304284784
t,16,83.15535483313585,18,48.066825343850425
f,97,17.21038425640984,70,81.14795529840265
e,28,67.19516447758276,79,35.06905156778949
w,13,26.35798280083883,9,47.28201379662378
w,84,58.5651389399749,50,76.00984517274897
x,12,13.30496328662546,36,10.598603104564287
z,21,18.72415227275741,86,88.08345999412508
u,13,4.753313971428341,41,38.210019753033954
b,85,3.001769793671194,14,22.936903705989998
k,25,13.700424596779637,53,10.969860741779225
j,47,33.670040579197845,27,76.56128431384069
j,86,34.612813012471356,83,62.662985384172785
r,47,27.474869839172623,9,68.39052704787903
f,49,42.034851462950606,100,90.5574942354027
n,71,81.39794261784414,1,16.572714565082126
i,53,52.23351100135603,11,69.56875722584807
u,6,38.76060996612195,47,82.02297002837514
j,82,38.55908463368743,71,50.89483455619258
p,1,13.767631560536852,13,49.634832690738136
c,32,97.80538702594619,23,90.96005149170973
m,13,84.05299671934972,0,90.00418610124859
s,31,77.67236699586702,33,33.00924374442082
h,70,67.30037858104608,85,39.20968896691858
o,100,42.40903398342558,85,46.00423888373755
z,22,79.13227861430244,79,27.082193869738568
m,97,53.614057705105154,83,12.675101065878003
j,4,33.91674332086343,32,20.04052972693384
f,82,13.802873458283937,35,62.06726101645371
e,64,94.348341308424,44,45.89227497591437
a,99,22.66298166916162,19,86.11682567062957
d,72,73.43340439411608,71,39.46228647563528
x,53,62.74999764300807,94,15.564994349997562
b,53,97.95329782719921,60,63.15867763922881
w,54,59.50279159721856,36,29.570399576358252
v,68,58.31005527979237,42,49.99580612573125
a,75,39.143166308807395,5,57.39023754719307
r,10,48.838723725195635,23,78.9109694353781
f,63,41.519135912580694,69,71.28280781174203
q,13,53.337906310805295,58,84.19436552601474
z,9,83.47538771653387,60,30.358214890859248
z,8,76.7518523291903,31,11.0941331374957
b,100,68.5176942547463,43,22.862023323479143
y,55,66.08424815446571,70,25.859037429396693
h,62,96.61825497466164,95,47.992254249496035
v,39,4.367868536039243,1,93.23697714923664
c,65,61.49174480620124,45,17.657787596398677
i,78,45.69450649114045,24,1.1160434430114607
m,29,26.589805269050824,67,37.787824146021165
x,8,32.956714246107936,91,19.377091603704333
g,68,48.09073043437483,1,31.160111650296617
j,83,81.65771380862918,4,8.530114767281171
w,33,22.173917654530694,39,79.98816817571604
j,83,57.124930158130695,86,13.380169642202944
j,40,7.413049140402228,84,49.35602249654134
g,78,63.84551656762395,59,63.094122230230255
x,66,1.9601691281607825,75,82.73348156024215
l,7,20.62804683707178,63,76.35213283784752
z,65,12.318398656711283,62,58.30256974483976
t,95,85.601302268549,14,8.303967439228089
c,59,29.5849053754087,58,43.273821242129465
f,22,43.70148394061011,95,81.27570408475911
g,27,46.20350152837127,0,54.51211371549024
m,41,77.64139678953983,68,63.57982278255777
s,57,67.07918735234063,41,31.52640324449061
j,14,20.507006788531356,48,73.35915516557814
x,11,58.39214116762809,65,47.85371349122184
t,80,75.9479109458163,90,68.0498073667817
d,81,1.726966804596286,94,71.03808801101111
i,33,58.01449891203829,88,78.73080924456931
g,53,13.85698720491787,98,15.609553326715131
p,85,87.73522713266208,71,29.256072504439324
f,51,35.31979626627315,66,51.697884241009795
q,30,10.230403255296562,68,65.96324082734421
d,18,38.66689493761436,14,5.4053327504446695
a,43,0.09003364624411425,75,69.48349850659106
s,18,17.774229082541094,44,26.84167491904301
r,51,4.298104122012846,71,59.56079675151905
v,80,12.719577819870032,27,75.25924207247844
c,82,52.835851281409,47,39.33489205835925
s,49,79.2023257252086,43,43.66524169275492
l,20,2.500892802336463,82,94.02580842748735
z,97,78.55426118052134,42,30.732634009046034
b,21,38.547253264243054,89,51.83739998281908
y,8,90.48928141722014,89,39.290240070206984
q,88,80.09894524886015,25,93.75509998595314
o,18,29.665180506716705,87,6.868740468876577
