D,T,O,G,C
g,44,93.52361043969923,48,80.19140684179999
m,71,19.574595273650562,64,66.09433098786425
n,57,48.85455749371405,25,93.05866964920824
r,93,26.538428508166,88,90.97581529144607
w,95,32.86780304240573,83,77.85080264521703
q,90,43.535952912247424,94,70.60425269989251
i,30,42.30221290259172,98,84.91009704577016
p,24,46.97009656984198,23,32.1239661329912
q,39,87.21002557167532,22,50.438785917954746
y,72,15.357479631975457,59,89.95721270232907
a,39,29.803048095592942,34,95.16545098172004
x,71,45.998522685990615,79,88.71015336871245
z,55,59.29381639552367,58,58.20405680049446
s,94,97.70297630392368,35,61.31714807729208
f,54,70.88183899826903,95,32.94213084511678
u,17,51.275117527871494,41,18.46883874274714
h,0,72.52616762603213,77,43.48388440133735
x,15,76.09562662451155,30,91.33452695738693
h,63,72.38889613280611,88,7.6053238967796695
m,24,14.251287551993652,53,38.64463586683665
t,56,64.22160097569225,30,68.8265420130258
z,84,85.15789167206992,98,37.74631684275979
o,73,30.31636260673286,33,81.25283050803749
c,92,82.62787896815233,80,71.27442549088869
h,52,56.23143707165937,44,66.11279738987625
p,61,70.43989037193845,55,99.01677633964464
y,48,7.704448788499274,54,71.35895483420694
a,27,27.80385782154542,37,38.07182507819158
e,51,62.68086080857562,63,43.04175576955759
e,35,62.42898614796043,3,65.72062705552247
q,21,15.688757717108981,30,70.46393054897376
c,69,70.5882301176716,35,17.095765549241293
z,35,86.82288638375378,0,10.608750561397118
b,63,76.26211198313257,56,94.25433053352262
e,87,88.62420905588905,27,39.64522042238826
q,84,93.7791723365465,88,88.37770470279122
n,30,31.85281095846262,81,51.45091489730247
m,1,70.3047902325056,24,30.91253851680811
q,45,61.0236376031845,9,4.003201078238694
u,17,15.248079811442683,72,59.76426718461738
n,47,95.82072392201258,13,93.50271195183718
b,21,28.57814454897375,9,76.95846568369294
r,43,39.284364619191095,72,80.20884910541066
y,64,31.213146498782763,40,3.9218731314120125
t,55,0.20353139549346144,90,77.86152858048341
i,59,79.47793019846094,40,42.598654386550294
c,36,21.83700030080107,63,44.98961210026994
h,90,35.783576096331224,8,67.81311297421009
u,90,27.70788005968833,28,34.658011549240186
q,70,14.2101935152259,87,37.35404277560208
e,27,83.76714483989649,52,78.38877482140411
m,96,57.76239662667108,59,46.350562432915865
e,57,0.6395287777804293,38,41.780276850863494
e,19,7.46836393248863,90,22.357843765036577
s,46,50.289366347580525,44,38.726395821974734
u,2,85.3175902844035,3,64.83538385901517
y,31,96.54087936557796,0,63.808725241413825
g,49,98.41206565089902,35,12.241447135886485
i,65,54.64235100108217,44,19.738488298146873
b,22,29.81470834653226,67,16.02656168552411
k,30,91.71271472695814,64,98.44414256067864
o,21,72.6526876229142,23,82.1248083116278
p,62,31.137110089507935,36,10.087874787025953
a,87,43.11270727784908,82,27.318962433338324
p,58,95.31496514037188,96,24.345605733492505
c,85,38.41875304370335,47,8.267562048412291
n,74,99.65868972040074,49,94.86651485293856
c,33,70.80772068406421,48,25.464821377478042
t,84,53.90926028688675,28,92.87910192796916
o,31,43.87941312247743,64,69.02455138781738
a,98,3.943214799359551,63,34.52828323108583
s,92,95.50781383354322,34,6.115644856827441
c,14,90.97002046660513,16,0.9958226710840568
c,56,73.73834747731682,72,74.19811836664977
k,48,53.53920060548034,35,1.2750913966404487
i,16,35.26093205728406,74,44.53817523066101
r,0,60.243106311759696,2,19.990403154961044
y,90,46.641418766580365,4,51.42819180397768
l,49,5.1008664020970045,45,3.598282822616561
z,83,61.93908981743087,45,99.85604288276264
a,3,82.98713690128227,71,20.893237914552877
c,15,54.76274534133151,42,36.852164193827285
p,68,97.38027017588013,84,36.869647267059
h,72,95.5114813920511,97,1.7869536324732982
v,84,98.62690502616572,7,28.55914343171868
v,28,48.76226242068902,15,44.92475231977565
s,47,39.66392976197447,15,90.0846296415533
y,24,10.852240330829922,35,33.71638143835495
g,45,9.74075418414808,40,49.5864286969954
h,73,31.52377072671999,74,42.91653268167358
r,77,55.83796834979449,92,86.2818303660087
o,42,6.0087948329943135,8,26.90957038389571
t,65,53.507019918413434,63,6.260579584462722
m,56,23.524321196118315,24,69.20032816002428
a,90,44.62939710470286,20,51.15445804699155
q,69,9.74292241619763,73,41.14693269836308
g,24,28.894509803656877,59,29.6664223840014
f,42,19.652381765416614,19,38.27619002855091
m,11,50.2421502585916,11,69.4021045291092
r,41,76.03154261483446,55,23.750837176691398
u,67,1.4957340256161356,60,57.158788604294266
q,44,13.639645624298458,21,26.44533875788756
r,85,34.4673193193883,82,43.4794663148833
a,47,20.052745288197592,56,62.09553855463427
s,45,44.557142650386936,94,70.69727743165102
i,40,75.04900744807306,59,65.70708695738092
q,87,38.65641018023579,45,39.82072582360126
r,10,88.18624057912076,74,1.671071494079257
q,95,29.589902542926826,28,69.10466861451218
t,46,17.729881183315744,38,55.13523797088533
e,29,52.58040279708847,50,78.3243246112023
p,6,77.31928254809863,47,90.05864133341828
n,34,57.416013759795014,39,79.68822449615628
r,41,46.373477079782134,28,74.98983743168783
s,78,11.893404888715153,16,80.25739770697643
v,71,0.16355066651352335,13,1.526717002744049
z,59,21.25739012370419,82,15.317486799535107
j,72,59.30502951927272,84,74.48546600996497
f,99,62.3043225243039,1,35.00323026056493
g,26,9.462782416385995,72,36.15799697453795
p,55,13.33838546281443,55,66.62156359181779
y,72,99.90900729230752,55,24.353182731718704
d,57,90.51456739090834,44,3.2670716291589352
q,31,18.61153545658919,46,52.98900002794381
e,71,35.49799805173611,38,16.631621422982878
l,29,36.95257813762617,27,46.179895236040025
z,19,87.70104296075502,11,87.94790760968425
d,78,19.927089844126723,72,10.887465324290835
i,67,72.39167186523694,24,84.22112956781345
u,73,93.3522298893966,68,56.88585638223569
i,33,76.84518009431491,73,56.09456153026326
c,85,72.7125402650485,70,61.94999059504237
g,7,45.001388768286965,27,84.04718918153168
h,70,78.70729927788909,72,77.94483877659499
x,6,40.33156393153594,55,49.36473487099998
r,78,66.4870913800859,55,72.47271204253776
d,64,73.98602281054322,51,72.10949482649077
l,6,51.9855213692187,26,78.47024131489903
i,23,2.9765744449842813,64,52.08389657865523
l,44,1.5753901344570664,57,94.21970175146852
o,9,87.02260483602286,68,90.44249408242423
w,93,44.69526482771165,33,93.14753141506775
b,66,29.533246399674784,13,30.265769076301574
e,63,9.725346108855238,58,10.705410050032981
v,16,93.37162537817957,62,38.76799835161224
l,73,53.097905423807546,82,77.93980109712658
g,18,64.9197824700736,44,65.94164635536302
p,32,22.102416654632982,1,6.5840057810125145
b,10,61.23239183900972,46,7.330479094718867
j,8,66.97600383907098,78,37.28836244929885
v,38,78.60166472387938,55,93.504374732484
i,75,64.05203613992252,40,9.893755031737673
a,95,62.49344380560318,74,24.643581226942157
e,42,81.24775756238326,37,51.81874546981843
m,71,16.833075211667637,99,15.69844445592673
v,23,4.185468371504298,83,65.14201551075088
x,60,65.10664467051348,99,30.637305617662612
g,55,89.0062738851138,9,95.9754649108829
s,20,6.326841281802842,89,16.549313848329483
j,21,10.339904775488373,9,92.64463773559424
h,31,85.81991434310177,67,25.867061775172694
h,72,29.40009859993882,43,42.81495659852358
u,10,0.513933466291483,46,49.56984205706282
h,96,73.82728432964522,83,11.158281914289303
o,41,77.74956508382702,14,10.332239973932767
j,21,32.517039222541996,16,39.544402261971236
o,99,53.215726190434985,9,95.00569079508102
s,1,93.8644659349685,65,51.45365810890129
a,57,96.3239228423669,58,71.8211201233373
v,58,35.69850618621347,53,30.22925988068037
o,14,97.01176840049858,46,43.25969761828811
s,78,29.19858564049066,20,60.55327119463264
j,66,77.32480585416147,61,71.12210002892584
r,23,77.47350483039118,55,31.98188607270216
e,39,25.910116065735554,93,9.676744196161312
t,94,11.291325684180254,22,59.54996695131627
p,65,73.3245482496916,94,52.86614980032596
r,24,53.02630162851189,7,40.13744261954309
w,25,52.26793217644244,12,90.87065677582541
m,78,44.751191408833165,26,40.23793906350308
p,91,6.2437130539966805,29,24.726386749008235
j,0,45.31879018598023,61,20.840349273925085
s,5,7.418050986840274,75,81.93058290319426
t,16,47.113387773386215,25,52.49368291511477
t,10,8.233546250872726,1,97.96924822683458
c,36,45.846190159100686,36,58.955506595170995
t,96,45.981468883491075,44,92.41876323180013
b,43,79.7638279377907,66,51.44906174503302
h,40,55.70901848804719,77,86.86131667493221
z,71,73.27103677511553,40,83.01466174413316
i,13,13.835599561604472,33,83.99703414498293
c,13,15.248248305570012,82,82.56031600932941
r,71,82.43300491136121,16,8.926359835122543
h,61,4.276642549051379,7,7.790955057085281
i,45,73.55172608851704,80,4.877192917323237
y,72,52.07372669909637,0,68.78694407278121
m,100,2.0832435304171004,88,68.85992170110828
a,6,99.31526471552168,57,0.7804336784067112
x,78,57.131502307123114,43,30.764347750063358
c,19,58.821474802715336,55,75.66723025774701
a,65,77.67812331377327,39,79.6356963437183
y,51,42.98381597607326,33,61.12094538802001
b,60,24.43718819748143,11,78.98367422867291
c,65,18.385133038130697,47,46.71697305001026
y,46,81.15601918304453,14,0.2660890444987962
s,87,4.694416304231708,19,48.56791869967256
q,73,98.52194507327319,63,46.696620441826575
w,2,88.33461635453914,81,3.3867132378501696
i,41,37.02081064248125,61,80.98504858479642
e,97,27.135399104471258,21,9.30277437540955
p,80,1.7313653423308817,83,95.13731661623058
q,57,53.76361140062988,3,59.931858050814256
g,31,84.00643473556396,22,87.4041579178536
g,58,86.52581812847357,43,48.1417859851064
v,86,77.04416498465862,74,34.21177780629701
q,81,36.55886833379051,36,16.01388411710002
r,4,37.338224476822525,39,91.33931457250493
n,11,93.1865536339216,36,65.25270071007718
d,46,95.4504760803855,46,24.77684276144465
h,87,24.921616273094436,52,51.105744838588784
y,84,32.75424108083419,23,82.6910884801737
i,45,30.155610894160112,43,51.519194321722225
d,26,33.831082450492126,90,26.72200010605934
d,1,70.59769898731287,51,39.14576140541175
v,59,7.885482934975075,22,21.685466847787904
p,53,67.69713882714863,45,20.028944986013066
q,12,42.166246008353305,19,97.51223039729292
v,10,1.1559632098923411,27,21.800848499531767
z,97,94.29629479641973,1,76.87661952272059
g,44,75.28312393944942,100,89.94703343052221
c,20,76.84988413416876,28,31.06432167167792
e,23,7.65887980272808,63,56.455022871228735
p,23,52.332195350661706,15,62.01323793932432
u,43,54.68281918535421,54,85.06233624900943
y,40,86.80150682490799,53,23.096521071983666
f,23,28.877785766125797,48,60.62713779639417
j,44,2.327649102160523,12,70.86412453430016
m,76,63.49001438437154,69,21.28282670147328
k,12,23.740566934266795,29,81.79555639703041
x,67,16.33622755444155,15,2.560870985254027
z,80,10.900209498997636,85,46.97474781909157
m,56,12.884348275887824,93,80.32819610006712
r,20,30.656135407269602,90,63.343967010932815
y,78,86.79905584519241,11,33.57594810749095
t,44,90.0595022496659,1,56.806381617283904
j,45,50.847222857606425,14,65.17786148428613
n,26,47.253223310458495,29,73.13760792233998
j,94,10.718849174118539,91,96.38197141126797
s,2,55.77576145468064,70,38.09716088693611
p,72,27.716692387047726,1,2.369114866222455
p,96,58.77767515648317,11,98.8378105778786
p,54,84.18650706391479,4,20.28019452278982
t,50,46.09177152208625,85,74.49277946418917
h,34,9.305843165619354,84,44.45303764929386
k,34,95.04098256268497,98,75.10982438470819
o,18,58.53299657574308,81,66.38060055942167
t,80,10.992840514639756,7,2.4151378236553334
g,91,43.30100039260154,39,51.85817461830046
e,62,29.118969451465084,38,26.13206840567417
j,19,86.42336422721066,33,7.714707866405501
x,52,32.39902450350992,59,79.27589558219104
n,66,44.985568538105504,29,76.84028348467699
y,94,5.483868544359838,80,21.526119546902876
o,29,35.2444412217351,32,71.85022920453885
g,69,92.16930155486772,87,63.182417089674956
q,91,77.99707438867361,22,4.240594603619085
m,32,25.712418599417653,64,16.473524660077775
m,9,52.16721855034554,98,38.231312247972504
k,27,92.44441367163216,18,5.927035381502632
r,0,69.94543410887152,95,57.3708570507111
f,50,83.00808381206059,76,22.3837823523762
i,29,8.75803517328151,72,37.502895850069294
n,28,21.426881916322138,36,72.43860843935536
d,22,80.56931350650575,53,29.20885563748058
u,32,9.768346995235866,92,41.256092107575704
k,50,90.53761581971844,2,94.76795483115595
s,56,57.76898854399588,15,44.42674404159135
d,1,79.40188353130281,93,7.6343351546622085
y,16,28.276704518791806,1,74.13270459339265
b,48,27.258832090857098,96,5.308442395494383
i,90,30.26621956324147,90,82.16213158150771
t,59,6.9956855366881125,44,59.49912085159885
l,7,21.72094361946112,68,4.726395393274585
y,1,26.569921171942433,53,14.47440644805199
u,100,26.537347561238978,95,79.1219622740696
m,76,97.15697701679733,70,49.692641056869725
s,53,99.51949439661132,0,76.87584294091067
b,18,77.68457058334491,98,68.97679335938419
j,56,33.518189624134024,71,43.322466236443766
k,74,95.58605541489675,93,14.058423189234404
l,98,95.50258086792131,34,83.5935780073479
l,72,35.45380657716476,14,32.23562258344658
o,77,31.146327743559944,87,44.92826060709824
t,32,58.57904661198221,18,19.021082145959845
l,17,21.033634579295544,8,81.40709031424818
b,10,62.169931918255195,37,90.49387728970746
v,36,55.70095438320728,33,80.01473380142464
e,27,20.63278277502286,4,39.8608461085013
a,0,59.64574248536268,46,71.29340253816235
k,84,68.47350095406884,45,55.63401767069226
i,96,37.93351034578984,69,19.13429352268423
d,62,60.03702776077833,71,97.67503301459287
q,89,57.27021785578906,81,5.773968931732143
i,78,44.294840354043465,70,67.22998510887402
n,31,80.64611905760364,92,99.2320669469636
o,52,89.65589092394237,99,98.04427507219539
d,27,73.25851914236067,71,52.14521095300786
o,56,67.34199188401139,48,76.53142269088688
d,7,26.28978789480011,22,52.83263510037908
r,95,95.78949202528102,21,64.55198870059962
j,89,54.86243733384002,71,68.40211403008867
h,49,17.536787700363366,67,5.194691322754741
i,62,20.50268948507571,48,34.52259646688513
d,41,33.20900131540989,25,69.10531810186879
n,36,39.344118581172594,39,84.46159808418392
q,15,24.422623137202258,37,34.01485871738165
f,4,14.487393356993772,73,32.11215971566715
w,36,13.13327986866767,25,68.11972291508485
j,57,99.77034749730977,83,55.49028534990437
j,35,86.49560772390448,72,8.208107487120165
z,89,3.087974842033847,53,46.622214122376306
o,70,81.26657022753714,50,5.185717677434043
v,61,44.43141867828517,13,10.461500545288382
o,29,97.41976809283406,23,54.32727352231082
k,0,11.80478103023871,42,34.70144727874149
q,11,70.81060171088642,28,6.298743336339562
i,49,28.75937156162077,52,72.19457523735815
j,35,31.657428245012643,80,62.89425385177262
n,73,22.39345921592012,35,34.55222609368407
p,93,20.653790278143912,91,34.850654738258235
o,1,70.01862467430098,24,65.38211752316731
d,0,51.74267794210441,89,30.029828801046033
c,95,9.272917159983862,78,53.12375405586535
c,98,3.13465205892125,63,35.28320297565723
t,90,81.6090843269447,83,94.73284153504726
b,45,76.0571527000269,3,47.14831523584145
n,69,0.7709616108667716,90,58.14672922320503
r,35,58.5364058618189,70,43.10458313043471
b,98,31.992764787554997,54,54.9194289708177
x,99,58.062610793855875,34,13.455045257663489
z,37,70.47293966010304,72,75.18165057205036
v,74,96.83669266186028,51,12.704902618891156
l,22,43.338157949062385,21,59.14764438781066
b,12,98.44328437743117,40,83.69255212952166
t,53,42.88328074546016,13,27.855878530769097
z,27,12.790200905892135,98,47.64359727840246
j,22,18.249598592216476,14,41.53171773893298
b,72,21.856100158257508,34,2.7766921695685176
y,67,52.64298109813041,16,49.076016669480424
u,9,25.060798931427275,26,49.95700033390171
p,16,17.677539243003025,29,52.92518137188931
t,65,21.02587087747043,93,48.20580106346105
r,50,47.53446542791784,86,12.410992743937598
x,56,12.23561695737676,12,17.891788299125032
q,84,75.96351534407674,0,6.733359622707336
z,12,51.896083896656805,92,90.92047767298439
u,0,17.758542450817348,36,72.95270748926843
v,21,98.31830523375272,53,91.64961286026877
k,45,28.492046802619985,45,45.932614179404084
f,63,84.17811924708718,33,6.55565608363321
u,3,92.01775441104391,0,84.68317357481247
l,62,34.64558831733998,53,31.931384525325036
r,74,21.418552242878487,26,76.37706036297766
x,47,25.170042391061486,77,29.16501282567905
z,38,82.18409432208466,54,8.973666446290684
x,0,56.44519533455992,8,37.52466453933372
h,37,35.01439944780933,99,54.77756703104063
m,2,0.3811735828604168,62,22.042248402195174
o,19,86.41121568188241,63,27.596424288280453
a,37,28.152331579113554,91,74.3518964741868
r,55,40.88605661895035,32,79.78785287478894
b,0,75.38303501296022,43,78.93821569386957
r,42,39.70219804452421,44,73.45075543355357
k,62,54.54062287711017,65,0.3246159948672944
a,51,84.1125942137445,21,84.68840708095692
n,88,1.9330758296993045,70,26.592264977739642
y,42,64.88680684136513,74,70.4076688720272
s,86,91.97377785998013,77,15.873717303356184
p,93,59.76191039410349,49,11.430681280924027
i,65,87.29729712986361,30,15.219158605832018
e,81,84.35471633817005,58,31.0625632863358
k,89,48.11440725994379,87,25.792194339732287
a,94,1.5325086391784315,21,86.55092389705665
x,48,1.5245489515506416,42,27.482261423426777
k,16,91.49512369608188,4,10.384185581595984
g,61,57.924253327974796,84,98.03803343253892
d,5,96.22624703245705,19,18.650714583107376
m,78,14.604448466188813,59,95.10455829174687
k,8,69.10969089244205,99,75.44140703834795
c,86,14.697671910697496,3,99.36092067094063
x,43,27.942153580149963,12,69.65996140465018
j,52,45.826886998020754,42,85.37380162800953
o,10,76.47949133194766,51,12.047277068419904
q,61,42.79101886385921,73,64.91814496296219
z,63,1.2721358810348415,3,0.31224059097121337
k,30,64.80232419026552,5,75.34994783545127
b,88,54.08539382412098,86,88.58113917802201
m,60,28.749850729863436,11,92.89974351397878
h,85,30.669791707885665,4,47.373486211253
j,15,41.766638251453855,37,25.776941592392568
v,3,38.173511623853805,78,65.49321468308584
j,57,87.9188489659049,18,43.53876798742499
g,66,79.46311715352373,89,35.675310599067664
h,23,63.35160273753899,23,34.09158989649978
t,39,80.6734791409916,93,41.5594622294869
k,71,42.24678818073914,30,45.6889743016053
f,59,31.046225382993132,15,61.646468903379926
c,89,49.96148142740833,92,61.296614351602145
s,56,18.940544027610684,49,61.543553469703284
b,52,49.4062975026405,13,71.59184777281179
d,44,42.552277362898884,74,65.61806902202196
e,81,17.670519680008056,62,31.115706498406446
m,80,64.84980441004754,82,43.780769461241206
t,27,87.83954649452565,6,30.1833905981584
h,5,90.83277331280402,37,81.93384048041531
v,68,64.64551713682826,54,2.3604355863355186
e,11,87.70194908882677,98,74.47192962556223
r,25,1.0860079522620247,77,7.937192035345908
f,80,87.01028715824467,71,12.449970210930328
a,19,18.280006050642818,8,90.63221435151168
r,29,56.37762047343086,92,14.740591420948723
x,68,49.13041574460992,16,50.80832156269274
x,39,48.100742375522934,71,12.859484855073733
y,89,70.98492602894754,82,1.9124754464056704
i,69,18.462622819288356,34,60.83598916383437
y,66,18.5884721741563,6,21.78259920656561
l,87,54.50351553553394,14,72.08426644490477
n,13,84.22418213208101,72,50.03915210535727
n,55,71.50016376099411,37,2.7783776188587628
b,24,83.63919965473147,63,98.83412696659877
l,69,61.72370037958741,3,44.72979663596135
o,62,27.36419190485312,39,49.28343678117517
t,61,5.443706357972933,40,84.83909774256705
j,10,14.119308223709881,47,64.67496837009868
n,62,11.427112149538377,28,70.27021347689092
s,77,79.27218999962872,41,57.24592640127737
q,26,35.69028527192077,68,98.27248031345657
v,75,18.055210986028737,36,26.51134774328202
f,81,37.3335658169633,84,12.633741350589379
a,31,77.5810232362381,32,63.975964789966255
i,32,7.770300666575358,52,41.45498317835546
r,10,17.008500248592696,65,57.38445959702809
o,84,33.43830781882799,67,21.73912052211375
o,76,45.60974676737922,90,20.247497853404994
i,15,81.08923125969376,44,5.444720003412263
j,41,11.661206212866082,16,44.84815875036359
e,31,71.89837788980063,3,66.11322381781562
m,54,94.54811042683453,67,85.4296870591533
k,78,5.109571560284443,63,79.4815426272068
w,96,4.4743035504536515,16,76.8654702512123
n,3,65.96071807333347,94,19.323947404958485
p,46,21.90233237937973,85,79.79346539318743
t,57,11.985551780257497,9,10.282253584075374
f,83,14.634807867067146,69,73.59467124435378
d,5,59.311966225095006,86,0.030253293625748245
h,13,17.29584462073862,31,62.232080710518744
r,53,44.46707378648077,48,2.8162992096458783
b,92,24.367292112728656,34,21.629966642694686
e,72,34.47001217518223,52,98.50594572206748
n,62,25.033541714812436,89,8.172904754461419
n,3,55.009814997384396,50,30.83119197241394
n,88,64.22167369207709,64,2.605633668631635
e,74,17.614074545827275,57,30.939508169628926
y,10,53.399249499433935,20,2.1995035786154027
x,29,71.93982378363167,59,73.14615027444307
w,19,51.92698243964302,86,47.050681964052764
e,29,59.70533866296831,4,59.81521350227537
s,7,92.95918720632741,49,60.65726856911841
i,81,51.99542115663185,65,18.699715357885395
o,86,18.406478229768986,44,13.444931871368748
b,93,77.49058889259366,50,8.883581578779975
g,40,61.821555447191024,28,51.61953276298017
v,84,11.898269183861053,47,53.59826686461948
m,5,77.53944311575759,51,45.785037543898625
o,17,46.97337496821044,89,25.04265786348805
a,3,18.29635375634374,27,23.61387402666396
b,52,49.37350625528648,66,98.92304369773937
v,95,57.767865752302384,72,90.7370980056703
q,43,10.671553670539192,28,86.84067851239313
a,41,75.99956571275104,44,23.4796491529749
x,26,54.838023095770986,80,7.495238548690342
u,18,25.85523218382916,94,17.194871094425924
a,46,51.682140336057714,36,2.9219585771736334
o,26,84.8680938592807,59,84.45955124688385
o,9,43.16690531107172,96,62.54511850631288
t,96,1.7627068193843742,16,24.11168384457545
k,16,0.5743805371902444,32,29.15940176776696
x,84,95.41165303331299,46,65.8627190505255
i,23,62.209365849971334,79,88.04140001437213
b,49,52.515328181170254,94,69.83445019884695
g,36,91.45149718717941,53,13.875357168906833
j,4,77.77625676250821,62,89.91853074144733
k,32,51.784888919765834,5,27.538686211629702
c,90,24.53906160409691,0,51.18225871227534
o,1,10.344649156781893,42,56.85860321586724
i,48,43.74467765413831,45,69.56088358614313
t,60,37.67701482746546,25,19.881855704585018
v,5,88.30410412941758,14,80.3492653307872
o,5,46.78205289256576,56,49.10909894716497
o,27,0.5369241171513717,67,85.52277219306407
m,99,62.45634124940924,89,66.45335971238042
w,83,87.27018949008468,84,39.37738355389453
s,38,30.436611842234583,27,39.008786194016324
f,83,92.31782504987292,12,57.071110654941904
i,29,51.623879461714694,7,95.35564435609388
c,70,86.53531042614114,61,44.41766275578225
b,61,55.083713188991524,15,23.146494711197143
b,65,93.57284220471985,58,70.49765567371102
v,70,28.00492639570874,42,73.5495150312615
t,40,99.43932305838077,28,67.1121034319552
c,47,81.26632861198514,31,14.61821891070283
l,78,44.83591553989999,95,9.91779899260542
m,7,54.52971639704263,19,4.436520462755289
v,46,54.66611674514616,93,94.41012127152885
z,23,15.51423529591861,43,6.655483016857788
o,70,86.73233655594593,12,35.443452907688076
d,63,13.366235711907725,21,85.67077018806941
f,0,95.17611878759669,15,19.976122924123008
t,34,13.725833831133926,21,8.207552171315236
h,82,30.54381525855151,23,54.51872644416829
m,89,54.85258291415772,44,71.9107664163236
e,56,17.021376478391215,75,11.40965742886808
y,98,24.170346319073076,21,43.204836010373604
g,9,35.41522372306333,17,53.17347138531816
o,83,63.27666767887605,92,10.140936266760015
o,35,47.899932001020915,18,70.55305806156993
a,11,43.45825600101306,6,42.58806439812523
s,18,90.16946439478069,9,68.41692172975222
m,55,3.017294704267215,95,18.931488597939104
b,16,20.542103646527067,32,52.74792224210847
r,55,79.38706125282312,29,78.00110779189536
f,29,3.834423895164185,48,77.87988548280417
a,66,57.64357668783512,92,17.3828280728774
c,58,79.87075141377322,37,78.44354133588726
l,10,44.86085475794398,57,76.02372396475936
l,71,11.843306292550682,13,51.44333848935376
k,68,4.324945579821094,92,60.88658206641856
z,15,99.6671973469077,57,90.4588021554606
e,49,18.20937297836569,85,30.226317571660154
p,11,17.059078795643146,46,83.93386271429121
g,24,34.17380283102888,51,62.0060036944614
g,9,95.06489017578261,8,87.30450028627394
o,99,19.25782086669461,17,91.05653973658075
z,98,52.66826318433681,16,99.42160927386625
b,66,79.66326487483104,10,61.12962383557393
w,70,63.55717568678041,12,53.16907815611446
w,12,23.3472427177993,11,60.37213262240515
t,67,42.95524935274474,48,60.86158562109023
b,81,71.90317090983619,74,6.420293763871698
n,60,20.01550930338083,95,72.39011947589967
e,84,78.29477236652265,44,62.095086754817586
c,69,76.26179773367306,16,1.4176644595142784
v,71,8.1708850208022,37,84.27488835148529
a,63,83.24617195907248,90,68.39007944187962
z,73,33.64335121377658,40,36.86181550744114
u,84,90.5147547047499,31,1.1342731328775835
m,35,85.17846767757621,2,68.48901644990477
r,19,42.84097856481426,26,19.291069760051805
m,42,68.41822523455726,69,76.66648074874675
g,36,85.11588740776322,79,43.16029825651887
l,62,0.009807524313421023,53,61.10135923757206
s,74,94.18313048128145,5,81.79599172700985
n,31,9.145788080338956,84,42.704135178965394
c,6,34.02235393509388,19,40.89429059429462
u,83,95.3572513863503,77,85.10347928563549
f,98,83.04080159586499,65,84.23110622029816
t,36,75.33348194956282,7,99.46265812456265
j,3,30.982231746835744,49,93.20412968393626
h,18,24.244994107885454,78,47.44142829787741
j,94,85.90678055334881,96,75.14970468373707
q,43,30.099277564997017,85,40.49900712711452
n,39,74.0662059135727,1,56.29197267951108
g,13,60.24126346051948,97,50.58600780832284
s,75,20.07173836147179,56,77.46068896826495
p,16,22.335338817916327,72,86.6140853404867
i,47,32.31419701327032,25,7.096903293584756
k,98,91.67221037301137,42,87.8774300088315
i,2,66.02981046800421,0,10.821140163196274
h,56,38.407024382586464,12,36.0277916039257
r,18,40.74270927818703,28,67.70362998512155
z,34,98.63357784334256,9,48.28376915559227
w,68,66.23597149055333,47,61.88598924679927
s,27,12.161455126663611,85,32.746348891432
e,67,88.77298682702076,25,53.88081598583937
s,44,65.25300345603654,65,51.78896157968084
j,14,93.75825324182844,47,21.8465594816466
b,6,47.044085652690434,12,18.012118716144265
j,63,52.560225449876754,20,53.85091208732915
v,30,22.9930864240773,60,57.850503287600475
t,81,60.90222098787355,48,5.339951407174559
x,76,67.28257062609228,9,48.280495068123585
i,99,23.7532280598156,96,96.283851138282
b,56,46.932809596363676,13,95.25485908074579
t,87,77.53351983169054,26,81.91327743195521
v,20,41.366754492235636,66,55.44569882560294
t,41,32.26690479697272,68,46.9290742514543
r,77,84.29874575288781,27,25.770114556297784
z,92,55.22841305559144,82,33.81671568289825
l,65,17.252182230796574,67,68.46979469475728
m,100,82.40673405234841,16,37.755996477122366
h,70,7.339953072752403,39,15.418992711560664
a,54,31.447091993304667,72,27.235653299213137
y,76,45.65202790276805,60,77.90514027775289
h,41,67.84990853392122,24,17.98619916654728
y,93,62.067395302017324,66,80.8807123373512
e,41,72.06062559324714,52,32.01938644877179
s,14,92.52391069806126,72,54.18437812418785
z,37,65.49071079972418,30,6.546555005069454
q,42,99.45799019675033,2,14.277873008032882
t,14,54.45437108082123,61,91.34993503707243
x,95,62.89071553299386,19,9.312973511573752
r,49,41.10824848891913,82,39.54391523197673
p,8,81.23855730572893,6,14.720527679769791
r,77,53.55145863340105,40,36.56016051648703
v,12,74.77312001620986,15,87.33338183280964
b,88,56.893247770777734,35,47.040677761723934
t,84,40.472002425242316,29,56.81600456690129
o,72,52.59820481298434,94,32.42312206280086
d,19,93.37257537155197,11,68.37530438367695
k,10,8.54712502160334,21,42.26223717287261
x,23,7.263333153993068,31,11.721603005304459
n,99,27.402761371629282,63,52.568675150175906
h,58,11.396308456950832,4,4.343454364912924
e,90,24.293847983326078,35,98.68205925224186
t,22,79.44857719760718,91,16.29473503286366
w,39,0.5801425742124389,32,38.52459755791868
k,17,58.66297142919847,67,43.441487889115
y,64,95.99230000930147,15,22.325166563554166
v,25,14.4414156897271,5,77.47998635078217
c,52,90.74963642263273,82,39.74282790101885
a,13,63.778913228090595,92,27.536798098066072
w,68,93.23710490586711,21,97.22040582459564
w,25,42.78987303285335,27,51.10169566691389
