T,F,V,B,H
b,51,97.68298169333691,79,91.89728864311755
m,11,95.39119482685732,73,88.89616307867878
y,47,8.885335950019257,74,26.615355688190444
y,6,55.454636364348495,40,85.22353727200256
k,38,61.44676761302227,15,14.604387504986803
h,47,0.49218791876813883,44,87.29371393969888
y,77,39.486415368303426,71,51.045222939602155
b,66,31.730708176686583,88,71.09833930436831
c,3,66.08132825916357,72,13.816695622227094
y,91,29.894015241163775,17,94.79323498893895
k,74,22.491768921013243,76,64.85034579312564
x,98,72.52133872160309,23,25.678820397433366
n,21,72.52006949387253,43,74.45704444894999
i,31,11.890313824475063,2,64.75888071271714
i,46,71.97683727028262,16,62.29733808186526
d,41,70.76926011685056,39,55.15637689813667
q,79,20.43978098740087,25,75.42689467211395
d,25,52.747414259701145,39,25.643044709885377
i,36,61.45844788449241,34,37.977341838999436
x,47,62.614558033608446,96,62.36210826260514
m,57,60.272434274252895,89,13.926517830771456
l,92,19.76086794918883,64,88.74523294397832
a,8,22.84939202583741,64,74.66592488529612
d,72,96.27425638204954,21,18.736006712955078
x,61,67.2428595791399,27,36.40140325729051
k,81,17.659100635101723,11,81.20876274715782
w,20,16.545661050433345,63,67.01983629137617
f,41,76.89300292432185,72,17.643380392723586
q,89,22.425482856151678,43,30.50091614785
c,67,88.06357367242562,11,88.64754062374308
r,62,78.38822919658533,33,8.845986286451469
g,83,21.321547465748925,16,52.07424226723445
w,84,49.72115294374084,70,49.12749370889406
e,34,69.48218935631728,40,8.742656527541149
g,89,99.25725826389494,7,1.5932799093112515
g,100,33.79600225335337,36,65.9127880977964
k,28,28.931214606272746,2,47.530088091573155
r,7,68.6321097896712,16,82.08893106664625
n,15,69.06071421566848,1,14.775156726703154
z,47,61.24072489148457,56,55.40272082082025
f,18,12.659748698137063,3,45.49080451698243
s,12,84.90716916481642,44,52.97963869376201
g,34,97.51587036434985,34,44.89542842620232
c,97,50.329018985054674,40,78.52242786647857
m,54,86.60635476606046,20,78.40553249158316
y,50,14.091082199743,54,11.270117035901794
f,57,91.91228099032652,41,52.32693170024301
x,94,6.597703196559712,82,82.30654626932989
s,46,19.858140050307384,90,94.28872382000483
x,98,75.13717442294792,49,49.56043257945766
f,54,62.22219744877714,30,30.863873664184883
o,84,59.57398196518832,100,15.72930969974501
w,96,17.984958324262323,72,96.22774520249202
m,67,4.939103075337425,24,68.19765677222297
u,59,39.78052562919405,23,37.632645782474015
b,36,53.26199695996976,12,4.663595026175226
g,93,58.942420999867515,48,12.320570547962252
k,57,78.91995423768664,11,88.90152418704969
f,24,62.809848638418664,77,46.80926511707023
u,81,7.618212164747451,72,74.563068920548
f,2,76.59140187315691,51,64.56790366348267
k,55,66.07891106771787,40,33.64288280158077
z,59,1.4654610984851657,32,66.11807964253046
m,66,89.96686496118704,54,78.01019846243535
v,30,21.370784147514886,8,34.68711645623909
d,5,3.581428313181445,79,65.88546775464238
o,59,63.022898429161344,71,90.26172829738654
q,45,43.721097605958235,7,64.03054402826703
u,29,8.371711735711408,80,51.67218283956385
b,97,79.80561954823796,18,24.756670671532355
d,89,84.74794174112354,61,25.39613174374139
z,32,76.70391540264522,35,94.80435079145951
p,56,87.91641269126971,42,67.8875025696588
c,5,57.856077288621776,29,88.94562649499731
f,79,40.40694218673075,47,42.14807873269104
z,50,60.17062969231639,92,90.91371893909975
i,28,76.39948136028065,48,68.32854267965034
l,55,18.22604830952904,82,91.43643214376019
u,24,76.14814002496576,1,98.29227037229626
d,12,86.2549972829156,40,67.82312522147184
h,49,91.60606705719518,24,3.8530327466203773
z,73,94.09321306392326,67,23.05287605157297
c,67,84.55814258706509,26,91.07345851091748
b,48,47.047480615046666,6,19.757742423568036
w,65,61.408005141699874,97,63.081309109350194
b,97,65.09352108122998,1,80.8949249114097
h,14,4.045841074419753,31,46.87809412799056
u,49,81.67383100107115,42,46.73100032243108
b,17,33.997029511992416,97,13.827124778405897
g,67,63.45468764832189,84,48.85534009794507
i,96,22.692470618433468,37,70.64884861078741
n,88,19.836496729090314,4,50.30605320929212
z,35,82.49642112629355,38,21.395923704963916
u,91,38.777389844908505,40,88.77060166331279
d,64,1.950241278752618,17,2.27547572357063
v,10,22.670438290585317,13,38.25369913987399
l,95,71.32986338401773,81,69.99675934560763
v,80,21.29449350092071,65,89.41070615626019
i,73,52.3987198438848,91,72.54383004988792
w,67,9.203681901203886,72,27.657342307999066
k,56,78.68616061818618,26,96.78170076017636
z,33,20.22724314022669,23,25.029961109970333
e,62,3.6469552716181575,22,21.734460479974494
p,40,0.453275292766786,76,69.26590600129596
t,50,93.53646106574867,82,57.78820926618413
g,22,36.062834379835216,13,64.62362641830764
y,63,66.06493200303363,48,83.78795313479588
x,91,43.01810643660464,91,61.55761541029465
m,21,89.05663153014149,77,13.354332893694643
z,29,97.35604291833002,90,91.79873682242052
v,59,59.8181075165411,75,79.37717402185491
g,1,29.98598348961723,16,83.33555558014429
y,83,21.640403169354926,65,74.44801831202612
b,14,99.85281154534213,51,26.902963454935357
n,48,26.230315293659533,66,70.29332805012022
b,20,31.157092530777685,12,44.767327182322916
u,69,28.635034922669067,74,31.75266402215655
o,22,78.02229081738199,94,36.39613313336039
w,1,41.96329550627854,41,24.424158478244706
i,49,32.620158100462874,0,40.53769421234604
o,6,49.96395227036392,55,93.67915163982674
c,28,10.56226639039679,34,52.39532586579987
g,98,10.049010411276804,23,91.12682142660888
j,81,16.96823495090818,41,31.20253349340426
w,32,59.65672247342152,74,11.897605156827396
w,62,80.38391954631932,84,1.9498665551614724
r,32,40.448989955806525,9,2.5517217838486816
u,50,55.247311185014645,75,28.869650837050443
m,39,19.463875801573238,89,76.2616797152009
j,23,18.723827092521105,49,18.34337010483201
v,28,58.5139693974166,96,31.207653663789948
e,92,36.86115649482291,51,26.933251446629324
n,82,73.28562243641446,44,22.892143790362983
x,9,32.96199637468315,65,99.53607852986708
p,20,8.04659740124224,6,30.813820823669722
f,87,24.071341693878868,44,18.326440732971673
v,27,16.610951266252904,10,57.48768123400628
s,43,85.92743896101986,80,69.46023255994137
e,27,86.93062430221178,69,2.2173066447772727
y,92,85.25367911248392,89,50.26424438555718
r,69,91.99705167634194,54,72.33018155807899
q,41,53.485261708533415,89,95.7112855631339
n,37,23.318848674363224,33,28.259184689261886
g,88,50.05585863263481,16,32.213169084935146
y,84,17.486282151720133,97,35.68176143172113
z,21,46.48188751868327,96,21.70217209845996
w,60,48.27680853692387,4,96.67629798866196
t,78,81.01515852479695,100,17.126512898570123
g,94,94.48291323554542,72,2.0811883458196068
c,11,61.4585746441963,9,98.083644163249
i,53,49.471391880531634,39,89.81000701930803
j,96,65.00435488895062,44,83.91200812625405
j,80,79.62942115247141,18,71.73490668201407
r,44,47.35664997096849,75,87.50950267987825
q,30,57.431236055408064,88,41.313444087550785
e,53,40.02993533423109,19,57.98254220339134
w,8,56.82275106278005,58,43.63603951912561
d,36,80.64357989108267,47,43.687819992481536
x,22,90.56202520975732,2,69.21037731101833
d,47,60.379802370376765,81,93.79510507125272
f,20,39.1489834232993,33,58.4593337465926
v,99,48.47983633833639,65,54.799175752099096
p,42,98.17482908917025,95,90.46082143119202
z,53,90.11323786789495,60,8.944464766443705
n,23,83.9708453957036,94,14.175427259098694
s,94,1.7784395719034451,66,38.217564757081654
u,47,25.084611781053656,63,99.70830909204923
j,87,15.685646118146524,50,8.462457584574889
l,72,87.49760666446855,100,44.62490646153249
j,10,22.010734985180026,19,17.698181379902245
b,55,16.400874394556475,95,94.90417952374682
s,81,15.329655384593776,34,83.67773362671703
z,38,7.566130192113574,79,47.09346006642997
l,17,90.53708445973884,43,31.03053823221905
y,13,4.439453659428338,9,48.54031210819917
c,31,54.95277126491417,83,75.54189428439473
w,89,86.209506210835,15,52.012213940924866
d,22,83.39514678424884,45,98.53660330769567
m,54,78.80745596389237,65,1.8043811424673373
d,75,75.89950618620047,5,40.21846141664235
e,8,57.81826400766048,45,99.61380853704095
p,38,53.25630153810247,37,32.455711078185615
p,57,11.206918451083393,88,13.107511370623659
o,62,29.79478253237362,88,97.95000221696499
n,35,57.497220869231015,9,90.99478485078949
j,28,60.72953537444851,23,43.72342218873493
a,86,6.516516150657647,74,60.97783256051169
w,87,61.596113084091066,50,76.08989310034532
o,52,3.142448723629254,80,99.16805554227722
t,93,31.42977965970678,40,69.45808304411622
h,30,95.51606890052558,55,36.75811381039544
b,83,48.6484149841514,21,58.964097472417656
c,46,61.15744008235855,99,76.79385670919099
q,50,73.94120235069451,43,4.058683658825735
x,85,49.35271441952532,47,93.63163536146087
h,77,11.262009274815243,72,8.059575798009178
v,2,9.615111399964283,25,43.33168194368218
t,42,35.59068353774041,28,33.997534488323254
z,24,75.32864051029975,29,55.41254484535359
g,63,20.087876307530085,35,42.61560089611708
w,81,12.273598114458705,84,8.816223035661242
y,79,40.71605500256749,98,26.33192558120605
r,34,23.37939669936533,8,17.597434108640353
t,5,24.658530411806424,4,40.62608083475715
w,92,88.776021339729,43,74.52986819734345
o,19,51.17518058069187,26,85.32370813566124
j,67,13.952570261253838,14,91.34187042896176
s,94,5.60927697180853,16,15.371948734590324
g,17,5.696417527868003,94,39.5121414357559
b,28,30.56170530482626,6,58.34569619972248
v,13,10.89298465052737,17,99.55507036216716
l,2,11.530519654572702,31,67.21340488649876
w,96,69.77669455867043,83,50.97463345361002
c,90,84.49664894378756,70,46.856687543738985
u,61,71.69549502117034,75,7.604055611952676
m,31,55.955391915994824,98,93.87492146024783
f,40,87.56270484373935,97,11.811212026935392
e,66,44.2471029800968,92,67.32997114153282
j,3,1.994349335672796,15,21.088620287394143
j,15,82.07998509705862,86,47.27445376000077
z,8,79.67173649555033,48,89.67609095289721
s,4,81.15372473110764,80,68.89595796470502
q,27,45.34650996476992,73,99.28072707889743
q,34,75.52013152379318,32,40.57356285787817
o,40,7.77793124960422,100,48.26023999357994
h,44,10.905750128536818,21,46.36340837633798
b,37,70.75596107224659,63,68.25352544940802
x,73,60.0929294160978,6,68.49078274055913
n,14,83.23101724783058,88,99.1138247326715
e,100,3.7391663009194165,89,64.22929890809965
w,94,82.3055574619034,31,28.147728235964674
r,6,12.251949114554318,97,54.51151706685271
o,63,61.643340978086904,36,32.959316529533986
j,77,64.09810184552555,80,7.5764795737777835
x,60,58.954404949705896,53,18.116266294483307
n,85,42.236290215520576,5,43.79353014339561
n,78,2.825463000899131,36,31.065590428800014
n,5,83.95642351502188,93,39.33625458394376
q,36,97.53643836603275,47,20.336983907459427
l,23,58.226403925953086,44,54.53222673392434
u,64,32.29978605393122,61,80.18177256274906
e,1,70.78306721277812,88,48.340239254538695
c,100,57.55776853728145,81,7.182147127809369
i,84,29.415616930796528,43,37.285630179683146
y,48,14.478868197136629,22,43.804118811906115
z,59,11.849017436656917,3,66.17211545971307
k,5,22.905247994824574,6,32.979847402603845
x,58,24.460281693609044,3,1.9854249998849993
m,14,23.27920270504795,18,9.83415959950028
b,34,45.769086635256286,24,24.725936744666
u,91,23.865209407800712,86,97.3836575918671
q,1,15.494146190960677,0,64.27503031233208
f,27,79.37627653767456,73,90.41250588159144
o,87,43.94844348964657,39,90.8920761266898
w,53,87.74740727425791,0,62.35456679755313
y,38,10.051737861200294,90,91.75324334259861
g,84,53.60853380432138,8,65.76594331398039
d,13,6.4029990732770266,38,46.630960682551944
t,8,96.43561346783629,18,3.8337961915727026
d,7,4.96048685134377,52,43.35202196179625
s,46,85.64150295294993,74,85.0642842360965
n,83,93.56503002756243,43,30.36004155845515
t,37,78.89419472861915,50,70.91356220039124
j,50,6.53547801043185,39,56.77034186327826
f,6,84.21046087741394,8,82.33210305575744
n,44,43.23752241485429,41,63.584944347536975
v,95,4.609529707584348,32,14.713783830304362
g,87,45.35881443540547,46,95.09134965087198
g,75,1.7435813293441793,50,85.26368217468494
c,70,46.48182848129233,57,99.20816909570101
a,75,32.58952946593173,63,38.52548230655902
u,57,5.115062393844083,17,31.573254219132906
r,8,79.47179145171391,50,23.509526731902685
o,12,59.342360438686306,26,24.202303141539627
t,32,57.45472655316447,8,90.50260107704824
h,41,0.9170168908012144,18,41.70109557886506
b,12,14.671525989803591,71,12.182654617538969
b,74,15.166227350832951,23,39.145576165187556
n,69,10.748255807776996,89,58.69742822629922
j,59,98.72958235646841,75,39.40275326004286
r,75,86.61728922655244,0,46.67841534604832
r,6,77.08785577097463,80,0.618026554184703
s,2,95.75382416224973,68,39.66414603252677
m,78,39.16187003141906,74,52.88645097392208
t,31,12.451529545541396,48,83.40703213250727
u,56,94.45793795406532,60,30.04972351234807
j,98,61.38413914020315,80,33.02418330871729
h,49,63.22846113131314,70,82.79480228949193
b,15,64.59743949227719,66,30.901211829383822
y,23,13.097436879984015,25,69.2411638352872
w,49,92.5665312518833,32,31.99663591778359
j,5,62.72402697353856,84,28.3413356935618
n,12,55.97120421992492,26,64.22587682889282
c,61,68.63812935707762,53,50.489590006727525
x,41,14.127355953427156,43,7.999352386429425
e,9,87.76245738441666,49,6.459612723751618
b,80,13.463274605037778,96,19.248476030138484
b,1,84.48056235125105,65,65.70316359197632
h,91,79.36881674034328,82,46.219845601339046
p,7,78.07901680188145,96,17.824306694619874
u,3,66.51237185208869,100,40.54188486634093
m,96,40.7070749694595,4,59.74201230329806
v,5,70.65432812860737,81,38.041155601646096
q,16,32.897520237811605,82,98.28074989481127
c,55,57.56949323334511,64,15.102725150387197
z,91,5.220727710622919,14,77.64165769603594
g,40,50.20422351641197,99,83.44591753048223
j,86,55.216575253880464,16,81.05920220246286
s,40,44.14056716404606,69,48.63090005043743
n,72,14.473645566196824,20,12.613936125045555
b,100,38.44918616463807,29,81.2417868867943
r,82,60.055534911499954,28,83.06395542228996
w,71,22.875439959372446,84,47.00239949973516
g,7,22.50053151516943,9,91.6030248337946
h,40,82.02159598795951,97,15.809539512954284
y,14,86.41862580853125,90,75.93561146158737
a,5,32.54198595915538,3,4.884280627033477
m,44,16.417052354671114,58,73.40686891088393
p,63,21.999141011409474,95,34.411391900533694
k,66,54.61014100031611,62,17.941086813872285
r,98,19.15238637798221,91,9.495767883130934
c,21,74.68108085824619,10,13.422433042753923
h,18,64.90949402898536,91,97.80199228754381
y,86,31.510882638884674,0,95.08097267006518
q,79,69.36385459871826,48,0.61428959822033
q,53,89.53037713432592,93,67.13936836104813
e,0,38.34561966980422,10,13.922637924659698
g,62,63.4048841259676,28,35.55021178690564
v,2,32.11804651942567,96,24.39007304069053
h,79,23.081269330782217,22,11.49083170414389
f,92,9.436551560686745,58,52.966767713347565
j,67,72.2590358085814,47,98.50099510054194
p,28,44.652911035797004,87,1.8133638917158135
f,29,96.5538501662727,19,3.822167326399417
t,8,66.61377317281692,2,92.84742175362094
j,11,83.23797789916554,85,9.8695924149931
d,14,50.88413724692767,11,41.693873620444165
l,6,32.064374765919865,35,88.6238689811473
h,93,91.1123236629833,80,88.85079153436597
x,67,19.909872707961217,86,61.047518816987655
b,84,37.68338147671121,86,69.94215699841875
n,38,4.3763995648769205,49,80.40587384348379
m,34,40.170423727990446,24,54.33673869780499
x,45,14.527626940933757,40,60.84083557185317
e,63,39.91053135819441,14,46.80920650018463
g,89,62.492452101648425,73,46.78226520775512
g,45,35.83814288073641,75,28.498840602476562
i,60,40.440490039498144,52,17.235645997071813
l,40,21.168171879384857,25,33.214003048782374
d,40,29.525428245062745,90,34.11978306005904
w,19,16.858328663140465,93,59.50528902650869
v,45,7.106618520869567,100,67.88867826895408
b,91,38.52933204662917,55,67.58534953193902
r,85,76.97377094865836,27,41.4579149743573
a,51,28.45452319363058,41,90.7337859985535
z,29,97.305692592856,6,26.300516369400373
r,29,21.500268661933365,56,54.03589778626643
z,25,95.69806111230453,95,61.99669235456374
t,25,30.0960595879042,6,58.46929072269671
r,31,16.07662213441172,3,82.49376622455655
m,15,38.6447625510689,21,19.956051288513844
y,2,22.74134673355742,37,55.20613137980275
d,44,88.76870357468704,1,17.661276682002935
l,37,5.117336642809622,27,1.237374510237943
i,16,14.460696072543245,60,18.7891135113178
h,62,79.18830701101407,20,88.46177974992395
d,84,53.22185677480048,6,46.287139942756205
t,14,97.73902433378883,62,38.44736921166828
w,34,76.87241961356122,31,26.48577697933615
r,6,45.78704604250444,68,51.85296323055597
y,88,67.20676527948656,60,24.744281221721465
j,43,58.68525314498058,27,89.20230519595974
o,22,40.973749859265,99,66.24810516778761
h,83,17.584048077006987,30,26.276740632080497
a,100,11.91159584442465,11,9.000470818408834
j,88,56.34653156889712,29,31.541788525705915
a,83,93.27397035035477,55,39.485249218608246
i,18,60.8219444203826,56,21.90576053952672
w,36,71.93513888619478,94,21.597574924738726
r,63,59.638799133015766,50,66.08806205613583
x,33,78.5886268050925,50,72.52308558594326
c,6,54.47206451902646,16,53.94857535444791
j,69,60.881553236804145,37,60.92527162247256
j,42,12.276109106469313,71,73.12607132570045
u,99,13.232809195294681,43,65.48136034235897
b,88,55.064197852831256,55,95.73811271849938
w,95,57.11023396320649,35,58.75918788074237
n,45,38.0580943250207,44,69.66186465412751
f,98,56.327337960849576,79,37.3521913244615
c,22,84.45490081758955,6,26.22218831847425
y,78,77.29391760892284,85,39.519806397946176
m,71,90.03384036384747,28,23.698190593493564
b,32,56.51867650473154,58,15.058028172654648
j,68,0.492205226379383,89,67.35917207973847
f,61,87.90770302221966,89,50.16904704745282
y,29,80.94391706494484,6,69.33916273762227
k,67,3.8147651133099036,49,74.26511567055344
x,79,70.3751540082916,74,61.06200025630507
y,54,85.66374634972792,44,48.17960271021433
y,78,70.23843401140554,82,78.13879821315022
u,41,88.00753833677223,12,74.17871104217782
y,90,83.22890038145883,62,88.46056729534006
v,13,33.062684953436595,10,33.60400943050112
d,99,22.165364245545938,17,17.881163141151024
r,43,10.84937038888799,48,55.15963713353037
v,13,53.66719975477358,86,85.30804712375924
r,27,55.969665948406586,48,47.59596646307865
a,50,32.007799970434526,36,55.29298850350186
l,36,1.3734601451115491,5,36.92389569769637
v,91,55.02065836770548,21,29.630025846286166
e,7,26.549363399872693,50,49.885122562990304
c,15,0.014578040742208032,47,2.382378040465616
c,73,65.83268461780428,11,37.531757434108805
f,70,7.662724241120589,9,77.84483695344521
b,12,99.26343184813281,73,24.643506307094544
b,64,86.13551165003408,35,25.330038452111747
d,89,99.36683185582416,81,49.710619508869854
x,50,60.77829028005437,27,49.37784032600607
o,90,96.75009456671133,11,80.71944460422642
q,59,51.3720817408098,35,34.63666093126311
q,12,71.99148075436247,89,61.6690575793137
k,53,73.72797921658521,85,39.22040141296952
m,77,28.75703087309581,5,47.343889391371384
t,66,63.96656461020929,37,40.38534238777688
q,15,43.19150068865677,27,81.21440125330314
v,89,10.884080289250619,65,80.13882188798787
n,92,22.95959267825808,0,72.11014833004973
x,83,70.87853577353007,4,37.564398250671985
v,40,53.35807551583471,100,34.66208084848385
p,79,23.502359499300763,26,31.972368384802873
q,49,55.119947609028586,7,45.79827547896911
z,50,38.165413358169474,16,45.278746023478334
o,40,40.04630087312974,51,32.937058398457516
i,29,6.5239998295223085,31,38.328197030955636
z,52,22.161100361559715,98,95.28570122909281
n,82,54.891384134374896,43,16.64132748887165
l,4,93.74387937933206,25,43.46511287411915
o,41,6.733755655311668,6,83.23279250511703
q,14,91.6765346697762,96,55.57568929173904
n,11,77.65813277885148,33,97.64160381714038
d,86,90.82419189948983,4,17.433701673724766
z,12,60.59428692612465,70,7.078212755153523
p,26,86.12671986173484,45,49.372693298258916
m,57,16.456823700045263,90,22.391552488398357
g,3,38.54972196117629,93,37.703001681496886
l,82,44.702379606154054,83,88.85790456735378
c,77,71.29900131546363,26,57.22180833920878
s,30,92.99507728221674,95,1.8797405736685868
r,89,49.070365591799025,84,2.7126755982538775
g,22,93.37081783769484,15,84.58051453709355
l,89,7.965972166130686,34,68.1476012643484
x,89,22.643739069259595,2,20.60984755594656
x,74,75.60552691654156,87,65.0663540076132
r,66,64.4566394887304,11,43.77811993734705
j,36,49.56852840773974,27,72.5684368776639
z,42,78.16406585590246,79,31.783049376854102
f,81,33.805001940549616,38,84.26245409845087
b,56,3.3147982592950376,14,31.708955711113518
b,8,87.72562163776887,15,79.61635634091255
g,21,0.4145892252962802,44,76.9252914505457
v,8,82.0553796903964,79,59.0267822635576
l,12,80.7385747056378,15,65.88055298615647
e,60,92.59899434153446,77,5.1762334952720535
s,88,83.97784294981115,75,27.506299695589387
t,73,8.391730911142403,25,9.14163612335248
m,22,46.824724340953225,96,44.89507514947327
a,73,53.60413067192001,13,90.15884666410206
i,73,85.01796216857228,4,60.14652299275749
c,55,70.8518956647171,61,7.439140064672922
y,73,86.7556790291389,38,44.55005780933988
r,67,53.21137463431486,25,62.72281905884308
f,94,3.8337282445689014,45,11.97657031558348
n,49,70.22913031712116,35,48.498606267597296
v,19,29.44856687079819,95,67.05606297871601
w,21,61.16786777993512,73,27.8137152362952
q,12,65.86154018777115,83,65.4908413221111
m,76,84.76934404126023,3,36.83014602394585
n,66,20.278676372958582,6,55.329695682563
l,99,49.00062876773641,36,3.1441196572767782
w,88,5.090882529587426,82,49.4334035966886
q,17,81.54656713836734,99,58.279167039500045
e,30,14.360682187804663,48,78.17038503877127
n,2,97.93831153182157,78,49.25057197819109
h,37,43.53790051428125,51,58.24094497491041
x,41,12.405423156481998,79,53.31488957654923
u,90,54.79529704947219,80,61.46281124534618
l,14,55.10714902356304,48,16.99516399928287
k,30,96.23288501660817,57,30.51094060312778
h,35,92.91416988543325,78,88.32192781309203
g,25,88.46325532945085,5,32.22438817156993
x,81,48.66373180546761,41,42.27690781480631
q,82,79.27393972173785,80,64.13845048024824
r,67,24.732491038176217,32,39.2760671131513
r,1,79.22990550204298,60,66.9344029151809
c,63,37.75397521790998,7,94.15423015436187
v,91,24.821149633244268,46,48.84205749207292
w,8,67.8478329012877,38,93.11484586974747
y,11,30.164932519841624,8,17.720720271976486
g,100,20.447278393718747,14,79.75630950799872
p,35,91.11846798606355,11,8.612904077777984
c,72,73.25366599472164,27,76.20884119226
y,46,95.59018192087957,82,49.588172352335505
u,3,4.0725154463661095,6,73.58914780492029
k,46,10.463841200107149,69,49.92239205593688
s,73,87.74851723224272,7,14.76430083006981
g,20,58.99634030008792,58,47.076059189554755
j,98,62.70537597328553,76,56.90970020292514
d,86,47.48895769326717,92,46.29188914644592
d,39,85.94219778216676,58,24.031772507719463
i,42,34.41075462535924,74,21.200357344530595
l,73,51.88052539692911,54,64.11636497071984
b,41,23.55250942138839,61,97.80726119787178
x,77,95.85577571579911,22,96.85305481624941
w,65,62.12398129859806,49,9.719594561085188
i,68,33.86571801544721,9,94.3259382771593
p,100,57.67935036549894,36,12.77311537663709
s,4,80.47975141448809,40,96.26989277066055
p,99,8.972343068764943,47,24.112652516065157
b,85,5.214992208830371,30,0.5075623787726857
a,8,34.770716112235235,38,88.64234512033474
l,15,57.306207908544906,9,52.8454070508344
g,53,32.5304694370424,60,55.842767531964434
d,42,58.47787539992145,86,32.001007603822664
v,74,88.53219234599158,40,63.53659710236019
y,14,27.838594058946843,16,45.936652292860146
d,35,54.15108388187733,7,47.372303960002384
u,75,53.545874901891736,3,37.60462259385673
y,47,20.221898641902335,73,13.238151993943637
l,49,29.888672644022883,16,20.399239509749467
s,90,98.21444829385395,28,35.415651160600426
p,19,21.153766503103967,70,38.71140599262035
d,96,78.02643264531777,79,84.28346780117396
f,81,92.18775107938954,47,3.4986380374947945
k,67,49.36786872023152,84,89.4710606198201
u,2,68.74059747612206,30,97.10674187212003
t,97,12.26481897018099,19,11.302360594666105
r,72,75.81881600882645,61,32.147568913882175
j,62,17.20035278130595,56,74.4304906211311
d,38,36.715719371480326,22,95.58250267971906
e,17,65.34088477426702,94,45.66201257111208
r,58,1.5452975657534007,32,65.29118292383
o,75,38.69056021750976,100,8.192994271871878
f,96,42.62124513252814,40,13.49673574142014
a,76,85.15162220539962,15,76.59137191471133
t,76,49.79794093003481,91,91.56408495291525
p,79,46.24762655518696,20,74.57700326952646
q,17,87.75777780061962,66,6.252218600049597
c,0,71.84157417969854,42,62.402793418574234
e,80,99.76161583067015,6,0.29097715092167853
s,78,50.80159623649612,80,63.943464167890305
e,52,88.18257855649631,61,72.16655459608033
r,57,77.56363906721668,52,12.259957526033439
q,91,86.87688413238281,56,41.39368387226756
v,59,47.62712007787561,26,33.29731116977428
u,6,16.171560345700197,53,34.54622201634366
x,87,51.48603819739773,88,28.90361252721695
n,81,98.1631138888813,18,68.20852733930039
h,34,0.5608116033105737,96,51.272297482406536
r,39,59.82724796245956,5,42.59274825947374
b,85,75.56985989175602,28,61.493492975981525
a,17,38.531072331453686,57,65.33347621156086
e,59,98.1073876728774,59,59.78583595051883
h,41,39.427669661386346,82,29.040551988355922
m,82,79.99744372128319,32,2.0919926589076376
m,79,82.51069612709132,73,8.431817263397246
v,63,1.22899432988961,59,10.438225777937472
m,82,40.08285858767429,90,12.591179222403436
t,24,68.7180785425921,42,31.416002898214003
u,15,78.55772916632843,8,22.09134734254069
y,97,41.51140729937249,48,59.671083974986615
c,52,62.82382961178868,53,78.9943844816041
k,98,86.44551920016555,31,4.242589522483398
j,63,83.3370877067356,96,92.13696164908424
b,83,43.11504804722188,64,77.53121405158379
c,33,40.84607531857976,66,60.17473814846858
f,19,25.961228825400262,63,80.90819766000132
d,39,20.054819484978136,2,29.980097051021026
z,92,34.14334689923637,80,0.9340454634022
e,46,0.028454920161480324,21,6.792922884941744
d,43,46.200104279228015,46,96.46791253544987
u,91,30.86115610847029,29,30.61230287855731
h,97,69.60419537847605,11,85.6313618755543
v,42,78.2847767330149,68,25.98465441883978
v,62,62.172429411695454,47,85.28223193884482
b,32,24.513076206968833,29,90.29137165193848
n,35,36.36773537235711,24,13.86963494098431
f,22,30.130645327634664,52,28.319799045739348
y,84,83.11058542037459,16,28.327424872620366
i,77,63.84568420639756,53,21.270509689762353
u,5,4.066815624024467,9,78.97510135070391
t,89,8.017772200622774,20,96.47811912778474
v,17,10.501447831445532,11,41.366688696305985
g,99,97.69211745521366,28,30.658200841243467
h,20,23.476431978655565,11,2.372100457374793
e,34,87.26957234290288,83,99.17092021659586
d,53,4.692940124250622,55,61.45112772570573
r,47,86.44459399967532,61,31.80786320405754
q,87,70.73197022291751,72,60.02497861203134
m,72,83.05096657465168,2,23.153634483356644
q,77,35.35062889505674,75,51.94958735943008
t,60,0.07152128384966261,10,99.44793149411794
r,95,23.347752370015506,42,85.1970673247463
x,54,86.25333822202542,66,83.12631776902471
k,72,23.9406784793728,7,28.347425034882402
a,18,36.609282463683826,86,90.2788176966892
t,95,49.02350034777789,90,51.344253364695604
v,29,87.64422892302642,54,87.79630407312276
b,11,41.111371791989846,36,87.99079383489352
i,68,74.31143712373436,99,45.663271832524124
t,61,57.40615131617989,99,77.57440556660735
v,98,90.42014990114757,65,40.99936248927046
e,9,51.06418727664425,8,44.891209450309525
e,94,64.5381024516486,58,69.14022187085959
h,38,8.08504208791363,77,64.34785855525054
t,71,5.897993745168706,62,56.03743494980933
i,58,23.49868559731728,62,92.59098203049433
f,76,67.99668556161139,29,97.85171087134184
u,96,86.65429644867841,66,15.388493308854478
a,38,76.55837576874885,3,17.979698339056306
j,52,48.62670174454175,4,55.415455829483086
m,44,22.968875362794805,13,35.67129097400332
d,23,53.03693660728255,54,16.394937288442012
m,43,44.62680689634798,13,44.201644513115625
r,100,37.3146327059798,49,18.33783041597655
i,83,26.033633424267823,42,81.74152695009342
v,89,89.82365277621399,65,97.33583583551389
q,27,27.20635180675185,45,48.30687051374103
d,83,77.07013296285676,78,61.92625658972231
e,12,59.69134615094723,11,43.82963114745403
n,57,51.777376701243384,2,74.60866359123257
v,64,56.73926659385157,29,10.210961125330487
o,69,80.93038672230641,89,25.69002647157571
c,48,39.72160576841244,38,50.77860545088293
e,8,58.427558139481604,37,87.27787767207204
