P,O,A,S,C
n,20,86.25740575862368,24,97.46858163569212
f,51,86.75823383300964,13,3.708091921102652
g,2,92.12308750116478,5,77.28748283860534
t,48,89.23874755927433,90,50.220566589879255
s,34,26.756208675869185,12,38.1326603108665
q,58,45.57489709187088,49,51.25381939446885
z,99,86.43502438418994,58,99.22486091908121
k,70,47.929562373881794,56,15.862799731444232
w,4,48.86034452724248,33,6.875427395046785
k,13,2.4160304330431814,83,55.17663689308744
m,72,99.95556021918233,97,40.39071311442193
r,47,8.414204110659117,59,15.496578722796428
s,42,37.656706696392085,41,69.80640544916506
y,44,63.837281360172184,31,42.03380300249017
p,82,3.0239933927898255,3,34.45066095856978
x,12,69.85937634281959,47,68.76011700633255
x,32,41.2519382209039,32,36.216649898252875
m,96,77.03707136383872,70,12.809019325166815
j,53,57.07014558855421,53,55.91813562773583
h,35,25.631715555341515,99,96.40174104993766
d,19,24.872568314713174,75,93.59516734420652
i,5,9.902384469290071,31,98.55367693304679
h,64,36.08371031177603,19,86.18114912946066
x,68,90.11688080985536,48,34.73333089864984
r,35,33.957075726111356,52,70.12171845241453
w,17,78.8988888844705,74,60.90914249606206
h,36,1.9832542430836875,2,42.62137439426132
d,92,31.12811134871305,39,36.72998483630676
f,64,12.879474066399144,97,51.423813230572
q,59,28.688424042670256,35,29.2584604278616
a,36,13.135439463794329,49,90.51519602290394
a,25,55.60749088915205,54,13.173702782534335
s,34,13.590832413752175,17,85.02528610238868
x,41,80.3372595329557,62,57.62458134013067
o,93,99.07577532190214,71,85.23886743898333
w,91,46.756302514818515,89,66.23119609278324
i,36,28.602134034237082,37,70.43165443611976
a,96,92.71807483339285,50,41.074185083970704
p,77,54.34311222121075,50,45.76664183707189
m,6,94.27563077025788,93,97.19697003958673
f,22,15.972172568688558,87,1.53439906964008
r,36,70.6816012071392,62,23.116233547141242
n,98,72.61982671520403,37,16.7890369515458
a,22,28.154578193517388,0,89.41089161678686
b,3,78.72510931035292,100,31.661014013378352
t,40,54.845495875463044,22,63.89819046856026
p,11,68.64345856454392,92,55.15044073489065
o,22,3.4081193841237423,41,80.12279535568688
h,9,12.909831033741693,73,2.4187993660248153
o,32,29.970956521135527,46,94.66952838116113
i,44,5.1907641860263976,60,58.25331619237115
o,70,75.07116206345546,3,68.01697531256045
k,18,96.60399266960965,67,2.3932742956722985
t,79,72.82082618523712,3,19.25422947435489
r,11,85.39517474536399,16,69.29091896878674
d,8,68.95379713047015,90,81.45661547736121
p,13,2.2152088117643465,25,23.97682208583467
x,28,93.36283623061773,95,56.75099748142095
t,50,94.15980139884877,29,17.478320706087345
e,51,30.601928423273105,100,7.344454581838555
a,36,24.585624894813897,68,7.1248049966307185
l,59,67.0095948891147,8,86.22806642770414
x,68,71.23695787956127,76,80.46599460598969
u,87,39.893646957065165,65,49.94999142845745
v,9,50.61102024645595,24,80.45877426309234
n,42,24.059621574156765,58,1.093003895439426
z,29,46.321156164505,46,0.5601929319941967
w,95,66.34564311315822,8,59.98558831442969
t,26,66.23810649040065,79,3.1355419101687043
x,45,59.26112163763702,79,68.5499138260914
y,21,68.21799796547471,28,74.72480616501147
m,22,45.39486734471973,86,38.905893787381686
e,65,28.96957504162635,35,59.27636645234606
l,17,81.88478130535944,21,97.21015836452284
t,76,48.12527817320913,79,85.02823218259537
d,5,3.726033669549844,46,13.380349961536986
l,41,26.370963206339503,54,50.24206326008158
i,60,1.4902800701010577,1,5.107040469971746
j,67,89.09604509361043,89,82.93217073590814
h,47,47.56505983169902,96,5.923461980102685
b,17,16.811759256566074,88,4.176853254019475
x,80,54.15805490079263,91,26.91368384348227
d,79,20.410797756218845,72,14.095700044811766
u,42,97.63929553952953,67,25.810856131752434
s,33,4.5950842568958645,58,27.598485296343522
r,43,30.751154081999044,36,99.89059206486904
z,65,4.731453197382263,84,82.80078503757908
o,4,10.65081970593983,52,33.56383308960661
k,37,49.86746484075814,38,59.65209578355907
g,21,12.523631642880417,36,61.417930377253526
c,11,28.565823698264225,47,55.672334424490764
z,12,60.26842027759838,6,14.273080044014142
h,48,87.52076441945522,71,17.508834499410685
l,90,38.11591545131204,63,52.62333335573478
q,18,32.23530754892846,45,78.30695458193605
k,58,2.9446704076453223,31,8.240326502287932
u,49,55.71475711103017,21,41.949703797183936
h,61,93.1710988270391,75,37.81253797877574
f,65,2.3711418377058813,72,59.462120265524746
z,84,98.7985009471414,35,95.4146699846247
d,93,2.6956193402826845,28,61.72170956144606
i,16,29.990723627370652,86,63.45130025476393
h,12,22.754498958890313,20,4.5947304522299115
n,20,9.360749445060678,70,53.80123416636352
b,31,56.682089758636614,80,34.479721444663
h,43,68.31494904138005,89,3.2415119191541164
r,39,88.72742365627818,74,24.424708972105268
o,4,3.5358781331280897,88,16.194278373318603
l,94,59.42430494407728,56,82.96977953841733
s,50,54.73416161259688,95,26.224120450032572
s,69,75.4654104167876,70,35.19121884151477
t,29,80.60679777135881,20,38.72578903557301
c,44,53.37598043128735,86,81.89036546107933
f,54,30.47615101924144,55,37.743419429564184
a,2,92.69792336134174,48,29.025876124413074
f,34,45.69011813946292,32,34.406910796928535
f,88,25.444274478563777,68,39.67785338982809
o,27,30.881444283693295,4,76.98862509446901
q,1,14.546245393903135,56,57.71136727303245
q,66,95.0709919995533,4,28.57663380826372
b,22,35.63331111195538,16,99.84153770955628
l,2,96.51455618368959,31,42.3580756300306
e,48,58.88718216617009,77,25.93360489767128
b,48,2.3117475876343607,14,95.0410181373996
y,87,53.865061664732835,48,17.936062725821046
v,36,96.61593463230365,98,80.5925640035943
x,81,54.57632000660184,79,51.55778357519484
l,50,49.664617559042824,32,28.238314423910992
h,1,95.69279156774138,91,61.147944159490955
s,98,81.47560370176568,7,57.52546563147941
s,19,44.19335984229893,22,19.37329311506938
q,68,96.98106818280121,64,7.715279855056756
d,49,19.117195896125892,12,70.2099481597365
g,23,29.17390963991463,80,92.17143238112065
r,85,24.247313358971535,35,69.52069325436932
i,92,44.525204804274665,78,64.86584804346859
z,79,81.38232503783364,1,73.64082305762047
c,61,2.7178788090097217,51,52.17153102843479
q,42,14.50620886147056,89,30.9029372532008
e,60,54.069380445509694,57,82.23414459955436
l,11,4.126220554819393,69,91.7388629323502
m,88,61.346825982744576,98,87.55627934714822
h,77,90.65169655181788,17,83.83834777594186
k,13,21.02484557783183,80,25.42709163949144
v,3,65.44924667567028,9,47.69337248308266
f,74,95.92775545441975,90,59.949617642732534
m,24,41.83293288355484,38,97.9408293194148
y,12,29.834991303779855,27,72.31874742325455
j,88,75.61110379385138,16,50.97088087397433
h,85,56.91837067297277,24,88.65043548300659
x,94,43.597806320081055,14,31.63570597670924
g,37,19.28777077335354,91,77.68866060075277
e,13,81.29717506493829,50,0.8392824266805543
r,67,48.51629551751717,95,72.85234860500957
s,0,30.31587361275467,47,71.34326519229315
n,48,86.19980909947063,72,59.74125902721228
q,47,57.34718335065191,61,29.80379471937432
y,31,73.07532207254191,77,84.16915192548642
a,20,34.407852472304704,36,24.538527055314063
z,6,25.079310335140516,58,83.8329892719054
f,62,36.023720416667615,98,28.79445336502232
l,7,76.40753499580258,26,2.8312754958525366
u,98,93.86982014741938,81,57.27852490113462
v,60,3.1922937582964606,86,16.858670984105338
z,46,95.80750685141615,22,27.099418103022323
v,90,6.649487878830341,40,2.965483875486752
j,49,42.03973782544473,19,38.678078199609665
w,21,29.920256828467174,81,2.346684238757213
f,49,46.74169651843418,68,13.900879603182759
s,47,74.87419796568466,16,45.30968807983324
h,75,37.76460544762714,43,67.29632932076038
t,85,51.88031017230503,62,24.841421240727158
a,3,49.4964671945368,6,81.17565756275302
y,51,38.461713315611156,30,29.587066608992853
a,79,7.573323574870605,91,15.45457598341422
s,19,50.19660718797052,23,94.46939838054398
h,52,11.60682722752524,17,42.85103890398455
p,29,92.27472307515093,36,22.934491835507686
r,81,28.11015832874688,66,32.41365577498638
a,49,70.45869103159829,85,48.809796474138224
j,6,26.496863926370306,54,16.48475149038132
l,66,29.404656782938133,35,27.053928996570786
k,13,97.17738729759067,8,50.90930929425315
w,59,50.771869988113885,97,7.163415398338879
v,55,68.75907064359535,67,16.534905510899065
t,94,90.41610677275494,91,89.83405536161037
i,62,52.71351620371604,31,78.92761069227038
y,34,72.38237174371714,40,67.28087588003643
t,58,82.7779116105177,45,24.501989702218875
e,73,71.79278666731774,67,78.16921094371806
p,18,17.84960676082601,53,75.0989223965089
j,64,65.70550348047863,21,67.9009621656957
x,40,81.0321512532691,64,46.04316227818417
p,74,62.102802794120535,82,42.89925594000186
b,76,78.6227473272343,11,43.37078454687692
j,34,34.942894892214106,97,59.33125641617206
z,71,90.86304208519434,53,3.1593088871339714
i,65,51.370284095050486,83,64.39060537780057
o,95,54.592918130415946,40,65.79205400112316
i,25,47.519567624190714,45,33.47373717666176
n,51,82.39036227879633,18,64.61649339640715
o,5,87.95545927878315,69,45.50467996910999
v,41,84.64876603574773,99,24.382397036464344
k,93,37.34585880565198,8,71.57082267819102
n,87,58.35041511657959,6,66.0944450565356
q,83,39.5461894226379,92,73.93987478053806
z,64,43.58893740112997,62,86.28603300108217
u,34,40.28579070810239,66,89.28883110070288
t,25,68.61616212278675,70,84.8405737468855
c,84,94.24520829283483,75,25.492790240283693
i,77,85.80094094053086,55,99.98751478232279
y,31,34.388022158041444,21,99.51702809408786
m,69,32.139436597413905,11,15.91633856433744
u,54,8.971357236198585,15,14.96356947954739
e,19,13.456892650867358,67,47.95896046048191
o,98,41.44380910422557,19,62.401245080468804
l,100,87.56929949678859,89,32.19682388677509
f,81,32.26770546332728,83,45.22984297957109
w,61,54.12444125261465,46,88.8102079625568
i,32,90.01211748708498,28,64.39423252195627
g,0,31.598147195633274,8,98.59441138185251
t,34,20.890372149576454,22,90.47533822603855
n,24,44.20918149553531,39,33.10576754751302
n,94,12.473029161353221,41,60.911663416777415
b,30,35.8629327666902,74,24.015564338833894
o,94,54.96085577218096,59,2.372121879927136
f,97,81.0345785099596,57,74.93501261972852
y,13,68.14567231393536,68,74.44948536250531
z,7,89.30963966623861,60,34.37802393241708
t,90,93.56723527227916,60,24.980787069629983
z,16,81.10672015805781,86,16.606450107206218
u,58,28.258966599305822,73,51.0102709309837
m,83,6.897493884955674,6,43.958553883590035
j,60,31.64176193401289,86,70.166483422987
b,27,8.916933426609596,32,16.680400723036538
c,58,62.52286688197914,39,45.45877721113466
u,20,67.2852815955189,83,30.515388013401168
p,70,68.95225795085406,49,83.07351145601206
p,32,13.584280542045779,87,15.901314506230202
d,25,46.309242028817835,38,64.80751104318033
t,56,91.92029123768995,62,70.09622161054261
n,3,18.24913251734651,54,26.14974023427652
n,36,78.56906629121687,6,71.54701128910419
h,34,55.938102178782,88,13.032871094401276
c,15,87.25639882504346,70,82.4418437875195
l,89,96.43096225249434,65,8.522967793900316
u,40,56.130675739543975,26,65.6027291141771
k,54,58.19459999222351,55,23.570355163399626
s,60,95.43842908902288,78,31.25030967210245
c,33,63.35397859064413,98,4.164126871309881
a,40,97.67820262938878,22,89.28237112801727
j,77,98.2304355626985,26,18.55037493486712
y,29,86.87801757428771,27,69.80580730600242
i,35,40.184533355481,99,34.21750508443434
x,92,45.50837535132122,33,35.051877471788714
w,50,91.62875096783073,95,43.55920918646533
e,12,95.34554262807879,57,99.41760079553228
m,98,17.58708558441726,2,44.55256984022061
n,54,22.168914935300286,18,48.659157840649115
d,31,20.66417357065956,63,90.78888446717063
q,49,82.9674606445064,72,23.30612440707702
e,20,98.79871772560547,14,82.29070698022574
w,6,0.41032882268995374,7,18.732635141554887
j,77,99.07740419740702,73,47.409203403925105
n,48,49.49917094429427,16,48.38105135706362
w,96,36.13553252855812,14,54.26645310402822
i,13,62.980458572670436,98,37.0047707892756
d,61,33.30579998737524,88,67.26198311140989
f,93,74.63521889516898,9,34.235227304641
o,18,7.019722253446536,23,3.1813923396919686
n,79,68.19761085913385,7,4.189970989635672
g,44,44.343026264176075,34,29.419729319873667
n,9,82.79182561413538,47,92.4874063191183
o,55,69.33347823171393,89,52.540665003298
s,11,59.42874834681956,80,2.7595294376870694
q,43,56.58874597795894,58,27.24207770384085
j,55,14.24720596848551,75,87.51111449278437
b,15,24.74258197745689,91,3.4040814803199204
z,62,92.18250096886929,46,44.463403744770304
d,86,17.746521582494868,21,56.00616102648313
q,84,85.47621959733024,79,69.30939047185485
l,84,89.1317738567903,14,23.681465311112927
d,55,4.521489071862394,8,76.681931734044
v,96,44.40661187535244,39,77.49083007751484
d,5,83.65482299145609,45,88.45244142450939
p,19,70.87671375662397,68,64.61391107841422
x,48,72.35965479210303,95,79.88417534142359
r,18,99.93356651247672,80,1.7763581821521268
t,83,28.814124793936646,4,13.975109481809756
v,78,82.82930038077428,51,58.08102458117948
w,82,88.28791743906731,90,38.191179301910516
a,19,7.866716828327414,97,86.09168631804187
v,50,82.00102031756971,49,29.840539543833945
h,97,50.77734602525915,47,5.5810294338234705
c,26,4.660759532640779,59,60.016979949095294
d,34,56.09251213845646,47,85.56159462415867
x,40,89.0389962081007,36,61.810017221576544
o,91,3.844377144541433,24,82.83576991892481
q,36,72.56778186165619,61,52.408031052949454
j,20,27.62774623921407,88,70.36370439087435
b,84,36.47408190168382,37,30.869522133812744
e,35,62.45209604369541,46,19.13647958805513
t,39,82.30600319358692,78,49.94338339803173
n,73,14.632991550804398,38,11.539320062942227
b,85,48.43772296623483,100,9.758274022095536
k,96,58.148525523476636,73,50.714524796779834
q,99,42.24945441910604,65,70.6294602464529
w,76,94.20253410675473,9,26.922227173146208
t,51,68.7119317855719,28,31.782157636655896
k,5,38.30928846037962,43,91.11539002905415
l,76,81.14517361504444,83,5.157220394354079
r,66,42.54068203007745,98,71.63977251245961
k,84,29.79441449400355,89,63.30812861675865
k,15,68.16537998477652,0,76.45755186966787
g,95,32.73609230825778,73,89.60733823669291
n,47,60.26640989343481,86,30.21293830664924
j,57,54.80186274930989,9,92.62226033241022
w,45,42.532668488917444,57,63.523148188800405
i,53,91.05779510277785,44,13.609317597123871
p,28,24.346970056782958,63,62.60441954681794
r,18,96.20004278240508,71,39.31082139401044
v,44,41.05255727913614,73,19.954786089432407
g,90,33.07326535544718,7,37.025480934307595
m,72,60.36554721911147,47,33.235919651644885
f,75,74.40943402598722,0,34.225788363245144
y,85,61.55133138362993,71,10.358894761671012
t,89,37.06780227406876,49,17.176678188579032
m,11,2.350584628982433,6,53.52348867059149
f,90,9.314490805514064,9,16.021937962772647
m,99,91.90119038160034,96,54.08790771115547
r,46,11.668707885837948,73,70.6651062564173
b,88,17.11458838618688,35,40.03212339107319
n,62,0.2574376801760536,58,84.82071073070878
z,19,56.27958776510111,24,87.0237483432139
z,3,9.445461987640568,33,76.70445330573867
q,31,89.6139091093365,17,64.41061746855705
c,27,61.05032664335831,50,19.863460907454456
w,39,23.085399299324372,56,4.2095962188914875
n,38,88.623487537674,57,61.21545722084548
c,59,73.81160534635514,36,37.951602539105586
f,75,98.37671834122158,34,45.94941929576297
y,49,99.06574716414352,80,28.62936147755236
v,84,99.1199757321294,69,52.9140640349706
t,32,61.05090232131366,98,61.367662635550616
z,2,24.399114413994628,98,22.373897285530354
t,80,83.63001576149162,74,37.41209449627323
c,6,54.554154064798034,90,12.03927058478107
u,34,76.48271179807651,40,83.27201959517771
y,7,1.5913448768101635,9,51.20756331050617
n,69,38.530446754571315,86,95.21690234545571
e,15,70.05153735131215,36,79.2056388182077
g,91,14.730346816740813,61,79.85618069705316
e,64,96.23040180155742,44,68.21493673581467
y,15,80.0077397853259,83,90.5144779881464
o,4,35.29897387239118,95,45.527274790194895
q,53,93.61047302020322,8,99.67806490384478
x,67,17.456361191417823,5,41.646882740327676
u,78,23.106670019885833,97,82.34104509544004
e,61,52.65391630793079,3,0.3707951089973238
a,57,49.59276339641525,87,97.6306860370686
e,79,11.585041609072688,82,19.171137869687417
b,4,83.69989952626604,2,94.65768982015824
h,24,84.69254718437756,40,91.20748929737141
y,97,60.54930494183698,81,72.00454028939251
l,80,46.90510928762461,56,38.6277507725155
z,26,41.29268825028469,35,35.47125298075099
d,95,83.76330207596406,70,12.110774201021934
e,7,5.291839601463611,67,54.92244609000746
l,91,88.75160148849254,31,34.670398945209705
x,87,77.1378798431375,5,2.6784472952288696
f,12,92.76964464862645,98,72.9406736677494
s,2,32.4082863477885,70,28.134628374764326
a,62,27.980235118566398,13,91.72854563551681
z,58,97.35122842078651,39,12.801298087097601
c,39,60.64462821430923,3,98.42525159098241
x,15,86.4747652464135,91,2.709033460050847
x,58,25.726813964265627,28,6.229288391063625
n,86,33.96927045746353,89,81.94853464764384
w,42,33.32007027182028,98,64.5426603898825
r,2,1.7357133836537586,42,64.30598922553519
f,49,82.99003920486884,27,75.55275708770905
x,45,31.405992173176077,39,49.96388746570549
f,90,37.64410253552738,74,49.4256424477287
c,34,19.263369580635526,70,86.4893106358984
v,9,61.747086625090766,61,7.45931360319555
h,0,91.41111833448568,49,70.31015244399391
q,72,62.77481369166,99,76.23045773137156
o,40,97.96281898105649,68,11.769852983840023
o,79,43.22716313713587,83,57.14959389035727
f,17,52.07178787880524,62,60.27066483269573
z,49,62.25656835935101,75,74.72407275722607
e,85,37.38019028774661,47,5.0218631420080095
l,30,76.41618911777516,97,34.04101792052294
g,29,33.35251855817719,15,13.497949210419957
j,63,69.23557734657888,35,61.27258866806843
o,10,13.238034099872086,83,7.982976921447305
b,77,39.442645455220735,93,94.87336486336498
b,95,60.78898731761343,80,58.889020990563935
f,20,41.57014371962612,37,10.197981542752743
b,57,97.31199561229552,56,24.097587273227074
d,12,34.37093716152177,6,50.992725734625196
c,8,52.58249902467548,93,40.75923316114628
z,100,94.84456463948848,75,10.047755146202764
k,35,21.129814425420022,12,20.978622476897236
t,11,33.73751672967031,64,64.3137831874783
o,6,40.256718608230756,55,14.446041485667982
j,54,98.1013394269537,94,19.54648651779832
m,48,9.40760426296502,46,82.35360262188534
b,75,73.38080959614716,56,25.77653229400513
a,2,90.19524792513734,54,73.65681777009155
x,31,7.637649717236683,84,57.63135952176724
k,11,63.38042645884187,86,5.386429602305554
c,25,64.92587570822174,51,10.79139512406515
v,8,96.10322506131418,4,20.884544856659936
a,60,50.560633065308494,30,48.08388187294873
d,21,65.46633273231957,55,52.42210418757598
o,61,50.73103641221477,72,6.409794042779526
l,28,56.86144681124274,61,36.806243554256
z,92,5.669641771567358,24,93.30963274107894
e,81,50.14359359403166,17,17.961301985872925
g,92,47.899671870287044,55,43.86326392332969
b,55,32.831066395977224,75,9.610134336634301
q,71,43.78306501576736,91,80.43913938725876
e,42,48.12458355383809,40,30.037194488530027
x,7,73.10838010064474,70,49.28999854026529
w,100,63.12079853433708,63,41.85869763980605
n,65,21.37914576244966,14,38.0695844737592
l,18,71.44099244562243,44,28.686378924057877
b,28,94.85647722667777,22,11.808338211256586
a,77,35.73177173296437,26,88.68267571541317
g,2,1.1028689708847184,72,86.29158318841375
f,0,59.42909963887545,33,41.90609567454532
m,46,82.64567447500866,88,29.913761590156696
m,84,77.63335275573547,61,46.63417852750932
i,16,86.68559616161636,35,95.49873782891875
i,17,78.7847882760438,24,24.562119046406593
u,33,87.85318530463972,70,82.48813559338362
m,50,9.075224092578226,23,96.08550948109394
p,66,99.63115995487534,76,59.38686956622205
z,54,0.6229976035027618,90,97.76578977872934
b,31,20.59890258495808,38,65.37680993197614
g,58,39.70933447044074,99,25.496668009809355
a,59,37.50856415055579,14,93.37984212000613
r,33,57.00574454263428,68,84.97957034200599
n,22,34.999334687065,12,47.71509984540118
z,29,97.8991996636169,65,32.848709015618624
g,95,17.127715727342718,60,76.49381762322405
d,98,89.10628060663291,33,50.122582814265584
e,27,28.47402268949606,23,18.910063949927935
h,58,57.97899532879225,54,80.62264886372505
v,73,85.2347022024866,41,61.416065819279986
z,86,54.644401908047705,37,65.39236292351633
b,74,20.143647310175673,59,18.767286050471142
i,49,22.280449609932894,44,61.70702449605994
v,89,32.79806656181008,45,56.91766556023222
o,91,23.884049415243027,87,68.66836788800812
w,95,49.95251264646259,79,48.22028673499696
j,9,58.13924463296195,56,18.442310384311877
u,48,31.5508210689602,42,24.84012340887928
g,26,48.814722182685955,93,21.247100303677925
k,30,26.372892870537434,15,77.42686594709592
v,0,5.456049120669015,9,31.42752260378847
s,94,1.0401420065612732,74,73.6658328124217
v,25,47.203057607818685,10,63.92775332365576
j,97,56.00572523334962,7,45.73290455081962
r,25,32.10586437802603,4,35.96123407550521
p,61,93.6397496254207,56,39.29678651935249
k,42,62.073695221078594,62,38.302615881927224
a,26,46.02220216156159,53,74.12963235307122
n,79,41.52400479947749,75,87.6446397673929
r,29,52.51897435620605,65,82.404327029264
e,87,73.27475923906056,7,96.41593141806162
c,55,33.879434371380725,93,19.878262620232732
g,16,16.8497456403649,46,38.80994178373926
y,51,37.9205562057011,16,19.526641791573084
g,53,75.49132426992516,70,68.6543934432436
z,92,73.76817006293047,87,90.7890035559335
w,68,85.99617081753344,34,39.195359259909935
z,18,11.818123442872475,91,69.82306348102381
o,4,72.00582728102478,53,1.4087427395410024
y,68,84.20308695836167,87,67.8420476719106
v,36,95.08433656328558,83,91.98214648490227
x,47,32.76502602429877,57,97.86600903851273
l,43,66.15002270150218,10,1.7882048800736405
f,75,65.82403042695184,2,23.256803350165345
a,46,96.15889153565406,24,38.647433689503806
g,14,45.62272788273767,45,23.446345056508488
f,67,57.85142020113745,2,35.77582060661675
n,43,5.879072221310677,38,4.446660040444817
z,91,54.26847123241608,53,46.205285876406286
e,7,43.55097467862025,44,78.16752197657037
s,50,71.94566398393324,1,79.30501903756439
q,34,41.83474430090999,2,22.80751251087022
l,51,36.190710126533496,4,4.769911537764104
h,6,2.695119019795278,9,82.73511573218346
y,3,10.954155465346215,0,89.20629357177566
y,11,88.74494156270939,6,52.560536490845145
n,7,65.76041053048375,97,44.527900594208134
f,30,46.907165982509824,25,66.49194539548992
l,37,31.65181383456207,25,7.995780047705702
g,47,25.470349532345026,52,11.218438275170683
p,92,99.47116832937911,0,21.962272569692864
m,85,40.11643043599088,43,15.349197094289979
t,95,47.28868094496447,71,89.70546368615896
n,76,60.9534697346662,78,69.93245206165129
q,42,83.30655650164863,54,50.03538886670624
k,90,29.47121793276559,56,22.336055736525473
s,14,9.424877109506703,73,75.40512357740526
z,21,86.97142194930976,20,8.60148201260893
v,87,62.77005494426172,2,4.54165310413035
v,34,72.97042943125899,5,40.319698250762045
s,8,72.75019995535018,65,35.149595139044834
l,16,93.3691192663695,95,68.49606268908
h,0,32.77710464176712,68,83.21609484982544
p,46,25.60325438233022,88,21.517413982469968
o,39,38.16265527458038,71,85.17369950454223
u,81,89.11484419068329,80,10.653725331300457
t,3,27.43168788497996,63,27.623905740248432
c,58,30.94308507090617,50,61.47398381182696
r,96,51.45734867560614,58,28.057327325241143
v,67,6.280181398162076,20,84.87061073949437
d,51,11.169111376606145,6,62.88860491531724
b,2,96.79148652389844,65,71.53463652705548
y,11,78.87512844745301,16,42.82793155099272
b,76,98.75151683785678,44,89.37505119606928
q,72,79.3391789333148,95,82.68805392830703
f,7,73.0124578477118,29,94.70503304630176
g,14,14.731231564092973,14,59.491401924847665
a,18,52.45766750645531,35,2.894625143356022
l,74,86.34856837249393,50,27.75341309639331
r,19,58.655323082222836,3,76.56021329648479
f,45,0.44505197857621637,100,60.22767361870033
e,87,30.41173454194207,99,60.426024925181046
f,59,61.01172176475629,17,21.675038154546357
i,63,73.326375073133,28,56.395622283016145
e,18,27.80919424779086,12,30.66628016058258
z,54,13.259197105214781,99,44.05474150702835
k,78,84.09649805753774,52,40.38832578970024
v,83,69.8998390868425,9,10.828636932738167
y,13,31.72267749121106,76,75.09959515474827
p,29,32.815431241424506,10,25.573494384613625
g,2,88.7105676234041,0,72.20441331393455
v,60,26.659831586403328,41,72.09975977629296
b,8,26.55831900589788,78,95.05488489445067
w,47,4.696437949067223,48,94.46227514116306
y,71,68.889210237991,97,93.15232943444948
i,0,24.288739806545735,69,92.81841830210944
g,79,23.346556855806288,27,31.57559302059817
s,45,69.32430246371993,50,37.87433741708163
r,6,92.32945299179522,33,6.862870323824111
d,29,59.38479510726251,73,57.38085292094565
o,58,69.47023871938873,37,30.49304276654731
r,88,97.1851264764972,67,71.26098831491593
k,77,94.65889043875806,22,5.716072441253051
w,7,78.62190119730987,35,18.742138754094697
g,35,32.10858638937669,29,17.237709450198167
u,95,70.1719431040199,90,88.69212010241498
g,71,99.85728172816063,80,3.1525097596298512
h,72,36.50496078364212,92,43.0035686277063
r,67,87.41052819106825,58,20.55175606429763
d,7,56.89193809680098,6,20.457280494056384
k,54,29.320350712318433,12,14.356632827711135
b,33,16.004524777847053,13,89.14981857509238
q,16,57.388146142262684,34,4.194330673038749
n,66,60.45632045085403,30,46.64653958845753
r,71,10.533331381913824,57,47.74736810053356
r,53,28.494510285221953,26,9.557265016802408
g,61,92.49477515951511,11,38.093452496027226
o,63,72.86097531924392,80,69.50216554448727
v,21,47.39635253485669,99,54.838762048782655
a,60,41.48857442584596,75,36.39745142303139
n,53,1.9837427025739873,13,90.37557558877307
y,66,24.847288333329885,96,52.85129175506141
g,40,19.34872093125093,8,9.003573397051968
m,97,52.41063513728154,55,19.777841112844165
f,61,89.34499861584503,28,89.12498682974416
o,27,5.523478581087094,49,51.60785666065697
q,78,99.57618465409257,87,52.5273319500409
n,84,97.6308340768408,55,2.7923797994528154
f,29,30.37615424947987,31,64.85218837271515
b,14,54.42544678949459,48,15.832495638099086
k,19,55.91773136087824,2,9.380084686578238
h,31,35.365989055640824,34,72.89221023437057
t,28,99.95279252933429,82,97.83244963749269
z,31,7.980898879433496,67,33.3528573894722
z,92,50.16530868111313,11,97.7836822532945
d,50,35.147481081415144,10,40.03251692607442
i,55,28.28550060219338,83,90.31380730325348
i,99,47.2448472106833,60,94.16428412312754
c,12,30.624907095573505,52,73.04603915343867
k,3,89.46083398814967,71,12.984310191552984
f,9,24.744630461583363,93,47.10484305459327
t,46,75.1678404321277,47,12.811671850804107
l,47,18.336535633669836,18,73.34520720663629
c,7,25.787544113374206,63,38.709826164431206
x,94,70.3892623006363,75,97.28637154676191
f,56,5.428706164395636,23,39.13179338586406
c,49,21.923562571652877,82,52.065740570750854
f,65,16.406792398028138,25,10.995422510362673
s,62,38.9047207508306,72,79.07101090134762
k,63,14.588283228628907,5,49.781840457928716
y,64,69.58489853666308,49,83.3022312339315
g,45,86.28248024232903,3,91.10934407938802
h,37,27.625261395339862,31,77.5061556798052
o,30,3.9746262734323135,9,41.444552659264055
e,64,64.7273052378736,84,19.56805216417442
c,85,5.294739719346186,13,16.7863993801446
z,87,97.396824902002,100,36.959215261133934
u,59,45.627924409916346,73,32.09838989698473
j,47,83.80984755860054,76,25.268084308960816
e,83,83.07986815563518,97,76.67642345854652
t,99,39.209185460633456,25,37.098460947119236
o,40,97.53379259252736,85,79.39105071143764
k,31,45.60553021607001,34,19.05724339996243
a,45,19.88337984926749,4,77.48639681473777
o,81,96.96377850516053,50,19.878540377577803
x,56,78.9775033203561,99,96.30529033095033
f,75,64.79826308077644,82,28.834080416305973
w,17,3.8163451527864045,88,99.92026916892519
p,28,43.00981117267742,97,41.11179653047802
j,96,55.95019554485574,26,71.27102690755213
v,75,26.864209550049868,94,22.99087313879108
h,63,27.397212976005115,78,42.334712960094144
a,100,10.852077969462748,92,97.5850007671705
h,1,71.8570998536063,63,55.12904081597287
s,65,8.765370870976874,83,7.692910948190046
m,0,98.01178014294464,62,63.31674150649599
c,84,56.74574355804527,99,77.32424751555965
d,60,7.655876954913266,54,59.216584009012905
x,87,94.37211778377,18,83.2836931216561
t,29,48.71543062507785,46,44.17976886082828
r,89,88.04509980229636,54,69.17402200159704
p,37,87.11932195587218,71,40.24242541844214
q,49,60.374828571853456,14,61.125344709895124
