I,U,Y,C,J
r,50,18.446411227245385,82,3.0061494609650685
q,22,60.24934374473616,59,13.98752847869822
e,0,18.178803044789728,80,76.43208585938876
o,21,43.74285644164885,67,14.581478322282281
o,10,83.95036355610874,71,30.755872496783176
j,1,50.61417939443962,8,81.90981753058591
s,59,0.7076944642360306,66,38.813100503040964
g,43,74.97009222765081,66,14.237258502803396
g,67,0.030513741554227813,95,95.55662516313971
r,51,0.3597897599052047,99,84.45005525850917
v,70,3.263274952939066,27,29.0152019546835
h,68,59.03096738551946,71,13.559941664776531
u,75,91.42200499691975,38,51.28209416707655
p,46,36.65700888948199,97,5.673171439989977
o,26,93.4153033033666,37,39.85692659788951
a,52,35.64195128152793,82,20.443177387838972
j,7,18.289565600067736,83,28.816925495822066
o,100,39.28163386781115,38,85.27201556779988
x,84,85.08610653997295,22,30.227317365264874
z,49,96.88742583993508,71,10.070136225169923
u,71,84.00088644037214,10,1.0457631029671566
e,39,35.22990244036946,48,95.09018795180036
s,67,7.862623441353611,94,41.613437286634415
v,18,12.155227788911894,20,27.537927309046694
l,6,94.00934101297132,43,86.60959292425552
y,92,13.265184994016831,20,83.70665256857343
l,83,55.767166121112325,52,57.07193148443157
t,54,43.943278608629576,38,23.94887678355786
n,14,44.120368139881116,51,58.375721042969495
d,65,32.61786015851784,57,73.96786320446427
q,25,36.95966855286591,84,83.1821662397914
z,56,59.83531270220636,9,98.99506350615272
d,84,21.949018287484122,7,42.882861154708706
p,63,19.84712525707063,98,77.78250636485006
n,34,49.13177799836227,13,7.787137755360185
q,97,59.11863533996781,68,34.24096750426477
t,43,7.141857872053759,74,14.322911870141187
v,49,42.533279023635984,52,29.2427222051014
m,58,35.82664315464359,38,93.4313529978708
k,60,1.8001099001478615,67,56.129199856841716
j,28,88.82061292167799,99,39.29998045802184
u,73,41.026704293851004,24,73.03124820996968
h,82,7.929001652653533,38,88.1471113704478
w,26,0.5339642715093351,23,29.400321322010015
o,42,46.62600083302885,61,10.565651635191454
w,56,98.09838562957198,23,84.77066102758418
t,2,43.053557262979545,25,15.076970575082505
a,78,90.52095917649487,76,7.104609339582735
z,28,69.24767912952706,29,42.40386784490809
m,81,17.418269999789583,30,3.0472683476015616
m,28,58.65403020323888,8,18.36545089383116
l,17,68.15716855792125,43,19.453310743924458
t,42,55.55297086755072,84,12.40642131193993
z,49,18.10292096551637,24,94.5962049419927
i,54,27.717896696176204,2,59.976082752871775
y,73,34.95450497552965,48,46.19067646692627
m,73,80.06241378776376,12,15.705921642366294
e,37,26.23848457885707,6,46.9291151621146
u,96,64.5622414463307,91,25.59455128481416
h,34,14.627164330346131,13,4.5706427183739855
v,88,93.74534062969508,59,24.962560599846128
n,50,24.879929738677696,56,41.157038121866826
w,13,29.05017995584651,61,72.90380662553116
s,63,39.90165656786699,43,38.6129874000813
f,55,64.45219113308424,41,40.131072595707366
g,28,47.1534729092297,19,55.243786787207036
g,38,7.120670957990671,18,68.0743482353383
w,89,28.19339093448361,23,7.712945080843447
a,28,89.06516113647307,13,2.3864462830758937
i,53,64.3426245526587,52,46.58727922267656
u,51,60.20236918634948,12,0.938947979535043
g,93,47.92345869194563,4,34.80084504501105
e,75,15.169996148012432,47,18.365601881200135
k,62,10.587957173416596,34,15.58478627827281
h,4,12.445134695577053,71,10.772905073599837
p,4,38.18207245596936,46,9.033860124142413
r,27,83.1453141503785,32,95.51026464710203
h,97,5.824328170372262,16,25.883708721212663
l,38,61.87974017860769,73,43.81696936371144
l,86,57.502187301576136,1,44.23673782329168
x,41,84.77383364030632,69,77.91910745407912
b,69,12.65580310376514,57,79.0181364956396
w,76,88.60742152431312,71,43.02060912124179
g,37,79.57678669645595,27,9.80801078445188
b,19,99.18555396115582,27,76.54635061367439
r,95,71.95801330610796,80,38.69460718457298
d,13,46.91839373644879,23,45.04572426438771
u,90,52.629888409192084,13,48.80318458340599
l,74,20.910649237916846,66,39.78864179173346
q,39,85.54739318018619,0,10.991093207119796
d,79,17.27064566586718,56,81.71774076827815
g,24,87.77746155324326,21,51.55223425242821
h,20,12.287013163622685,63,11.149174074717871
j,8,63.81297939358282,21,80.07643884818782
b,3,47.560549615335546,10,90.96152601330056
r,90,12.23158179848297,40,95.81553977548319
b,82,36.90400535601195,67,93.0535159874552
k,10,61.27993263305554,55,74.37094529544032
q,88,83.92562135300363,42,77.90333879949407
m,8,63.84270030659841,37,93.493573349255
s,64,27.714233535800894,68,39.51906897118226
x,17,20.422713931613824,22,97.61817298480283
t,97,81.22104152894865,64,46.18246825027077
w,53,73.49039320747147,95,1.628083530124691
d,42,97.58414044648833,86,96.13851665890144
g,86,3.0210028744214523,80,87.34299007160979
f,69,72.97385078551274,90,16.937464427780856
i,65,95.90089086405372,71,22.7684323210542
g,10,99.42168460087626,18,22.59782944542169
s,26,44.242561478501145,14,44.94637577211253
q,0,52.86476941117774,51,29.933764778990003
c,39,74.58531857988713,87,0.006806412119730876
w,6,24.183793486606874,28,11.068683589578942
d,21,52.74450592221961,55,99.20215589920421
m,19,51.73399031772649,18,3.32304951678003
b,72,74.58409065635314,23,68.44340981489226
q,87,49.05549911086632,98,28.851082976523312
r,65,39.510888495515715,7,55.59966750682539
r,38,11.238738362644007,27,20.191764292040048
y,38,75.69910871311546,49,21.29951796244014
p,46,1.6825011795221223,77,8.691253444921953
x,7,30.85568889593745,31,64.620732993971
i,16,3.7759762360981663,78,97.21704433638456
f,71,98.55094094979529,62,6.2955227516684475
t,51,68.43678338423396,11,6.681272076768662
o,75,66.8057076676014,79,21.645837125890253
i,29,67.21699535049356,24,94.64212051520553
h,1,10.26142999563735,10,28.84291757400549
p,11,76.89571107696548,92,77.6698059981701
k,25,34.412116628728825,51,5.366209466129101
n,6,62.316246962245444,50,59.10948018379788
v,94,65.15349286048838,60,99.41749252407374
f,3,30.74581813794487,65,56.145698780967734
e,8,57.80000614961415,18,50.13190309505876
l,54,76.76050914579223,40,37.7268455316546
w,41,99.44127987634221,46,31.589939876745674
m,32,4.2784962338063615,15,31.89723933563011
o,29,69.016263259058,22,95.50479912329082
t,81,31.255471958937186,100,68.0898541042296
d,91,79.87357610043027,48,5.585249832317829
k,79,80.3448007981338,46,17.306118038597962
l,19,58.6917242309649,33,72.05768375602719
c,25,23.231526343967136,47,14.54595046277214
z,15,11.236575314052589,2,18.783208599886635
n,5,48.90177335070193,21,39.322058477131506
i,20,23.271897925059914,91,6.177255189593933
x,19,15.408686094159552,78,94.44085960184773
f,49,29.258879619317558,29,19.3557724029078
g,80,62.333754621032526,93,83.66705635254009
o,29,74.52605969125796,32,10.429180399712202
w,81,87.54376673843943,72,98.58394762227255
p,13,99.7845797992724,11,78.12009020761653
a,75,66.21721958101888,98,66.10683974453914
f,54,49.07242361035519,10,33.19867605152172
o,43,57.179438436424256,4,62.16972464338769
z,16,44.25818123243362,2,11.381886149468423
d,27,14.956073130483095,86,84.19738759120085
n,71,47.397434136320214,6,69.98644247130493
t,2,60.52374634547544,79,28.915531087504874
l,75,75.0969076718541,86,18.968258687980445
p,65,2.9459290494447066,58,14.790250251954351
v,34,93.43289294503184,79,79.06496943961172
z,65,51.682221213376124,67,69.09247874228129
h,15,7.663519950553443,28,94.02685634409515
a,35,89.40441653598992,22,84.27639893389099
b,27,54.42603584748017,39,7.825396060362488
m,68,55.6060424588883,46,78.32825460209722
s,51,92.19020057130382,29,81.99865413305986
e,67,83.2326470607369,89,94.95345570548518
h,84,17.352008229263248,40,57.229418519420186
y,29,14.413479313001664,68,52.07791384806485
n,77,35.95391475397023,46,57.98911644498548
w,79,23.941399282189245,18,78.18086634559127
f,90,30.945483706657416,96,64.82395979140942
h,92,37.83489011786001,15,72.26738236234574
g,32,44.28422914749207,3,80.6618072752825
w,90,29.442688074924217,19,9.170091149735594
a,71,1.2440466087884516,21,2.664811917046539
u,57,28.841214686875816,64,9.361426377978809
p,7,85.98559314002998,67,43.8605718171019
v,46,25.7146561973016,35,13.35255942405601
s,39,57.46002330956033,13,24.739355792879113
o,17,71.06946050329782,99,43.65499941736438
p,33,61.74873002116943,90,39.45417787653732
j,74,73.00806662282693,55,86.27656166063814
q,57,64.96187148894428,77,39.09701051260613
u,59,77.64582056259218,1,15.123859709897891
x,11,46.44491169537712,73,40.774478105022474
v,36,78.7939034926214,99,76.2828768333534
n,69,12.681441898814526,100,30.347652854104524
p,47,88.8226602962459,87,14.531917405636886
t,48,64.1236283135326,70,91.3814493869324
w,7,99.54101524050077,8,13.287070802571199
x,71,28.817717828860033,18,61.49937079454422
r,37,1.5570175453769153,29,75.19178119072589
u,17,56.73762620500911,1,58.77253290231693
n,55,45.37480902399138,18,90.87538280410129
f,23,59.63134338803394,55,99.26891112796092
m,19,75.06418462247146,93,62.1522518942654
v,81,31.667616069926286,32,62.202312463893826
y,94,88.16700204943275,58,44.211673679821374
s,57,52.72709811236813,3,72.1744335102823
a,84,85.46841468604288,93,62.36343829432579
v,27,96.49199926567236,92,76.19475380029091
r,87,57.50305768173014,57,6.986333878013761
c,35,16.37724290329009,15,23.680179259385614
b,65,18.571522096644312,56,88.81952768854066
j,33,7.169918024559962,73,90.46396722429648
k,25,37.39828225876648,10,75.00324922865241
l,63,62.324910522472265,10,9.789750945341414
u,8,41.764518168141976,16,78.72942821441042
z,25,44.60453262706364,51,77.07088431860365
a,65,71.9994761140691,59,62.667960554461146
h,24,66.16078524317831,27,23.972167149385626
f,11,55.54889373057152,56,40.887975619954396
s,25,46.54738874451213,37,18.859232816718162
i,12,16.235441751810786,20,41.52372511243879
y,51,81.3597617813765,93,91.98840413841168
d,77,80.12466465168046,70,33.00622706773385
w,49,99.20377307355477,26,18.58120037768781
k,91,0.07646690225713293,3,99.88764863969337
w,22,28.264130347940142,58,21.13515837987948
h,92,93.03908922421216,86,93.23162024788549
l,45,48.40871790468029,79,90.82029879789299
l,33,16.627915053389287,67,5.397871158570188
g,46,47.16348935202801,100,18.4828670279357
a,53,8.331558500307102,81,67.07524609860263
g,93,1.5509384548732852,92,55.90915203021294
l,39,7.870544247026001,99,71.31950888783273
h,14,1.074418271640587,82,68.61526353349196
s,13,79.5269007689371,5,49.948206698669125
x,89,59.801056070182504,43,13.626820067305733
h,42,24.408599906691876,45,56.88427075585659
b,89,91.94485133604422,45,6.550089996266806
v,45,7.293834179132308,69,22.108178114919717
c,5,25.097522852503484,24,12.675623863005757
t,40,64.61903094131239,35,90.48773246281397
x,70,20.75944710590518,33,98.03824899673748
p,72,27.19148711591789,31,27.13611176480336
e,62,81.27817493494351,33,16.669355100893203
h,93,16.64437911175399,18,9.65611630679064
f,62,96.5801180122797,28,32.94802972591534
k,29,47.27263442900897,16,37.688795546334696
i,7,97.29695328726399,9,97.665433867855
b,30,31.29296580105647,27,33.584421880787076
e,11,9.442984554707268,3,98.68167078081643
l,7,99.14656424893316,36,25.719275273442467
q,29,72.69419864778757,58,13.960125852562177
b,22,54.10323436140023,32,87.75808152345897
v,55,52.99943653337493,42,15.542416004436156
m,87,51.12127249262976,98,64.33252899455343
u,80,95.12643957628455,66,56.143292151330705
z,38,19.29215386127805,51,1.752201957904842
a,71,96.9279793396275,92,25.820153441010984
m,40,79.37824164686302,54,21.34550017161122
c,39,90.57287922281753,26,56.43541972287306
q,29,11.866431745245032,34,53.58292192206224
t,87,95.26675662188356,86,43.6475101825563
q,47,83.38241343112212,99,32.948999343385864
k,42,2.60205819318311,83,31.813960848675947
w,26,76.63615215420158,93,85.36049541511741
v,70,86.53608059566508,67,5.1701993895616365
f,56,88.69531762135723,30,67.19295365338037
b,49,50.60239667579979,77,45.91936711103062
x,23,2.2013446215834676,10,90.03694218116664
f,64,13.234603382323307,31,64.83536673353092
p,41,30.736031658322904,86,46.9840852946261
q,29,31.51907341265391,17,70.56043438053675
w,57,82.06342321433587,60,12.42673967034137
g,46,28.462707954311284,32,49.9380606891699
h,25,58.60270059546539,99,48.19602883425785
j,16,82.48840602090127,16,18.249683979735252
e,10,37.98436575888291,72,3.7698539085945115
o,38,88.63751711754952,55,44.3831232615287
d,52,51.9882716047417,39,95.09451667106681
a,15,83.87293782532936,66,21.44094737171377
g,78,53.82724901918671,37,38.95499607516256
y,53,51.1270720717936,16,5.782266439918038
u,36,48.840765875928746,7,93.17020715500544
q,25,48.56175048239283,23,64.86169956656457
z,20,10.68475247980103,45,70.35889793328542
n,79,55.33997175860562,62,24.02410191415565
t,87,90.45048001825684,22,74.26413246074594
r,97,17.426439517518823,87,64.1806830063278
o,23,63.17967082954401,4,63.226685763718635
t,3,70.0984038297715,53,74.21237948246548
y,94,98.04327353564453,20,45.024020772772474
m,73,93.6854566798388,79,47.89176849755856
i,89,66.40409799843364,43,27.336867031482893
d,73,65.48042947691513,7,92.02805806914135
m,70,44.609384209168034,81,7.499192912382102
z,6,96.25067823204566,21,67.08318234305392
w,1,56.56400066548507,94,1.9087968393658228
t,34,39.892293864456676,76,9.063912424836197
l,32,92.94347731425198,44,17.41876634658891
h,82,13.758932910339938,8,69.73563690417706
s,52,65.39714729761226,9,8.52002334452443
z,52,22.1350712680774,28,64.59770800262903
e,75,3.6251412259191818,67,66.5804923595053
e,81,31.705768672934,88,74.03200454318942
k,21,6.276331251864109,12,18.662994221442354
v,19,57.64897036832546,2,26.842204123001412
s,75,30.649707719368436,13,10.456159933480414
z,86,94.01380525130647,52,62.98314520252127
d,83,14.343415391644188,6,64.56658582635846
m,85,50.10427740288436,35,71.17520387142808
e,68,1.8843235779859246,63,90.0779046784987
g,4,68.94282710725574,32,21.758734276501514
l,89,77.28235118841495,12,87.89884723736526
m,97,4.242612335700791,49,83.5603253590114
x,79,33.75218161376626,67,36.71299908332063
x,26,28.88515193408827,31,40.60440059564837
m,70,30.41778398511378,28,89.24296711437913
e,4,31.36996196478028,23,79.87374754877344
c,90,72.88205130295543,30,50.7196661684979
r,43,67.08838509707637,17,31.61066107705741
m,47,48.17265597107788,68,48.22480776087845
p,84,83.83367209072011,22,82.7415092581815
j,23,11.187259100765068,77,9.824871068268582
d,65,49.231925339836,69,88.47681662159441
h,72,63.09299721351799,22,1.9356724836861239
y,35,26.236167170994108,88,45.85888219973234
h,24,75.2085827496088,89,11.84204198503429
y,26,19.120569935937038,82,6.316231506885838
l,11,5.796777592155944,90,90.78339600496389
l,84,9.325860186931468,97,56.43081017851706
b,27,28.920022927805622,15,36.62813716854691
q,76,35.11341778493692,70,31.937700619138287
o,38,73.06795595360065,11,91.40864661560441
m,42,10.655961825140526,15,32.93733096552458
f,95,86.0600400147204,12,88.16735573173546
q,91,29.215363078580648,76,29.23690716954075
o,88,90.6169639224274,60,13.003280577818344
c,92,1.5040806116274896,23,65.62208164521076
w,5,74.0740084426056,45,50.66996513964369
o,42,24.014380369501687,44,27.29247977726297
b,74,34.64855077227582,7,52.849318656489544
g,45,65.94789665461755,36,4.537521427915692
q,84,62.20222968229353,21,15.598664542061758
m,95,36.87927502853715,45,16.886647943414857
k,86,28.992037982863785,67,87.93612574578626
c,25,47.79955771251336,80,68.75719700277813
k,64,60.53994636409862,11,39.08277344908808
v,86,69.29831611434729,95,29.58468037688763
t,94,45.349234028092326,25,11.514975686211248
b,33,24.25338762972874,55,90.836691949655
g,62,77.76885146702594,7,97.14305615136081
w,43,61.37121176517086,46,89.17616574923476
l,21,16.11492892343027,23,99.11903073666308
o,92,58.31874006134258,49,65.58655055386221
v,89,35.81556371371858,81,48.092495619531185
z,93,30.225824402823452,32,32.44833903619809
r,24,10.071173975869419,58,35.90199349618113
m,27,89.07649166338223,48,3.5011058934960815
u,58,58.511587346762525,31,40.171350324337595
d,2,32.744684566282736,24,8.197767397784371
c,8,56.006747113873246,78,8.880238124310102
e,66,41.624563701528594,63,66.23832695225505
r,76,24.86820212761688,68,88.16294208286206
x,43,57.278108385009006,88,80.50806605981113
k,89,37.252520545953075,44,12.01698681698904
s,33,78.29596538644002,97,96.26753175240957
r,13,98.32763136252495,27,37.65036962674405
z,82,73.12630393261588,25,22.55274275623278
w,23,0.6180425772655651,88,11.481148321944467
z,64,7.828669107692132,29,54.485639233785434
u,44,48.79155092472824,23,91.82348142644543
f,23,72.60168950129321,38,29.32124728546912
v,45,5.286840007245575,22,65.78075977250684
x,13,69.98908891184483,46,62.4764789938032
b,17,42.93123736470642,22,77.34629114300589
m,46,78.12801247344355,58,93.13008624172957
c,72,55.92474679902419,77,76.03699972837545
w,11,72.05439023496223,18,47.211828419787935
r,0,5.707973149160517,70,96.06344037209988
d,20,47.714769442955195,74,94.63277272574376
l,36,8.129125500405177,6,72.07889638032768
r,62,3.72795794425842,41,27.702599909793967
q,21,96.07867704298823,92,85.82904023819292
r,88,93.27951022224113,14,53.26392671495377
u,23,11.449526734425097,23,39.01730256188485
j,76,91.43145510242876,27,36.26053767884251
p,12,95.50680605624113,28,62.32814350863798
p,19,48.2032300796086,71,7.873072542166115
u,74,94.14322990347102,49,7.646384490623159
e,10,27.485026247923738,24,70.83038630585969
e,49,6.758252256082697,73,71.0638627608715
q,89,68.17453323345407,83,18.438958559815145
v,17,23.714186980100095,76,30.156506741526258
z,84,16.117139289856432,69,5.060061005574756
u,21,55.31719479406153,89,60.54483927744084
x,56,27.283167172351973,98,13.264898733558518
t,4,83.43384601557356,92,81.72678554920664
i,29,27.43476677593748,54,14.281562409342962
d,4,32.60221526354017,17,79.74834138786716
u,55,33.56619039777219,61,86.84878106968496
v,29,54.94202409652954,88,93.03432054625966
d,18,91.69789146252587,31,61.07145370199992
j,87,79.65934230211235,46,71.94164785677371
s,70,58.16948064723408,45,3.2721308191900556
m,93,33.7912037703451,98,73.35780562932312
o,95,40.612666582615574,55,75.94404091066065
a,76,81.2293618131221,36,44.98789632319078
e,4,95.95234466864004,0,10.248509423438268
g,86,89.15396197318508,52,71.24584423470031
t,40,64.10380240632392,79,26.117195391728863
e,26,14.112685713335882,0,93.75595887924062
p,71,15.224855292897665,4,84.81981158806997
q,60,29.0014301684815,19,80.93107399388487
v,0,74.40290528943719,72,64.52808861639738
t,24,25.316209834322223,76,93.11096765390049
w,77,7.8762383181625095,38,6.793022728386077
j,76,87.11735327652343,66,36.95735516068458
i,86,31.266398310796074,84,1.3760480377686402
e,53,13.955821504536381,53,59.198476637218356
s,70,10.74406827024471,27,77.63814850509988
p,88,82.76374024655796,54,67.69766946814491
y,3,29.756940043628745,56,15.126965859819297
w,92,43.43674201334339,82,55.676530290453464
w,11,79.90918666137112,76,56.09365086007973
w,28,98.01047144470581,2,74.14999094297688
t,99,47.515324972202535,44,57.33478609920072
y,40,36.23990189724376,14,4.656543444334393
w,73,62.14410698151127,2,28.723754390142542
n,46,8.822521016111985,97,32.22549085303766
q,17,84.56997956246595,8,17.271368730076087
r,19,32.7078631956254,11,71.16777622896933
b,24,80.77593481580546,56,43.61794000120833
f,67,20.65506112135661,51,69.22944183968647
s,66,16.069854017381356,27,69.45968267952438
p,29,25.2375383198273,44,71.21254904425926
m,16,35.69808173125438,47,90.85601886085121
o,99,26.466438569049423,93,64.02890019804389
n,2,14.498441433619448,1,91.77826949713575
x,84,10.342955567518786,99,25.39874869647456
o,28,27.20485193945543,17,57.43568853797634
c,71,24.771672532780087,25,6.957486517406797
e,92,29.979479877426783,18,72.8728726090529
d,72,86.96654893464691,20,28.116313995612895
l,95,15.045653227705369,24,99.79386605654811
q,39,33.7733931550101,38,90.78431412837202
w,25,36.46976663599774,63,34.59666030404587
r,88,50.44269425502166,30,63.1941189277859
b,3,8.071820764854332,59,54.64563511739983
d,38,85.70816778970006,61,15.824055680457194
k,63,24.016920936659336,92,51.18619734142631
x,7,54.834825898361586,85,41.93973231706936
x,4,41.37126115007796,19,1.371928967471936
h,56,50.162123799461966,17,13.637110620766412
g,50,85.60609212988578,56,30.04263278482654
k,93,10.51940387790764,27,71.86039407633022
n,4,97.29963880361014,66,12.131216776072474
i,87,48.82507488441723,95,35.541693117594676
j,85,30.545473989571825,46,93.2693100512343
s,27,91.29936525049136,9,68.26481962880312
n,89,17.745905183943535,1,55.87268111472504
b,62,38.15723718279778,78,81.78861325645316
y,45,49.466958199800416,23,69.51447750356297
d,52,93.31862377078383,44,84.7521204803953
x,37,45.83151945430247,63,97.15345935925207
r,95,21.398389836324018,9,61.017516091417654
u,8,75.3484891029846,11,82.44675882433188
d,80,15.715220255647521,2,1.6735232540213807
o,27,13.774764816172825,33,2.2997418636796496
u,21,85.63229339558353,68,78.78008009102118
d,97,43.50544346664852,78,8.091381361970107
s,41,86.99446414222474,8,97.43574729534107
p,66,86.16808068724565,0,2.553579736545475
e,58,12.0661084049416,92,87.20704363340307
t,86,85.77815834919366,75,6.827559677653127
t,8,60.21509250263839,82,21.154671761832432
o,40,48.27533128609828,39,55.81644728361974
n,56,67.5294652583571,36,89.38357917435454
k,45,51.09789820869965,29,89.04659861006456
b,56,59.72106499109135,68,90.54481760161302
p,44,58.387170726910455,47,14.941559038910167
w,8,91.45695985945298,52,60.04606867045828
h,22,39.954735388319904,90,22.95186326674483
r,31,20.257509698556987,45,78.23383842275436
r,71,72.98071016355058,31,7.88468321240493
r,81,72.0204108299992,47,92.5984752745886
n,100,34.650718941681205,40,55.67000385604253
c,77,10.84621298070071,98,1.7730436636192892
t,99,52.87357195023203,82,48.49376756665846
d,35,17.58036412679197,72,16.740214360958493
g,1,63.710478077089206,81,32.761764810043125
d,53,67.17204923890225,41,34.58051071684548
y,74,70.01771161591397,9,35.855525204716656
h,71,42.18959216383589,4,46.515106154682286
d,88,84.1669557034453,68,1.9812864712621003
h,60,47.71054392681029,99,71.68843958015245
k,13,33.14809025796303,3,12.943842086265377
y,12,6.257326798401808,29,25.845999842629265
t,1,65.12223436410268,3,23.675362944120593
o,77,14.237997882857012,77,9.084323104688607
k,3,29.92878944249281,54,71.79415847355456
t,1,46.805203860275626,86,49.65931350640446
p,61,81.4803444524564,69,36.209535029800946
o,7,80.72168501020286,71,31.068662584470196
q,47,50.524168105150935,59,60.70003611428872
i,63,94.1161780632984,46,41.158487620362614
u,46,58.86391760799551,15,52.27322782216136
d,45,2.6100665419811153,63,25.121225446289618
o,26,23.43170139724502,77,24.787664508319928
a,83,24.837175322317663,53,52.867105094520916
p,10,14.194466594892885,41,83.27407618741766
q,25,37.39337385320387,93,81.31214002048436
g,23,47.31648388194626,90,25.225783063414163
b,49,27.178877341399087,1,10.492116305936893
w,37,59.0999933176207,5,97.6170555739277
q,88,48.77802134484591,80,81.41834854356864
m,78,35.06025458925115,38,93.18401788700403
h,92,96.20643986472014,84,25.34119779731434
e,56,14.544282334360382,12,72.99274869703238
b,13,56.060623940563794,1,71.15240247380922
d,25,59.68805088717595,53,65.99358099473875
j,29,46.62258693330812,61,88.68925367199665
g,72,34.042564426376785,56,71.32062422203876
c,54,50.10956054733057,89,78.27337260447628
z,96,78.25042298745946,79,79.22845993438291
b,73,83.57765235392863,93,88.39281730464145
b,19,53.895454142615925,57,1.5971350250867267
t,2,83.48232774345983,62,56.962072585136184
r,7,65.06303325214662,74,11.157529617105432
h,74,49.882079405596755,61,30.120998108402397
s,100,63.33159704516538,21,61.88947901450149
s,44,62.86973556441647,21,46.076358389755676
v,39,15.167947677443705,50,35.52668124346351
i,97,97.65768066400406,41,9.965835151797664
m,72,65.76322619177635,97,4.381278459132432
m,76,28.369170845413517,21,88.28749029491932
b,64,94.1598324367299,68,5.364552032985726
p,46,37.856848759448006,37,33.965206180667536
q,50,11.906856043355663,6,80.88331243080607
m,16,62.16536306598049,40,85.63674380115927
x,15,12.03379090357819,42,46.27003243107259
o,29,51.01527881939233,11,80.92661144849198
o,46,46.449234126541285,56,36.00687351861496
l,95,53.09985032276139,42,4.916790888148503
i,79,37.31525149295653,4,76.97158391701085
y,80,51.140038985497796,98,25.23958872343597
q,69,13.902090814150458,10,1.3405810197777424
q,51,27.750495585129187,48,47.83214204615496
w,84,31.81531891450744,90,51.48766277200967
r,73,3.236164573267475,0,9.874874478128104
h,78,80.48639510728157,22,10.01056094928028
z,6,2.6969778017906343,21,89.5722119262699
f,100,99.56032190895408,27,91.93295737237432
h,60,40.93455276710725,26,48.574024680081564
h,48,2.9117334311333787,98,30.161411732779474
z,10,67.15601697474182,13,24.718079732899177
w,55,99.91630251531079,14,96.64216508318219
d,94,92.96007211137145,13,9.373597486656237
h,70,69.70712114816334,72,27.07533935001305
y,97,95.78880814421318,19,17.672396508041246
e,76,65.72278226689622,47,59.39695876175166
w,77,92.63092500921294,89,33.54611435050793
n,82,1.6610767110718627,76,64.56705245316996
v,82,43.02541074577011,35,91.12217150506825
z,37,66.0181891510639,87,79.1836176755942
z,8,74.87629379029293,50,64.81142034466545
w,38,88.16754494320814,82,61.46329232406863
o,33,81.94126284482256,68,10.78248503799517
s,68,96.74976375686768,68,27.194500583455305
g,65,3.480424211149058,46,53.838162533283004
e,33,29.235915811585812,48,72.84426391239863
p,97,59.53012083795043,12,9.179640013977131
v,88,27.855370821590462,9,94.98244545760213
v,35,48.964363126998734,30,19.876198986534632
f,84,55.41116085740869,95,55.4418183672551
x,37,31.07733961565754,68,54.26156915852165
n,49,22.814567734243894,38,41.31176971770946
z,58,55.18612422125688,93,82.67656806150757
f,39,62.90616453053667,63,47.09759583138624
e,64,47.177825805036754,88,1.717359342145186
k,46,93.17288253136036,16,59.45926095554175
h,83,35.52545014339853,78,88.40743264731282
u,22,79.09724945709425,38,80.41878084862394
x,5,24.906684414948376,33,66.44190063286834
p,94,37.47747893949456,96,53.942093395776126
f,53,81.63814249915009,25,28.532384218824582
z,54,83.65970363201936,39,15.003841041405796
u,45,49.67259322733747,83,19.504032016742645
e,77,38.42579622176117,98,91.29169592293948
c,95,94.12444085097084,86,5.855991795056569
b,97,70.95802775041194,64,10.282820782411006
h,3,37.7633740720669,24,93.47304917586435
o,35,24.78530181928126,7,97.25679091147927
b,23,21.814429898216435,35,61.21212476862583
i,82,75.31758281961233,7,80.84095450360218
w,31,49.53013843733611,23,25.656605779338605
v,1,76.62456755281332,100,3.81513746313743
n,34,13.66003015194337,79,53.049929572496715
v,0,44.103024742613805,44,58.53056851312351
q,14,15.049217639825386,3,6.710319874137105
j,41,43.29356211877017,97,11.437932228760072
s,94,76.55666263585164,14,9.613147271246836
b,1,26.011279460837144,62,31.93511535992589
c,24,96.10654225453378,23,58.559882004175854
m,60,51.52826246782519,100,47.00076415132342
m,60,66.88556581184626,49,68.43518685939576
n,95,53.00167332558268,56,99.98406770311209
z,78,72.07129307677933,70,11.11671763446893
h,62,24.367232077667435,55,1.717922632854263
h,11,25.006556112205935,60,25.956985593264736
j,73,49.98886104976732,97,37.46265798860191
o,5,19.13031418594161,96,2.8932095364026633
v,91,95.36361795114063,41,78.17601818998051
a,47,19.350673778782333,28,58.71398167076906
v,63,42.612415250498636,17,54.39667316542268
b,68,45.9550671136065,16,63.60673732877176
f,40,13.360053985902976,2,50.88634509702459
i,50,65.58212515304885,55,19.954046910425017
g,17,4.174482645199939,72,38.46979231297745
f,17,23.436872502063345,26,91.06069489760833
b,80,68.63642481878486,33,23.34480233499512
a,77,16.96480510964934,36,98.18689395911616
p,50,52.489569115511145,45,86.412823766472
i,59,99.7787134209502,18,6.875722526164907
c,75,98.52412602695703,90,54.219579950890186
g,47,25.479546556122102,45,62.51140948022379
j,63,73.73244601642298,54,53.52389571581493
i,24,99.69042510576742,12,13.26265120352037
w,94,4.659349300560811,63,74.80255364376269
o,7,33.83511787712483,51,3.0700277209437687
r,25,52.75058291704953,91,72.81731500171344
l,88,40.481017074187854,50,40.0973075871889
t,39,49.02842767234716,55,7.8019439241537425
y,80,36.03165508386892,27,50.755577608346094
e,2,31.84700483597327,18,82.7491411236272
c,99,25.32674236448593,60,1.1430046507233893
h,20,36.447013670268035,85,75.54190653167693
c,50,9.331040311823191,57,39.571727854325225
n,66,45.81237326069664,57,13.447917113312368
