A,Z,W,J,K
j,55,69.72755819348379,51,26.95723820037621
s,33,81.69337025111984,21,77.2081849114176
y,71,10.9822698601723,43,89.85928170556211
k,23,30.178997211761416,51,73.76747649797252
e,87,23.163595514219935,83,59.86013024289917
c,27,40.6777523190008,34,20.48330562703635
n,10,64.97903984083958,12,88.7452075035654
s,44,36.05766591292482,80,34.16697808400352
t,14,5.294640081498237,41,90.06285506300883
g,39,15.212722631428699,53,33.36782955192537
s,80,27.194521829574448,32,74.43429388049147
w,53,68.42610399899182,70,34.87070928539433
x,81,33.87910427563847,84,57.8763070886559
v,81,15.708071527720179,77,7.54414071297348
n,32,43.95457442388076,60,2.7296164540752565
x,57,2.966651762553685,34,91.6470558524782
k,65,49.4452667309367,96,18.934286074477214
l,73,8.557304451804415,8,48.99371138936195
g,36,80.52715088507189,22,9.298614431266984
m,82,83.22179455868846,55,12.352764178841124
x,29,0.9221470128027431,55,9.937328755647757
d,48,18.902039751465814,86,33.696955849110125
t,18,79.6706635641368,29,63.224753887964155
c,51,65.33336032513594,6,9.913031963502284
x,89,46.01616967137119,22,40.32200148770948
r,7,41.02718375946085,42,18.354409908310043
i,99,24.030079852615284,16,16.129643084100252
g,6,43.935795234384464,20,14.84278672091055
k,32,53.71825033950988,99,48.7095580457639
c,86,12.899976063811568,48,12.00088211421625
o,28,54.5568026935659,53,29.54079113490885
l,28,92.7008212773752,26,1.2283187916923732
c,84,59.59115689422057,62,34.390428672390186
g,25,9.867170951045567,58,85.51494920899873
z,90,95.94887067542966,59,89.10751054143823
e,47,96.24495251210875,62,37.12749721458258
o,23,10.62214582722335,75,12.92067795579741
n,75,90.87259310739482,26,68.57880154733309
o,31,51.5345312285131,61,67.80308071295867
s,41,1.922160026887132,15,16.534012570292546
b,99,96.37361842147695,39,91.83358854841389
i,76,34.87394802857877,51,39.35004925615541
g,54,42.71533980422113,50,51.058482615870446
i,5,6.325126870964459,25,54.517205873469045
h,79,10.000302270211648,25,61.92950213498919
k,91,75.03776765031373,29,93.55303885476262
j,48,9.678872672651817,32,94.90481964157435
m,20,99.59558390007871,16,15.15509915375679
u,59,59.46990885537192,96,18.945518371267177
x,77,16.432715317961446,49,92.03348424258112
z,25,9.478852788105607,50,67.42463200837008
r,97,96.42710316650518,86,22.409548224768738
g,99,22.410875887621284,87,85.6781621129061
h,16,54.38047141384441,97,31.5875203207151
z,15,3.053363837388201,79,28.82539175695196
x,80,63.92251303405443,74,36.88292747507466
a,0,56.959000704657804,33,22.1262015306945
l,53,44.93608948884946,5,65.48737095077364
x,24,40.75972517617251,70,62.54442958158497
a,34,83.90230836472472,9,98.9224781044122
w,77,8.194612932585766,38,60.07280975318402
r,93,74.37801430811751,18,26.625790724885125
t,20,51.930076300552166,55,15.556424084786391
y,72,67.86886922577047,49,64.26502302792939
u,80,10.528203289058824,37,73.59035070990724
h,78,82.88630434718829,73,3.8426817155238546
r,48,4.810939901813938,73,1.253632367015689
c,17,47.95010677325669,6,26.03746902139539
z,46,22.999478498140657,0,49.97116749231731
d,15,32.45331738047642,20,13.990696114021517
b,20,73.14025922033103,39,14.982870560671246
c,96,78.36237252576746,63,1.8889122909641953
m,11,8.83868272493109,8,3.3473891945508205
d,49,15.728175579392179,51,84.8767471626488
c,59,1.590470671673394,59,52.272637914230316
c,68,80.65303752154988,72,77.447081251184
e,38,79.42379463297743,61,0.4219553323372538
n,25,1.3528885952612812,83,5.023307172739888
j,95,45.34802537017229,48,64.8850352989672
c,91,42.057798144754635,24,11.791510855143173
p,2,84.62692624809233,98,63.02691562381777
h,66,26.13844908233891,31,63.96573455969236
u,53,94.19790475012917,79,92.37363703982096
v,69,23.807087531772186,5,1.4977348558298686
u,30,38.6701326630579,62,82.6599114325957
z,52,30.745118082507673,97,92.87636838624879
i,97,44.773166462324475,96,1.87277858009407
a,84,19.395053138123785,19,47.64643476075617
y,73,25.120319198540376,87,40.39549762140232
x,38,54.663397207881545,42,18.528994944765852
h,10,58.62022931068168,65,75.3689792691677
o,15,43.50652162168204,62,8.359285839700693
n,35,87.54839247377129,74,57.564258951005264
x,73,97.38461086884384,18,28.429403959244016
h,38,95.27260993074817,66,59.53407925136823
f,18,15.629752333928227,3,75.58182063525416
v,40,20.61504143328775,26,39.22828737779731
n,83,20.729746766540636,97,21.547091688732532
t,27,58.72830288487301,70,16.57528491858037
c,7,16.02351307827966,69,39.90203803154986
l,49,42.97733911787625,83,27.522422674957525
y,86,70.74823468708541,20,79.53921335313515
q,41,20.122837584231934,86,2.292845033157609
p,57,7.110973623885886,19,23.164308893732834
q,12,76.27080293727421,66,93.95474426801603
e,0,11.730473075603609,24,23.32615713383258
v,68,35.65536469705356,33,91.24518296689286
i,99,97.06847854810479,56,33.66003579130121
e,29,28.89219262743761,52,92.45254541514399
u,95,25.07988588849924,49,43.72159644442976
a,72,28.42794963509584,47,42.57684060845512
v,6,77.31544213196597,45,50.101725894176916
r,86,12.45225489224514,30,22.696709240489255
o,13,85.81676478456087,54,8.993173867259452
u,72,75.41415670378542,65,98.17295404357141
f,75,3.3953405304102846,43,72.80859278532488
t,17,38.8481236302493,56,68.36371853557709
w,23,25.59587872737319,28,49.75926833493013
t,7,51.43983352782158,15,73.8349155323106
o,57,48.9246486325365,89,10.156241078265694
l,70,19.65487561552688,42,50.93377249894089
r,97,19.993436026349386,24,40.508415867031374
n,22,12.490490951579037,97,58.78077823901443
q,57,86.42237336793632,78,57.791407975171
b,64,87.67719600941244,59,10.224719702108908
y,56,50.21596429317976,30,90.43015999768838
z,50,72.80120486925557,31,82.12047164642262
i,68,63.95353854852519,0,82.59266216608526
c,98,47.99622598976831,9,44.8242673956222
j,8,69.40791808007356,65,49.37731244610508
t,38,94.70906712882568,44,29.321844970970457
u,79,41.12130928531642,52,11.535992115910808
o,69,6.796084577338468,19,11.1639178562408
f,12,46.62144335568152,62,73.48123169455553
v,70,60.726993706277746,86,11.768229718922251
q,66,23.940421959431458,93,4.33964928469206
v,34,6.904329168093859,53,81.81136083461719
x,31,74.4160288138004,55,64.667146055548
n,62,6.150714823463,65,91.04243544122782
a,10,55.48700004275392,14,60.360740701691626
x,75,69.5468906920842,50,50.077880886250824
y,50,25.080188700443784,83,71.38008308693709
d,32,44.55424106317053,40,75.9086716777444
d,22,58.017989121824776,45,73.5085379721552
h,57,39.69416570883817,83,97.94327616552734
j,61,0.12373585015962307,57,11.269142611164117
g,99,86.8482924405733,69,24.323138849585725
m,89,67.32373725744475,25,38.733683659239404
f,74,83.59277802442735,79,85.08822552357391
c,96,64.45805833434677,65,45.44352643155509
i,2,53.38008278569809,9,20.963768538282366
n,36,82.70652365001547,79,49.905374867446305
p,88,48.30335358056467,50,65.77660475053626
z,14,1.8483701138044095,77,73.17155875168737
u,86,82.01454842216589,88,41.25202726187299
z,85,57.73467481523701,73,90.00034487711925
s,93,82.13709887803424,57,40.99785344067573
i,72,70.94006954673169,26,42.21490731812184
y,39,88.02980078640906,23,33.78809174495181
x,99,33.56768803679846,89,30.646023154369452
x,71,22.146073710316827,39,84.06147295650977
h,66,55.6486340879745,6,1.043734427973364
f,29,14.408376335623064,84,76.73518830430828
r,70,63.94634556703276,37,2.718304881968059
k,23,40.636114814064584,16,42.11334321737229
s,37,92.34134248015377,76,32.50676253633904
o,50,4.35954182949817,31,7.376776878373503
u,52,11.641869558608553,76,19.642469510497364
k,28,73.6819557891644,9,86.4266361049877
c,100,5.969763177898502,76,13.4803042954462
c,60,7.198356103094294,14,58.890313340417165
y,79,70.71762910886153,68,68.3820745649795
r,6,21.313456933278673,18,89.9553102068577
c,84,73.98325221474315,66,68.6343255012138
l,85,91.7001289507858,79,23.894569682848665
d,75,22.26079833251694,39,72.72324278851056
u,66,83.95062873684257,46,19.600584130755692
s,79,78.09827150289956,4,2.9413340904915652
u,60,55.19198610787274,34,0.6789999653197709
g,88,73.1351233640894,43,10.068825766119238
c,94,92.87141810973809,74,64.28500671424345
e,63,69.15724955490684,69,32.24969392308673
c,44,74.7933553755211,59,17.603915718254136
m,4,12.061387245255084,93,17.513032624999692
l,5,71.51727976748865,67,74.6396230240763
g,19,20.475012855304264,3,82.84531068756196
e,6,14.626241936398266,95,40.19324803624872
y,55,68.02447402164293,63,27.54359287695698
v,11,77.93449167463807,82,9.32636933980826
y,73,28.584702903304805,34,83.08345260087833
a,49,74.45987056610771,36,36.73838832171289
r,62,10.147613516260678,90,24.561623485071138
e,5,50.35980738407246,7,70.18641825704557
u,89,56.72391853527833,75,12.777600237614251
e,34,58.057802359081364,5,33.144566929963744
d,8,50.473119997814855,27,69.22882551054592
t,51,25.829676388971233,67,54.93279860859344
t,42,74.68362888084766,55,45.059636169361696
x,56,7.624172873280354,67,21.641470683750907
h,85,19.060385421590865,40,19.632706890426554
h,44,26.627469532607172,30,57.35901602075576
q,9,72.03745409906242,65,1.8546101844101104
b,32,72.16016810244814,95,7.41504013108899
s,78,21.353853730305406,70,30.6586712760646
d,70,70.30911753257439,50,21.964308428470513
r,70,21.644545500569446,67,76.41775205784589
n,52,31.868557296427024,46,89.43109926664393
p,34,62.40723105985918,6,14.12464378442506
i,19,0.6093553531063445,83,63.93634377040477
g,45,18.432850265222932,91,67.47512545376773
d,21,87.83866181891722,34,55.44988884044765
i,67,42.724375682173566,5,12.123315343130226
f,19,45.949613692952305,51,10.173010793856607
z,28,81.2924383079292,33,98.33589124030418
q,71,75.83586929437433,81,2.7861118588108913
m,50,28.879209309854726,56,60.903227980336624
j,71,5.967200641442982,47,15.356234651056722
s,22,59.50694098901155,35,16.799685796804
b,25,61.51385900443857,71,90.37192389989013
b,28,1.9735542453912958,38,90.19633806099048
y,59,71.01073000071241,21,37.73704984222002
v,44,11.085045848502439,78,38.48385436688954
x,5,14.037809209014796,28,41.79919997963748
l,59,29.209290370232765,18,37.015188566407275
y,28,13.478099216082661,0,37.89482374122186
i,81,43.77052152828745,12,44.5475356718363
f,34,95.2837884793307,61,85.59764810967816
s,43,50.892584365592285,87,45.60724332089079
c,32,71.24338521740121,64,68.02733362938639
y,55,92.02839640131118,18,75.19611635882336
u,89,78.09125980290983,70,38.955826451552376
d,18,24.402209028524492,36,91.5181431298672
h,51,85.67875501450756,87,47.97427285412632
c,63,25.75001621273374,77,64.65344899076956
c,45,59.96916001133822,67,44.90368433449543
o,73,17.36954778061026,89,37.73514527869407
x,15,34.36238026299191,56,87.71634009147202
q,28,19.203569686563426,58,25.824277747760902
s,59,81.38837232568937,90,21.940134962010703
v,96,56.76623311255149,42,58.60956219341338
f,81,99.90408883850674,61,98.75631379531924
b,11,59.385175073382825,10,45.73174192486551
b,67,58.67588346301568,58,49.01905254290541
a,28,88.3542446205064,43,77.638093882878
f,14,25.357622226806953,23,38.548131066964366
t,54,6.172210446925231,86,33.74902166923387
f,39,89.31451382942072,74,79.97444713900131
u,61,6.09835735281764,18,79.20460425976718
u,0,63.87512765870708,78,7.827285476325308
k,42,60.616981931432576,14,16.11772970167675
f,18,8.897650320477856,63,24.57716085118127
d,85,4.044630002144245,70,60.165837860181526
f,98,69.85854414624761,76,77.31769063794421
s,25,54.74018849050783,14,71.04290698670611
v,19,92.08658411125434,38,22.995644343288735
p,98,96.46129102629365,27,93.99490234964021
c,62,28.522464958679038,94,95.37902554912209
d,74,71.37456782945854,13,12.574917081389847
p,12,22.55959193538026,57,0.38636200500188345
f,72,20.647007479724632,66,56.504065515829126
e,56,66.0529082960954,98,95.33933644858276
m,13,9.030386414427849,14,91.03909588102364
n,47,24.89797559270861,37,18.94893935097849
p,74,59.26083308941338,98,53.75855266675587
w,97,48.58558232581106,54,46.10826412226848
o,16,3.5984217539773877,36,81.22882924781038
e,87,87.4707960202414,94,75.10930564535929
n,57,56.503479677819826,19,64.08172381074996
w,19,62.00051971661406,60,40.543967802109506
x,99,14.663502311408294,80,43.962635022844765
k,65,38.04445942041201,29,28.513413912434014
e,14,90.16438834165331,20,92.51673174401051
w,51,28.456367681846572,28,25.30810527978019
o,81,96.05982517244425,70,12.409483961710988
c,43,90.08799014981015,41,22.593215214860386
e,69,30.81210150578526,10,51.99387203637592
g,76,81.30629425981382,79,84.00217724586491
b,88,5.675008001269832,40,69.51507028455191
z,5,48.77726201475483,56,33.41898780734374
i,47,68.0751381181512,63,45.35346855146417
s,70,83.57590562526576,9,4.798750417261188
m,7,78.37217122405664,76,83.27159367321718
u,0,67.28079696714136,1,58.86483306258788
l,0,44.75245170341228,10,41.43095858713044
w,57,87.59288246256048,52,83.7181948154608
c,88,42.31177865200362,87,45.01778860300297
d,64,57.058208025531506,83,53.7507487307499
n,74,4.066213227007898,8,54.29399742956551
k,60,57.086651772316124,75,61.455470505971675
h,26,58.474838545480964,25,18.715249129553545
h,32,84.25476653002161,32,93.48470388062712
y,23,30.900599284539553,67,49.9611785190247
s,74,91.24346929151909,22,63.26438855507342
c,5,15.238500428070834,66,21.074532565370106
x,7,86.28321689828104,56,61.44699447707972
i,19,23.40066181022068,87,52.83468824354175
u,69,44.08055052449769,67,52.01519112610583
m,92,72.03480086251768,56,62.15770458719895
e,57,37.95509276264855,71,32.71340795573599
b,32,75.69647371902916,46,59.01805888746857
w,2,47.73940425993616,2,2.931530570707652
u,23,88.90036195536659,12,11.413165138223725
a,93,64.47474222831701,69,16.520806963500434
i,63,85.08799250789671,19,2.281663809113643
s,66,34.2183743289872,13,56.83717979133753
w,80,77.5568588773838,78,53.502445301408684
d,68,19.916490557580303,22,55.50501836959361
l,57,93.63490349894569,98,50.230507435849844
j,14,48.16421539708832,100,59.2973957932315
k,11,82.64089340902879,11,71.91838003921407
m,87,80.2875579092722,44,42.23642052196964
h,40,50.26578873653109,78,60.386719857735336
j,82,16.75555357987133,45,61.20420597373817
p,65,64.5956607632186,51,42.62305044155125
n,18,13.892770780727625,45,96.5227206319927
g,38,30.96567896959189,20,9.750141646484145
a,45,60.22114870453732,18,86.8506565563465
o,1,98.58475595815203,46,91.07274974884622
s,65,54.835060977403124,76,60.58735345810528
v,95,54.278999975604194,14,10.375118634638936
f,72,96.38083544198837,88,4.170893448695157
r,30,89.49913921206173,60,51.323110321029034
z,39,5.870146533248743,9,47.22975951551405
z,3,78.67817735634779,68,65.86484941471858
w,97,78.85724704916788,71,79.06140818712716
f,94,42.79646342525335,31,67.26892240406931
k,10,32.46886035489355,20,40.39053518047935
j,42,55.41870146872847,76,50.42357814395891
v,54,43.32050888766368,27,69.87075663436039
z,91,95.75101587087083,94,81.09010648869723
x,29,97.24511521628143,98,85.9790241632237
l,24,52.024243584013604,79,79.87455561510684
h,75,21.240824982326444,44,12.500757537690355
m,45,61.5432487531818,30,59.477463039343505
c,9,52.7984104574048,46,95.06791425005468
z,11,53.3239105015618,29,64.14168076587782
a,49,61.40820816819716,3,50.06307703619191
q,53,68.15132585850363,43,83.50769287248669
k,30,70.91524583789453,5,12.643438572395771
v,24,18.952969091654502,90,37.399541520818644
w,90,54.902015618794465,23,27.874779682379437
t,98,56.295548471161695,43,4.723571947725469
a,52,92.043985706025,26,0.4186851932877822
u,73,42.05362846466546,20,62.55453416950415
e,18,90.22525256802523,10,82.945055150602
f,55,1.1718295218165697,71,62.905612602201735
w,43,65.7209777683726,19,19.3511919909115
j,89,83.09260005440164,20,15.630012221864753
o,95,94.34910100484404,78,75.1127477151357
b,19,3.3434110747997625,31,35.66687170155506
z,21,39.234682881573946,85,62.412466950358414
k,50,20.585620968426575,53,60.19836058310456
n,51,64.1763662393751,18,46.222037555751214
t,30,11.199407924402994,56,94.69995213520481
e,58,48.6960516552073,29,81.4431286842547
t,56,10.478746336109545,87,65.81812768128069
t,88,56.68830828335268,26,45.961202431835446
i,31,78.3997729230634,97,24.427975000154014
t,69,37.560390094996954,31,62.42098281889301
n,21,76.71103552626283,33,27.32242760675525
k,39,24.439238573359102,55,24.911318163996043
k,48,33.012744435450635,32,32.182432080921465
l,0,27.40909453661249,54,53.083140332785305
p,99,77.44460309416573,51,63.10485472142344
e,18,3.479571458973363,25,11.426624823228003
c,23,99.107211515454,88,52.38702275333108
a,72,79.94035740036144,70,42.76266133292403
x,70,8.396474019915413,12,74.45181108535644
t,75,62.171513052157124,21,83.11350667900217
d,7,98.87916350225271,21,29.590048849454288
k,49,96.22639047542006,11,74.45585232534268
e,61,46.13632687011693,17,36.99140842129683
v,81,9.72636949027692,22,13.552999197649862
z,78,9.578733697597485,56,45.70756352030854
b,16,64.01512199430776,19,12.473814059266285
c,48,28.839176241018027,67,5.539656115715486
h,84,78.53700229415557,2,46.99998071247364
v,73,8.829999497404216,13,46.850909624823636
m,95,64.81318026862223,31,74.58046259981245
g,84,44.149270489715576,74,6.849705596552802
o,3,14.489384886916701,2,29.256677139768883
e,66,1.89529454368208,23,42.97889286069127
d,87,99.27596350447006,52,42.94906125483116
i,53,22.12662137572461,38,12.940186610835225
u,76,4.070355915573931,13,52.854260091648854
k,16,15.426179302886089,96,82.45906319560572
d,73,79.4941942708955,51,66.81337218692649
z,26,53.88629355382343,11,99.31824148144761
z,71,70.85173100182877,11,28.275140822938404
y,36,17.66346994796597,29,43.88386469703263
r,46,30.170637966729007,91,93.01380525843713
m,49,17.676449593023246,86,9.995049576240122
e,100,78.10297209997759,89,76.37428819419142
u,36,32.93554443426672,12,13.309824641241585
p,37,67.05663146500278,59,29.61477310335926
z,4,59.437605261397074,34,0.7520634281729999
b,45,43.281389918500516,66,31.64005991168772
z,38,14.906757512224234,68,98.88620321518188
t,55,12.122568548368474,10,26.433974362282132
v,53,73.67265365108437,4,15.186280866151359
c,51,67.05351553627499,92,90.45539504173318
u,75,96.91313851162941,92,77.08292387532148
p,0,50.65447732406591,33,47.749619881499136
c,16,7.698422065068722,65,0.9512868656716078
d,55,9.700625449681155,19,26.827645134980028
v,90,40.4211384824264,26,98.70492373591809
r,61,55.68328088698975,62,70.99062938831356
m,42,97.18258772680622,0,5.993296415901006
d,69,18.863883431742103,76,55.15975381922335
e,72,46.19747581968845,67,99.04809590800177
j,96,0.24363533345597155,56,27.867788707965268
d,63,99.12273266734424,28,97.3692466252852
i,83,87.13916542690984,18,59.703113888285344
u,10,98.08136204738378,98,37.138740669937434
a,24,1.329679682072804,15,23.49462814976858
x,72,24.380045141263786,21,98.76898928230308
m,6,95.13436336074888,10,5.329251245119105
b,64,62.92224015281177,30,0.551694771710165
j,25,83.87845965290043,94,63.98495105618156
e,84,38.45592545146924,56,28.487323774035133
g,33,0.27468672522303894,25,67.47943870687689
q,96,63.084383172565495,72,72.29528143900984
k,52,45.773133462568424,92,14.994712238758511
e,40,16.272719907557953,47,26.15811702351605
e,16,6.0044793385293005,54,44.97004540289144
k,13,86.12753698430413,84,6.234141279776639
g,68,23.822136436585716,23,78.85745989716507
b,57,25.894123379791832,60,78.81702792602576
g,75,44.74667172151986,74,71.1770194002692
k,89,66.45236444587917,73,35.43177547564109
o,90,33.49302055712984,20,43.88888432213409
m,91,69.31931092481268,8,37.27521021749431
m,44,93.38693121473173,69,32.26434512424312
h,96,89.77128322580569,85,25.994927521640697
p,39,13.553184903432925,1,84.89752320230139
f,89,79.5272180849053,21,0.37207079400327636
k,27,83.55540586314137,21,24.876869128961676
k,3,75.154339847221,45,74.46131886561894
x,48,70.87744882923357,75,13.345367654837714
m,96,64.66792531505202,93,31.830613740030344
o,54,52.188936622475836,70,74.63716992664125
h,65,92.98310902321761,68,91.53878010310986
m,60,23.843353662798418,80,68.26863502139997
l,58,79.83165498387478,48,40.80076854169759
s,68,87.54539155458299,56,11.820302597928812
d,37,78.48380380738949,77,94.61783444647489
j,19,41.37099584412978,2,90.11809251975026
n,67,24.077939169306084,22,47.72604227867363
u,19,86.2332304853942,86,59.416506194813124
u,35,38.206991279361176,92,54.47456805756188
n,98,86.03176164083644,45,58.0797347158328
b,31,36.784938233457,84,27.30509766731135
f,48,27.645319858640438,75,80.20299229762784
i,56,49.48650013638586,48,75.43419415569426
i,35,89.9791194358334,66,15.322472352586658
k,52,2.0386443221000805,24,82.7237183914957
k,74,16.55865596183832,29,25.389808386798617
y,11,52.985458596973224,69,8.339970630861515
y,25,37.38760151759115,27,41.0690622303166
f,71,75.90067208469888,86,33.124860066827644
a,83,8.205572429081299,70,40.742342202764306
g,26,52.574686338551444,92,60.128410722578394
r,9,80.09102480331521,36,19.78943938700678
l,30,4.046113948433838,45,5.648747126141929
c,21,36.75168212378652,70,97.22618334736735
s,58,10.448788441292212,40,66.0968410176304
p,7,34.19260913341148,98,9.76064379240813
w,15,14.927569067514291,17,70.00080637357054
q,18,50.355688481981666,92,30.985982898637555
d,69,84.7220393331885,86,48.097825892442145
j,30,92.97604289551049,46,47.308427809957955
s,98,54.51439513534453,53,75.22867273355328
j,51,23.47691713908785,14,76.03974002885722
n,62,86.78339750671756,42,70.99524930160163
o,4,38.68837787043245,7,78.74389679760625
z,39,66.77691913511345,28,54.31597621734687
y,30,82.66870307526342,71,64.49657191940193
v,67,27.38527188181884,84,3.1479596591344916
d,32,58.62223162407848,81,10.261919083976379
l,52,13.60610899842799,72,60.67206652291644
r,74,81.73026366037257,88,63.03397444022569
z,12,16.119552684940142,92,2.9933040435591196
i,54,50.67461801322821,0,40.09477494916963
w,47,11.782809800110073,76,57.00756759580283
c,78,6.8104028579403675,35,25.843892882068598
f,17,83.21271780712529,67,28.711053845713195
s,61,3.552817821113019,87,99.50965004563851
x,99,47.18291373298007,40,25.418217537572975
a,77,87.29162879609835,5,46.16798381464536
l,22,83.61757435594066,11,69.37632785730791
m,51,2.64173063502966,6,24.264109106215116
z,4,13.780429174948694,25,13.056194434704471
h,15,99.98298309021327,3,49.36987329564499
r,60,0.6124628646067665,19,82.6711933471019
e,18,92.83942384572413,7,1.221526280342733
d,94,88.9471055102166,81,81.2244122731455
w,69,77.92862018961601,78,42.99988057077287
v,28,94.03267535087743,8,88.45533246391797
w,38,62.847712683413334,52,36.737679901594525
m,15,91.87122967615214,94,50.39266964907687
h,79,53.99544423079517,54,9.491084947443905
v,52,37.32635734520532,85,49.029663662228295
p,23,21.15308982678712,10,40.04476818786157
t,16,89.43937012318479,12,27.672512784745273
w,31,5.812000966124165,55,45.09252440447584
t,19,71.87986958934314,2,77.03488177839223
j,0,0.4229899780629043,42,10.801245057754038
o,28,87.86064620286163,73,56.82009296121622
l,85,55.866746348496264,69,2.841757696345515
e,35,93.23501005648342,89,95.45880199213798
u,70,43.746254197343305,9,39.13048990215916
f,77,61.15755292259537,25,9.364772991085824
m,77,18.31935051213771,93,82.7085984384789
c,78,79.47518103407106,0,83.11370774626144
w,86,42.96746563656286,15,68.6496808964356
g,15,56.23304437983825,28,19.795122528559382
l,41,71.45997216916015,71,20.422665469449818
f,40,93.06016835676233,83,59.03874463083796
f,5,72.14463780599641,95,4.8556438080678
t,50,64.94868001733536,19,84.82990387634463
q,13,90.40701520267375,44,42.254324644996736
k,74,31.53696365504467,71,65.10857599223533
b,93,9.109706405404761,63,26.856660808879695
p,94,84.69710317796013,8,36.27202419217434
h,12,49.10807747990518,77,79.20330172775556
l,83,55.69993853010443,48,45.86130366420148
o,43,61.139730451283725,50,1.4715930825878631
k,31,59.277770372601545,45,99.808925948154
m,72,49.35679622162622,85,65.78364923399617
z,1,94.01125017623757,18,77.31580823303852
p,75,64.34107964557711,30,25.67540431472919
b,32,17.753071712628422,50,7.275549534557002
l,56,21.278813532067918,26,51.904212807249905
q,68,40.999524368738946,37,53.488884129115085
n,2,47.174907968043314,66,88.0213998528753
u,8,10.475458805181281,36,21.09926245423407
l,45,84.01207851061565,99,86.7250511092329
q,7,44.69067036072647,47,17.083801054482805
w,2,75.43612586085193,36,56.8999438341979
k,90,99.69194854970505,80,23.611281197223434
c,89,93.22851364463311,43,25.442381060038024
f,69,27.48288611519386,8,23.348477370030942
y,43,21.30538088695634,51,32.852759368386806
h,77,71.8249684848193,95,36.91181420394783
j,47,90.95969309615738,28,20.268233167921736
y,98,17.3082398088356,93,33.38191084132315
k,64,8.515860682911825,39,80.91053815304268
m,76,30.483467798945707,60,47.92093870550006
c,53,17.194797874327485,2,37.28978542457161
m,75,5.321188750405059,84,75.45942684264344
d,82,0.323948249170547,28,36.409792597874834
n,21,72.70928952362702,2,68.42118311332794
i,54,57.62765855453675,36,64.39347278033189
a,42,40.68603428320054,2,53.05161426013052
h,34,22.321654834907612,10,68.35944921829402
i,33,86.79325460209752,46,36.17912428055746
w,95,60.859320663352904,82,38.87460160722086
r,74,33.51147034431891,19,35.780750153080454
w,35,81.0663936310915,71,83.36525181000471
c,14,8.19353626964131,21,9.076402465474743
c,8,79.47411781983688,10,68.75331041000705
o,97,71.49782558687032,52,54.31060705200215
a,45,12.231453394547486,17,66.70420014482225
f,89,3.070682833659022,11,74.91158942834979
u,69,55.19014101172228,20,29.45285540561691
t,83,78.48331679589033,91,39.0580364199011
b,24,10.71236206908106,49,59.741682169150664
v,96,63.8776974328318,100,30.20723437910734
u,58,7.450776591232556,76,86.03164463698965
x,20,28.767158186202114,28,88.80051973747914
i,82,18.081161501104337,49,18.295809888368918
e,2,26.97679763484535,100,33.474073637403336
a,12,66.59365864221408,54,23.46113781290583
t,80,56.103041330666635,60,69.80939373919051
r,6,98.45087535936614,49,99.594837085132
r,12,52.05216722181725,73,35.95919754381942
a,26,35.904117910701075,99,67.54588124555396
a,74,79.06745279245122,48,90.00276122848707
p,25,53.255416957976806,7,98.53682728500343
n,59,11.245670873635461,22,76.12956575309383
k,99,14.068877840405614,25,3.7003408471990573
f,94,22.564489526177745,34,53.07889407676901
c,18,69.55598555448505,57,84.60902551990351
d,26,7.572076929902638,76,4.459601095220355
m,56,95.13771582535522,85,17.66872373054297
o,64,37.747172933531736,91,43.90612188001376
z,37,33.74283157429776,79,41.94033315995068
x,67,35.18630109862235,5,41.6836858422539
n,86,53.31807964030902,12,87.9274736338249
a,53,9.360137837537463,99,13.884776098641904
y,32,64.19682756595888,87,33.12445479763186
t,22,20.842592835487483,77,86.71769404101613
e,75,47.74627975446262,80,53.83642347211792
p,93,84.62090642578903,23,79.98436362033019
w,71,14.348322300593864,24,74.40582126685116
u,64,13.537117406734856,25,80.65007447914009
w,56,55.11138592014015,1,5.678556415004865
y,11,84.89108633859958,53,20.543809127902
w,90,92.5511958184537,78,12.482982685248857
v,79,7.8370105020434515,89,35.36620711918409
r,77,4.674809871437069,70,90.21202793503828
w,63,20.3255960373111,99,99.50600987158153
h,82,41.24896102445948,61,0.8758789672620115
v,61,76.86853060991022,44,29.305216654603495
g,57,10.92420246142698,26,24.009437780174782
k,48,79.63085154345973,92,78.82251355311394
s,48,63.30470545534674,89,90.87061429251834
u,42,48.626475709822024,54,50.21832924386748
s,36,95.98125290824554,18,61.23199992167585
m,10,13.16080033423982,19,68.39036063865825
w,34,59.5665492117467,79,42.61789301034767
p,39,34.781544603191605,1,9.087400894025599
g,54,24.122180206999154,36,17.682157909075723
y,33,63.15372797669549,79,89.57814139395957
z,50,53.0954140846195,9,51.83299509439152
h,42,86.75331609161744,20,42.98350876705591
f,90,35.09952902645347,60,17.920935787412283
b,80,10.88100666195918,56,13.339879949930712
l,80,85.5047571591837,81,30.217224904226192
c,82,98.06824596709085,78,59.871112748375424
f,79,64.89711728714597,83,17.74633256524829
r,76,81.86968984862449,88,70.60579327648551
z,86,37.871478998730666,58,75.23216920441986
h,72,17.755835113924313,76,57.135655768393946
p,98,18.567696258095857,21,63.381419209615466
h,50,26.291891884627315,28,79.3172767283725
f,92,32.71150778662373,98,80.22656878633238
t,55,13.19926613058776,16,52.934024565809025
c,6,75.99230362015699,20,56.997997097535325
b,50,43.885229891107436,60,27.17289373345758
c,80,84.57847370319331,66,1.2476618384589133
i,78,18.60267757039127,22,89.31118490056207
l,31,43.88913560196481,37,89.25251659607032
h,33,43.55700789130966,40,78.12477532513839
