X,Y,M,T,B
q,2,91.67130525301003,2,19.32874159178266
g,2,70.44606895306309,85,40.26635704923398
b,48,26.413043852214468,48,9.415305325603551
q,91,78.65237998691809,61,38.41593250349581
m,7,83.03346257333875,92,56.84619368767352
d,54,1.3781362866687186,3,74.63400866563205
m,0,29.634007724565492,23,21.9039855231838
c,84,5.5439007729350624,72,0.05144801477742211
w,94,22.33829635111435,63,96.25749446556975
o,74,89.13398263917031,20,67.50306054035381
l,45,11.510714334555027,10,70.91827208568506
e,37,25.305501462202084,17,40.429258073357545
a,53,90.11419852230158,96,40.2731561764217
e,100,39.555107217977245,48,75.81237984039143
i,22,86.59139690324935,68,34.51768043188689
u,86,31.739600656228582,44,96.1230026702543
n,42,32.664191985924454,35,32.96339332661417
h,4,78.5136373584624,34,3.87063720255999
p,96,84.66962350373281,91,72.2876624015466
u,47,1.9436921995865442,38,40.98916138474069
m,54,31.179251507999584,50,92.53092710564258
q,93,1.8148593655812895,27,15.794651190972942
g,57,92.40778666729464,71,21.64553339442722
e,30,13.425249869945032,9,33.88673309889363
t,60,72.60753775762542,81,50.07932183600376
v,11,98.11506833222256,97,42.27754460784562
x,12,51.16979187142129,86,93.26289053993926
v,12,43.374431737505006,70,19.64024799621792
q,9,12.564769784757136,19,83.2584281757615
l,52,14.06592688138203,16,21.537432846282258
n,10,18.856266439221635,53,40.863809900142535
v,86,51.00317742901365,54,74.50215978123764
n,92,17.52708664861159,71,93.54116092770188
j,23,79.24221664130935,20,75.50766630792847
p,8,47.66289379071864,9,43.706841358439476
m,91,2.5477566481413305,38,81.53451297957966
b,86,33.227508322800624,33,88.21766011217551
o,86,66.89860843529407,4,42.31638571507491
p,91,84.84121191930754,62,47.21457328169093
u,36,9.14818675712743,14,34.41138596927323
k,89,18.322425507082627,75,27.22809211810856
w,55,8.595025207287243,48,8.953735815090857
d,31,30.48698862258191,94,90.12794388145493
w,14,44.28827807489287,11,56.05108116972228
x,69,23.37475440601122,1,86.30149073983026
o,62,57.90551076053312,84,22.13368733113431
g,80,28.993453340497013,100,46.00047582941011
b,80,25.99532670116328,8,79.95630535261192
c,22,50.6119634957926,66,85.6632742266217
x,98,75.39773837143345,0,53.03402885288343
k,85,49.2000043809669,47,19.094350624122924
i,3,59.65473708168215,11,33.30696108017217
u,11,55.24439986803503,45,64.75190175770467
y,50,7.622356405898534,87,87.7067283951363
n,33,38.622242196144775,40,62.089994745200926
m,22,88.02299998118305,56,57.70657615279365
o,94,22.765053024899085,53,60.5524214124135
m,2,91.44390492071823,33,17.317088453028084
y,49,73.67670273469206,100,60.09345980633888
y,93,73.91245976835404,37,65.12040028571099
u,8,83.18209387533962,16,56.252993298590994
u,42,33.928755465458416,33,35.766465337026965
i,18,55.74048921857388,69,54.831985462364585
v,17,38.828895225837954,47,96.52538287077381
a,82,32.479844459368465,22,1.90512069011336
c,89,87.98662999214332,38,45.529249643706905
p,51,8.314753233719186,91,22.67404169636106
x,1,61.98947594603984,55,93.7217789850403
c,57,44.83964977706976,95,16.234246227078764
h,81,82.16654142845779,100,95.85333509391647
w,36,52.92842911539667,100,54.34100088652979
e,88,74.0031237857649,98,29.81011351404178
w,97,36.76299881110193,40,28.56207505765733
e,6,40.58327715334489,25,46.05684166727635
u,4,29.417517013792406,21,35.73990213382074
v,69,69.36841039435602,8,19.270215724299934
j,96,26.788248060604424,18,26.979966386010112
g,76,54.34471000047495,27,63.64913284178565
m,84,25.331019711532687,33,31.760464327064398
x,62,11.558709589022042,14,11.755054997788728
w,40,0.24565336465648402,54,85.23571788373697
t,100,84.97737910724962,22,72.40285470709462
b,77,11.763583828024116,32,54.24954029158926
v,1,54.41315370225721,37,56.53064321824529
h,2,34.4146195900293,76,74.19733336171028
b,47,2.422654410533953,85,56.69991779087978
n,31,44.41789255643251,100,13.537455230195494
a,7,20.692760453055172,23,62.602957037760866
o,44,82.18248545772983,15,50.328311604236205
q,66,75.8213543506467,89,69.7639860369271
l,74,40.94645920936918,81,23.579877768065305
o,29,97.51037780421166,85,71.90055328374049
v,76,54.10520643333565,19,38.80716323509251
q,72,71.2108476094748,19,99.01758059337918
y,71,80.99241180369476,98,34.19966612559778
i,53,22.855643145359416,61,65.96681369305443
m,25,11.538296204157216,33,33.095148995785415
j,36,64.75059323474163,39,55.908667804511126
l,38,50.57497724223447,51,46.390441501591575
g,62,10.322330399946257,89,56.19434117037194
u,7,30.572788480005574,0,18.607581472364842
r,32,43.65880226630736,6,62.74580224348788
b,79,84.04394653565322,72,48.13549431575234
o,2,83.96997239677447,53,67.52596492137471
c,86,54.440743907009406,44,0.794004742739407
j,3,68.82599180889473,97,58.86017590271604
t,52,99.57673361392648,56,27.146964541523598
x,7,14.933799793803393,99,6.032551393617691
c,79,39.972707339908645,30,30.012478432828125
q,83,97.75500177938311,28,69.02555468850761
o,81,19.947896583714943,83,17.54213342200206
r,93,54.30232303671221,52,33.195401466684174
z,1,13.099526880810464,100,5.502215859391146
s,65,75.4100789058858,50,14.911314315854195
v,13,23.44222227966526,13,25.488282604529555
w,65,23.70748939134475,79,41.3335951662133
g,14,7.014610937237675,11,20.86180700294662
p,34,50.07529183875285,5,90.99832521103218
v,1,65.63441686246489,94,62.39818734730495
s,91,28.50333670749179,21,89.87908037232779
d,79,90.09426909947284,55,7.257603726518214
n,46,46.12546030511506,45,63.44214283396975
w,44,44.196917055750205,67,20.564298385315073
o,96,10.21726504687387,93,66.5936699110391
k,77,96.01416555130791,32,68.80304832227117
v,18,56.37187212346375,54,2.3575005403890237
w,4,53.10723827101985,76,75.22790607017687
a,31,91.65060998299982,70,64.33815453549732
s,3,55.079913737434275,72,27.367249721407884
x,50,48.5059815972973,32,57.432859314467585
q,58,37.12254312969303,5,22.49448298149406
l,20,92.84164495940178,52,16.83610524085418
e,100,56.18840026166083,76,1.7995537141519247
x,44,78.22522783161907,70,88.1438750455938
n,47,44.68033389241926,53,33.02555831189583
y,84,70.75498951680328,66,69.97223565315286
q,66,7.906156070656534,92,15.390366019687473
n,77,24.56041149933683,65,88.30138236107673
i,52,51.17227746001487,18,77.09633752584908
f,50,82.9113920096664,52,35.58933029989084
r,100,11.56431201107032,95,34.82130341297648
v,70,25.81313180669659,11,33.2267298128347
m,7,23.84720829413489,4,67.02382805807112
z,83,37.37319270505435,26,48.8556606500511
n,64,5.438764080225711,19,17.81372869338147
v,57,59.1811002280605,92,6.431995563878035
f,33,77.06856511155107,11,90.38366008246189
a,45,25.532907175839092,82,0.8966327896233417
l,88,59.13176052323516,0,59.729048800002836
c,34,32.687153490046626,82,61.90748921906759
q,1,28.24906806622247,97,49.13391720677341
i,33,25.358030408346742,34,64.93967552771652
m,78,8.946860444845717,30,58.005345716854706
y,69,79.42691193781872,75,14.121977392325169
r,16,24.71801492960398,6,12.159596990496302
l,17,33.23049869881933,49,13.704981977383323
z,21,0.651628374188773,34,57.76694712295832
i,56,91.10619277691386,16,54.95152842514216
h,4,4.333996665740947,24,87.15683343259897
e,4,81.17901794012744,41,56.12596242148602
a,41,52.43243580604231,94,61.10230909199282
y,66,33.263660894232316,38,35.459303480676574
m,76,89.76489401834002,46,92.58557342766271
t,5,43.72481134892466,38,44.657806600080896
h,44,72.60203337779026,5,0.45810464174630416
i,50,19.58197727332166,2,34.84646819024765
q,96,36.44116371274051,86,79.61198416640887
l,74,76.75023876190804,37,79.27087667151812
f,66,33.7084511294446,88,5.114324087983057
z,59,81.45327103048199,10,22.88955788148589
e,71,2.523438613275819,71,17.200225365261034
w,48,74.88061002279923,21,58.40210189152417
d,2,65.1457295501197,4,65.9456050651377
e,72,53.1624399857179,36,83.1183551382162
i,26,47.174086246360794,9,58.07255092864685
u,12,71.50836399446999,62,7.6210711192893354
n,29,88.17414324365444,25,95.31598182038718
q,9,67.37845439671418,58,43.36956071545066
t,10,95.5982168836668,96,40.79426685658621
y,39,56.970847051575646,81,29.074007534120494
t,2,39.786258683472596,66,31.64632929740222
k,19,34.378506364666194,80,77.61317731691466
p,4,2.35107763447695,9,99.24573001680389
a,40,78.61424008522505,67,16.792116729726526
b,58,25.32669203627521,99,64.41190882138112
h,31,42.98182417243602,73,78.19749579618848
p,45,56.562628782149304,26,61.003290471492875
h,16,73.75265422969437,85,68.26292870197827
e,55,43.38867295676601,7,95.62280207863458
b,55,71.5372770143321,17,95.27688726156161
a,2,50.695684515403485,22,71.71538092458472
a,8,76.11365517255037,2,63.318859329677224
u,84,77.95242325706178,42,19.56228401189717
q,63,67.35624130146239,41,42.921627790127324
y,70,1.72289565221464,42,72.69718961854878
x,1,14.261265562699865,40,88.7974853902698
n,8,37.03200161782956,8,81.82222300918454
o,56,78.47134560554458,92,52.648000318222756
y,44,77.2283635923898,3,92.44541324340514
k,24,55.56289225655225,84,67.9028889029773
b,37,60.88831228455557,42,91.9174907323794
n,84,39.15785050471043,54,3.140214241084649
l,95,36.25792292505452,6,38.89351579741908
h,40,13.538266066689463,11,22.891035738829267
j,92,29.92809010720896,6,97.70250102666506
h,92,97.44863965543458,85,45.83336913134248
k,16,23.005455426524513,81,75.53723567810285
e,12,65.39241041302122,67,62.37294436437806
j,11,65.13241784472737,88,4.4701380728566775
p,38,59.213891748933875,9,42.48563988324897
g,42,72.03873632003028,45,58.081232988516575
m,84,51.84974861261106,55,85.22418769686671
w,81,48.418043770136464,14,21.25209766815227
t,62,2.303303545484736,26,96.76398699395155
e,17,36.22776408817051,97,61.8216909194779
n,55,48.647571913194035,75,82.26922619963874
f,67,74.9864384751535,62,56.43680118612787
r,43,35.28591341517105,5,5.6545778065093195
p,66,9.772362426346849,60,61.92593107343784
b,54,4.345737381939374,40,79.77031167568627
b,50,14.026109868763237,95,35.19380583799676
b,6,76.66489211137021,45,31.55143300254768
a,96,99.15465500600803,97,2.6601431499286066
f,89,73.71539172555964,7,7.716490340659998
q,66,18.813441882261174,82,68.1216690787252
z,87,33.38742083782448,57,13.569028149101959
o,83,60.464366255952605,22,65.3839109476681
q,33,20.32941292050635,46,21.000369492067115
x,55,90.31984100981288,45,61.676622818771285
a,27,3.1302419109411006,35,19.690995372244245
n,90,34.66843799457966,1,77.49724500098988
g,22,10.887193696324504,15,90.54941368431038
i,89,25.41552050562055,29,38.84711669324778
e,84,18.280122371974393,42,98.49805222257926
c,36,20.972931554415663,88,12.683902136950675
t,43,90.24833672599526,49,15.537702231250439
l,13,96.91420730255717,34,5.92248164088417
b,11,97.427653061245,80,10.102052858298826
i,76,78.1974483874459,74,86.28963307912724
q,33,48.7825367200044,72,43.254722393218096
i,8,99.7563971661403,4,58.01512273986121
l,32,93.42883910278525,72,21.94799286436654
k,14,45.66329991153967,59,61.43538558394709
a,25,22.606626103897888,4,88.62236173110092
o,15,60.26495848709328,55,32.71870240553696
q,1,40.82125728966274,42,97.1568437823297
k,61,87.24728551588504,44,14.69234498768902
h,8,28.0590829857572,38,88.65847346047462
u,39,27.89660573291283,39,92.2627850313774
c,65,14.146618204120188,1,18.491581434973714
u,57,98.62119197103598,87,66.90641935266805
i,75,88.16229611427185,43,19.25313029902458
j,82,32.598548377869406,41,3.1879996584683767
f,36,74.5372410412454,17,93.52775492424084
y,94,34.70687591125176,88,16.100839144594058
s,21,84.20316521619475,2,63.960894488536034
s,92,2.2295749922783825,59,71.18061813035865
q,41,97.74298267041706,63,5.5287555708076646
g,75,95.08129253922915,43,18.65008876392804
p,2,28.220192337985107,66,28.92174497895751
q,63,30.999826573526633,43,64.89930392896184
r,29,4.6380687926302455,8,60.86861145379103
t,1,74.72419413620257,11,37.3732356688669
u,55,2.7375466275459948,45,50.79469092680892
y,15,90.43293113506041,9,17.21154567001709
d,97,14.0323390256345,60,20.40884579282579
t,94,56.61595068904216,83,59.60624080294982
o,42,52.386922090615705,13,51.47554913767809
m,28,60.63229405907917,82,3.0871191230809725
c,41,49.163904744318145,55,43.288277190420544
v,59,24.64108599316933,8,56.347858640309504
k,68,91.4374829369385,41,35.7192741558606
j,73,16.893952390348478,98,27.484044329559875
s,18,62.44989405288206,49,13.220402303206702
g,46,56.20316335075648,44,50.68181515217698
o,57,88.07570058422158,78,28.571669639767126
b,53,14.059583919824469,88,71.94832996093113
g,43,32.580445688528904,46,34.16238385266465
b,85,52.27173602427248,77,61.556489217962394
g,64,58.21402095092563,39,56.78149044001181
z,64,91.76708231922036,10,18.56763124775013
l,50,75.03032277986429,72,68.11272502006986
a,42,24.79444594734863,87,12.222166769963927
y,38,23.88388946965344,91,62.3197895063785
s,71,16.853410282580416,28,7.651779338596065
h,17,41.769826815739044,7,70.29373221524592
e,40,85.99298264516662,10,35.38528208764221
m,19,53.62853228893982,71,82.93452093067127
c,2,83.2572616529371,87,97.66769707408677
n,63,92.68344670628966,63,36.51279103444969
r,84,51.28388853378878,31,42.929066449371604
v,51,92.14006531527768,54,65.90304947577408
h,78,92.13699109901677,91,20.9029412204761
e,84,21.1666298292716,17,43.827889615268504
e,15,9.05988367110836,73,59.4598951885073
j,15,88.16516276953814,2,85.408891211773
q,3,51.289775790619565,96,35.093814230718024
t,25,63.06765393140936,7,43.0662085307249
v,66,72.36363764247112,7,91.22660976179652
x,29,75.231448341546,68,96.77879001932018
j,37,47.97555137609405,26,97.15234241249894
z,60,28.55867575367641,22,58.71180068796959
k,24,0.6924665754007853,32,82.36992330116313
t,28,18.649869399292875,97,71.13246335460977
w,71,65.63928503813997,91,30.870004195623558
c,85,39.66969960602631,91,62.921847647366434
n,3,2.1533029838226803,56,3.165187097802291
y,11,53.30578786249458,44,52.58800160910314
a,73,26.650049008965482,99,60.77894737951931
w,84,6.22407894849214,1,24.73380730874051
t,76,51.33124211132697,20,39.07587347962808
s,7,43.67019512601987,10,79.15356644026016
b,44,71.96189869259008,55,23.711210625094992
p,90,17.603194429853442,42,71.41490075064381
a,74,79.26463620090865,19,24.606531164692946
y,41,24.50783705754267,26,72.47798876150009
v,53,83.98636830415754,69,75.1734406706104
b,56,41.283431654853075,95,75.77857913036907
t,100,23.369034269085574,41,70.12646197004354
d,57,68.06832072656125,78,66.35598237597982
p,27,46.794943130130996,44,12.572155107390703
m,77,73.31496622756,57,73.19771223402564
t,57,86.03334343593744,23,86.59531407884228
n,85,96.21937820790748,86,99.59591448272646
l,87,36.68683336696896,31,70.00466142407711
c,26,73.38553657767113,12,59.664719651972064
g,81,15.538398753847849,38,87.41901392369915
q,100,89.65927481243027,65,33.046363074601935
h,54,68.62802217857565,65,31.09283790702202
m,97,6.526566269528534,10,29.587148789581008
x,88,45.474661710726124,15,77.6660259893837
j,85,52.534283104735145,47,26.58208415059956
e,81,13.834773499771224,13,45.15429022633124
z,47,46.785392410033154,85,86.56617463961311
u,84,21.84882206577513,8,20.422903851280594
q,57,4.692154665342862,26,19.379743596796494
y,74,34.565937341235774,55,45.827564793597666
y,64,72.57497134523742,96,70.02248802941162
c,85,53.15550538797369,1,93.89611941942813
i,58,7.4512357858050215,32,18.756677351532993
i,7,50.840886736837696,58,34.68028731330916
j,51,5.327266180098544,80,20.099444386293676
x,93,94.89095821359851,3,59.11655431954333
a,50,28.208247035224375,47,19.754112079838894
x,29,24.15934017983351,42,26.47499932153423
f,96,70.88636962695199,3,50.738145826535586
e,94,41.24501770394937,95,8.169112664362155
k,90,67.99519581756901,0,83.51600134330907
l,92,6.095679124635788,59,2.5029422529636247
b,6,64.36483321548184,88,0.047537205473402455
m,54,98.46591106527033,4,76.32779181126396
h,66,10.370682312315582,42,9.76061799796395
l,74,63.863763029558605,85,56.97607988663799
z,73,90.70437123650188,27,87.42436138361971
g,95,14.135209906203816,100,42.46880436779384
m,33,87.6528893658821,66,78.18914533823367
q,90,78.28700858733725,96,50.1648349759379
o,29,64.87387896019877,100,59.098742377698954
m,26,87.29086625679129,72,58.31306463685657
s,43,96.10400263446057,67,25.700128263148436
z,73,76.99668449007254,40,75.88185655823509
v,68,60.47021265425626,51,75.3820882430486
d,85,53.969533427429475,56,19.830807281495776
a,89,66.28312376102026,33,74.52980562831502
q,68,62.539985960790865,62,1.301161242744353
d,0,35.05762645832993,18,11.925217355671613
d,23,0.5736059828198137,87,42.30958959938409
o,29,4.438526385839192,62,60.87841990983247
k,26,89.00690593490745,88,99.30669552502354
t,40,55.352168479723304,59,84.88332028688667
z,22,24.671199254286734,88,89.86169203407815
x,36,15.842437175724422,26,7.020924997963784
x,17,94.60447962694795,36,4.96329932102284
a,14,85.18837892095445,75,26.493147703972987
v,91,93.74127016588827,54,20.978527608498286
u,2,13.232680986163226,81,78.543565191033
r,66,95.44928935186614,8,31.327259359263195
v,19,53.57944667465414,81,94.48599729278082
j,9,49.95559295686432,7,59.33586729737483
x,46,58.792257902905185,90,98.3676794266492
s,89,23.394762137699367,69,68.17560382659997
w,83,51.95584954122957,66,50.971010694449824
f,10,82.81139618865572,68,50.688268837091435
j,84,72.38112846993097,40,34.83421926448379
x,79,65.4371176249647,28,2.5012846524733234
a,83,58.2674858446089,50,60.78326299942507
v,49,14.302410763984241,27,41.093765939761575
m,81,35.93494016751336,49,43.245811311417285
s,60,75.67516549569159,60,89.28884083696269
t,11,22.081050594439443,63,65.34179619733806
h,90,8.869198100210586,15,8.66284512703036
y,93,77.67493294630853,29,58.317895400739026
p,100,52.90755149762818,82,97.12594469947956
e,58,93.52948977152657,88,86.66809665523299
x,83,92.93011918615768,100,36.53533331103562
j,53,56.11215835253082,33,1.8644825388148933
z,76,93.54545924474311,35,94.11062117727681
f,51,30.12213482692988,21,11.33942098134828
o,62,34.91207019162228,24,14.43303848840155
t,56,15.081810484440073,86,82.75884588612415
e,71,24.05706719744014,35,14.852611966625972
r,97,90.27596418482194,56,32.973834918228576
p,89,6.7969094590937695,97,32.64463223057172
n,59,62.63735653881699,22,75.00841347710087
q,27,80.77553035762337,40,62.86807872306438
i,37,70.80206200678757,11,46.05197758074051
m,6,6.234484215837865,20,41.62616758714483
y,33,31.92037885219323,37,40.350606786324796
w,48,59.900637223757634,17,36.02572981494513
z,55,2.851525001612143,95,79.136069026091
e,55,66.7559719307991,99,40.696892724918484
f,41,6.384541877215987,45,50.35916898249244
c,3,38.229003346958216,33,63.07190184057897
t,73,49.66247843008211,90,71.43016511291712
r,88,97.11740434958351,44,48.6172326320542
u,61,71.94180122750298,16,95.14511907158382
j,95,45.425350518139574,42,50.606489175534506
j,32,90.21601535388733,67,42.88000493019738
y,60,25.69288510680665,61,68.22479065059171
t,99,28.494503707881957,24,57.84710135303928
b,76,97.36137256371082,16,22.43879180107422
w,16,10.703371230454973,17,60.375079117722585
q,77,75.8361245722434,78,1.838401790552946
e,98,42.54185285862886,61,74.66809776787903
u,10,49.15182789625497,9,15.216816165570158
e,69,96.94950495748597,58,44.23984293498947
l,43,96.40943485045322,5,38.89006440184708
o,16,29.550346720615572,49,3.2756156491474675
e,77,7.529635393157186,34,28.135286539482774
k,24,9.825665132301719,29,1.4352566976957193
h,6,88.76126799359126,22,26.403510558960985
r,97,49.42597638718844,68,88.94696910210197
y,44,43.352590788121205,82,10.44241297991797
k,46,12.933328046938453,20,21.861757714689865
e,89,23.560828041157645,65,61.65352628896431
m,69,8.684559018752369,23,57.74101444794712
c,27,32.594901119881804,17,2.9179788188642863
t,57,59.25726657753375,81,76.53151983525734
f,14,0.460995321464408,38,77.93548808503516
r,83,60.09534497011582,97,5.179001994152976
x,20,4.08553175878974,27,2.987157521029038
s,87,0.3043784458125143,61,62.902779645983344
p,23,20.9846384503929,70,69.91013644216774
p,74,44.070315147760176,2,99.15275244152274
s,15,58.7249782570361,3,94.98480144314048
d,46,28.501852423616704,6,34.102423633006076
w,79,93.53550245142459,35,35.27954879023425
t,50,29.438150488543492,90,14.678465441899192
k,51,51.28105578716167,74,93.49278618388544
l,96,77.58220864514982,37,27.490436920381022
g,61,42.261800413128356,29,26.82653139972403
u,82,7.165540051820917,61,43.24653355220551
b,99,89.71690659736453,62,24.197174033420797
y,83,27.118576979790344,99,97.17389676216773
s,89,1.551907969243571,37,12.077057063746677
j,66,70.56193747072477,74,53.64325547733183
s,9,78.35351230326171,23,62.33744726303979
w,88,83.69614833087931,10,27.69311642427219
s,64,91.26110077141854,93,3.746836971422518
q,52,83.96048438327578,27,78.99594801685802
x,53,27.807781634176333,94,67.45685867394847
s,75,52.16558624897129,29,79.9884171746568
i,10,34.06027876888606,29,23.0365154232153
x,0,88.59227806025484,9,16.924413292230412
x,8,12.967255462262528,1,11.895276302959978
n,71,25.611876749070206,83,42.939923993249785
x,59,49.115505204337104,17,30.228919378191787
v,33,41.666187261150235,14,78.39227850212747
n,91,29.77510123892739,74,20.420790280383194
k,17,44.99533229523599,19,91.84550762670929
u,12,28.217841781653775,68,32.46997730714828
m,71,26.55118926204405,80,91.85797774031654
o,55,81.64508181079371,22,81.47158247724194
w,35,1.7870895220110317,63,84.97761187715793
p,66,7.518369081401732,67,3.7837855702628875
z,27,28.17647480543326,78,91.57605118521586
k,60,29.239052199409233,90,32.09865771572898
a,39,88.97896426460771,100,84.41346951988362
n,54,79.07553955324305,76,51.47688664753625
z,87,88.19751911225723,34,29.32322463630327
k,71,80.8386856113223,46,63.467724995807274
u,78,44.67197435773551,82,45.94479037271555
l,92,36.58894723343587,52,91.96635624700546
x,66,95.90393737465772,81,58.45340775892611
l,51,92.57862990995237,13,25.619137298203576
o,10,42.43963856793916,79,66.26833645938434
f,26,79.56752225927089,92,35.014748497967695
m,33,59.85678472808742,56,77.45578075461856
d,92,61.35214776144434,67,31.09268555315201
l,33,57.87765112858958,89,74.05025252741896
s,6,29.538077461908642,57,89.79423040388292
p,4,87.6660111085164,11,50.727785854117315
u,60,57.27354340651883,42,5.064306308308364
i,16,80.00712976480888,86,89.60210533589473
a,25,27.20517192580506,85,99.03231686031208
y,13,24.04839032652941,83,20.1175569404461
o,85,43.23036622176482,42,56.60475277894725
a,71,85.02380583123681,59,18.063757815015368
e,41,20.50057495612847,71,42.00177957964044
d,61,12.384123073232999,6,33.45336776580978
s,11,13.808069864597494,28,3.7434786636144413
z,98,48.69723068364651,1,55.4168088984448
e,11,89.69134437101303,100,33.46188415786408
l,74,56.62641345387445,76,38.02259715021309
g,99,19.75532513125089,96,85.27770357805034
a,61,60.46567293363315,22,87.0269489071418
g,73,75.42816250666759,94,28.661603035750716
a,87,18.852208533008273,23,18.589939144036006
i,33,20.1483089801711,85,2.8289216455481547
r,94,42.19463700300089,63,10.003222060452577
c,6,98.23749344633116,52,99.77055466036269
a,92,96.73284601846119,47,64.64815749929038
p,69,30.05470878873141,7,69.81165280640943
r,9,45.33187530083427,92,78.46828091034268
p,23,28.12366943124266,67,95.61441247635196
f,15,60.64432839558723,17,34.34594312574632
y,35,76.21792230626055,71,70.76777309108381
p,86,99.93804010799109,74,57.416847045424966
p,90,95.78604455990845,72,68.10329450782862
s,63,48.21611791383559,4,69.93990503232395
c,17,40.562341478920935,89,72.58275862844015
d,86,59.66799927699439,6,33.32451444258424
z,58,26.15704364758994,72,70.04229846785215
g,88,62.355588553866134,15,91.77645643049641
a,100,66.64916898304156,30,57.91261108584597
s,43,4.875264971290938,84,79.62548160027605
p,16,43.018686153071236,10,29.899923207141132
w,96,28.0209305531407,45,82.62175882099508
f,76,25.620719451181483,90,91.09773338729494
f,82,6.824376203934657,83,15.303628443572958
c,56,26.903752631580215,88,87.26546293811074
c,50,86.87462694200589,98,60.559041807418
d,20,11.831942287430408,59,91.66028772971389
n,33,61.251931061854215,39,43.035298222448326
x,85,75.04437093901244,64,35.68194913191577
e,20,62.52367919714579,93,19.287117498153115
x,92,44.497854670041306,85,37.23281122423986
a,49,26.81236066544831,94,89.07348182559478
d,23,78.10645081861784,50,6.183562587983193
g,87,18.173410992909567,90,59.334362948384225
x,79,44.80666864524966,61,13.75980803224034
r,30,87.16019099000447,84,61.91704965193716
r,33,48.00885590493541,87,84.798814046436
c,40,24.768765347356304,68,21.266376582797943
c,94,74.74205632003697,95,19.31930138143214
g,37,84.37522567182114,54,78.54380110353063
v,99,71.62560907927943,46,72.42148856211529
g,52,30.025229874244097,73,72.51151041015082
f,21,85.36740414258,50,42.14827793434173
w,44,46.89327978171587,81,74.64152373074087
i,67,15.986075197961302,53,15.485266743602931
p,32,72.6891525104742,2,71.50572406880765
d,30,30.74397074587584,6,69.72466413975161
x,17,94.61418476836377,66,28.62033310716201
f,57,94.15415053721154,31,50.60569618132582
d,0,66.21017203628351,97,53.32314314083501
s,78,34.9401613973868,79,43.71744355782551
i,86,25.922178329899648,94,81.80321118257275
c,85,18.82843820409056,48,46.05135152284356
l,45,30.14366114582878,26,12.776463819570461
c,93,89.78066415211802,99,50.39418236597357
r,96,20.504170006552314,45,37.63589474337431
m,90,46.96894561890807,80,88.47867945637591
b,88,68.5655416874876,23,29.051352919937212
q,33,82.56384098630164,99,44.10223598791917
n,2,74.83589913396284,43,70.03931511886414
o,61,4.9045780628561015,49,40.923053001680884
t,59,91.66674175141998,63,38.221629536486276
n,34,84.85242774673941,38,96.81628410820926
g,2,41.988274534137496,76,47.154923870500284
b,48,62.2846400093506,62,95.61383343925885
f,100,16.717096499831808,79,98.26819415782447
b,62,67.76411016781113,82,6.283437071541309
p,9,71.15328323454503,89,52.14964498416995
b,25,1.9193942318780133,62,35.13796741489191
k,93,97.7042924682778,21,58.96779545055808
w,20,6.213276884233043,80,2.1497262487692237
x,80,34.79964988034153,38,8.681647663295845
c,1,44.63096247403981,46,63.482465766358075
u,57,93.72487538707888,36,20.592878672536486
s,42,62.34227647873838,22,67.9862535062157
h,84,5.63817048711559,8,68.20722580598365
x,35,84.18711208972368,26,26.871711688247114
j,16,9.78302088768066,75,70.31888546030159
c,70,89.47406727609287,78,57.01621459866427
r,5,69.44976264895051,78,15.682209230630374
c,33,23.609291808661137,93,49.95403177842436
e,62,45.13962001978644,81,97.94262883428503
o,71,90.26704363360098,29,4.286126078246522
d,80,79.15234591306572,21,91.8817963735744
h,91,76.50181847227694,92,37.33743601746726
f,68,22.729484742676643,90,25.669455102820216
m,22,92.60391164397402,69,41.29377261696949
n,37,95.30495421629016,92,57.81788943590567
k,60,65.81570774752754,64,58.80888864236985
m,92,30.6847273669441,7,93.9280035679762
z,42,23.148813843213446,83,5.611941078150695
h,41,37.50846421620365,87,15.737821321724855
q,17,37.4453502083265,77,27.94743153364999
m,40,0.2869324139043061,51,70.49136046510296
z,93,69.66802563712817,100,63.393366006023655
x,72,94.97623357646057,19,39.75837469253034
z,14,24.385565741034853,52,65.46578896671417
j,9,58.656368213610435,17,50.80733728915268
h,84,72.34207605246156,90,17.541691565271968
k,98,90.51883037192471,61,87.9135500169704
g,72,24.77410701796644,9,93.74566742335392
w,88,99.48341107435583,61,13.44496069004829
x,89,23.64302733680671,59,38.458258981901
f,86,25.21055755660113,74,14.14233770517348
m,70,1.1058175032732653,89,82.65451173377237
y,7,88.04309907800052,36,83.70665579493688
g,44,7.981501873394836,42,89.71653388385639
h,24,88.62700804484477,0,15.463436349716408
u,23,8.17185703636265,99,40.349274444008124
t,100,12.300999362592357,61,58.239218326593026
f,90,82.3421421442105,64,81.18678908394644
n,20,50.58138287177285,99,3.187366164515304
y,61,16.615869867567312,21,17.470415609893173
w,81,67.23778473140227,22,98.02157774351335
m,49,65.93080502290738,78,1.3062793796325023
v,72,34.0573410795144,63,5.384723116453271
o,2,33.02980043302715,35,32.54950974917573
i,55,40.24135087415661,68,44.58020946476371
a,42,27.762069933493947,28,36.33914860255905
y,82,69.39637777762343,73,60.545109242233174
i,42,61.49091056944398,11,29.16922646269231
b,80,71.44555840664907,37,9.952371678869765
a,89,40.516855904387626,76,39.90621491407331
w,81,35.45290847332332,87,31.861506697183206
y,53,56.99752489492621,80,69.28513878959284
h,40,23.993307224389426,79,4.376618740386129
j,59,94.6728959921598,32,98.98326521366765
i,48,14.492941279625137,97,80.56401839680827
