J,Z,H,W,X
o,81,46.9399960905985,76,15.087352824109423
g,31,78.83077998125518,45,82.83131283486969
e,25,20.441788195957788,10,51.28110466377552
v,25,77.65409755438922,39,50.045292486714374
r,8,52.79713661461728,78,92.64616593441549
a,80,73.21619170136492,85,84.58411806000007
i,48,98.4889501583156,31,15.960964093147567
w,53,38.04771864698439,52,27.76560811040616
f,97,23.163378956563708,17,60.572065984611434
u,86,85.88667553549999,11,52.624841017585425
h,60,96.49288766482668,69,31.642143124483045
i,30,37.28807628900247,25,93.84341994144724
v,62,75.07166428140604,0,64.11550140436815
t,92,89.36283390149522,31,36.89879864172815
h,16,76.37396149152212,23,97.79087450421473
q,77,35.83658067024872,79,51.20446817891408
w,20,10.469249833138727,19,3.4015354167671097
u,11,85.25721537634296,82,59.27985130542446
n,51,59.187552234791085,62,5.246674147710295
z,90,29.59516473135445,41,79.69724918322774
l,64,67.10392058733669,40,81.01425274983485
c,24,31.957801420742292,39,30.671053576979766
c,63,59.58830243098567,94,44.325169800626185
v,15,56.30049411331739,52,23.4528969137465
w,94,49.921449720370056,3,93.46914400011758
c,76,12.806357258210632,84,23.269006271668978
a,75,64.57178703989003,88,8.049227302162521
a,23,50.399753016268356,15,72.7531149117213
q,2,94.24004071504467,26,84.45624300590427
b,90,93.0585137484274,47,98.29947486676069
z,77,29.39893645574826,100,84.30736884482732
p,32,7.737466422860129,61,27.046734130252414
u,20,80.4841673708974,69,3.443923768126844
p,29,5.335699999365106,82,65.5693833523731
k,54,50.22204215346938,75,58.04797750735364
t,3,81.03118249107567,16,84.07150021651258
l,85,25.051489122274052,97,12.971293387179262
h,89,83.70870615631561,28,24.379491872746218
l,36,42.50585567167015,31,17.517119119341896
m,20,93.35915622131799,50,10.538433480470843
j,94,20.779666978007892,22,68.09497019391648
s,16,36.987128652802205,76,39.89874712867536
g,79,87.84136691016221,73,33.69894150829694
u,57,2.3079017506894783,62,38.04758169750845
r,66,60.62426617468136,22,30.38286403044047
g,84,55.39443543143959,39,99.7431666383496
n,74,31.595244786400777,40,19.303224077553804
j,51,15.826235652092379,75,36.01842290310915
r,89,45.34471022113813,82,23.00657010044489
h,34,32.81865387547869,71,95.05241875805106
t,42,84.1907740615807,21,24.091044836050358
p,53,61.507835368097275,41,56.12823458739199
s,35,2.5708878014218284,25,31.767888734477335
y,56,7.027141630545741,89,5.385255847115278
o,92,19.659891143866616,80,3.9977466591138544
z,24,44.97201354017645,1,39.61335807409796
i,23,67.39340163972068,52,1.8725034985040856
s,42,88.3984570123249,11,18.595137506893423
x,28,24.853248252282643,22,1.082346210699825
i,59,63.04855474766754,89,28.721659744774186
q,4,29.2614181107119,27,24.47740974768795
g,8,9.464919013776463,63,66.3460105844423
w,75,7.133643396115996,17,54.239315400380875
b,65,61.49228240856336,56,33.51543408134277
l,88,8.791995549080866,92,88.44593009674517
p,56,91.79018540685556,25,62.954486145377416
s,41,99.67253729768024,95,62.50916281366058
z,23,15.208498489840938,32,23.571188360454663
o,56,84.27476733845384,4,27.980117677117143
o,59,67.5343275969149,69,79.16842029999962
u,65,27.81004550247117,61,15.390388622755502
x,5,95.87666517362001,26,22.60910136997515
w,88,70.13335054276388,19,33.029781956078196
f,35,45.85371262680028,40,52.833263437653564
c,31,12.335856321668203,17,23.623162738725657
m,3,76.91179920826704,0,70.4888925096974
x,98,40.407270642589445,42,23.506845545782728
u,59,89.87996675760517,86,8.434942550699965
u,86,36.82983576071922,41,80.31789081123205
o,75,54.78659145582699,27,73.80939300276584
j,0,69.01240723725209,16,4.308880665529502
p,77,2.0797952665881247,72,68.25693283527232
f,67,39.64537611987324,11,59.48966552412082
u,3,78.12574536684066,9,99.12153265111073
m,48,87.37752958474556,0,80.49390853630175
w,10,52.98170368250108,70,45.34146752114771
g,20,66.662717694904,51,35.675205442361715
i,20,23.532921155174535,31,43.18648467869563
e,94,4.292540808009015,51,43.17221429207849
a,39,20.892575098179133,96,93.94758084015228
x,18,17.156512934736558,61,32.8223396895983
x,84,32.23786688804143,77,10.117095435913125
v,5,1.9298602661194209,97,98.44232110178254
j,96,18.845749750836525,49,47.132317180470864
o,80,60.26361858011623,65,95.1150160074328
a,39,57.81474765153024,28,93.91287062077038
y,27,59.92498515854029,62,28.900713538600797
n,41,24.99026850972821,10,17.58517635899477
s,36,16.016474111422863,25,63.130236775134705
b,83,19.3031583040734,26,76.29389748857604
a,4,64.25167086352963,76,46.75543231820372
o,51,88.8417603514963,64,80.33106993452212
q,10,60.7844404221405,49,85.30292449716818
q,82,34.6268257162224,86,56.28444093506193
d,80,91.30664830755352,13,81.35191377783428
p,57,1.0098164563613676,43,32.40932913875629
w,91,15.627771886461893,29,98.53727963407876
z,48,51.71973725716216,27,65.14137243858889
q,72,8.00442731893163,96,11.256883480582381
t,1,73.4342796953072,85,16.918764020134525
n,46,85.15561696657103,53,80.04856307636616
q,79,36.882906353482646,99,92.22662313501485
u,91,7.737609092398157,38,73.32148522627631
z,73,55.009862732316286,60,86.90245269016646
e,75,99.23283470217157,16,16.57428733994739
g,6,23.955481716358808,82,26.640035700813925
q,46,47.18795799304406,43,8.145066959147584
f,26,31.421955443457826,82,75.50471626617994
m,22,27.155107713827643,40,47.428740863872555
v,68,58.74840079727427,80,17.473779954106483
k,68,69.70548862005516,77,70.33403346766679
l,66,92.96524265188467,54,48.223080449267506
d,12,82.31142854790883,49,40.916109424557014
a,45,7.08094446572426,81,80.44258433338682
i,99,47.904345640932874,93,72.56770649096521
z,65,51.42965052677123,67,69.21620534324305
e,81,23.733653741778916,49,43.43472663118065
h,91,41.84618268007387,88,59.26260835734644
b,40,42.72384067188918,44,75.52261707228212
y,90,59.14185996000406,3,57.11147997925158
n,73,39.31817463795254,65,35.79840879740712
a,12,92.99760654527091,46,13.531487510686002
p,4,54.78059034933243,4,92.0697210483801
m,47,52.70810923998558,66,11.707467866897826
c,48,32.89432458246413,13,59.883500144086845
o,68,48.36700546162436,86,4.25916942001956
l,42,16.133976926408412,28,43.31146774547413
n,17,57.69777858560467,31,38.94616266384248
d,89,40.43979975397578,71,65.37331287631375
r,18,89.77411705519025,77,95.59435300179756
b,16,63.127755712692014,10,17.743342698493514
q,73,40.302389058956,91,49.98671201075607
r,61,73.05406430265376,57,40.0841873954461
j,68,40.79734131868605,13,92.3978930279372
a,99,18.138583635221682,100,12.888360615902528
e,48,60.100344640114955,38,81.15655129601247
d,20,99.59555132926803,56,53.625375558675195
e,11,28.65597067747586,51,97.06318182430176
z,84,22.692908725523974,68,26.633662695324123
k,53,43.40946827081591,70,81.91147436691341
y,20,0.49581343308769954,9,81.69926615153895
y,66,98.84642101259075,83,48.158571125080165
l,39,36.21435999727068,67,98.97100246973342
v,95,88.3995728650344,58,60.03238240925188
i,79,18.56417073434965,3,72.23849385548544
r,7,70.54765706721477,91,86.3176372922168
l,83,22.70204604184839,13,88.93371263445272
o,5,25.225375373750758,53,55.192719465705174
x,68,6.327377380315835,88,77.7895054920944
q,3,16.130750517589277,10,46.75548572953501
d,43,43.78920883808116,12,24.260592519284064
m,1,96.78777067400763,29,81.60647158255145
n,10,13.952147934894377,50,12.13073799449872
j,70,50.142082851718385,63,59.28710139030151
d,65,16.694489439186512,38,30.554779934805907
k,18,83.68672885652633,67,54.19450987473463
c,62,22.2707006510657,72,70.53557543065781
a,53,51.465209701592215,94,2.1920783167007296
y,59,79.98669757182229,43,73.64275717966541
x,97,23.449421457970576,22,8.446672465612703
b,77,7.950690184854192,96,64.3668526873032
y,8,11.222288345081033,14,88.00873058067465
e,43,73.51800444590944,75,40.23433564353651
f,81,8.74702406348633,77,3.247717626984259
b,66,20.800134946634575,38,46.670092127432675
d,67,88.6644436973625,0,93.38289608483248
t,94,47.35304553601269,26,43.01324351404621
p,8,61.02334551099149,87,22.133372430632438
z,34,25.320126267757338,67,91.56368585457876
i,96,94.7075656990365,76,34.95052056776336
y,67,83.12192175795666,82,18.319248450455472
s,84,22.672452871146675,96,63.54399704500494
y,52,11.348034102630978,70,85.98653856206093
e,96,79.87916641439628,23,47.924954261733774
g,82,15.322317311955025,75,88.87936801763942
d,72,89.94312806104477,15,72.93179770392321
t,50,47.55104760495216,35,9.814656246527854
b,68,69.21857813720504,6,9.368624991804108
k,44,31.56332799896111,10,27.857482733067542
n,52,76.51386019421102,18,22.150233747696312
n,37,54.081424537603716,4,94.39795076941706
m,50,59.71196405627578,56,75.60254567894262
a,92,95.18933946437649,19,2.0280988775810194
n,12,19.745478871874646,35,81.01366100277598
s,62,93.7148776939399,37,52.19791660730929
d,58,33.88420696394513,70,80.82209533065128
j,19,34.499870384738585,21,49.55133314424708
a,78,91.72033663948388,60,20.21655641216179
w,5,54.41411797980585,76,76.27658786644595
g,90,98.98662802320472,11,35.68198733898462
i,18,83.29821149409419,70,54.02510483532892
i,62,90.2090963865338,55,7.587819817878627
m,26,89.48461421272624,73,35.95252396283119
w,94,83.3265852824564,47,86.29320198017015
e,10,29.163102859420075,52,20.48235088367646
a,54,3.286817199311498,64,98.72835255349963
f,63,70.47382433488467,65,65.31373183535985
i,25,4.49195468716721,16,2.5286590123658637
p,100,78.51322162085398,49,75.45592378733996
n,37,85.97055668268455,100,81.36960439715925
g,49,79.2956743200065,43,93.30060067504185
y,49,82.15234019087359,33,79.98112974621196
h,51,18.325348455156064,49,64.40955670352346
x,84,22.69025607951337,38,76.61480493246209
j,3,0.31541786786076775,87,28.108239391319024
a,52,83.29551933348333,36,16.563074736566808
s,13,37.924263344632635,74,68.44335281419967
y,55,70.85520445368577,54,91.5511958732475
v,27,77.25752782602497,50,53.98722910431666
a,93,5.5654815912488225,3,64.59205244555464
c,98,86.6672307412455,69,13.186472675448801
e,67,22.799106584959226,78,58.310195133250865
d,15,73.96206752060225,5,26.565341195973037
u,4,99.4736595958928,44,45.28967460788801
r,25,90.39045429796715,43,87.57462717896539
b,0,56.28774875966993,33,4.160127551287451
u,95,89.7198072630035,25,37.25243649402814
q,9,68.13578271285205,57,83.72219689929034
i,2,6.117099355419054,78,44.01815587376247
m,23,76.27987901757335,75,67.68296965315265
i,13,31.82064855309601,9,30.33788410560255
b,20,68.38389299246626,64,71.07497253184444
v,15,36.47525281631623,66,50.059172099928375
x,18,66.8395806710322,40,2.786742776034823
t,86,97.0101672252763,88,14.351621251427172
m,8,0.6158845091609466,72,24.71135988480242
n,60,69.50141757571448,28,17.914230236038975
r,49,81.2143242837197,68,9.162716280041682
w,74,52.62360581212686,19,9.243346793402708
c,18,90.30226660003372,29,95.50079698153533
w,23,54.547056793764035,47,83.79095250310003
i,67,63.49636449373989,35,51.94556714904356
i,34,73.9171055870565,100,50.82217050605677
s,96,12.351847875023768,14,88.36014830562713
l,38,79.25240565949787,9,24.078622154790363
t,0,46.90282360245518,70,83.00005533966771
u,8,27.414382511828617,35,72.48776233554328
c,81,87.4579088517911,51,58.03586343213599
c,96,99.36073043296614,14,47.387974724382744
z,57,41.424852873333066,60,25.707263554869254
u,26,96.36670358199972,10,99.71984368804121
s,20,20.005483408254122,96,90.71432839333508
h,85,27.50126384819842,14,4.76371073540186
a,40,69.36169883807372,43,83.1295408979045
l,46,18.945018468441134,12,84.46237412859197
b,45,30.421063265195937,77,68.16511225343997
v,92,12.802940388663387,39,62.31201137295288
t,50,77.74296188957163,67,81.82317018073005
r,34,54.66601510500998,76,81.45851319092664
p,73,56.601767310552134,95,30.342741266131444
w,87,50.95907180473866,99,85.54895842917439
l,69,36.16791277898893,64,53.6558667255521
j,66,28.254144063608855,46,77.03375048581185
a,1,51.184200606236715,62,56.008553924048165
q,93,15.583014110370607,54,35.976752215086435
l,1,76.0616039824908,4,72.66814016020749
s,44,1.4499983871342104,89,50.7007068010342
e,25,40.69339816349168,76,90.33593879422023
o,80,16.64326915830211,46,56.11367356843328
w,47,13.301201962079379,77,99.51608221627872
t,24,57.758683047814586,7,64.82769878133159
s,14,87.70760647329521,41,93.85147380129023
o,52,92.8763789142368,48,19.206024633329555
f,17,23.55766129247858,11,46.37358806951334
q,94,9.400482138257383,4,87.04139507226733
l,16,65.70252506671456,17,15.063225283153436
p,22,67.69679017678388,55,77.72358389677045
o,51,67.04329658678346,24,50.756752569053084
p,67,33.500484186367764,84,67.22725922830067
f,26,76.74207520076017,94,59.38085990223642
m,7,96.68780121718856,48,56.197758485463545
u,20,35.619379561461116,46,14.15867173910076
g,40,79.50331157707903,4,21.718189976021986
u,49,35.279539845631234,79,71.6669667936757
e,24,16.161481349739947,66,51.772314386506146
c,87,57.222417552435815,42,10.849463925185066
f,6,95.27132985210548,93,75.64205391776898
v,56,37.135174730033725,81,6.081289527811062
v,81,68.89540727714589,16,85.57639063285029
v,80,22.19195431791958,52,51.03045442755181
d,86,18.23288484371868,39,42.890813976571096
y,82,74.4171110735992,28,48.391455647472995
s,7,86.0854953003323,66,70.72224295403173
s,68,76.79061067544599,32,39.365034703137795
n,1,55.690358362175864,63,29.038482744707807
c,48,77.54520072106915,61,26.709278660805914
j,35,11.724500017980633,9,13.52323069038215
j,26,78.0802253429672,99,31.768523490823377
b,0,15.16618449619921,97,8.895887053339568
d,3,79.85366593251612,16,80.99781678953816
x,11,35.494258507554676,75,50.09807689350614
n,81,26.195059892171958,73,3.09302048280532
m,57,17.346560730247297,19,51.97559710576463
h,11,96.25203680818225,82,38.46971654592095
f,28,37.41360701512472,66,26.50160195734785
f,90,23.514169125361683,31,66.159889667748
p,97,95.87711886397221,36,62.951431937557004
z,14,78.40916478376289,63,61.88512207778255
v,63,8.589827758015044,47,62.30072040196919
q,68,49.006658727921796,49,22.451662322477283
t,26,46.54140583819094,40,16.028432886524023
c,7,42.90668664596521,98,12.946390659845274
l,33,70.43451202955002,65,71.65544148411765
p,23,25.177237457597414,76,16.27148746607997
y,69,54.35442838908436,49,14.668871679321228
k,24,85.51207589581502,0,42.14053269819208
v,34,80.27940151300658,70,23.69695082776959
d,51,50.25656213577163,48,0.23061431735432736
y,68,20.31865615897337,55,1.394770770216236
h,57,91.79206557434769,67,86.84255226485402
b,98,41.180345616353996,83,39.64416274450077
u,84,34.528227719274,99,76.89471896151565
p,38,20.15458230334277,31,12.025520020739332
p,42,48.167897826556526,12,27.69342717462474
j,97,73.60462971777012,78,96.79103714987225
i,67,93.25192435013062,63,55.835220798613236
a,43,60.90198318715989,14,20.030010430953425
w,39,41.9386781165161,53,85.83717473800587
t,56,91.48386763736626,3,30.84352435059734
o,87,1.466361978654751,3,46.62845560317741
y,25,74.37352541007667,3,92.52988254633206
b,19,0.32759801381728737,68,4.936002947067664
x,18,45.96862144714441,1,25.645327015999285
s,56,39.68133367982796,68,22.090503782295013
o,96,46.53504758575756,9,23.140066792513302
m,90,49.755246191286396,82,16.809020818813515
q,90,30.166946135445883,7,72.00234284915584
r,20,13.388271712434086,98,43.31180031358315
p,94,45.618409267476444,97,15.147842577527626
r,16,27.485999985853006,14,4.402710349392624
o,97,52.2674987172477,21,10.784055585771512
c,86,91.7618288529743,80,95.08828144214885
r,75,56.833972603712645,90,65.78864365090074
t,73,23.656180900080436,87,28.542259792122415
a,72,83.8646868627514,76,16.790180534769984
u,82,1.7081232470266272,26,0.8865634027984903
w,89,65.24507160321076,47,55.99466023395704
n,57,94.39147206102714,6,55.98124832737529
d,99,27.83101945069424,43,90.20765178553118
s,35,50.89484846092175,94,99.24766221682658
s,8,96.43549692640117,42,58.204530497652804
k,9,14.77377774895543,49,85.58899468501973
q,46,63.8416217553036,97,73.99627045613619
q,49,19.790306992433926,98,52.76566495080114
m,40,75.48303140875731,94,16.288769724495012
e,40,17.95730226561445,15,45.24180777025878
p,99,85.06599993525737,99,70.47708220960095
m,51,88.09301294870784,70,97.89219716042012
r,86,54.85669127616192,35,39.314796674492094
d,94,87.74598335144202,7,10.060644699560461
a,85,59.1739651070536,30,29.34189830882631
s,95,96.69712773307609,74,17.487947395395565
l,62,76.57939918063774,17,35.87253833957037
a,24,93.29114330276657,52,2.986514843896937
d,3,57.61855739849226,49,87.5906553319134
a,50,90.9611348507582,86,69.39926244079334
c,60,64.90298207528762,22,52.8777113936226
v,34,18.034420898797055,100,54.923836926834525
o,31,59.720028833535544,72,78.0984496410562
p,47,88.44950520185209,9,33.39368133623674
y,21,81.57952659112695,55,99.8035415485261
u,66,6.874187758270267,44,88.73984605455438
s,3,47.528864893225794,68,9.09785175025709
o,14,47.5696381428846,50,52.18209787900484
n,45,86.49730327009873,81,17.94562062049474
r,87,19.88567834392012,84,26.072837110659442
u,73,1.1843452582672054,56,74.68949548612277
v,70,45.393838665750685,51,50.67497714499297
b,25,82.0826736846759,3,85.24792533471617
c,2,4.066678327438855,5,2.969098970470496
z,96,68.53659404796849,33,69.1926390898797
j,96,57.87892025942807,28,77.83178463969449
b,23,27.37002330047296,18,24.202752528486304
e,23,24.441853463214926,61,49.90371883076771
g,52,14.198131583403883,92,96.2122069206157
o,35,0.3219534946341862,28,48.682185100959344
j,1,14.130595234523302,32,4.176198314359125
o,7,35.35706104720296,16,38.558366796181296
m,68,55.61066673435956,59,45.71555499056414
s,53,92.8597858635051,17,47.281702448763475
k,95,8.422485689165992,69,73.4677894746721
v,48,23.718321289638478,11,80.05248703062053
v,63,83.23138770326823,88,15.13784689809775
r,30,7.041661413763589,96,41.06864558706598
v,34,56.75689680099144,17,77.2597377902522
n,47,14.345397396056203,37,0.8830087093122607
m,34,23.647982672616973,65,34.57462964266692
a,73,49.585460850779405,6,59.100364164417876
w,72,47.985666605970735,64,7.675670499358878
a,14,0.2212187390500553,44,1.4204852142243873
r,93,65.64603575935443,30,56.68675433747157
k,79,97.24244704633955,48,74.80716176299752
f,65,75.69673902257242,22,73.23168753761662
x,83,92.62328248674696,51,38.634605427306624
p,11,89.75050611522146,65,86.48718516021239
l,25,72.96404022432905,77,24.67504389812756
p,46,2.6409405557815124,48,14.007745637432556
b,27,97.55796908929707,20,52.409316418137195
v,93,73.39697729258187,27,48.39257785672807
a,26,53.48892845256176,92,39.14014778637609
u,86,41.43642962050457,18,3.3039454910770205
z,36,52.96492260867603,35,58.460018917874464
d,29,94.26993139289014,30,51.72482921068083
y,100,68.93313795444966,75,91.23678265616957
d,59,21.915367040601797,19,13.680500758503545
a,63,10.677077349155695,56,9.613571953257615
w,95,93.26714800876003,92,63.61058014959096
a,28,36.565675841022646,66,87.68887853337314
c,84,15.181010162476316,1,69.73828432102924
n,21,75.41971637901604,72,33.46188641756642
s,11,89.62022375496863,23,33.394895324529536
r,39,46.81078339471647,7,5.787805061621243
g,63,95.90807006070742,35,47.520600177890415
n,17,36.71937030205291,85,86.04233831341158
z,85,86.00388915527735,16,14.476873285311264
v,95,84.9558841885684,90,61.31979049901627
s,94,66.26342176420721,18,45.91182609407218
r,2,88.98130909412171,23,8.401745275355587
q,30,31.42256050771709,45,27.357922765372365
b,93,66.88973749992299,65,16.64333168680724
c,31,81.41986486265786,43,96.16014201974417
l,81,72.19514898937933,20,15.249886361977449
n,86,62.03414794694868,6,25.883745965563477
n,39,93.7489023174036,25,82.30441406633703
p,61,64.95119771023,79,63.81930540330103
v,21,0.8360332203169563,56,48.47703236741603
p,100,49.946333962412794,29,37.35804632089802
l,25,59.31962523339303,88,79.70137285965363
n,90,72.704581258473,50,78.68741376570676
r,0,1.366435205215899,30,66.32935342077506
v,17,14.965778674579177,7,14.378990166891414
a,98,7.815666103498897,58,64.06626505644871
w,48,79.57934321083627,95,28.739040046062136
e,61,95.60282675550518,72,99.99557112613905
z,100,20.501355647273613,98,21.190279858202864
q,40,82.94923332145514,37,9.394713531756727
a,32,51.89419027140138,7,62.74465216556075
x,48,91.48880818669589,27,35.06933471533874
j,58,18.539601870293907,44,25.093853935837394
q,81,2.807590892885281,19,12.298973032156669
k,43,13.539144104745915,2,66.10224196886452
c,58,29.17426707479348,88,59.35609622470833
y,17,10.925238063743969,26,15.08538088084208
u,6,19.964571837237166,73,6.734392081407736
u,1,45.281265923990986,88,28.388727720671692
g,28,44.18557138758159,4,66.54841483942805
w,23,18.766442017270457,18,37.809957700497655
b,15,0.3143503948788595,26,31.671755781451804
o,17,13.166812216642276,36,86.26342041523554
o,93,9.708374889079273,80,78.43883688853114
j,31,3.233943804824291,4,66.82176839024677
f,76,86.31015690308243,40,82.09377654794883
k,4,91.00431976150684,72,8.752330643480388
b,54,1.6182468121205495,74,52.099031774345484
l,55,10.982044088128617,98,61.41141280036834
s,45,68.17797511340726,31,18.029254971950635
h,0,47.80536210534612,81,95.27996838826466
c,15,37.93160157990025,65,60.01073894184762
x,51,14.245382125280493,44,45.10495431552077
i,42,96.66097828668858,22,74.81056289839576
k,18,27.692212680334404,65,59.220924050920566
x,17,25.861163767022287,91,0.4888301503680692
w,91,92.2621362550829,19,30.00369862859116
t,68,41.624076127803164,80,9.552542432007815
m,59,74.43301663923808,65,8.736496869738009
n,40,46.94876987657113,81,30.270343403335787
c,72,26.31707831677067,55,69.98890289351291
q,40,23.12918106921127,2,76.40821724269648
q,88,51.424959598497125,60,92.42758381414656
q,30,67.75199336443694,40,28.594303843653734
w,89,18.436362697674923,35,30.733408206834167
v,43,24.515247803970585,27,80.27684951109546
g,56,44.803142228407545,22,92.06150201004904
l,99,48.92629992751135,7,55.166685818728865
a,1,89.9704188232066,20,2.872858999830996
w,49,25.105419829400176,17,31.169917164148686
a,60,80.39453873808368,80,91.23338807744857
e,55,13.565324720727222,33,65.51506482004736
z,83,32.77466795945237,7,28.012943614574294
w,19,97.64189816314337,79,47.86319897651325
t,54,75.84953345574792,27,40.96145720143475
o,70,44.80314675201741,55,60.90956741779884
e,78,6.153913762558361,66,45.629964788806824
u,73,59.031471879716236,17,28.790674171450036
a,25,5.458223871244384,14,82.7043447375165
h,33,77.5811191473172,14,46.849606034964
f,10,83.42701640745037,46,34.90091742827016
e,15,52.753266738075844,91,19.190584240328167
h,7,51.98859917380406,83,35.9128751094541
g,98,4.31242294972356,57,53.130374255233605
d,17,58.498994064186014,68,14.787728092518805
x,48,77.3483540445851,35,92.78793786445952
v,99,44.500968187799685,27,58.73198686746854
l,13,72.32238590015942,100,7.817768991618735
f,84,61.9948081158243,81,77.65093820838983
y,17,7.094295448029387,26,2.70272997403852
g,70,66.58653087295939,14,40.02068036619303
r,72,49.12118871100836,21,14.377607041343122
w,67,17.02141470817041,85,75.80758627480924
q,60,44.80872205792574,95,38.56708317568831
f,6,89.58810523914765,75,45.52524224121732
l,93,40.20059638986465,55,72.7489927558896
x,10,69.47689610865287,34,87.78493409157696
s,90,97.90838248750272,100,50.16507018310289
e,12,52.011831298927014,49,1.8495394142508559
p,19,36.728442420845596,27,22.925136777761423
y,46,34.500211509164934,17,49.340210472296555
y,56,77.4853926318757,61,11.262703795725171
d,77,89.21527130852957,56,16.76682431984078
i,73,82.48006203742229,2,30.912076927266707
w,89,60.2011180052102,43,83.84570795820204
p,30,41.49336129210768,92,9.043679636350577
x,64,13.601224650026344,97,45.35820547437949
n,13,2.611742825797614,31,61.38537768520925
y,76,72.68754671757476,10,81.10119487448077
w,99,79.66771697414772,20,92.43996677670643
x,77,63.86433376439863,0,64.68830970981672
r,73,31.013929795659443,92,88.13615079511024
u,45,41.5002479908297,92,23.918541876116084
k,64,88.91585702860321,1,73.79724182725437
f,59,5.776427959778463,27,30.693370830312016
n,45,57.060509732774335,18,10.72836436824607
s,62,23.706923180185647,3,44.8901599362389
o,5,5.520183411508861,29,9.361304133281534
j,26,91.13423817096096,75,64.07640740898579
w,8,99.0303129025321,29,20.518162639283755
o,99,86.65682664761812,16,31.68412644625558
f,24,45.37876109815346,74,41.93169058979025
u,36,61.82133794516351,62,61.52724265253677
w,71,45.935480382875596,4,98.50740018044017
e,30,13.65929244832449,28,79.0185562557691
d,82,85.55008086309986,85,64.06974088723956
n,77,0.8180446076932801,55,33.98138997292667
y,95,34.337959069848104,90,24.27184595946319
n,14,8.959067353088512,58,72.17646362578022
a,71,41.53520912556847,9,63.28078248460597
n,18,31.82479427477721,2,87.02737628052112
l,5,67.03772864701084,20,28.656399627500974
w,76,7.904136673770202,34,79.66199332557461
n,49,80.86238227028603,42,86.47242421834892
x,52,4.218493522668365,80,13.016112751232967
i,38,52.22526736097164,77,6.929936901531453
g,9,39.32559773331411,21,38.090394900111114
u,68,91.04672224775422,81,69.62802495328427
s,12,59.96013331049912,18,0.36265476922470175
q,59,73.31217890348883,87,22.90319791500972
y,60,92.39707525965572,44,87.20294513634373
r,50,22.56463990687394,51,87.8981556318703
m,3,1.22976503786274,52,30.6794272342646
n,52,11.358860251765702,24,6.810989488277219
z,20,70.5702832030341,87,22.4272192668734
w,94,15.759092979589639,72,30.866881329058906
a,66,8.002772949277537,40,57.07766219115782
e,66,78.10625300269575,52,26.803705473247586
u,83,3.198898107596626,65,71.89031181334714
k,64,54.524760399150274,97,41.34985595294746
v,3,75.35671634371988,84,15.161628172272234
j,84,18.637349883376586,12,65.7756579516052
x,78,12.244709338009285,73,64.63954237688218
z,55,78.84420745207888,83,38.52127813539441
c,39,2.1421472227158067,15,76.43973059036163
y,49,18.7981377778625,98,49.806537044853826
o,96,45.49096298516936,19,10.259371575263865
j,31,75.12043045398667,14,91.38428140215316
g,27,74.9568814684504,67,81.10958203777304
m,37,44.62604516742547,39,68.61215268223498
g,21,88.68459448316555,4,53.146252764826805
p,1,1.384953835990299,35,70.64497772651582
i,54,24.506269763601573,27,4.178896773838192
r,25,4.630770277481943,96,24.002071793612778
m,39,88.12305296624035,16,1.3981446812021403
p,50,68.63972519852469,12,99.97456196228848
f,0,98.21114025352287,59,28.02254924445069
v,37,45.272004826579035,0,74.01660283656568
w,6,84.91795851436859,57,19.698965245923983
s,11,20.559455405597802,10,9.00385824586889
x,86,21.077956055697044,38,97.29934691443091
t,43,23.732540846931414,74,22.454239480158133
e,32,99.67522875660933,75,34.21473569156346
t,83,28.700237847156785,64,14.930065167908724
f,73,93.36882692737873,23,9.114993800239413
x,26,97.67086232521181,66,62.18564567995383
k,20,26.337084006459154,62,22.00629173997013
o,6,42.763139695312994,88,85.32014978481543
l,41,88.53115586344867,26,85.82616475861035
l,53,47.76732442106625,76,12.998962937951708
u,16,64.72416476790197,58,38.20563652561414
p,80,81.81793733486606,100,97.42645568505797
l,42,1.1380594477292783,34,49.71995971549635
k,10,96.18442761493814,54,99.08197216576677
l,18,87.59560999698678,24,34.1239690948539
d,31,5.864570698729043,52,39.926957935736475
h,3,79.4094154786956,68,43.35686709280536
g,69,31.582815226221495,17,76.63990211643379
v,15,79.42588404783932,8,13.852029504354812
c,63,90.68590637859099,15,52.71283349169376
c,89,99.91855313793604,37,15.710626129442385
b,8,35.31564572027792,36,47.1330570800036
v,33,16.22328718520578,0,6.612939775784154
g,77,32.335205595825464,51,18.340016224232258
e,32,93.7051807434598,44,10.273558251522774
w,84,39.621877243013955,78,11.924187674164443
d,75,41.075392035279194,78,52.5903497347715
k,60,69.90372309992574,39,88.59130362915242
y,99,78.69777412141532,70,36.247976648814415
n,45,65.46491660671269,18,52.08414326639619
u,72,21.93593622271782,39,97.61292064277099
t,89,59.166887662123514,40,30.68143644618354
j,100,90.70679911584763,71,10.93148848931068
b,23,77.44840028812483,81,37.00313992310368
t,64,58.84793395372475,45,41.20273185635548
t,3,69.6169994432221,78,5.976470030558723
d,29,92.53387098887477,52,95.94159817872189
t,23,56.288443923482156,17,83.29662338650036
f,49,11.001888043288144,100,69.56389940282881
i,79,31.458981893524463,57,88.26869305020047
p,48,13.547407917213716,23,73.1364259794611
b,65,52.15482874005543,98,93.68584079140105
s,66,76.74735448296728,69,80.37390274414366
m,57,84.84736085298373,11,80.20248397672113
t,18,45.740898830229916,53,5.019206487220784
m,26,77.80805465439023,37,81.29378367170928
i,40,5.199590875605253,100,90.63292488217577
s,36,66.4834332831053,57,89.59947308996028
